PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,CON,CN,GR,RF,TT,CI,DEP,CIN,SI,LID,PS,FPS,RIN,EIN,CRF,MID
11430933,NLM,MEDLINE,20010913,20190624,0014-2999 (Print) 0014-2999 (Linking),422,1-3,2001 Jun 22,"In vitro effects of E3040, a dual inhibitor of 5-lipoxygenase and thromboxane A(2) synthetase, on eicosanoid production.",209-16,"In vitro pharmacological profiles of E3040, 6-hydroxy-5, 7-dimethyl-2-(methylamino)-4-(3-pyridylmethyl) benzothiazole were investigated. Against the 5-lipoxygenase activity of rat basophilic leukemia cells, E3040 and zileuton (a 5-lipoxygenase inhibitor) had an IC(50) of 0.23 and 0.93 microM, respectively. Against the thromboxane A(2) synthetase activity of human platelets, E3040 had an IC(50) of 0.01 microM, which was comparable to that of OKY-1581 (sodium (E)-3-[4-(3-pyridylmethyl) phenyl]-2-methylacrylate, a thromboxane A(2) synthetase inhibitor). Against cyclooxygenase activity of sheep seminal vesicles, E3040 showed no inhibition (IC(50), >300 microM). Sulfasalazine and 5-aminosalicylic acid, therapeutic drugs for inflammatory bowel disease, inhibited 5-lipoxygenase activity with an IC(50) of 293 and 970 microM, respectively. Sulfasalazine inhibited thromboxane A(2) synthetase activity with an IC(50) of 20 microM. In rat peritoneal leukocytes, E3040 inhibited leukotriene B(4) and thromboxane B(2) production with an IC(50) of 0.17 and 0.24 microM, respectively. E3040 inhibited leukotriene B(4) production in human neutrophils and thromboxane B(2) production in human platelets (IC(50) of 0.21 and 0.09 microM, respectively). These results indicated that E3040 potently inhibited 5-lipoxygenase and thromboxane A(2) synthetase and blocked leukotriene B(4) and thromboxane B(2) production in rat peritoneal and human blood cells.","['Oketani, K', 'Nagakura, N', 'Harada, K', 'Inoue, T']","['Oketani K', 'Nagakura N', 'Harada K', 'Inoue T']","['Tsukuba Research Laboratories, Eisai Co., Ltd., 1-3, Tokodai-5-chome, Tsukuba, Ibaraki 300-2635, Japan. k-oketani@hhc.eisai.co.jp']",['eng'],['Journal Article'],Netherlands,Eur J Pharmacol,European journal of pharmacology,1254354,"['0 (Benzothiazoles)', '0 (Eicosanoids)', '0 (Lipoxygenase Inhibitors)', '0 (Methacrylates)', '0 (Pyridines)', '0 (Thiazoles)', '145096-30-6 (E 3040)', '1HGW4DR56D (Leukotriene B4)', '3XC8GUZ6CB (Sulfasalazine)', '4Q81I59GXC (Mesalamine)', '54397-85-2 (Thromboxane B2)', '75987-08-5 (2-methyl-3-(4-(3-pyridinylmethyl)phenyl)-2-propenoic acid)', 'EC 1.13.11.34 (Arachidonate 5-Lipoxygenase)', 'EC 1.14.99.1 (Prostaglandin-Endoperoxide Synthases)', 'EC 5.3.99.5 (Thromboxane-A Synthase)', 'K7Q1JQR04M (Dinoprostone)', 'V1L22WVE2S (zileuton)', 'X6Q56QN5QC (Hydroxyurea)', 'XXE1CET956 (Indomethacin)']",IM,"['Animals', 'Arachidonate 5-Lipoxygenase/metabolism', 'Benzothiazoles', 'Dinoprostone/metabolism', 'Dose-Response Relationship, Drug', 'Eicosanoids/*metabolism', 'Humans', 'Hydroxyurea/analogs & derivatives/pharmacology', 'Indomethacin/pharmacology', 'Leukocytes/cytology/*drug effects/metabolism', 'Leukotriene B4/metabolism', 'Lipoxygenase Inhibitors/*pharmacology', 'Male', 'Mesalamine/pharmacology', 'Methacrylates/pharmacology', 'Neutrophils/cytology/drug effects/metabolism', 'Peritoneal Cavity/cytology', 'Prostaglandin-Endoperoxide Synthases/drug effects/metabolism', 'Pyridines/*pharmacology', 'Rats', 'Rats, Inbred F344', 'Sheep', 'Sulfasalazine/pharmacology', 'Thiazoles/*pharmacology', 'Thromboxane B2/metabolism', 'Thromboxane-A Synthase/*antagonists & inhibitors/metabolism']",2001/06/30 10:00,2001/09/14 10:01,['2001/06/30 10:00'],"['2001/06/30 10:00 [pubmed]', '2001/09/14 10:01 [medline]', '2001/06/30 10:00 [entrez]']","['S0014299901010226 [pii]', '10.1016/s0014-2999(01)01022-6 [doi]']",ppublish,Eur J Pharmacol. 2001 Jun 22;422(1-3):209-16. doi: 10.1016/s0014-2999(01)01022-6.,,,,,,,,,,,,,,,,,
11430827,NLM,MEDLINE,20010719,20190915,1097-2765 (Print) 1097-2765 (Linking),7,6,2001 Jun,Cytoplasmic recruitment of INI1 and PML on incoming HIV preintegration complexes: interference with early steps of viral replication.,1245-54,"During the early phase of the retroviral life cycle, only a fraction of internalized virions end up integrating their genome into the chromosome, even though the resulting proviruses are almost systematically expressed. Here, we reveal that incoming retroviral preintegration complexes trigger the exportin-mediated cytoplasmic export of the SWI/SNF component INI1 and of the nuclear body constituent PML. We further show that the HIV genome associates with these proteins before nuclear migration. In the presence of arsenic, PML is sequestered in the nucleus, and the efficiency of HIV-mediated transduction is markedly increased. These results unveil a so far unsuspected cellular response that interferes with the early steps of HIV replication.","['Turelli, P', 'Doucas, V', 'Craig, E', 'Mangeat, B', 'Klages, N', 'Evans, R', 'Kalpana, G', 'Trono, D']","['Turelli P', 'Doucas V', 'Craig E', 'Mangeat B', 'Klages N', 'Evans R', 'Kalpana G', 'Trono D']","['Department of Genetics and Microbiology, University of Geneva, CH-1211 4, Geneva, Switzerland.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",United States,Mol Cell,Molecular cell,9802571,"['0 (Carrier Proteins)', '0 (Chromosomal Proteins, Non-Histone)', '0 (DNA-Binding Proteins)', '0 (Karyopherins)', '0 (Neoplasm Proteins)', '0 (Nuclear Proteins)', '0 (Promyelocytic Leukemia Protein)', '0 (Receptors, Cytoplasmic and Nuclear)', '0 (SMARCB1 Protein)', '0 (SMARCB1 protein, human)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', '0 (exportin 1 protein)', '143220-95-5 (PML protein, human)']",IM,"['Active Transport, Cell Nucleus/physiology', 'Carrier Proteins/metabolism', 'Cell Nucleus/metabolism', 'Chromosomal Proteins, Non-Histone', 'Cytoplasm/metabolism/virology', 'DNA-Binding Proteins/*metabolism', 'HIV/genetics/*growth & development', 'HIV Infections/*virology', 'HeLa Cells', 'Humans', '*Karyopherins', 'Neoplasm Proteins/*metabolism', '*Nuclear Proteins', 'Promyelocytic Leukemia Protein', '*Receptors, Cytoplasmic and Nuclear', 'SMARCB1 Protein', 'Transcription Factors/*metabolism', 'Transfection', 'Tumor Suppressor Proteins', 'Virus Replication/*physiology']",2001/06/30 10:00,2001/07/20 10:01,['2001/06/30 10:00'],"['2001/06/30 10:00 [pubmed]', '2001/07/20 10:01 [medline]', '2001/06/30 10:00 [entrez]']","['S1097-2765(01)00255-6 [pii]', '10.1016/s1097-2765(01)00255-6 [doi]']",ppublish,Mol Cell. 2001 Jun;7(6):1245-54. doi: 10.1016/s1097-2765(01)00255-6.,,,,,,,,,,,,,,,,,
11430826,NLM,MEDLINE,20010719,20201208,1097-2765 (Print) 1097-2765 (Linking),7,6,2001 Jun,Role of PML and PML-RARalpha in Mad-mediated transcriptional repression.,1233-43,"Fusion of the promyelocytic leukemia (PML) protein to the retinoic acid receptor-alpha (RARalpha) generates the transforming protein of acute promyelocytic leukemias. PML appears to be involved in multiple functions, including apoptosis and transcriptional activation by RAR, whereas PML-RARalpha blocks these functions of PML. However, the mechanisms of leukemogenesis by PML-RARalpha remain elusive. Here we show that PML interacts with multiple corepressors (c-Ski, N-CoR, and mSin3A) and histone deacetylase 1, and that this interaction is required for transcriptional repression mediated by the tumor suppressor Mad. PML-RARalpha has the two corepressor-interacting sites and inhibits Mad-mediated repression, suggesting that aberrant binding of PML-RARalpha to the corepressor complexes may lead to abrogation of the corepressor function. These mechanisms may contribute to events leading to leukemogenesis.","['Khan, M M', 'Nomura, T', 'Kim, H', 'Kaul, S C', 'Wadhwa, R', 'Shinagawa, T', 'Ichikawa-Iwata, E', 'Zhong, S', 'Pandolfi, P P', 'Ishii, S']","['Khan MM', 'Nomura T', 'Kim H', 'Kaul SC', 'Wadhwa R', 'Shinagawa T', 'Ichikawa-Iwata E', 'Zhong S', 'Pandolfi PP', 'Ishii S']","['Laboratory of Molecular Genetics, RIKEN Tsukuba Institute, 305-0074, Ibaraki, Japan.']",['eng'],['Journal Article'],United States,Mol Cell,Molecular cell,9802571,"['0 (Basic Helix-Loop-Helix Leucine Zipper Transcription Factors)', '0 (DNA-Binding Proteins)', '0 (MXD1 protein, human)', '0 (NCOR1 protein, human)', '0 (Neoplasm Proteins)', '0 (Nuclear Proteins)', '0 (Nuclear Receptor Co-Repressor 1)', '0 (Promyelocytic Leukemia Protein)', '0 (Proto-Oncogene Proteins)', '0 (RARA protein, human)', '0 (Receptors, Retinoic Acid)', '0 (Repressor Proteins)', '0 (Retinoic Acid Receptor alpha)', '0 (SIN3A transcription factor)', '0 (Transcription Factors)', '0 (Tumor Suppressor Proteins)', '126648-96-2 (SKI protein, human)', '143220-95-5 (PML protein, human)', 'EC 1.13.12.- (Luciferases)', 'EC 3.5.1.98 (HDAC1 protein, human)', 'EC 3.5.1.98 (Histone Deacetylase 1)', 'EC 3.5.1.98 (Histone Deacetylases)', 'EC 3.5.1.98 (Sin3 Histone Deacetylase and Corepressor Complex)']",IM,"['Animals', 'Basic Helix-Loop-Helix Leucine Zipper Transcription Factors', 'DNA-Binding Proteins/*genetics/*metabolism', 'Gene Expression Regulation, Leukemic', 'Histone Deacetylase 1', 'Histone Deacetylases/genetics/metabolism', 'Humans', 'Lac Operon', 'Leukemia, Promyelocytic, Acute', 'Luciferases', 'Mammals', 'Neoplasm Proteins/*genetics/*metabolism', 'Nuclear Proteins/genetics/metabolism', 'Nuclear Receptor Co-Repressor 1', 'Promyelocytic Leukemia Protein', 'Proto-Oncogene Proteins/genetics/metabolism', 'Receptors, Retinoic Acid/*metabolism', 'Repressor Proteins/genetics/metabolism', 'Retinoic Acid Receptor alpha', 'Sin3 Histone Deacetylase and Corepressor Complex', 'Transcription Factors/*genetics/*metabolism', 'Transcriptional Activation/*physiology', 'Tumor Cells, Cultured', 'Tumor Suppressor Proteins']",2001/06/30 10:00,2001/07/20 10:01,['2001/06/30 10:00'],"['2001/06/30 10:00 [pubmed]', '2001/07/20 10:01 [medline]', '2001/06/30 10:00 [entrez]']","['S1097-2765(01)00257-X [pii]', '10.1016/s1097-2765(01)00257-x [doi]']",ppublish,Mol Cell. 2001 Jun;7(6):1233-43. doi: 10.1016/s1097-2765(01)00257-x.,,,,,,,,,,,,,,,,,
11430724,NLM,MEDLINE,20011205,20130520,0803-5253 (Print) 0803-5253 (Linking),90,5,2001 May,Torticollis revealing as a symptom of acute lymphoblastic leukaemia in a fourteen-month-old girl.,587-8,"UNLABELLED: The differential diagnosis of acquired torticollis in infants and children comprises a large variety of disorders, including inflammation, neurologic disease or trauma. CONCLUSION: Spinal cord tumours in patients with ALL are a rarely reported entity and secondary spinal involvement in leukaemia presenting as head tilt is even more uncommon.","['Rauch, R', 'Jungert, J', 'Rupprecht, T', 'Greil, J']","['Rauch R', 'Jungert J', 'Rupprecht T', 'Greil J']","[""Children's Hospital of the Friedrich-Alexander-Universitaet, Erlangen-Nuernberg, Germany. ralf.rauch@dland.de""]",['eng'],"['Case Reports', 'Journal Article']",Norway,Acta Paediatr,"Acta paediatrica (Oslo, Norway : 1992)",9205968,,IM,"['Accidents, Traffic', 'Diagnosis, Differential', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/*diagnosis/therapy', 'Spinal Neoplasms/*diagnosis/therapy', 'Torticollis/*diagnosis']",2001/06/30 10:00,2002/01/05 10:01,['2001/06/30 10:00'],"['2001/06/30 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/06/30 10:00 [entrez]']",,ppublish,Acta Paediatr. 2001 May;90(5):587-8.,,,,,,,,,,,,,,,,,
11430632,NLM,MEDLINE,20011101,20131121,0946-1965 (Print) 0946-1965 (Linking),39,6,2001 Jun,Metabolic functions of the liver during chemotherapy in children with acute lymphoblastic leukemia.,246-50,"OBJECTIVE: The purpose of the present work was estimation of liver function using the phenazone test and commonly used biochemical tests in children with acute lymphoblastic leukemia (ALL) during anticancer treatment. METHODS: Observations were carried out in the same 21 patients with ALL before the beginning of chemotherapy, after Protocol I and after Protocol M of the antileukemic treatment carried out according to the program BFM 86. RESULTS: The applied chemotherapy inhibited phenazone elimination. Both phenazone half-life and metabolic clearance rate were significantly different in patients after treatment with anticancer drugs, especially with high-dose of methotrexate (MTX), from those in patients before the beginning of chemotherapy (p < 0.001). Moreover, after MTX administration transaminases activity and serum bilirubin concentration were significantly higher than before treatment (p < 0.05). CONCLUSION: Our results showed that in children with acute lymphoblastic leukemia, anticancer chemotherapy decreased liver metabolic capacity. Particularly, high-dose methotrexate treatment altered the elimination of phenazone by inhibiting the activity of hepatic mixed function oxidase system. This change may lead to an increase in toxicity of active drugs which are metabolized by this enzyme system. In addition, altered activity of liver metabolic function can impair transformation of prodrugs to active forms. It should be considered in selection of individual drug dosages. The objective estimation of the type and degree of liver dysfunction can only be achieved by the combination of a quantitative phenazone dynamic test and static biochemical tests.","['Wiela-Hojenska, A', 'Gorczynska, E', 'Orzechowska-Juzwenko, K', 'Golebiowski, W', 'Hurkacz, M', 'Boguslawska-Jaworska, J']","['Wiela-Hojenska A', 'Gorczynska E', 'Orzechowska-Juzwenko K', 'Golebiowski W', 'Hurkacz M', 'Boguslawska-Jaworska J']","['Department of Clinical Pharmacology, Wroclaw Medical University, Poland.']",['eng'],"['Clinical Trial', 'Journal Article']",Germany,Int J Clin Pharmacol Ther,International journal of clinical pharmacology and therapeutics,9423309,"['0 (Anti-Inflammatory Agents, Non-Steroidal)', '0 (Antimetabolites, Antineoplastic)', 'T3CHA1B51H (Antipyrine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Analysis of Variance', 'Anti-Inflammatory Agents, Non-Steroidal/blood/*pharmacokinetics', 'Antimetabolites, Antineoplastic/adverse effects/*therapeutic use', 'Antipyrine/blood/*pharmacokinetics', 'Child', 'Child, Preschool', 'Half-Life', 'Humans', 'Liver/*drug effects/metabolism', 'Liver Function Tests', 'Metabolic Clearance Rate', 'Methotrexate/adverse effects/*therapeutic use', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy']",2001/06/30 10:00,2001/11/03 10:01,['2001/06/30 10:00'],"['2001/06/30 10:00 [pubmed]', '2001/11/03 10:01 [medline]', '2001/06/30 10:00 [entrez]']",,ppublish,Int J Clin Pharmacol Ther. 2001 Jun;39(6):246-50.,,,,,,,,,,,,,,,,,
11430593,NLM,MEDLINE,20011204,20191105,0065-230X (Print) 0065-230X (Linking),81,,2001,A decade of progress in allogeneic hematopoietic cell transplantation: 1990-2000.,1-59,,"['Stockerl-Goldstein, K E', 'Blume, K G']","['Stockerl-Goldstein KE', 'Blume KG']","['Department of Medicine, Stanford University School of Medicine, CA 94305, USA.']",['eng'],"['Journal Article', 'Review']",United States,Adv Cancer Res,Advances in cancer research,0370416,,IM,"['Anemia/therapy', 'Graft vs Host Disease/prevention & control', 'Hematopoietic Stem Cell Transplantation/adverse effects/*methods', 'Humans', 'Leukemia/therapy', 'Lymphoma/therapy', 'Transplantation, Homologous/adverse effects/*methods']",2001/06/30 10:00,2002/01/05 10:01,['2001/06/30 10:00'],"['2001/06/30 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/06/30 10:00 [entrez]']","['S0065-230X(01)81001-0 [pii]', '10.1016/s0065-230x(01)81001-0 [doi]']",ppublish,Adv Cancer Res. 2001;81:1-59. doi: 10.1016/s0065-230x(01)81001-0.,,,,,220,,,,,,,,,,,,
11429994,NLM,MEDLINE,20010830,20190906,0163-3864 (Print) 0163-3864 (Linking),64,2,2001 Feb,Acetylated analogues of the microtubule-stabilizing agent discodermolide: preparation and biological activity.,171-4,A series of eight discodermolide acetates have been prepared using natural (+)-discodermolide and evaluated for in vitro cytotoxicity against the cultured murine P-388 leukemia cells. The acetylated analogues showed a significant variation of cytotoxicity and suggested the importance of C-11 and C-17 hydroxyl groups for potency. The preparation and structure elucidation of the new analogues are described.,"['Gunasekera, S P', 'Longley, R E', 'Isbrucker, R A']","['Gunasekera SP', 'Longley RE', 'Isbrucker RA']","['Division of Biomedical Marine Research, Harbor Branch Oceanographic Institution, 5600 U.S. 1 North, Fort Pierce, Florida 34946, USA. sgunaseker@hboi.edu']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Nat Prod,Journal of natural products,7906882,"['0 (Alkanes)', '0 (Antineoplastic Agents)', '0 (Carbamates)', '0 (Lactones)', '0 (Pyrones)', 'DHG59994DN (discodermolide)']",IM,"['Acetylation', '*Alkanes', 'Animals', 'Antineoplastic Agents/chemistry/*isolation & purification/pharmacology', '*Carbamates', 'Lactones/*chemistry/pharmacology', 'Leukemia P388/drug therapy', 'Magnetic Resonance Spectroscopy', 'Mice', 'Microtubules/*drug effects', 'Models, Chemical', 'Porifera/chemistry', 'Pyrones']",2001/06/30 10:00,2001/08/31 10:01,['2001/06/30 10:00'],"['2001/06/30 10:00 [pubmed]', '2001/08/31 10:01 [medline]', '2001/06/30 10:00 [entrez]']",['10.1021/np000423e [doi]'],ppublish,J Nat Prod. 2001 Feb;64(2):171-4. doi: 10.1021/np000423e.,,,,['CA 74227/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,
11429421,NLM,MEDLINE,20010802,20211203,0021-9746 (Print) 0021-9746 (Linking),54,7,2001 Jul,Ataxia telangiectasia gene mutations in leukaemia and lymphoma.,512-6,"Ataxia telangiectasia (AT) is a rare multisystem, autosomal, recessive disease characterised by neuronal degeneration, genome instability, and an increased risk of cancer. Approximately 10% of AT homozygotes develop cancer, mostly of the lymphoid system. Lymphoid malignancies in patients with AT are of both B cell and T cell origin, and include Hodgkin's lymphoma, non-Hodgkin's lymphoma, and several forms of leukaemia. The AT locus was mapped to the chromosomal region 11q22-23 using genetic linkage analysis in the late 1980s and the causative gene was identified by positional cloning several years later. The ATM gene encodes a large protein that belongs to a family of kinases possessing a highly conserved C-terminal kinase domain related to the phosphatidylinositol 3-kinase domain. Members of this kinase family have been shown to function in DNA repair and cell cycle checkpoint control following DNA damage. Recent studies indicate that ATM is activated primarily in response to double strand breaks and may be considered a caretaker of the genome. Most mutations in ATM result in truncation and destabilisation of the protein, but certain missense and splicing errors have been shown to produce a less severe phenotype. AT heterozygotes have a slightly increased risk of breast cancer. Atm deficient mice exhibit many of the symptoms found in patients with AT and have a high frequency of thymic lymphoma. The association between mutation of the ATM gene and a high incidence of lymphoid malignancy in patients with AT, together with the development of lymphoma in Atm deficient mice, supports the proposal that inactivation of the ATM gene may be of importance in the pathogenesis of sporadic lymphoid malignancy. Loss of heterozygosity at 11q22-23 (the location of the ATM gene) is a common event in lymphoid malignancy. Frequent inactivating mutations of the ATM gene have been reported in patients with rare sporadic T cell prolymphocytic leukaemia (T-PLL), B cell chronic lymphocytic leukaemia (B-CLL), and most recently, mantle cell lymphoma (MCL). In contrast to the ATM mutation pattern in AT, the most frequent nucleotide changes in these sporadic lymphoid malignancies were missense mutations. The presence of inactivating mutations, together with the deletion of the normal copy of the ATM gene in some patients with T-PLL, B-CLL, and MCL, establishes somatic inactivation of the ATM gene in the pathogenesis of lymphoid malignancies, and strongly suggests that ATM functions as a tumour suppressor. The presence of missense mutations in the germline of patients with B-CLL has been reported, suggesting that some patients with B-CLL may be constitutional AT heterozygotes. The putative hereditary predisposition of B-CLL, although intriguing, warrants further investigation.","['Boultwood, J']",['Boultwood J'],"['Leukaemia Research Fund Molecular Haematology Unit, Nuffield Department of Clinical Laboratory Sciences, John Radcliffe Hospital, Headington, Oxford, OX3 9DU, UK. jboultwo@enterprise.mol.biol.ox.ac.uk']",['eng'],"['Journal Article', 'Review']",England,J Clin Pathol,Journal of clinical pathology,0376601,"['0 (Cell Cycle Proteins)', '0 (DNA-Binding Proteins)', '0 (Tumor Suppressor Proteins)', 'EC 2.7.11.1 (ATM protein, human)', 'EC 2.7.11.1 (Ataxia Telangiectasia Mutated Proteins)', 'EC 2.7.11.1 (Atm protein, mouse)', 'EC 2.7.11.1 (Protein Serine-Threonine Kinases)']",IM,"['Animals', 'Ataxia Telangiectasia/genetics', 'Ataxia Telangiectasia Mutated Proteins', 'Cell Cycle Proteins', 'DNA-Binding Proteins', 'Disease Models, Animal', 'Humans', 'Leukemia/*genetics', 'Lymphoma/*genetics', 'Mice', '*Mutation', 'Phosphatidylinositol 3-Kinases/genetics', 'Protein Serine-Threonine Kinases/*genetics', 'Tumor Suppressor Proteins']",2001/06/29 10:00,2001/08/03 10:01,['2001/06/29 10:00'],"['2001/06/29 10:00 [pubmed]', '2001/08/03 10:01 [medline]', '2001/06/29 10:00 [entrez]']",['10.1136/jcp.54.7.512 [doi]'],ppublish,J Clin Pathol. 2001 Jul;54(7):512-6. doi: 10.1136/jcp.54.7.512.,PMC1731462,,,,52,,,,,,,,,,,,
11429420,NLM,MEDLINE,20010802,20190501,0021-9746 (Print) 0021-9746 (Linking),54,7,2001 Jul,UK NEQAS for leucocyte immunophenotyping: the first 10 years.,508-11,"In the past decade, cellular immunophenotyping has become a new discipline in diagnostic haematology and immunology, and is invaluable in the rapid diagnosis of leukaemia and monitoring disease progression in human immunodeficiency virus infected individuals. The introduction of bench top flow cytometers has meant that immunophenotyping is now also used for the quantitation of CD34(+) peripheral blood stem cells (PBSCs) to ensure the correct timing and adequacy of haematopoietic progenitor cell harvests. Furthermore, flow cytometry has become an important tool for the counting of leucocytes in blood components after leucocyte depletion. Because this new discipline is now such a major diagnostic and prognostic tool in the clinical arena, its use must be subject to both internal and external quality control. Such a requirement was first recognised as early as 1986 when an Inter-Regional Quality Assessment Scheme (IRQAS) was initiated for laboratories that undertook the immunocytochemical diagnosis of leukaemia using the alkaline phosphates anti-alkaline phosphatase technique. This programme began with around 25 UK laboratories. In 1990, after the introduction of two more programmes (one for leukaemia diagnosis using UV microscopy and latterly flow cytometry, and one for the enumeration of CD4(+) T cells) the IRQAS achieved UK National External Quality Assessment Scheme (UK NEQAS) status and changed its title to UK NEQAS for Leucocyte Immunophenotyping. In the past decade the once small IRQAS programme has evolved into the largest international scheme of its kind, providing EQA to over 650 laboratories world wide for leukaemia immunophenotyping, lymphocyte subset analysis, PBSCs, and more recently low level leucocyte counting. Over the years, this EQA programme has highlighted important problems, such as the inappropriate use of fluorochromes and antibody titre, and the identification of effective gating strategies, all of which have contributed directly to the high interlaboratory variations seen in cellular immunophenotyping. Furthermore, particularly in absolute counting of lymphocyte subsets, PBSCs, and the enumeration of low numbers of leucocytes, UK NEQAS for Leucocyte Immunophenotyping programmes have been instrumental in highlighting the differences that occur between single and dual platform flow cytometric technologies. As a result of these findings, UK NEQAS for Leucocyte Immunophenotyping has helped to reduce the variation seen on an interlaboratory basis and enabled greater standardisation both in the UK and internationally. These advances have been attributable to the development, by UK NEQAS for Leucocyte Immunophenotyping, of a unique whole blood stabilising process that ensures the retention of the physical characteristics (both light scatter and antigenic profile) required of cells to ensure successful cellular immunophenotyping. This major technological advancement has enabled the distribution of specimens for EQA purposes on a global scale that have minimal matrix effect and behave in a manner identical to fresh blood for several months after stabilisation.","['Reilly, J T', 'Barnett, D']","['Reilly JT', 'Barnett D']","['UK NEQAS for Leucocyte Immunophenotyping, Department of Haematology, Royal Hallamshire Hospital, Glossop Road, Sheffield S10 2JF, UK. J.T.Reilly@sheffield.ac.uk']",['eng'],"['Journal Article', 'Review']",England,J Clin Pathol,Journal of clinical pathology,0376601,"['0 (Antigens, CD34)']",IM,"['Antigens, CD34/analysis', 'CD4 Lymphocyte Count', 'Forecasting', 'Hematopoietic Stem Cells/immunology', 'Humans', 'Immunophenotyping/*methods/trends', 'Leukemia/immunology', 'Leukocyte Count', 'Leukocytes/*immunology']",2001/06/29 10:00,2001/08/03 10:01,['2001/06/29 10:00'],"['2001/06/29 10:00 [pubmed]', '2001/08/03 10:01 [medline]', '2001/06/29 10:00 [entrez]']",['10.1136/jcp.54.7.508 [doi]'],ppublish,J Clin Pathol. 2001 Jul;54(7):508-11. doi: 10.1136/jcp.54.7.508.,PMC1731480,,,,20,,,,,,,,,,,,
11429368,NLM,MEDLINE,20010719,20190704,0003-2999 (Print) 0003-2999 (Linking),93,1,2001 Jul,"The reversal of fentanyl-induced tolerance by administration of ""small-dose"" ketamine.",213-4,,"['Eilers, H', 'Philip, L A', 'Bickler, P E', 'McKay, W R', 'Schumacher, M A']","['Eilers H', 'Philip LA', 'Bickler PE', 'McKay WR', 'Schumacher MA']","['Department of Anesthesia and Perioperative Care, University of California, San Francisco, San Francisco, California 94143-0648, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,Anesth Analg,Anesthesia and analgesia,1310650,"['0 (Analgesics, Opioid)', '0 (Anesthetics, Dissociative)', '0 (GABA Modulators)', '690G0D6V8H (Ketamine)', 'R60L0SM5BC (Midazolam)', 'UF599785JZ (Fentanyl)']",IM,"['Adult', 'Analgesics, Opioid/administration & dosage/*therapeutic use', 'Anesthetics, Dissociative/*therapeutic use', 'Drug Therapy, Combination', 'Drug Tolerance', 'Female', 'Fentanyl/administration & dosage/*therapeutic use', 'GABA Modulators/administration & dosage/therapeutic use', 'Graft vs Host Disease/complications', 'Humans', 'Ketamine/*therapeutic use', 'Leukemia, Myeloid/complications/therapy', 'Lymphocyte Transfusion', 'Midazolam/administration & dosage/therapeutic use', 'Pain/*drug therapy/etiology']",2001/06/29 10:00,2001/07/20 10:01,['2001/06/29 10:00'],"['2001/06/29 10:00 [pubmed]', '2001/07/20 10:01 [medline]', '2001/06/29 10:00 [entrez]']",['10.1097/00000539-200107000-00042 [doi]'],ppublish,Anesth Analg. 2001 Jul;93(1):213-4. doi: 10.1097/00000539-200107000-00042.,,,,,,,,,,,,,,,,,
