PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,DEP,RN,PMC,OTO,OT,GR,MID,OID,CI,CIN,TT,CON,CN,IR,FIR,SI,EIN,ROF,UIN,UOF,PS,FPS
21256480,NLM,MEDLINE,20110614,20211020,1096-0953 (Electronic) 0013-9351 (Linking),111,3,2011 Apr,Incidence of non-lung solid cancers in Czech uranium miners: a case-cohort study.,400-5,10.1016/j.envres.2011.01.008 [doi],"OBJECTIVES: Uranium miners are chronically exposed to radon and its progeny, which are known to cause lung cancer and may be associated with leukemia. This study was undertaken to evaluate risk of non-lung solid cancers among uranium miners in Pribram region, Czech Republic. METHODS: A retrospective stratified case-cohort study in a cohort of 22,816 underground miners who were employed between 1949 and 1975. All incident non-lung solid cancers were ascertained among miners who worked underground for at least 12 months (n=1020). A subcohort of 1707 subjects was randomly drawn from the same population by random sampling stratified on age. The follow-up period lasted from 1977 to 1996. RESULTS: Relative risks comparing 180 WLM (90th percentile) of cumulative lifetime radon exposure to 3 WLM (10th percentile) were 0.88 for all non-lung solid cancers combined (95% CI 0.73-1.04, n=1020), 0.87 for all digestive cancers (95% CI 0.69-1.09, n=561), 2.39 for gallbladder cancer (95% CI 0.52-10.98, n=13), 0.79 for larynx cancer (95% CI 0.38-1.64, n=62), 2.92 for malignant melanoma (95% CI 0.91-9.42, n=23), 0.84 for bladder cancer (95% CI 0.43-1.65, n=73), and 1.13 for kidney cancer (95% CI 0.62-2.04, n=66). No cancer type was significantly associated with radon exposure; only malignant melanoma and gallbladder cancer showed elevated but non-significant association with radon. CONCLUSIONS: Radon was not significantly associated with incidence of any cancer of interest, although a positive association of radon with malignant melanoma and gallbladder cancer cannot be entirely ruled out.","['Kulich, M', 'Rericha, V', 'Rericha, R', 'Shore, D L', 'Sandler, D P']","['Kulich M', 'Rericha V', 'Rericha R', 'Shore DL', 'Sandler DP']","['Department of Statistics, Faculty of Mathematics and Physics, Charles University, Sokolovska 83, CZ-186 75 Praha 8, Czech Republic. kulich@karlin.mff.cuni.cz']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', 'Research Support, N.I.H., Intramural', ""Research Support, Non-U.S. Gov't""]",Netherlands,Environ Res,Environmental research,0147621,IM,"['Adult', 'Aged', 'Cohort Studies', 'Czech Republic/epidemiology', 'Humans', 'Incidence', 'Middle Aged', '*Mining', 'Neoplasms, Radiation-Induced/*epidemiology/etiology', 'Occupational Diseases/*epidemiology/etiology', 'Occupational Exposure/*adverse effects', 'Proportional Hazards Models', 'Radon/*poisoning', 'Retrospective Studies', 'Risk']",2011/01/25 06:00,2011/06/15 06:00,['2011/01/25 06:00'],"['2010/04/08 00:00 [received]', '2010/12/21 00:00 [revised]', '2011/01/10 00:00 [accepted]', '2011/01/25 06:00 [entrez]', '2011/01/25 06:00 [pubmed]', '2011/06/15 06:00 [medline]']","['S0013-9351(11)00023-5 [pii]', '10.1016/j.envres.2011.01.008 [doi]']",ppublish,Environ Res. 2011 Apr;111(3):400-5. doi: 10.1016/j.envres.2011.01.008. Epub 2011 Jan 21.,20110121,['Q74S4N8N1G (Radon)'],PMC3064710,,,"['Z01 ES049029/Intramural NIH HHS/United States', 'Z01 ES049029-11/Intramural NIH HHS/United States']",['NIHMS268438'],,['Copyright (c) 2011 Elsevier Inc. All rights reserved.'],,,,,,,,,,,,,
21256190,NLM,MEDLINE,20110526,20161126,0006-3002 (Print) 0006-3002 (Linking),1810,4,2011 Apr,Hypertonicity-enhanced TNF-alpha release from activated human monocytic THP-1 cells requires ERK activation.,475-84,10.1016/j.bbagen.2011.01.004 [doi],"BACKGROUND: Hypertonic stress enhances tumor necrosis factor (TNF)-alpha expression in activated monocytes. However, the underlying mechanism is unknown. The produced TNF-alpha is primarily cleaved and released by TNF-alpha-converting enzyme (TACE), and the surface expression of TACE is down-regulated by endocytosis. As hypertonicity inhibits endocytosis, we evaluated the mechanism of hypertonicity-induced TNF-alpha release from activated human monocytic THP-1 cells. METHODS: THP-1 cells were stimulated with lipopolysaccharide (LPS) or phorbol 12-myristate 13-acetate (PMA) in the presence or absence of hypertonic agents (150 mM sucrose or 150-300 mM NaCl). The amount of TNF-alpha mRNA and protein, surface expression of TACE and activation of signaling pathways (mitogen-activated protein kinase, Akt and NF-kappaB) were assayed. RESULTS: Hypertonic sucrose and NaCl significantly enhanced TNF-alpha release from THP-1 cells upon LPS or PMA stimulation. Hypertonic sucrose and other endocytosis inhibitors increased surface expression of TACE, but their effects on TNF-alpha release were inconsistent. This enhancement effect by hypertonicity was not attenuated by inhibition of TACE or IkappaB kinase, but it was blocked by cycloheximide and a MAP/ERK kinase inhibitor. The LPS- or PMA-induced TNF-alpha mRNA expression was not increased; rather, it was inhibited by hypertonicity. ERK1/2 was re-activated after sucrose treatment in LPS-stimulated THP-1 cells. CONCLUSIONS: Hypertonicity-enhanced TNF-alpha protein synthesis from LPS- or PMA-activated THP-1 cells requires ERK activation and may proceed without TACE. GENERAL SIGNIFICANCE: A vast amount of TNF-alpha production was regulated by a crucial post-transcriptional manner in activated human monocytic leukemia cells, and it may possibly be contributed to the cachexia condition.","['Chou, Yung-Chen', 'Sheu, Joen-Rong', 'Chung, Chi-Li', 'Hsiao, Che-Jen', 'Hsueh, Po-Jen', 'Hsiao, George']","['Chou YC', 'Sheu JR', 'Chung CL', 'Hsiao CJ', 'Hsueh PJ', 'Hsiao G']","['Graduate Institute of Medical Sciences, Taipei Medical University, Taipei, Taiwan. [corrected].']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,IM,"['ADAM Proteins/antagonists & inhibitors/genetics', 'ADAM17 Protein', 'Cell Line', 'Endocytosis/drug effects', 'Extracellular Signal-Regulated MAP Kinases/*immunology', 'Gene Expression/drug effects', 'Humans', 'Lipopolysaccharides/*immunology', 'Monocytes/cytology/*immunology/metabolism', 'Osmolar Concentration', 'RNA, Messenger/genetics', 'Sodium Chloride/metabolism', 'Sucrose/metabolism', 'Tetradecanoylphorbol Acetate/*immunology', 'Tumor Necrosis Factor-alpha/genetics/*immunology']",2011/01/25 06:00,2011/05/27 06:00,['2011/01/25 06:00'],"['2010/10/12 00:00 [received]', '2010/12/23 00:00 [revised]', '2011/01/14 00:00 [accepted]', '2011/01/25 06:00 [entrez]', '2011/01/25 06:00 [pubmed]', '2011/05/27 06:00 [medline]']","['S0304-4165(11)00007-9 [pii]', '10.1016/j.bbagen.2011.01.004 [doi]']",ppublish,Biochim Biophys Acta. 2011 Apr;1810(4):475-84. doi: 10.1016/j.bbagen.2011.01.004. Epub 2011 Jan 20.,20110120,"['0 (Lipopolysaccharides)', '0 (RNA, Messenger)', '0 (Tumor Necrosis Factor-alpha)', '451W47IQ8X (Sodium Chloride)', '57-50-1 (Sucrose)', 'EC 2.7.11.24 (Extracellular Signal-Regulated MAP Kinases)', 'EC 3.4.24.- (ADAM Proteins)', 'EC 3.4.24.86 (ADAM17 Protein)', 'EC 3.4.24.86 (ADAM17 protein, human)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",,,,,,,['2011 Elsevier B.V. All rights reserved.'],,,,,,,,['Biochim Biophys Acta. 2011 Dec;1810(12):1369'],,,,,
21256112,NLM,MEDLINE,20110406,20131121,1090-2104 (Electronic) 0006-291X (Linking),405,3,2011 Feb 18,Apoptosis induces Bcl-XS and cleaved Bcl-XL in chronic lymphocytic leukaemia.,480-5,10.1016/j.bbrc.2011.01.057 [doi],"The Bcl-X gene has both pro-survival, Bcl-XL, and pro-apoptotic, Bcl-XS, gene products, which are produced by alternative splicing. The function of these proteins has previously been characterised in cell lines, often by transfecting expression constructs, and primary cell systems capable of dynamically regulating Bcl-XL and Bcl-XS have not been described. Such a system is potentially important to allow testing of agents that promote apoptosis by increasing the amount of Bcl-XS at the expense of Bcl-XL. In this report we characterise Bcl-X gene products in primary human leukaemic B-cells in culture conditions associated with survival and apoptosis. We found that Bcl-XS was induced in spontaneous and drug-induced apoptosis and that apoptosis induced in cells cultured on mouse fibroblasts expressing CD40 ligand with IL-4 (CD154/IL-4), a condition mimicking the tissue microenvironment, additionally produced expression of cleavage products of Bcl-XL. Both Bcl-XS and Bcl-XL were produced in a caspase dependent manner. We tested emetine, an agent previously reported to increase Bcl-XS but found that it did not have this effect in primary human B-cells. Therefore, there are two mechanisms-cleavage of Bcl-XL and production of Bcl-XS-by which Bcl-X gene products could enhance apoptosis in CLL but neither appeared to have a primary role in inducing leukaemic cell death.","['Willimott, Shaun', 'Merriam, Thomas', 'Wagner, Simon D']","['Willimott S', 'Merriam T', 'Wagner SD']","['Department of Cancer Studies and Molecular Medicine, and MRC Toxicology Unit, University of Leicester, UK.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,IM,"['Aged', 'Aged, 80 and over', 'Animals', '*Apoptosis', 'CD40 Ligand/metabolism', 'Caspases/metabolism', 'Emetine/pharmacology', 'Female', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*metabolism', 'Male', 'Mice', 'Middle Aged', 'RNA, Messenger/metabolism', 'Tumor Cells, Cultured', 'bcl-X Protein/genetics/*metabolism']",2011/01/25 06:00,2011/04/07 06:00,['2011/01/25 06:00'],"['2011/01/14 00:00 [received]', '2011/01/15 00:00 [accepted]', '2011/01/25 06:00 [entrez]', '2011/01/25 06:00 [pubmed]', '2011/04/07 06:00 [medline]']","['S0006-291X(11)00087-8 [pii]', '10.1016/j.bbrc.2011.01.057 [doi]']",ppublish,Biochem Biophys Res Commun. 2011 Feb 18;405(3):480-5. doi: 10.1016/j.bbrc.2011.01.057. Epub 2011 Jan 20.,20110120,"['0 (BCL2L1 protein, human)', '0 (RNA, Messenger)', '0 (bcl-X Protein)', '147205-72-9 (CD40 Ligand)', 'EC 3.4.22.- (Caspases)', 'X8D5EPO80M (Emetine)']",,,,,,,['Copyright (c) 2011 Elsevier Inc. All rights reserved.'],,,,,,,,,,,,,
21255836,NLM,MEDLINE,20110622,20110418,1873-5835 (Electronic) 0145-2126 (Linking),35,5,2011 May,Coexistence of meningeal infiltration and multiple lymphadenopathy as the initial presentation of de novo adult acute megakaryoblastic leukemia.,e50-2,10.1016/j.leukres.2010.12.018 [doi],,"['Wang, Wei', 'Li, Xiaoxia', 'Hou, Jinxiao', 'Zhou, Jin']","['Wang W', 'Li X', 'Hou J', 'Zhou J']",,['eng'],"['Case Reports', 'Letter', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Adult', 'Diagnosis, Differential', 'Humans', 'Leukemia, Lymphoid/diagnosis', 'Leukemia, Megakaryoblastic, Acute/*diagnosis/pathology', 'Leukemic Infiltration/*diagnosis', 'Lymphatic Diseases/*diagnosis', 'Male', 'Meningeal Neoplasms/diagnosis/pathology', 'Meninges/*pathology', 'Neoplasms, Multiple Primary/diagnosis']",2011/01/25 06:00,2011/06/23 06:00,['2011/01/25 06:00'],"['2010/10/10 00:00 [received]', '2010/12/14 00:00 [revised]', '2010/12/20 00:00 [accepted]', '2011/01/25 06:00 [entrez]', '2011/01/25 06:00 [pubmed]', '2011/06/23 06:00 [medline]']","['S0145-2126(10)00614-4 [pii]', '10.1016/j.leukres.2010.12.018 [doi]']",ppublish,Leuk Res. 2011 May;35(5):e50-2. doi: 10.1016/j.leukres.2010.12.018. Epub 2011 Jan 21.,20110121,,,,,,,,,,,,,,,,,,,,,
21255835,NLM,MEDLINE,20110622,20110418,1873-5835 (Electronic) 0145-2126 (Linking),35,5,2011 May,Estimation of CML incidence: disagreement between national cancer registry and health claims data system in Taiwan.,e53-4,10.1016/j.leukres.2010.12.034 [doi],,"['Chang, Chao-Sung', 'Lee, Kungko', 'Yang, Yi-Hsin', 'Lin, Min-Ting', 'Hsu, Chien-Ning']","['Chang CS', 'Lee K', 'Yang YH', 'Lin MT', 'Hsu CN']",,['eng'],"['Comment', 'Letter', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Databases, Factual/statistics & numerical data', 'Female', 'Humans', 'Incidence', 'Insurance Claim Review/*statistics & numerical data', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/diagnosis/economics/*epidemiology', 'Male', 'Neoplasms/diagnosis/economics/*epidemiology', 'Population', 'Registries/*statistics & numerical data', 'Statistics as Topic/methods/standards', 'Taiwan/epidemiology']",2011/01/25 06:00,2011/06/23 06:00,['2011/01/25 06:00'],"['2010/10/13 00:00 [received]', '2010/12/30 00:00 [revised]', '2010/12/31 00:00 [accepted]', '2011/01/25 06:00 [entrez]', '2011/01/25 06:00 [pubmed]', '2011/06/23 06:00 [medline]']","['S0145-2126(11)00004-X [pii]', '10.1016/j.leukres.2010.12.034 [doi]']",ppublish,Leuk Res. 2011 May;35(5):e53-4. doi: 10.1016/j.leukres.2010.12.034. Epub 2011 Jan 20.,20110120,,,,,,,,,,,['Leuk Res. 2010 Nov;34(11):1459-71. PMID: 20430443'],,,,,,,,,,
21255834,NLM,MEDLINE,20110622,20161209,1873-5835 (Electronic) 0145-2126 (Linking),35,5,2011 May,"Correlation among nuclear localization of NuMA-RARalpha, deregulation of gene expression and leukemic phenotype of hCG-NuMA-RARalpha transgenic mice.",670-6,10.1016/j.leukres.2010.12.009 [doi],"Acute promyelocytic leukemia (APL) is a model system of aberrant transcription in cancer. We sought to elucidate the mechanism of action of the variant fusion NuMA-RARalpha in APL, using the hCG-NuMA-RARalpha transgenic model. We report that subcellular localization of NuMA-RARalpha in transgenic mice is dependent upon its protein expression and transgene dosage. Subcellular localization of the fusion is inversely correlated with extent of gene deregulation at the mRNA level for Cebpalpha, Cebpvarepsilon and Pu.1. Finally, we report that phenotype onset is correlated with NuMA-RARalpha copy number; mice with higher copy number developing disease later than those with lower copy number.","['Sukhai, Mahadeo A', 'Thomas, Mariam', 'Hamadanizadeh, Soheila A', 'Xuan, Yali', 'Wells, Richard A', 'Kamel-Reid, Suzanne']","['Sukhai MA', 'Thomas M', 'Hamadanizadeh SA', 'Xuan Y', 'Wells RA', 'Kamel-Reid S']","['Department of Medical Biophysics, University of Toronto, Toronto, ON, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,IM,"['Animals', 'Cell Nucleus/*metabolism', 'Chorionic Gonadotropin/genetics', 'Cytoplasm/genetics/metabolism', 'Disease Models, Animal', 'Gene Dosage', 'Gene Expression Regulation, Leukemic', 'Humans', 'Leukemia/genetics/metabolism/*pathology', 'Mice', 'Mice, Transgenic', 'Oncogene Proteins, Fusion/genetics/*metabolism', 'Phenotype', 'Protein Transport', 'Transgenes/genetics', 'U937 Cells']",2011/01/25 06:00,2011/06/23 06:00,['2011/01/25 06:00'],"['2010/03/06 00:00 [received]', '2010/12/13 00:00 [revised]', '2010/12/13 00:00 [accepted]', '2011/01/25 06:00 [entrez]', '2011/01/25 06:00 [pubmed]', '2011/06/23 06:00 [medline]']","['S0145-2126(10)00605-3 [pii]', '10.1016/j.leukres.2010.12.009 [doi]']",ppublish,Leuk Res. 2011 May;35(5):670-6. doi: 10.1016/j.leukres.2010.12.009. Epub 2011 Jan 21.,20110121,"['0 (Chorionic Gonadotropin)', '0 (NuMa-RARalpha protein, human)', '0 (Oncogene Proteins, Fusion)']",,,,,,,['Copyright (c) 2010 Elsevier Ltd. All rights reserved.'],['Acta Haematol. 2016;136(1):1-15. PMID: 27089249'],,,,,,,,,,,,
21255641,NLM,MEDLINE,20110617,20191210,1873-3913 (Electronic) 0898-6568 (Linking),23,5,2011 May,Akt activation through the phosphorylation of erythropoietin receptor at tyrosine 479 is required for myeloproliferative disorder-associated JAK2 V617F mutant-induced cellular transformation.,849-56,10.1016/j.cellsig.2011.01.009 [doi],"The disruption of Janus kinase 2 (JAK2) signaling regulation by its point mutation, V617F, is involved in various myeloproliferative disorders (MPDs). JAK2 V617F mutant induced constitutive activation of Akt when erythropoietin receptor (EpoR) was coexpressed; however, the physiological role of Akt activation in MPDs has not been elucidated. LY294002, a phosphoinositide 3-kinase (PI3K) inhibitor, inhibited Akt activation and induced apoptotic cell death in cells expressing JAK2 V617F mutant and EpoR. Previously, it has been shown that the phosphorylation at Y479 in EpoR is critical for the interaction with PI3K, an upstream molecule of Akt. Hence, EpoR mutant with a point mutation of Y479F, which fails to activate Akt, is useful for addressing the role of Akt activation in JAK2 V617F mutant-induced tumorigenesis. Interestingly, under the expression of EpoR Y479F mutant, JAK2 V617F mutant failed to exhibit potent anti-apoptotic activity. In addition, JAK2 V617F mutant-induced phosphorylation of CREB and GSK-3beta was significantly decreased in cells expressing EpoR Y479F mutant, resulting in the downregulation of Bcl-XL and Mcl-1 expression. Furthermore, compared with when nude mice were inoculated with cells expressing JAK2 V617F mutant and EpoR, the lifespan of nude mice inoculated with cells expressing JAK2 V617F mutant and EpoR Y479F mutant was effectively prolonged. Taken together, it was clarified that PI3K-Akt activation through the phosphorylation of EpoR at Y479 is required for oncogenic signaling of JAK2 V617F mutant and that targeted disruption of this pathway has therapeutic utility.","['Kamishimoto, Jun', 'Tago, Kenji', 'Kasahara, Tadashi', 'Funakoshi-Tago, Megumi']","['Kamishimoto J', 'Tago K', 'Kasahara T', 'Funakoshi-Tago M']","['Department of Biochemistry, Faculty of Pharmacy, Keio University, 1-5-30 Shibakoen, Minato-ku, Tokyo 105-8512, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Cell Signal,Cellular signalling,8904683,IM,"['Amino Acid Substitution', 'Animals', 'CREB-Binding Protein/metabolism', 'Cell Transformation, Neoplastic/*genetics', 'Chromones/pharmacology', 'Glycogen Synthase Kinase 3/metabolism', 'Glycogen Synthase Kinase 3 beta', 'Janus Kinase 2/*genetics/metabolism', 'Mice', 'Mice, Nude', 'Morpholines/pharmacology', 'Myeloid Cell Leukemia Sequence 1 Protein', 'Myeloproliferative Disorders/*genetics', 'Phosphatidylinositol 3-Kinases/metabolism', 'Phosphoinositide-3 Kinase Inhibitors', 'Phosphorylation', 'Point Mutation', 'Proto-Oncogene Proteins c-akt/*metabolism', 'Proto-Oncogene Proteins c-bcl-2/metabolism', 'Receptors, Erythropoietin/*metabolism', 'Tyrosine/metabolism', 'bcl-X Protein/metabolism']",2011/01/25 06:00,2011/06/18 06:00,['2011/01/25 06:00'],"['2010/12/06 00:00 [received]', '2011/01/13 00:00 [accepted]', '2011/01/25 06:00 [entrez]', '2011/01/25 06:00 [pubmed]', '2011/06/18 06:00 [medline]']","['S0898-6568(11)00010-6 [pii]', '10.1016/j.cellsig.2011.01.009 [doi]']",ppublish,Cell Signal. 2011 May;23(5):849-56. doi: 10.1016/j.cellsig.2011.01.009. Epub 2011 Jan 19.,20110119,"['0 (Chromones)', '0 (Mcl1 protein, mouse)', '0 (Morpholines)', '0 (Myeloid Cell Leukemia Sequence 1 Protein)', '0 (Phosphoinositide-3 Kinase Inhibitors)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (Receptors, Erythropoietin)', '0 (bcl-X Protein)', '31M2U1DVID (2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one)', '42HK56048U (Tyrosine)', 'EC 2.3.1.48 (CREB-Binding Protein)', 'EC 2.7.10.2 (Janus Kinase 2)', 'EC 2.7.11.1 (Glycogen Synthase Kinase 3 beta)', 'EC 2.7.11.1 (Gsk3b protein, mouse)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-akt)', 'EC 2.7.11.26 (Glycogen Synthase Kinase 3)']",,,,,,,['Copyright (c) 2011 Elsevier Inc. All rights reserved.'],,,,,,,,,,,,,
21255400,NLM,PubMed-not-MEDLINE,20110714,20211020,1755-7682 (Electronic) 1755-7682 (Linking),4,1,2011 Jan 21,"Granulocytic sarcoma of the small bowel, greater omentum and peritoneum associated with a CBFbeta/MYH11 fusion and inv(16) (p13q22): a case report.",3,10.1186/1755-7682-4-3 [doi],"INTRODUCTION: Granulocytic sarcoma (GS) is an extramedullary disease which is composed of immature myeloid cells or myeloblasts and usually occurs in association with acute myeloid leukemia (AML), as an initial presentation or a relapse. GS has been associated with various cytogenetic abnormalities, particularly with the t(8;21) translocation and less frequently the inv(16) type. CASE PRESENTATION: We present a rare case of GS of the small bowel, greater omentum and peritoneum, which caused obstruction, in a patient with AML associated with a CBFbeta/MYH11 fusion gene and an inv(16) (p13q22). In this patient there was only mild myeloid hyperplasia in bone marrow aspiration but molecular analysis identified a CBFbeta-MYH11 fusion and inv(16) (p13;q22). CONCLUSION: Because of its nonspecific clinical and radiologic findings, this entity can be misdiagnosed and can mimic other solid neoplasms, making it a diagnostic challenge. In a GS with no or minimal morphological changes in bone marrow aspiration it is very important to perform a cytogenetic analysis to benefit from the diagnosis and therapeutic strategy.","['Alvarez, Paloma', 'Navascues, Carmen A', 'Ordieres, Carlos', 'Pipa, Maria', 'Vega, Ivan F', 'Granero, Pablo', 'Alvarez, Jose A', 'Rodriguez, Manuel']","['Alvarez P', 'Navascues CA', 'Ordieres C', 'Pipa M', 'Vega IF', 'Granero P', 'Alvarez JA', 'Rodriguez M']","['Service of Digestive, Hospital Universitario Central de Asturias, Oviedo, Asturias, Spain. dra.palialvarez@gmail.com.']",['eng'],['Journal Article'],England,Int Arch Med,International archives of medicine,101317943,,,2011/01/25 06:00,2011/01/25 06:01,['2011/01/25 06:00'],"['2010/10/29 00:00 [received]', '2011/01/21 00:00 [accepted]', '2011/01/25 06:00 [entrez]', '2011/01/25 06:00 [pubmed]', '2011/01/25 06:01 [medline]']","['1755-7682-4-3 [pii]', '10.1186/1755-7682-4-3 [doi]']",epublish,Int Arch Med. 2011 Jan 21;4(1):3. doi: 10.1186/1755-7682-4-3.,20110121,,PMC3032668,,,,,,,,,,,,,,,,,,,
21255184,NLM,MEDLINE,20110428,20151119,1440-1827 (Electronic) 1320-5463 (Linking),61,2,2011 Feb,Early modulation of gene expression used as a biomarker for chemoprevention in a preclinical model of colon carcinogenesis.,80-7,10.1111/j.1440-1827.2010.02621.x [doi],"By using the rat azoxymethane (AOM)-induced colon carcinogenesis model, which mirrors many clinical features of human colorectal cancer, we examined whether genetic changes occurring early in colonic mucosa are predictive of treatment efficacy. In the present study the administration of the chemopreventive agent lupulone over the course of 7 weeks postinitiation reduced the number of preneoplastic lesions in the colonic mucosa by 50%. At the molecular level we observed the downregulation of genes involved in the inflammatory response, including IL-1beta and TNF-alpha, and of matrix metalloproteinase-7 gene and protein expression. We also observed a substantial upregulation of components of the innate immune system, alpha-defensin-5 and lipocalin 2. Lupulone induced the expression of apoptosis-related genes and caused a reversal of the B-cell lymphoma/leukemia 2 (Bcl-2; antiapoptotic) to Bcl-2 associated X protein (Bax; proapoptotic) transcript and protein ratios (Bcl-2/Bax > 1 in AOM controls and Bcl-2/Bax < 1 in lupulone-treated AOM rats). Here, we identify several target genes that could be considered early biomarkers of colon carcinogenesis and indicative of drug efficacy.","['Bousserouel, Souad', 'Lamy, Virginie', 'Gosse, Francine', 'Lobstein, Annelise', 'Marescaux, Jacques', 'Raul, Francis']","['Bousserouel S', 'Lamy V', 'Gosse F', 'Lobstein A', 'Marescaux J', 'Raul F']","['University of Strasbourg, Unit EA4438, Laboratory of Nutritional Cancer Prevention, IRCAD-EITS, Strasbourg, France.']",['eng'],['Journal Article'],Australia,Pathol Int,Pathology international,9431380,IM,"['Animals', 'Antineoplastic Agents/pharmacology', 'Apoptosis/drug effects/genetics', 'Biomarkers, Tumor/*genetics', 'Blotting, Western', 'Cell Transformation, Neoplastic/*drug effects', 'Chemoprevention', 'Colonic Neoplasms/*genetics/*prevention & control', 'Disease Models, Animal', 'Drug Evaluation, Preclinical', 'Gene Expression/*drug effects', 'Gene Expression Profiling', 'Inflammation/genetics', 'Intestinal Mucosa/drug effects', 'Male', 'Rats', 'Rats, Wistar', 'Reverse Transcriptase Polymerase Chain Reaction', 'Terpenes/pharmacology']",2011/01/25 06:00,2011/04/29 06:00,['2011/01/25 06:00'],"['2011/01/25 06:00 [entrez]', '2011/01/25 06:00 [pubmed]', '2011/04/29 06:00 [medline]']",['10.1111/j.1440-1827.2010.02621.x [doi]'],ppublish,Pathol Int. 2011 Feb;61(2):80-7. doi: 10.1111/j.1440-1827.2010.02621.x. Epub 2010 Dec 6.,20101206,"['0 (Antineoplastic Agents)', '0 (Biomarkers, Tumor)', '0 (Terpenes)', 'B7425USG94 (lupulon)']",,,,,,,"['(c) 2010 The Authors. Pathology International (c) 2010 Japanese Society of', 'Pathology and Blackwell Publishing Asia Pty Ltd.']",,,,,,,,,,,,,
21255003,NLM,MEDLINE,20120608,20181108,1365-2141 (Electronic) 0007-1048 (Linking),153,2,2011 Apr,Management of tumour lysis syndrome in children: what is the evidence for prophylactic rasburicase in non-hyperleucocytic leukaemia?,275-7,10.1111/j.1365-2141.2010.08506.x [doi],,"['Agrawal, Anurag K', 'Feusner, James H']","['Agrawal AK', 'Feusner JH']",,['eng'],['Letter'],England,Br J Haematol,British journal of haematology,0372544,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Cohort Studies', 'Female', 'Gout Suppressants/*administration & dosage/adverse effects/economics', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/economics/*therapy', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/economics/*therapy', 'Tumor Lysis Syndrome/economics/etiology/*prevention & control', 'Urate Oxidase/*administration & dosage/adverse effects/economics']",2011/01/25 06:00,2012/06/09 06:00,['2011/01/25 06:00'],"['2011/01/25 06:00 [entrez]', '2011/01/25 06:00 [pubmed]', '2012/06/09 06:00 [medline]']",['10.1111/j.1365-2141.2010.08506.x [doi]'],ppublish,Br J Haematol. 2011 Apr;153(2):275-7. doi: 10.1111/j.1365-2141.2010.08506.x. Epub 2011 Jan 23.,20110123,"['0 (Gout Suppressants)', '08GY9K1EUO (rasburicase)', 'EC 1.7.3.3 (Urate Oxidase)']",,,,,,,,,,,,,,,,,,,,
