PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,LID,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,IP,SB,MH,RF,RN,CI,TT,GR,CIN,EIN,MID,SI,OTO,OT,OID,CON,CN,COIS,RIN,PS,FPS
19801948,NLM,MEDLINE,20091208,20111006,1536-3678 (Electronic) 1077-4114 (Linking),31,2009 Nov,Acute pancreatitis in children with acute lymphoblastic leukemia after chemotherapy.,812-5,10.1097/MPH.0b013e3181b87035 [doi],"BACKGROUND: Acute pancreatitis (AP) is a complication in children with acute lymphoblastic leukemia (ALL) receiving chemotherapy and has often been reported associated with L-asparaginase (L-asp) therapy. OBJECTIVES: To determine the incidence, risk factors, clinical data, outcome, and mortality of AP in children with ALL. METHODS: Retrospective cohort study was conducted by reviewing the data of total 192 pediatric ALL patients from Pediatric Oncology Registry at Ramathibodi Hospital from 2000 to 2006 to assess incidence, clinical data, outcome, and mortality of AP. Then, a nested case-control study was conducted to identify potential risk factors for AP by recruiting all patients with AP as cases (n=16), and randomly selected patients without AP to serve as controls up to approximately four controls per case with the total of 68 controls. RESULTS: The total incidence of AP in children with ALL and L-asp-associated AP was 8.3% and 7.3%, respectively. In patients with L-asp-associated AP, pancreatitis developed after the median 5.5 doses (range: 1 to 20 doses) of L-asp therapy and the median interval from the last dose of L-asp to the onset of AP was 4 days (range: 1 to 13 days). The mortality rate of AP group was significantly higher than the patients without AP (43.8% vs. 19.3%, P=0.02). Mortality was associated with concurrent systemic infection and complications of underlying diseases. Multivariate analysis identified using a high-risk chemotherapy regimen was the only risk factor for AP. CONCLUSIONS: Using a high-risk chemotherapy regimen was a risk factor for pancreatitis in patients with ALL. ALL children with AP had higher mortality rate than those without pancreatitis.","['Treepongkaruna, Suporn', 'Thongpak, Naporn', 'Pakakasama, Samart', 'Pienvichit, Paneeya', 'Sirachainan, Nongnuch', 'Hongeng, Suradej']","['Treepongkaruna S', 'Thongpak N', 'Pakakasama S', 'Pienvichit P', 'Sirachainan N', 'Hongeng S']","['Department of Pediatrics, Faculty of Medicine, Ramathibodi Hospital, Mahidol University, Bangkok, Thailand. rastp@mahidol.ac.th']",['eng'],"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,,2009/10/06 06:00,2009/12/16 06:00,['2009/10/06 06:00'],"['2009/10/06 06:00 [entrez]', '2009/10/06 06:00 [pubmed]', '2009/12/16 06:00 [medline]']",['10.1097/MPH.0b013e3181b87035 [doi]'],ppublish,J Pediatr Hematol Oncol. 2009 Nov;31(11):812-5. doi: 10.1097/MPH.0b013e3181b87035.,11,IM,"['Acute Disease', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/*adverse effects', 'Asparaginase/administration & dosage/adverse effects', 'Child', 'Child, Preschool', 'Cohort Studies', 'Female', 'Humans', 'Incidence', 'Male', 'Pancreatitis/chemically induced/*mortality', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/drug therapy/*mortality', '*Registries', 'Retrospective Studies', 'Risk Factors', 'Survival Rate']",,['EC 3.5.1.1 (Asparaginase)'],,,,,,,,,,,,,,,,
19801947,NLM,MEDLINE,20091208,20111006,1536-3678 (Electronic) 1077-4114 (Linking),31,2009 Nov,Pediatric therapy-related myelodysplastic syndrome/acute myeloid leukemia: the MD Anderson Cancer Center experience.,803-11,10.1097/MPH.0b013e3181ba43dc [doi],"Therapy-related myelodysplastic syndrome/acute myeloid leukemia (t-MDS/AML) is a long-term complication of pediatric cancer. We retrospectively studied pediatric t-MDS/AML patients treated at MD Anderson from 1975 to 2007. We also compared those patients to pediatric patients with de novo MDS/AML during this time interval. Among 2589 children with cancer treated at MD Anderson, we identified 22 patients with t-MDS/AML. Patients with t-MDS/AML had a median age of 14 years. There was a male and Hispanic predominance. The most common primary malignancies were osteosarcoma and Hodgkin lymphoma. The median latency period was 4.1 years. Three patients received supportive care only. Group 1 (n=5) underwent stem cell transplantation without induction chemotherapy. Group 2 (n=5) patients received AML-type chemotherapy and a stem cell transplant postremission (n=5). Group 3 (n=4) received a stem cell transplant as salvage therapy. The respective 2-year survival rates for groups 1, 2, and 3 were 20%, 40%, and 25% (P=0.85). Patients with de novo AML were younger (P=0.001) and higher rates of complete remission (P=0.03), and survival (P<0.0001). Independent factors predicting shorter survival were poor/intermediate-risk cytogenetics (P=0.01), lower hemoglobin level (P=0.0001), and t-MDS/AML (vs. de novo) (P=0.003). Childhood t-MDS/AML has a poor prognosis. Although patients benefited from AML-type induction chemotherapy followed by stem cell transplantation as postremission therapy, effective therapies, and prevention are needed.","['Aguilera, Dolly G', 'Vaklavas, Christos', 'Tsimberidou, Apostolia M', 'Wen, Sijin', 'Medeiros, L Jeffrey', 'Corey, Seth J']","['Aguilera DG', 'Vaklavas C', 'Tsimberidou AM', 'Wen S', 'Medeiros LJ', 'Corey SJ']","['Division of Pediatrics, The University of Texas MD Anderson Cancer Center, TX, USA.']",['eng'],"['Comparative Study', 'Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,,2009/10/06 06:00,2009/12/16 06:00,['2009/10/06 06:00'],"['2009/10/06 06:00 [entrez]', '2009/10/06 06:00 [pubmed]', '2009/12/16 06:00 [medline]']",['10.1097/MPH.0b013e3181ba43dc [doi]'],ppublish,J Pediatr Hematol Oncol. 2009 Nov;31(11):803-11. doi: 10.1097/MPH.0b013e3181ba43dc.,11,IM,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Disease-Free Survival', 'Female', 'Hodgkin Disease/mortality/therapy', 'Humans', 'Leukemia, Myeloid, Acute/etiology/*mortality/therapy', 'Male', 'Myelodysplastic Syndromes/etiology/*mortality/therapy', 'Neoplasms, Second Primary/etiology/*mortality/therapy', 'Osteosarcoma/mortality/therapy', 'Retrospective Studies', 'Risk Factors', 'Sex Factors', 'Stem Cell Transplantation', 'Survival Rate', 'Transplantation, Homologous']",,,,,['R01-CA108922/CA/NCI NIH HHS/United States'],,,,,,,,,,,,,
19801882,NLM,MEDLINE,20091224,20190706,1347-5223 (Electronic) 0009-2363 (Linking),57,2009 Oct,Steroidal glycosides from Furcraea foetida and their cytotoxic activity.,1161-6,,"Two new spirostanol glycosides (1, 2) and a new furostanol glycoside (3), together with nine known steroidal glycosides (4-12) were isolated from the leaves of Furcraea foetida (Agavaceae). The structures of the new compounds were determined by spectroscopic analysis and the results of hydrolytic cleavage. The isolated compounds were evaluated for their cytotoxic activities against HL-60 human leukemia cells, A549 human lung adenocarcinoma cells, HSC-2 human oral squamous carcinoma cells, and HSC-4 human oral squamous carcinoma cells.","['Yokosuka, Akihito', 'Sano, Tomoe', 'Hashimoto, Ken', 'Sakagami, Hiroshi', 'Mimaki, Yoshihiro']","['Yokosuka A', 'Sano T', 'Hashimoto K', 'Sakagami H', 'Mimaki Y']","['Laboratory of Medicinal Pharmacognosy, Tokyo University of Pharmacy and Life Sciences School of Pharmacy, Hachiouji, Tokyo 192-0392, Japan. yokosuka@toyaku.ac.jp']",['eng'],['Journal Article'],,Japan,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0377775,,2009/10/06 06:00,2009/12/25 06:00,['2009/10/06 06:00'],"['2009/10/06 06:00 [entrez]', '2009/10/06 06:00 [pubmed]', '2009/12/25 06:00 [medline]']","['JST.JSTAGE/cpb/57.1161 [pii]', '10.1248/cpb.57.1161 [doi]']",ppublish,Chem Pharm Bull (Tokyo). 2009 Oct;57(10):1161-6. doi: 10.1248/cpb.57.1161.,10,IM,"['Antineoplastic Agents, Phytogenic/*chemistry/isolation & purification/toxicity', 'Asparagaceae/*chemistry', 'Cell Line, Tumor', 'Drug Screening Assays, Antitumor', 'Glycosides/*chemistry/isolation & purification/toxicity', 'HL-60 Cells', 'Humans', 'Magnetic Resonance Spectroscopy', 'Molecular Conformation', 'Spirostans/*chemistry/isolation & purification/toxicity']",,"['0', '((23S,25R)-6alpha-((beta-D-glucopyranosyl)oxy)-23-hydroxy-5alpha-spirostan-3beta', '-yl beta -D-fucopyranoside)', '0 (Antineoplastic Agents, Phytogenic)', '0 (Glycosides)', '0 (Spirostans)']",,,,,,,,,,,,,,,,
19801880,NLM,MEDLINE,20091224,20190706,1347-5223 (Electronic) 0009-2363 (Linking),57,2009 Oct,Chemical constituents of the bulbs of Habranthus brachyandrus and their cytotoxic activities.,1153-7,,"The bulbs of Habranthus brachyandrus (Amaryllidaceae) have been extensively analyzed for their chemical constituents, resulting in the isolation of eight flavan derivatives (1-8), four of which are new naturally occurring compounds; a new hydroxybutyric acid glucoside (9); three known phenolic compounds (10-12); and six known alkaloids (13-18). The structures of the new compounds were determined on the basis of spectroscopic analysis, including two-dimensional (2D) NMR data, and chemical evidence. The isolated compounds and a few derivatives were evaluated for their cytotoxic activities against HL-60 human promyelocytic leukemia cells and HSC-2 human oral squamous cell carcinoma cells.","['Jitsuno, Maki', 'Yokosuka, Akihito', 'Sakagami, Hiroshi', 'Mimaki, Yoshihiro']","['Jitsuno M', 'Yokosuka A', 'Sakagami H', 'Mimaki Y']","['Laboratory of Medicinal Pharmacognosy, School of Pharmacy, Tokyo University of Pharmacy and Life Sciences, Hachioji, Tokyo 192-0392, Japan.']",['eng'],['Journal Article'],,Japan,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0377775,,2009/10/06 06:00,2009/12/25 06:00,['2009/10/06 06:00'],"['2009/10/06 06:00 [entrez]', '2009/10/06 06:00 [pubmed]', '2009/12/25 06:00 [medline]']","['JST.JSTAGE/cpb/57.1153 [pii]', '10.1248/cpb.57.1153 [doi]']",ppublish,Chem Pharm Bull (Tokyo). 2009 Oct;57(10):1153-7. doi: 10.1248/cpb.57.1153.,10,IM,"['Cell Line, Tumor', 'Drug Screening Assays, Antitumor', 'Flavanones/chemistry/isolation & purification/toxicity', 'Glucosides/chemistry/isolation & purification/toxicity', 'HL-60 Cells', 'Humans', 'Liliaceae/*chemistry', 'Magnetic Resonance Spectroscopy', 'Molecular Conformation', 'Phenols/chemistry/isolation & purification/toxicity', 'Plant Roots/chemistry']",,"['0 (Flavanones)', '0 (Glucosides)', '0 (Phenols)', 'WX22P730FB (flavanone)']",,,,,,,,,,,,,,,,
19801863,NLM,MEDLINE,20091224,20190706,1347-5223 (Electronic) 0009-2363 (Linking),57,2009 Oct,Structures of new flavonoids and benzofuran-type stilbene and degranulation inhibitors of rat basophilic leukemia cells from the Brazilian herbal medicine Cissus sicyoides.,1089-95,,"Three new flavonoid glycosides (cissosides I, II, and III) and a new benzofuran-type stilbene (cissusin) were isolated from the methanolic extract of the aerial parts of Cissus sicyoides cultivated in Brazil. Their structures were elucidated on the basis of chemical and physicochemical evidence. The inhibitory effects of the isolated constituents on the release of beta-hexosaminidase as a marker of degranulation in rat basophilic leukemia (RBL-2H3) cells were examined. Cissusin, flavonols (kaempferol, quercetin), flavones (7,3',4'-trihydroxyflavone, lanceolatin B), pterocarpanes (homopterocarpin), chalcones (isoliquiritigenin, E-7-O-methylpongamol), and tryptanthrin markedly inhibited the release of beta-hexosaminidase.","['Xu, Fengming', 'Matsuda, Hisashi', 'Hata, Hiroki', 'Sugawara, Kaoru', 'Nakamura, Seikou', 'Yoshikawa, Masayuki']","['Xu F', 'Matsuda H', 'Hata H', 'Sugawara K', 'Nakamura S', 'Yoshikawa M']","['Kyoto Pharmaceutical University, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Japan,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0377775,,2009/10/06 06:00,2009/12/25 06:00,['2009/10/06 06:00'],"['2009/10/06 06:00 [entrez]', '2009/10/06 06:00 [pubmed]', '2009/12/25 06:00 [medline]']","['JST.JSTAGE/cpb/57.1089 [pii]', '10.1248/cpb.57.1089 [doi]']",ppublish,Chem Pharm Bull (Tokyo). 2009 Oct;57(10):1089-95. doi: 10.1248/cpb.57.1089.,10,IM,"['Animals', 'Benzofurans/*chemistry', 'Cell Degranulation/*drug effects', 'Cell Line, Tumor', 'Cissus/*chemistry', 'Flavonoids/*chemistry/isolation & purification/pharmacology', 'Herbal Medicine', 'Leukemia/*metabolism', 'Molecular Conformation', 'Rats', 'Stilbenes/*chemistry/isolation & purification/pharmacology', 'beta-N-Acetylhexosaminidases/metabolism']",,"['0 (Benzofurans)', '0 (Flavonoids)', '0 (Stilbenes)', 'EC 3.2.1.52 (beta-N-Acetylhexosaminidases)']",,,,,,,,,,,,,,,,
19801848,NLM,MEDLINE,20100128,20190720,1347-5215 (Electronic) 0918-6158 (Linking),32,2009 Oct,Costunolide-induced apoptosis in human leukemia cells: involvement of c-jun N-terminal kinase activation.,1803-8,,"The authors previously reported that costunolide, an active compound isolated from the stem bark of Magnolia sieboldii, induced apoptosis via reactive oxygen species (ROS) and Bcl-2-dependent mitochondrial permeability transition in human leukemia cells. In the present study, the authors investigated whether mitogen-activated protein kinases (MAPKs) are involved in the costunolide-induced apoptosis in human promonocytic leukemia U937 cells. Treatment with costunolide resulted in the significant activation of c-Jun N-terminal kinase (JNK), but not of extracellular-signal-related kinase (ERK1/2) or p38. In vitro kinase assays showed that JNK activity was low in untreated cells but increased dramatically after 30 min of costunolide treatment. U937 cells co-treated with costunolide and sorbitol, a JNK activator, exhibited higher levels of cell death. In addition, inhibition of the JNK pathway using a dominant-negative mutation of c-jun and JNK inhibitor SP600125, significantly prevented costunolide-induced apoptosis. Furthermore, pretreatment with the antioxidant NAC (N-acetyl-L-cysteine) blocked the costunolide-stimulated activation of JNK while the overexpression of Bcl-2 failed to reverse JNK activation. Pretreatment with SP600125 recovered the costunolide-suppressed Bcl-2 expression. These results indicate that costunolide-induced JNK activation acts downstream of ROS but upstream of Bcl-2, and suggest that ROS-mediated JNK activation plays a key role in costunolide-induced apoptosis. Moreover, the administration of costunolide (intraperitoneally once a day for 7 d) significantly suppressed tumor growth and increased survival in 3LL Lewis lung carcinoma-bearing model.","['Choi, Jung-Hye', 'Lee, Kyung-Tae']","['Choi JH', 'Lee KT']","['Department of Oriental Pharmaceutical Science, College of Pharmacy, Kyung Hee University, Hoegi-Dong, Seoul 130-701, Republic of Korea.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Japan,Biol Pharm Bull,Biological & pharmaceutical bulletin,9311984,,2009/10/06 06:00,2010/01/29 06:00,['2009/10/06 06:00'],"['2009/10/06 06:00 [entrez]', '2009/10/06 06:00 [pubmed]', '2010/01/29 06:00 [medline]']","['JST.JSTAGE/bpb/32.1803 [pii]', '10.1248/bpb.32.1803 [doi]']",ppublish,Biol Pharm Bull. 2009 Oct;32(10):1803-8. doi: 10.1248/bpb.32.1803.,10,IM,"['Acetylcysteine/pharmacology', 'Animals', 'Antineoplastic Agents, Phytogenic/isolation & purification/pharmacology/*therapeutic use', 'Apoptosis/*drug effects', 'Carcinoma, Lewis Lung/drug therapy', 'Drug Therapy, Combination', 'Free Radical Scavengers/pharmacology', 'Humans', 'JNK Mitogen-Activated Protein Kinases/*metabolism', 'Leukemia/*drug therapy/enzymology/pathology', 'Magnolia/*chemistry', 'Mice', 'Phytotherapy', 'Plant Bark', 'Plant Extracts/isolation & purification/pharmacology/*therapeutic use', 'Plant Stems', 'Protein Kinase Inhibitors/pharmacology', 'Protein-Tyrosine Kinases/metabolism', 'Proto-Oncogene Proteins/metabolism', 'Proto-Oncogene Proteins c-bcl-2/metabolism', 'Sesquiterpenes/isolation & purification/pharmacology/*therapeutic use', 'Signal Transduction/drug effects', 'Sorbitol/pharmacology/therapeutic use', 'U937 Cells']",,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Free Radical Scavengers)', '0 (Plant Extracts)', '0 (Protein Kinase Inhibitors)', '0 (Proto-Oncogene Proteins)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (Sesquiterpenes)', '4IK578SA7Z (costunolide)', '506T60A25R (Sorbitol)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.1 (ROS1 protein, human)', 'EC 2.7.11.24 (JNK Mitogen-Activated Protein Kinases)', 'WYQ7N0BPYC (Acetylcysteine)']",,,,,,,,,,,,,,,,
19801838,NLM,MEDLINE,20100128,20190720,1347-5215 (Electronic) 0918-6158 (Linking),32,2009 Oct,Induction of apoptosis in human leukemia cell (Jurkat) by neolignans isolated from seeds of Licaria puchury-major.,1749-53,,"Ethanol extract of the seeds of Licaria puchury-major, a Brazilian herbal medicine, was found to inhibit cell proliferation in human leukemia cell line (Jurkat) by 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide (MTT) assay. Bioassay-guided fractionation of the active components led to the isolation of one phenylpropanoid (1) and ten neolignans (2-11). The apoptosis-inducing activity of the compounds showing cytotoxicity in Jurkat cells was assessed by flow cytometric analysis. Among the identified neolignans, compounds 3, 4, 6 and 7 which have similar molecular structures, showed apoptotic activity. To elucidate the mechanism of apoptosis induction by neolignans, intracellular caspase-3, -8 and -9 activity in Jurkat cells was evaluated. Compound 4 markedly elevated the activity of caspase-3 and -9.","['Uchiyama, Taketo', 'Tabata, Keiichi', 'Nomura, Sawako', 'Kaneko, Yasuhisa', 'Fujimoto, Yasuo', 'Suzuki, Takashi']","['Uchiyama T', 'Tabata K', 'Nomura S', 'Kaneko Y', 'Fujimoto Y', 'Suzuki T']","['College of Pharmacy, Nihon University, Narashinodai, Funabashi, Chiba 274-8555, Japan. uchiyama.taketo@nihon-u.ac.jp']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Japan,Biol Pharm Bull,Biological & pharmaceutical bulletin,9311984,,2009/10/06 06:00,2010/01/29 06:00,['2009/10/06 06:00'],"['2009/10/06 06:00 [entrez]', '2009/10/06 06:00 [pubmed]', '2010/01/29 06:00 [medline]']","['JST.JSTAGE/bpb/32.1749 [pii]', '10.1248/bpb.32.1749 [doi]']",ppublish,Biol Pharm Bull. 2009 Oct;32(10):1749-53. doi: 10.1248/bpb.32.1749.,10,IM,"['Antineoplastic Agents, Phytogenic/isolation & purification/pharmacology/*therapeutic use', 'Apoptosis/*drug effects', 'Caspase 3/metabolism', 'Caspase 8/metabolism', 'Caspase 9/metabolism', 'Cell Proliferation/drug effects', 'Humans', 'Jurkat Cells', 'Lauraceae/*chemistry', 'Leukemia/*drug therapy/pathology', 'Lignans/isolation & purification/pharmacology/*therapeutic use', 'Molecular Structure', '*Phytotherapy', 'Plant Extracts/chemistry/pharmacology/*therapeutic use', 'Propanols/isolation & purification', 'Seeds']",,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Lignans)', '0 (Plant Extracts)', '0 (Propanols)', '0F897O3O4M (1-phenylpropanol)', 'EC 3.4.22.- (Caspase 3)', 'EC 3.4.22.- (Caspase 8)', 'EC 3.4.22.- (Caspase 9)']",,,,,,,,,,,,,,,,
19801787,NLM,MEDLINE,20100111,20091005,1735-1383 (Print) 1735-1383 (Linking),6,2009 Sep,Diversity of T-cell receptor gene rearrangements in South Indian patients with common acute lymphoblastic leukemia.,141-6,IJIv6i3A4 [doi],"BACKGROUND: Precursor B-Acute Lymphoblastic Leukemia (precursor B-ALL) occurs due to the uncontrolled proliferation of B-lymphoid precursors arrested at a particular stage of B-cell development. Precursor-B-ALL is classified mainly into pro-B-ALL, common-ALL and pre-B-ALL. The Common Acute Lymphoblastic Antigen CD10 is the marker for common-ALL. OBJECTIVE: This study was aimed to examine the diversity of T-cell receptor Gamma (TCRG) and T-cell receptor Delta (TCRD) gene rearrangements in South Indian Common-ALL patients. METHODS: Clonality of TCRG and TCRD was studied in 52 cases (pediatric=41 and adolescents and young adults=11) of common-ALL. TCRG and TCRD gene rearrangements were amplified by PCR and the clonality was assessed by Heteroduplex analysis of amplified products. RESULTS: In pediatric common-ALL, clonal TCRG and TCRD gene rearrangements were detected in 19 (46.3%) and 18 (43.9%) cases respectively. In adolescents and young adults (AYA), TCRG was rearranged in 8 (72.7%) cases and TCRD was rearranged in 4 (36.3%) cases. In the present study of common-ALL, the frequency of a TCRG rearrangement VII-J1.3/2.3 was significantly high in AYA compared to pediatric (36.3% vs 4.8%; p<0.025). Thus, VII-J1.3/2.3 was highly diverse in AYA compared to pediatric. That shows the difference in biology of the disease between pediatric and AYA in South Indian population. CONCLUSION: The reason for the high frequency of VII-J1.3/2.3 in AYA of common-ALL in South Indian population in connection with unknown infectious agents or environmental carcinogens needs to be evaluated further.","['Sudhakar, Natarajan', 'Nancy, Nirmala Karunakaran', 'Rajalekshmy, Kamalalayam Raghavan', 'Rajkumar, Thangarajan']","['Sudhakar N', 'Nancy NK', 'Rajalekshmy KR', 'Rajkumar T']","['Department of Molecular Oncology, Cancer Institute, Chennai, Tamil Nadu, India.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Iran,Iran J Immunol,Iranian journal of immunology : IJI,101282932,,2009/10/06 06:00,2010/01/12 06:00,['2009/10/06 06:00'],"['2009/10/06 06:00 [entrez]', '2009/10/06 06:00 [pubmed]', '2010/01/12 06:00 [medline]']","['04 [pii]', 'IJIv6i3A4 [doi]']",ppublish,Iran J Immunol. 2009 Sep;6(3):141-6. doi: IJIv6i3A4.,3,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', '*Gene Rearrangement, delta-Chain T-Cell Antigen Receptor', '*Gene Rearrangement, gamma-Chain T-Cell Antigen Receptor', 'Genetic Variation', 'Humans', 'India', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics', 'Receptors, Antigen, T-Cell, gamma-delta/*genetics', 'Young Adult']",,"['0 (Receptors, Antigen, T-Cell, gamma-delta)']",,,,,,,,,,,,,,,,
19801694,NLM,MEDLINE,20091231,20220114,1024-2708 (Print) 1024-2708 (Linking),15,2009 Oct,BCR-ABL mutational studies for predicting the response of patients with chronic myeloid leukaemia to second-generation tyrosine kinase inhibitors after imatinib failure.,365-73,,"Imatinib is the standard treatment for chronic myeloid leukaemia. BCR-ABL kinase domain mutation is the commonest mechanism implicated in imatinib resistance. In in-vitro studies, kinase domain mutations are variably resistant to second-line agents. We performed BCR-ABL kinase domain mutational studies in 25 patients in five institutions who failed imatinib and were treated with either nilotinib or dasatinib, to see if their mutational status would predict their clinical responses. Kinase domain mutations involving 11 amino acid substitutions were found in 12 (48%) patients. Most patients showed single kinase domain mutations. There was some concordance between reported drug sensitivity patterns and patient responses. Discordant responses could be related to drug dosage variations and unknown BCR-ABL independent mechanisms. The response prediction for patients with multiple kinase domain mutations was challenging and their mutational patterns could change after tyrosine kinase inhibitor therapy. Although BCR-ABL kinase domain mutational analysis has limitations as a means of predicting the clinical response to second-line tyrosine kinase inhibitors, it helps inform therapy decisions in the management of chronic myeloid leukaemia after imatinib failure.","['Kwan, T K', 'Ma, Edmond S K', 'Chan, Y Y', 'Wan, Thomas S K', 'Liu, Herman S Y', 'Sim, Joycelyn P Y', 'Yeung, Y M', 'Lie, Albert K W', 'Yip, S F']","['Kwan TK', 'Ma ES', 'Chan YY', 'Wan TS', 'Liu HS', 'Sim JP', 'Yeung YM', 'Lie AK', 'Yip SF']","['Department of Pathology, Queen Mary Hospital, Pokfulam Road, Hong Kong.']",['eng'],['Journal Article'],,China,Hong Kong Med J,Hong Kong medical journal = Xianggang yi xue za zhi,9512509,,2009/10/06 06:00,2010/01/01 06:00,['2009/10/06 06:00'],"['2009/10/06 06:00 [entrez]', '2009/10/06 06:00 [pubmed]', '2010/01/01 06:00 [medline]']",,ppublish,Hong Kong Med J. 2009 Oct;15(5):365-73.,5,IM,"['Amino Acid Substitution', 'Antineoplastic Agents/pharmacology/therapeutic use', 'Benzamides', 'Dasatinib', 'Drug Resistance, Neoplasm/genetics', 'Fusion Proteins, bcr-abl/*genetics', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy/*genetics', 'Mutation', 'Piperazines/pharmacology/therapeutic use', 'Protein Kinase Inhibitors/*pharmacology/therapeutic use', 'Protein-Tyrosine Kinases/*genetics', 'Pyrimidines/pharmacology/therapeutic use', 'Retrospective Studies', 'Thiazoles/pharmacology/therapeutic use', 'Treatment Outcome']",,"['0 (Antineoplastic Agents)', '0 (Benzamides)', '0 (Piperazines)', '0 (Protein Kinase Inhibitors)', '0 (Pyrimidines)', '0 (Thiazoles)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)', 'F41401512X (nilotinib)', 'RBZ1571X5H (Dasatinib)']",,,,,,,,,,,,,,,,
19801601,NLM,MEDLINE,20091214,20211020,1083-351X (Electronic) 0021-9258 (Linking),284,2009 Nov 20,Identification and characterization of propionylation at histone H3 lysine 23 in mammalian cells.,32288-95,10.1074/jbc.M109.045856 [doi],"Propionylation has been identified recently as a new type of protein post-translational modification. Bacterial propionyl-CoA synthetase and human histone H4 are propionylated at specific lysine residues that have been known previously to be acetylated. However, other proteins subject to this modification remain to be identified, and the modifying enzymes involved need to be characterized. In this work, we report the discovery of histone H3 propionylation in mammalian cells. Propionylation at H3 lysine Lys(23) was detected in the leukemia cell line U937 by mass spectrometry and Western analysis using a specific antibody. In this cell line, the propionylated form of Lys(23) accounted for 7%, a level at least 6-fold higher than in other leukemia cell lines (HL-60 and THP-1) or non-leukemia cell lines (HeLa and IMR-90). The propionylation level in U937 cells decreased remarkably during monocytic differentiation, indicating that this modification is dynamically regulated. Moreover, in vitro assays demonstrated that histone acetyltransferase p300 can catalyze H3 Lys(23) propionylation, whereas histone deacetylase Sir2 can remove this modification in the presence of NAD(+). These results suggest that histone propionylation might be generated by the same set of enzymes as for histone acetylation and that selection of donor molecules (propionyl-CoA versus acetyl-CoA) may determine the difference of modifications. Because like acetyl-CoA, propionyl-CoA is an important intermediate in biosynthesis and energy production, histone H3 Lys(23) propionylation may provide a novel epigenetic regulatory mark for cell metabolism.","['Liu, Bo', 'Lin, Yihui', 'Darwanto, Agus', 'Song, Xuehui', 'Xu, Guoliang', 'Zhang, Kangling']","['Liu B', 'Lin Y', 'Darwanto A', 'Song X', 'Xu G', 'Zhang K']","['State Key Laboratory of Molecular Biology, Institute of Biochemistry and Cell Biology, Chinese Academy of Sciences, Shanghai 200031, China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20091003,United States,J Biol Chem,The Journal of biological chemistry,2985121R,PMC2781642,2009/10/06 06:00,2009/12/16 06:00,['2009/10/06 06:00'],"['2009/10/06 06:00 [entrez]', '2009/10/06 06:00 [pubmed]', '2009/12/16 06:00 [medline]']","['S0021-9258(20)37819-4 [pii]', '10.1074/jbc.M109.045856 [doi]']",ppublish,J Biol Chem. 2009 Nov 20;284(47):32288-95. doi: 10.1074/jbc.M109.045856. Epub 2009 Oct 3.,47,IM,"['Animals', 'Catalysis', 'Cell Line, Tumor', 'Coenzyme A Ligases/chemistry', 'Epigenesis, Genetic', 'HL-60 Cells', 'HeLa Cells', 'Histones/*chemistry', 'Humans', 'Lysine/*chemistry', 'Monocytes', 'Protein Processing, Post-Translational', 'Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization', 'U937 Cells']",,"['0 (Histones)', 'EC 6.2.1.- (Coenzyme A Ligases)', 'EC 6.2.1.17 (propionate - CoA ligase)', 'K3Z4F929H6 (Lysine)']",,,,,,,,,,,,,,,,
