PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,LID,PMC,CN,IR,FIR,CI,GR,MID,CIN,EIN,CON,RIN,SI,OTO,OT,OID
18377344,NLM,MEDLINE,20080516,20181201,1744-7666 (Electronic) 1465-6566 (Linking),9,6,2008 Apr,Homoharringtonine for the treatment of chronic myelogenous leukemia.,1029-37,"BACKGROUND: The anticancer activity of the natural alkaloid homoharringtonine (HHT) was first recognized by Chinese investigators. HHT exerts its activity through inhibition of protein synthesis and promotion of apoptosis. METHODS: The authors reviewed the most relevant preclinical and clinical studies involving patients with chronic myelogenous leukemia (CML) receiving therapy with either natural HHT or omacetaxine mepesuccinate (Ceflatonin, Myelostat, CGX-653), a semisynthetic subcutaneously bioavailable form of HHT presently under development for the treatment of CML. RESULTS: Prior to the advent of the tyrosine kinase inhibitor (TKI) imatinib mesilate, controlled clinical studies established HHT as the most active therapy in CML after failure of IFN-a for patients who were not candidates for allogeneic stem cell transplantation. Preliminary results from Phase II studies suggest that omacetaxine mepesuccinate is active in patients with imatinib-resistant CML, including those carrying the T315I mutation, which renders imatinib and second-generation TKIs ineffective. CONCLUSION: These encouraging results have propelled the development of several Phase II/III trials both in Europe and in the US to further delineate the activity of omacetaxine mepesuccinate in patients with CML who are resistant to TKI therapy.","['Quintas-Cardama, Alfonso', 'Cortes, Jorge']","['Quintas-Cardama A', 'Cortes J']","['Department of Leukemia, The University of Texas MD Anderson Cancer Center, Unit 428, 1515 Holcombe Blvd., Houston, TX 77030, USA. aquintas@mdanderson.org']",['eng'],"['Comparative Study', 'Journal Article', 'Review']",,England,Expert Opin Pharmacother,Expert opinion on pharmacotherapy,100897346,"['0 (Antineoplastic Agents, Phytogenic)', '0 (Drugs, Chinese Herbal)', '0 (Harringtonines)', '6FG8041S5B (Homoharringtonine)']",IM,"['Animals', 'Antineoplastic Agents, Phytogenic/adverse effects/pharmacokinetics/*therapeutic use', 'Clinical Trials as Topic', 'Drug Evaluation, Preclinical', 'Drugs, Chinese Herbal/adverse effects/pharmacokinetics/therapeutic use', 'Harringtonines/adverse effects/pharmacokinetics/*therapeutic use', 'Homoharringtonine', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy']",2008/04/02 09:00,2008/05/17 09:00,['2008/04/02 09:00'],"['2008/04/02 09:00 [pubmed]', '2008/05/17 09:00 [medline]', '2008/04/02 09:00 [entrez]']",['10.1517/14656566.9.6.1029 [doi]'],ppublish,Expert Opin Pharmacother. 2008 Apr;9(6):1029-37. doi: 10.1517/14656566.9.6.1029.,51,,10.1517/14656566.9.6.1029 [doi],,,,,,,,,,,,,,,
18376809,NLM,MEDLINE,20080610,20180320,0242-6498 (Print) 0242-6498 (Linking),27 Spec No 1,,2007 Nov,Innovations in immunohistochemistry for the haematopathologist.,1S33-6,,"['Mason, D Y']",['Mason DY'],"['Leukaemia Research Fund Immunodiagnostics Unit, Nuffield Department of Clinical Laboratory Sciences, University of Oxford, John Radcliffe Hospital, Oxford, UK. david.mason@ndcls.ox.ac.uk']",['eng'],['Journal Article'],,France,Ann Pathol,Annales de pathologie,8106337,['0 (Biomarkers)'],IM,"['Biochemistry/methods', 'Biomarkers/analysis', 'Hematology/*trends', 'Humans', 'Immunohistochemistry/methods', 'In Situ Hybridization, Fluorescence', 'Lymphoma/diagnosis/pathology', 'Molecular Biology/methods', 'Pathology/*trends']",2008/04/02 09:00,2008/06/11 09:00,['2008/04/02 09:00'],"['2008/04/02 09:00 [pubmed]', '2008/06/11 09:00 [medline]', '2008/04/02 09:00 [entrez]']",['S0242-6498(07)92852-7 [pii]'],ppublish,Ann Pathol. 2007 Nov;27 Spec No 1:1S33-6.,,,,,,,,,,,,,,,,,,
18376292,NLM,MEDLINE,20080820,20181201,1077-4114 (Print) 1077-4114 (Linking),30,3,2008 Mar,Current approaches to management of cerebral fungal infection in pediatric patients with hematologic disorders.,249-53,"We report 2 pediatric cases of cerebral fungal infection. A patient with severe aplastic anemia developed an Aspergillus species brain abscess and pulmonary aspergillosis after peripheral blood stem cell transplantation. Despite administration of micafungin, amphotericin B, and flucytosine, the patient died 2 months after the transplantation because of underlying pulmonary aspergillosis. Another patient with acute myelogenous leukemia developed a huge brain abscess with histopathologic findings suspicious of mucormycosis. This patient was cured with combination therapy of antifungal agents and intensive surgery, without sequelae. It is important to perform aggressive multimodality treatment, when indicated, including surgical intervention, even if in myelosuppression.","['Sato, Tomonobu', 'Kaneda, Makoto', 'Ichikawa, Mizuho', 'Suzuki, Daisuke', 'Nakagawa, Atsuko', 'Kobayashi, Ryoji']","['Sato T', 'Kaneda M', 'Ichikawa M', 'Suzuki D', 'Nakagawa A', 'Kobayashi R']","['Department of Pediatrics, Hokkaido University Graduate School of Medicine, Sapporo, Hokkaido, Japan. t-satou@jacls.jp']",['eng'],"['Case Reports', 'Journal Article']",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,"['0 (Anti-Bacterial Agents)', '0 (Antifungal Agents)', '0 (Drug Combinations)', '0 (Echinocandins)', '0 (Lipopeptides)', '0 (Lipoproteins)', '7XU7A7DROE (Amphotericin B)', 'D83282DT06 (Flucytosine)', 'R10H71BSWG (Micafungin)']",IM,"['Adolescent', 'Amphotericin B/administration & dosage', 'Anti-Bacterial Agents/administration & dosage', 'Antifungal Agents/administration & dosage', 'Aspergillosis/*diagnosis/microbiology/therapy', 'Central Nervous System Fungal Infections/*diagnosis/microbiology/therapy', 'Child', 'Drug Combinations', 'Echinocandins/administration & dosage', 'Fatal Outcome', 'Female', 'Flucytosine/administration & dosage', 'Follow-Up Studies', 'Graft Rejection', 'Hematologic Diseases/*complications/diagnosis/therapy', 'Humans', 'Leukemia, Myeloid, Acute/*complications/diagnosis/therapy', 'Lipopeptides', 'Lipoproteins/administration & dosage', 'Magnetic Resonance Imaging', 'Male', 'Micafungin', 'Mucormycosis/*diagnosis/therapy', 'Peripheral Blood Stem Cell Transplantation/adverse effects', 'Remission Induction', 'Treatment Outcome']",2008/04/01 09:00,2008/08/21 09:00,['2008/04/01 09:00'],"['2008/04/01 09:00 [pubmed]', '2008/08/21 09:00 [medline]', '2008/04/01 09:00 [entrez]']",['10.1097/MPH.0b013e318161aa0c [doi]'],ppublish,J Pediatr Hematol Oncol. 2008 Mar;30(3):249-53. doi: 10.1097/MPH.0b013e318161aa0c.,,,10.1097/MPH.0b013e318161aa0c [doi],,,,,,,,,,,,,,,
18376281,NLM,MEDLINE,20080820,20111006,1077-4114 (Print) 1077-4114 (Linking),30,3,2008 Mar,The age incidence of childhood B-cell precursor acute lymphoblastic leukemia in Mexico City.,199-203,"The objective of this population-based survey was to assess the peak age of incidence of B-cell precursor acute lymphoblastic leukemia (ALL) in children in Mexico City (MC). All patients were classified according to their immunophenotype, and only B-cell precursor and T-lineage were analyzed. Rates of incidence were calculated x10 children. Of the 364 children from MC who were included in this study, immunophenotyping had been performed for 81.6%. The frequency of B-cell precursor ALL was 76.1%, whereas T lineage ALL showed a frequency of 23.6%. Peak age for ALL was 2 to 3 years of age. B-cell precursor ALL was the major contributor to peak age; T lineage ALL showed a peak among 1 and 3 years of age. We conclude that the age peak for children with ALL in MC is within the ranges reported for developed countries and that B-cell precursor ALL is the main contributor to these peak.","['Bernaldez-Rios, Roberto', 'Ortega-Alvarez, Manuel C', 'Perez-Saldivar, Maria L', 'Alatoma-Medina, Norma E', 'Del Campo-Martinez, Maria de Los A', 'Rodriguez-Zepeda, Maria Del Carmen', 'Montero-Ponce, Ines', 'Franco-Ornelas, Sergio', 'Fernandez-Castillo, Gabriela', 'Nunez-Villegas, Nora N', 'Taboada-Flores, Miguel A', 'Flores-Lujano, Janet', 'Arguelles-Sanchez, Muriel E', 'Juarez-Ocana, Servando', 'Fajardo-Gutierrez, Arturo', 'Mejia-Arangure, Juan Manuel']","['Bernaldez-Rios R', 'Ortega-Alvarez MC', 'Perez-Saldivar ML', 'Alatoma-Medina NE', 'Del Campo-Martinez Mde L', 'Rodriguez-Zepeda Mdel C', 'Montero-Ponce I', 'Franco-Ornelas S', 'Fernandez-Castillo G', 'Nunez-Villegas NN', 'Taboada-Flores MA', 'Flores-Lujano J', 'Arguelles-Sanchez ME', 'Juarez-Ocana S', 'Fajardo-Gutierrez A', 'Mejia-Arangure JM']","['Hematology, Pediatric Hospital, Centro Medico Nacional Siglo XXI, Instituto Mexicano del Seguro Social, Mexico City, Mexico.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,,IM,"['Adolescent', 'Age Distribution', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Incidence', 'Infant', 'Male', 'Mexico/epidemiology', 'Population', 'Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/*epidemiology', 'Survival Analysis']",2008/04/01 09:00,2008/08/21 09:00,['2008/04/01 09:00'],"['2008/04/01 09:00 [pubmed]', '2008/08/21 09:00 [medline]', '2008/04/01 09:00 [entrez]']",['10.1097/MPH.0b013e318162bcdc [doi]'],ppublish,J Pediatr Hematol Oncol. 2008 Mar;30(3):199-203. doi: 10.1097/MPH.0b013e318162bcdc.,,,10.1097/MPH.0b013e318162bcdc [doi],,,,,,,,,,,,,,,
18376280,NLM,MEDLINE,20080820,20131121,1077-4114 (Print) 1077-4114 (Linking),30,3,2008 Mar,Secondary myelofibrosis in children.,196-8,"Myelofibrosis is a rare childhood myeloproliferative disorder. It has been reported as an associated complication of certain hematologic malignancies or as an isolated idiopathic process. We describe clinical course of 6 children diagnosed over 6 years. One child each responded well to steroid and treatment of the underlying condition. Three children died because of underlying conditions and 1 child was lost to follow up. A thorough search should be made for underlying disease when myelofibrosis is first diagnosed. Trephine biopsy though giving useful information, does not have a prognostic significance.","['Naithani, Rahul', 'Tyagi, Seema', 'Choudhry, Ved Prakash']","['Naithani R', 'Tyagi S', 'Choudhry VP']","['Department of Hematology, All India Institute of Medical Sciences, New Delhi, India. dr_rahul6@hotmail.com']",['eng'],['Journal Article'],,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,['X4W7ZR7023 (Methylprednisolone)'],IM,"['Adolescent', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow Examination', 'Child', 'Child, Preschool', 'Fanconi Anemia/complications', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Methylprednisolone/therapeutic use', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/drug therapy', 'Predictive Value of Tests', 'Primary Myelofibrosis/complications/*diagnosis/drug therapy', 'Prognosis', 'Rare Diseases', 'Remission Induction', 'Retrospective Studies', 'Rhabdomyosarcoma, Alveolar/*complications/secondary', 'Treatment Outcome']",2008/04/01 09:00,2008/08/21 09:00,['2008/04/01 09:00'],"['2008/04/01 09:00 [pubmed]', '2008/08/21 09:00 [medline]', '2008/04/01 09:00 [entrez]']","['10.1097/MPH.0b013e318161a9b8 [doi]', '00043426-200803000-00003 [pii]']",ppublish,J Pediatr Hematol Oncol. 2008 Mar;30(3):196-8. doi: 10.1097/MPH.0b013e318161a9b8.,,,10.1097/MPH.0b013e318161a9b8 [doi],,,,,,,,,,,,,,,
18376276,NLM,MEDLINE,20080415,20111006,1077-4114 (Print) 1077-4114 (Linking),30,2,2008 Feb,Septic arthritis of hip in a neutropenic child caused by Salmonella typhi.,182-4,"A 5-year-old male child was undergoing chemotherapy for pre-B acute lymphoblastic leukemia. He developed Salmonella typhi arthritis of his left hip joint during neutropenic phase. Infection was successfully treated with intravenous antibiotics without surgical management. S. typhi is a potential cause of arthritis, especially in immunocompromised children. More than 100 other cases of Salmonella arthritis are reviewed and reveal a disease primarily of children and young adults with a favorable treatment response.","['Naithani, Rahul', 'Rai, Sanjay', 'Choudhry, Ved P']","['Naithani R', 'Rai S', 'Choudhry VP']","['Department of Hematology, All India Institute of Medical Sciences, New Delhi, India. dr_rahul6@hotmail.com']",['eng'],"['Case Reports', 'Journal Article', 'Review']",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,,IM,"['Arthritis, Infectious/*etiology', 'Child, Preschool', '*Hip Joint', 'Humans', 'Male', 'Neutropenia/*complications', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications', 'Typhoid Fever/*complications']",2008/04/01 09:00,2008/04/16 09:00,['2008/04/01 09:00'],"['2008/04/01 09:00 [pubmed]', '2008/04/16 09:00 [medline]', '2008/04/01 09:00 [entrez]']","['10.1097/MPH.0b013e318161aa67 [doi]', '00043426-200802000-00016 [pii]']",ppublish,J Pediatr Hematol Oncol. 2008 Feb;30(2):182-4. doi: 10.1097/MPH.0b013e318161aa67.,32,,10.1097/MPH.0b013e318161aa67 [doi],,,,,,,,,,,,,,,
18376271,NLM,MEDLINE,20080415,20111006,1077-4114 (Print) 1077-4114 (Linking),30,2,2008 Feb,Rhinocerebral mucormycosis in a child with acute lymphoblastic leukemia: a case report.,163-5,"BACKGROUND: Mucormycosis is a life-threatening fungal infection in patients with predisposing conditions. CASE REPORT: We report the case of a 7-year-old girl with acute lymphoblastic leukemia and rhinocerebral mucormycosis who successfully completed chemotherapy. The infection with Rhizopus genus was mycologically identified from nasal secretions and therapy was based on amphotericin B with surgical debridement. Chemotherapy was safely continued after resolution of the mycosis and the patient remains in continuous complete remission at 30 months. CONCLUSIONS: Rhinocerebral mucormycosis in acute lymphoblastic leukemia is manageable with sequential therapy including, amphotericin B, surgery, and risk-adapted chemotherapy.","['Popa, Gheorghe', 'Blag, Cristina', 'Sasca, Florina']","['Popa G', 'Blag C', 'Sasca F']","['Department of Pediatric Oncology, Pediatric Clinic No 2, University of Medicine and Pharmacy, Iuliu Hatieganu Cluj-Napoca, Romania. ghitapopa2000@yahoo.com']",['eng'],"['Case Reports', 'Journal Article']",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,,IM,"['Brain Diseases/*therapy', 'Child', 'Female', 'Humans', 'Mucormycosis/*therapy', 'Paranasal Sinus Diseases/*therapy', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications']",2008/04/01 09:00,2008/04/16 09:00,['2008/04/01 09:00'],"['2008/04/01 09:00 [pubmed]', '2008/04/16 09:00 [medline]', '2008/04/01 09:00 [entrez]']","['10.1097/MPH.0b013e31815c255f [doi]', '00043426-200802000-00011 [pii]']",ppublish,J Pediatr Hematol Oncol. 2008 Feb;30(2):163-5. doi: 10.1097/MPH.0b013e31815c255f.,,,10.1097/MPH.0b013e31815c255f [doi],,,,,,,,['J Pediatr Hematol Oncol. 2009 Feb;31(2):152-3. PMID: 19194208'],,,,,,,
18376270,NLM,MEDLINE,20080415,20131121,1077-4114 (Print) 1077-4114 (Linking),30,2,2008 Feb,Isolated central nervous system relapse in childhood acute promyelocytic leukemia.,160-2,"Central nervous system (CNS) involvement is rare in acute promyelocytic leukemia (APL). The majority of CNS relapses occur in patients with hyperleukocytosis at presentation, and the optimal management of such patients is still controversial. We describe a 13-year-old boy with APL who developed an isolated CNS relapse after first-line treatment with all-trans retinoic acid and chemotherapy. A second remission was achieved with a regimen consisting of intrathecal chemotherapy, intravenous high-dose cytarabine, and oral 6-mercaptopurine. All-trans retinoic acid was avoided owing to severe complications during initial therapy. The patient remains in molecular remission at 9 months after autologous stem cell transplant. Prognostic factors of CNS relapse in children with APL are needed to define the indications for CNS prophylaxis in this group of patients.","['Scheinemann, Katrin', 'Weitzman, Sheila', 'Hitzler, Johann', 'Doyle, John', 'Abla, Oussama']","['Scheinemann K', 'Weitzman S', 'Hitzler J', 'Doyle J', 'Abla O']","['Division of Hematology/Oncology, The Hospital for Sick Children, Toronto, Ontario, Canada.']",['eng'],"['Case Reports', 'Journal Article']",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,['5688UTC01R (Tretinoin)'],IM,"['Adolescent', 'Central Nervous System Neoplasms/*drug therapy/prevention & control', 'Humans', 'Leukemia, Promyelocytic, Acute/*drug therapy', 'Male', 'Recurrence', 'Tretinoin/therapeutic use']",2008/04/01 09:00,2008/04/16 09:00,['2008/04/01 09:00'],"['2008/04/01 09:00 [pubmed]', '2008/04/16 09:00 [medline]', '2008/04/01 09:00 [entrez]']","['10.1097/MPH.0b013e318159a582 [doi]', '00043426-200802000-00010 [pii]']",ppublish,J Pediatr Hematol Oncol. 2008 Feb;30(2):160-2. doi: 10.1097/MPH.0b013e318159a582.,,,10.1097/MPH.0b013e318159a582 [doi],,,,,,,,,,,,,,,
18376267,NLM,MEDLINE,20080415,20131121,1077-4114 (Print) 1077-4114 (Linking),30,2,2008 Feb,Sedative preference of families for lumbar punctures in children with acute leukemia: propofol alone or propofol and fentanyl.,142-7,"Propofol is a common sedative/anesthetic used for invasive procedures in children with cancer. The purpose of this study was to determine whether families of children with acute leukemia prefer propofol alone or propofol plus fentanyl for lumbar puncture (LP) sedation. We conducted a randomized, placebo controlled, double blind, crossover study. Each patient was studied twice, once with propofol/placebo and once with propofol/fentanyl. Data collected included the modified Yale Preoperative Anxiety Score (M-YPAS) at baseline and after placebo or fentanyl, Induction Compliance Checklist, recovery excitement, recovery time, and adverse events. After the study, families were asked which sedative regimen they preferred for future LPs. Twenty-two patients received 44 LP sedations: propofol 22, propofol/fentanyl 22. The average age was 6.4+/-4.2 years (mean+/-SD). There were no significant differences between groups in M-YPAS, Induction Compliance Checklist or recovery excitement. Adverse events occurred in 11/22 patients (50%) propofol and 4/22 (18.2%) propofol/fentanyl (P=0.0196). Average recovery time (mean+/-SD) was 36.86+/-17.1 minutes propofol versus 26.36+/-16.4 minutes propofol/fentanyl (P=0.047). Sixteen families (72.7%) chose propofol with fentanyl for future LP sedations (P=0.05). In conclusion, most families prefer propofol and fentanyl for LPs. Propofol with fentanyl was also associated with fewer adverse events and faster recovery.","['Cechvala, Meredith M', 'Christenson, Devon', 'Eickhoff, Jens C', 'Hollman, Gregory A']","['Cechvala MM', 'Christenson D', 'Eickhoff JC', 'Hollman GA']","[""Department of Pediatrics, University of Wisconsin Children's Hospital, Madison, WI, USA.""]",['eng'],"['Journal Article', 'Randomized Controlled Trial', 'Research Support, N.I.H., Extramural']",,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,"['0 (Hypnotics and Sedatives)', 'UF599785JZ (Fentanyl)', 'YI7VU623SF (Propofol)']",IM,"['Acute Disease', 'Adolescent', 'Anxiety/diagnosis', 'Child', 'Child, Preschool', 'Cross-Over Studies', 'Double-Blind Method', 'Female', 'Fentanyl/*administration & dosage/adverse effects', 'Humans', 'Hypnotics and Sedatives/*pharmacology', 'Leukemia/*surgery', 'Male', 'Patient Satisfaction', 'Propofol/administration & dosage/adverse effects/*pharmacology', 'Prospective Studies', 'Sample Size', 'Spinal Puncture/*methods']",2008/04/01 09:00,2008/04/16 09:00,['2008/04/01 09:00'],"['2008/04/01 09:00 [pubmed]', '2008/04/16 09:00 [medline]', '2008/04/01 09:00 [entrez]']","['10.1097/MPH.0b013e31815d8953 [doi]', '00043426-200802000-00007 [pii]']",ppublish,J Pediatr Hematol Oncol. 2008 Feb;30(2):142-7. doi: 10.1097/MPH.0b013e31815d8953.,,,10.1097/MPH.0b013e31815d8953 [doi],,,,,,['M01RR03186/RR/NCRR NIH HHS/United States'],,,,,,,,,
18376261,NLM,MEDLINE,20080415,20131121,1077-4114 (Print) 1077-4114 (Linking),30,2,2008 Feb,"Pediatric ""sedation"" protocols: exchanging old problems for new ones.",117-8,,"['Ray, Neil P']",['Ray NP'],"[""Children's Hospital of New York, Columbia University Medical Center, New York, NY, USA. nr2243@columbia.edu""]",['eng'],['Journal Article'],,United States,J Pediatr Hematol Oncol,Journal of pediatric hematology/oncology,9505928,"['0 (Hypnotics and Sedatives)', 'UF599785JZ (Fentanyl)', 'YI7VU623SF (Propofol)']",IM,"['*Anesthesia, General', 'Child', 'Fentanyl/administration & dosage', 'Humans', 'Hypnotics and Sedatives/*pharmacology', 'Leukemia/surgery', 'Propofol/administration & dosage/*pharmacology', 'Spinal Puncture/*methods']",2008/04/01 09:00,2008/04/16 09:00,['2008/04/01 09:00'],"['2008/04/01 09:00 [pubmed]', '2008/04/16 09:00 [medline]', '2008/04/01 09:00 [entrez]']","['10.1097/MPH.0b013e31815d892a [doi]', '00043426-200802000-00001 [pii]']",ppublish,J Pediatr Hematol Oncol. 2008 Feb;30(2):117-8. doi: 10.1097/MPH.0b013e31815d892a.,,,10.1097/MPH.0b013e31815d892a [doi],,,,,,,,,,,,,,,
18376138,NLM,MEDLINE,20080819,20190516,1554-8635 (Electronic) 1554-8627 (Linking),4,5,2008 Jul,Vitamin K2 induces autophagy and apoptosis simultaneously in leukemia cells.,629-40,"Vitamin K2 (menaquinone-4: VK2) is a potent inducer for apoptosis in leukemia cells in vitro. HL-60bcl-2 cells, which are derived from a stable transfectant clone of the human bcl-2 gene into the HL-60 leukemia cell line, show 5-fold greater expression of the Bcl-2 protein compared with HL-60neo cells, a control clone transfected with vector alone. VK2 induces apoptosis in HL-60neo cells, whereas HL-60bcl-2 cells are resistant to apoptosis induction by VK2 but show inhibition of cell growth along with an increase of cytoplasmic vacuoles during exposure to VK2. Electron microscopy revealed formation of autophagosomes and autolysosomes in HL-60bcl-2 cells after exposure to VK2. An increase of acid vesicular organelles (AVOs) detected by acridine orange staining for lysosomes as well as conversion of LC3B-I into LC3B-II by immunoblotting and an increased punctuated pattern of cytoplasmic LC3B by fluorescent immunostaining all supported induction of enhanced autophagy in response to VK2 in HL-60bcl-2 cells. However, during shorter exposure to VK2, the formation of autophagosomes was also prominent in HL-60neo cells although nuclear chromatin condensations and nuclear fragments were also observed at the same time. These findings indicated the mixed morphologic features of apoptosis and autophagy. Inhibition of autophagy by either addition of 3-methyladenine, siRNA for Atg7, or Tet-off Atg5 system all resulted in attenuation of VK2-incuded cell death, indicating autophagy-mediated cell death in response to VK2. These data demonstrate that autophagy and apoptosis can be simultaneously induced by VK2. However, autophagy becomes prominent when the cells are protected from rapid apoptotic death by a high expression level of Bcl-2.","['Yokoyama, Tomohisa', 'Miyazawa, Keisuke', 'Naito, Munekazu', 'Toyotake, Juri', 'Tauchi, Testuzo', 'Itoh, Masahiro', 'Yuo, Akira', 'Hayashi, Yuho', 'Georgescu, Maria-Magdalena', 'Kondo, Yasuko', 'Kondo, Seiji', 'Ohyashiki, Kazuma']","['Yokoyama T', 'Miyazawa K', 'Naito M', 'Toyotake J', 'Tauchi T', 'Itoh M', 'Yuo A', 'Hayashi Y', 'Georgescu MM', 'Kondo Y', 'Kondo S', 'Ohyashiki K']","['First Department of Internal Medicine, Tokyo Medical University, Tokyo, Japan.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",20080320,United States,Autophagy,Autophagy,101265188,"['0 (Antineoplastic Agents)', '11032-49-8 (Vitamin K 2)']",IM,"['Antineoplastic Agents/pharmacology', 'Apoptosis/*drug effects/physiology', 'Autophagy/*drug effects/physiology', 'HL-60 Cells', 'Humans', 'Leukemia/*drug therapy/*pathology', 'Vitamin K 2/*pharmacology']",2008/04/01 09:00,2008/08/20 09:00,['2008/04/01 09:00'],"['2008/04/01 09:00 [pubmed]', '2008/08/20 09:00 [medline]', '2008/04/01 09:00 [entrez]']","['5941 [pii]', '10.4161/auto.5941 [doi]']",ppublish,Autophagy. 2008 Jul;4(5):629-40. doi: 10.4161/auto.5941. Epub 2008 Mar 20.,,,,,,,,,,,,,,,,,,
18376090,NLM,MEDLINE,20080603,20211020,0973-7693 (Electronic) 0019-5456 (Linking),75,3,2008 Mar,"Homocysteine, vitamin B12 and folate status in pediatric acute lymphoblastic leukemia.",235-8,"OBJECTIVE: The cause of majority of acute leukemias is unknown, but likely to involve interaction of environment, hematopoitic development and weak susceptibility loci within an individual's genetic constitution. The present study evaluates the association between plasma levels of homocysteine, folate and vitamin B12 and acute lymphoblastic leukemia. METHODS: Plasma levels of homocysteine, folate and vitamin B12 were compared between cases of acute lymphoblastic leukemia and age and sex matched normal controls. Homocysteine levels were measured by solid immunoassay, while folate and vitamin B12 levels were determined by radioassay. RESULTS: Folate levels were significantly among cases as compared to control group (8.56 +/- 4.35) vs (14.04 +/- 2.62) ng/ml, P< 0.001). Although individually vitamin B12 and homocysteine were not significant different between cases and controls, the combined effect of all three parameters was significantly different (P< 0.001), with 83.3% of correct classification of cases and controls was obtained by discriminate function analysis. CONCLUSION: The data provide evidence for the role of folate, vitamin B12 and homocysteine levels in acute lymphoblastic leukemia, suggesting that gene-environment interaction may be an important factor in the development of acute lymphoblastic leukemia.","['Sadananda Adiga, M N', 'Chandy, Sunil', 'Ramaswamy, Girija', 'Appaji, L', 'Krishnamoorthy, Lakshmi']","['Sadananda Adiga MN', 'Chandy S', 'Ramaswamy G', 'Appaji L', 'Krishnamoorthy L']","['Department of Biochemistry, Kidwai Memorial Institute of Oncology, Dr. M.H. Marigowda Road, Bangalore, India.']",['eng'],['Journal Article'],,India,Indian J Pediatr,Indian journal of pediatrics,0417442,"['0LVT1QZ0BA (Homocysteine)', '935E97BOY8 (Folic Acid)', 'P6YC3EG204 (Vitamin B 12)']",IM,"['Adolescent', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Discriminant Analysis', 'Female', 'Folic Acid/*blood', 'Homocysteine/*blood', 'Humans', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*blood', 'Vitamin B 12/*blood']",2008/04/01 09:00,2008/06/05 09:00,['2008/04/01 09:00'],"['2008/04/01 09:00 [pubmed]', '2008/06/05 09:00 [medline]', '2008/04/01 09:00 [entrez]']",['10.1007/s12098-008-0051-4 [doi]'],ppublish,Indian J Pediatr. 2008 Mar;75(3):235-8. doi: 10.1007/s12098-008-0051-4.,,,,,,,,,,,,,,,,,,
