PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,DEP,PMC,RF,GR,TT,MID,CI,EIN,CON,CIN,CN,PS,FPS,GN,SI,RIN,OID,OTO,OT,LID,CRI
15830103,NLM,MEDLINE,20120628,20131121,0371-0874 (Print) 0371-0874 (Linking),57,2,2005 Apr 25,[Regulatory role of HTm4 gene in hematopoietic cell cycle].,188-92,"Cell cycle progression is tightly regulated in hematopoietic stem cells. The cycle state decides cells' fates, which includes self-renewal, proliferation and differentiation. Proper cell cycle regulation is a pivotal element for the maintenance of hematopoiesis homeostasis. HTm4 is a newly identified specific cell cycle regulator of the hematopoietic cell. Through interacting with KAP-CDK2 complex, it arrests cells in G(0)/G(1) phase. K562 is a human chronic myelogenous leukemia cell; it could be induced to megakaryoblast by phorbol 12-myristate 13-acetate (PMA). Such differentiation must be associated with cell cycle change. To further clarify HTm4's function in hematopoietic cell cycle regulation, K562 cells were treated with PMA. Cell cycle change was analysed using flow cytometric system. And during the induction process gene expression of HTm4 as well as CycleE and CDK2, which are responsible for G(1) to S transition, were analysed using semi-quantitative RT-PCR. The C-terminal domain of HTm4 protein has been shown to be important for HTm4's binding with KAP-CDK2 complex. To determine its impact on HTm4's function, HTm4 and C-terminal truncated HTm4 (HTm4-ct) were transfected into K562 cells using Tet-Off regulation expression system. Their influence on cell cycle was observed. The results showed that PMA induced both expansion and differentiation of K562 cells as measured by cell number count and NBT staining respectively. During PMA treatment, G(0)/G(1) cell proportion and HTm4 expression displayed coordinated change, which suggested that HTm4 might drive K562 cells out of cell cycle but was not involved in the quiescence maintenance. Additionally, transfection of HTm4 caused G(0)/G(1) arrest in K562 cells, while transfection of HTm4-ct did not. It is therefore suggested that the C-terminal domain is important for the function of HTm4 in cell cycle regulation.","['Li, Jin', 'Xie, Chao', 'Xie, Xiao-Yan', 'Wang, Dong-Mei', 'Pei, Xue-Tao']","['Li J', 'Xie C', 'Xie XY', 'Wang DM', 'Pei XT']","['Department of Stem Cell Biology, Beijing Institute of Transfusion Medicine, Beijing 100850, China.']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Sheng Li Xue Bao,Sheng li xue bao : [Acta physiologica Sinica],20730130R,"['0 (Cell Cycle Proteins)', '0 (MS4A3 protein, human)', '0 (Membrane Proteins)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Cell Cycle/*physiology', 'Cell Cycle Proteins/*genetics/*physiology', 'Cells, Cultured', 'Gene Expression Regulation', 'Hematopoiesis/*physiology', 'Hematopoietic Stem Cells/*cytology/physiology', 'Humans', 'K562 Cells', 'Membrane Proteins/*genetics/*physiology', 'Tetradecanoylphorbol Acetate/pharmacology', 'Transfection']",2005/04/15 09:00,2012/06/29 06:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2012/06/29 06:00 [medline]', '2005/04/15 09:00 [entrez]']",,ppublish,Sheng Li Xue Bao. 2005 Apr 25;57(2):188-92.,,,,,,,,,,,,,,,,,,,,,
15830088,NLM,MEDLINE,20060105,20190815,0004-282X (Print) 0004-282X (Linking),63,1,2005 Mar,[Ophthalmoplegic migraine: MRI findings. Case report].,173-5,"Ophthalmoplegic migraine is a rare syndrome in which headache is associated with ophthalmoplegia and third, fourth or sixth cranial nerves palsy. It occurs most frequently in childhood and teenagers. At magnetic resonance imaging (MRI) with gadolinium (GD-DTPA) it may be observed a transitory enhancement of the affected nerve. We present the case of a male teenager, 16 years old, with typical medical history and enhanced signal at left oculomotor nerve in cisternal portion at MRI weighted in T1 with GD-DTPA. On the control exam, eighteen months later, there was no remarkable lesion. The enhancement of oculomotor nerve at MRI is always pathological and among the differential diagnosis we must include: neoplasia (lymphoma and leukemia), infections (AIDS, syphilis), inflammatory process (sarcoidose and Tolosa-Hunt syndrome) and vascular (posterior communicating artery aneurysm).","['Farage, Luciano', 'Castro, Mario Augusto Padula', 'Macedo, Tulio Augusto Alves', 'Borges, Paulo Cesar Naves', 'Souza, Lincoln Pereira de', 'Freitas, Luiz Oliveira de']","['Farage L', 'Castro MA', 'Macedo TA', 'Borges PC', 'Souza LP', 'Freitas LO']","['Hospital das Clinicas, Universidade Federal de Uberlandia, Uberlandia, MG, Brazil. lucianofarage@yahoo.com.br']",['por'],"['Case Reports', 'English Abstract', 'Journal Article']",Brazil,Arq Neuropsiquiatr,Arquivos de neuro-psiquiatria,0125444,"['0 (Anti-Inflammatory Agents)', 'K2I13DR72L (Gadolinium DTPA)', 'VB0R961HZT (Prednisone)']",IM,"['Adolescent', 'Anti-Inflammatory Agents/therapeutic use', 'Gadolinium DTPA', 'Humans', 'Magnetic Resonance Angiography', 'Male', 'Migraine Disorders/*complications/drug therapy', 'Ophthalmoplegia/*complications/diagnosis/drug therapy', 'Prednisone/therapeutic use']",2005/04/15 09:00,2006/01/06 09:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2006/01/06 09:00 [medline]', '2005/04/15 09:00 [entrez]']","['S0004-282X2005000100033 [pii]', '10.1590/s0004-282x2005000100033 [doi]']",ppublish,Arq Neuropsiquiatr. 2005 Mar;63(1):173-5. doi: 10.1590/s0004-282x2005000100033. Epub 2005 Apr 13.,20050413,,,,Enxaqueca oftalmoplegica: achados a ressonancia magnetica. Relato de caso.,,,,,,,,,,,,,,,,
15830012,NLM,MEDLINE,20050630,20130304,0887-6924 (Print) 0887-6924 (Linking),19,6,2005 Jun,Correlation of CD33 with poorer prognosis in childhood ALL implicates a potential of anti-CD33 frontline therapy.,1092-4,,"['Mejstrikova, E', 'Kalina, T', 'Trka, J', 'Stary, J', 'Hrusak, O']","['Mejstrikova E', 'Kalina T', 'Trka J', 'Stary J', 'Hrusak O']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Antibodies, Monoclonal)', '0 (Antigens, CD)', '0 (Antigens, Differentiation, Myelomonocytic)', '0 (CD33 protein, human)', '0 (Sialic Acid Binding Ig-like Lectin 3)']",IM,"['Antibodies, Monoclonal/*therapeutic use', 'Antigens, CD/*immunology/metabolism', 'Antigens, Differentiation, Myelomonocytic/*immunology/metabolism', 'Child', 'Humans', 'Immunophenotyping', 'Incidence', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/epidemiology/*therapy', 'Prognosis', 'Sialic Acid Binding Ig-like Lectin 3']",2005/04/15 09:00,2005/07/01 09:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2005/07/01 09:00 [medline]', '2005/04/15 09:00 [entrez]']","['2403737 [pii]', '10.1038/sj.leu.2403737 [doi]']",ppublish,Leukemia. 2005 Jun;19(6):1092-4. doi: 10.1038/sj.leu.2403737.,,,,,,,,,,,,,,,,,,,,,
15830011,NLM,MEDLINE,20050630,20130304,0887-6924 (Print) 0887-6924 (Linking),19,6,2005 Jun,Reduced-intensity conditioning lowers treatment-related mortality of allogeneic stem cell transplantation for chronic lymphocytic leukemia: a population-matched analysis.,1029-33,"To elucidate whether reduced-intensity conditioning (RIC) decreases treatment-related mortality (TRM) after allogeneic stem cell transplantation (allo-SCT) for chronic lymphocytic leukemia (CLL), we retrospectively compared 73 RIC cases from a recent EBMT survey with 82 patients from the EBMT database who had undergone standard myeloablative conditioning (MC) for CLL during the same time period. The two populations were matched by adjusting the primary risk factor, the conditioning regimen, in a series of Cox models for age, sex, donor type, remission status at transplant and analyzed for its effect on TRM, relapse incidence, event-free (EFS) and overall survival (OS). After adjustment, a significant reduction of TRM became evident for the RIC population (hazard ratio (HR) 0.4 (95% confidence interval 0.18-0.9); P=0.03). On the other hand, RIC was associated with an increased relapse incidence (HR 2.65 (0.98-7.12); P=0.054). There was no significant difference between RIC and MC in terms of EFS (HR 0.69 (0.38-1.25); P=0.22) and OS (HR 0.65 (0.33-1.28); P=0.21). We conclude that RIC appears to favorably influence TRM after allo-SCT for CLL. This observation, as well as possible detrimental effects of RIC on relapse risk, should be confirmed by prospective studies.","['Dreger, P', 'Brand, R', 'Milligan, D', 'Corradini, P', 'Finke, J', 'Lambertenghi Deliliers, G', 'Martino, R', 'Russell, N', 'van Biezen, A', 'Michallet, M', 'Niederwieser, D']","['Dreger P', 'Brand R', 'Milligan D', 'Corradini P', 'Finke J', 'Lambertenghi Deliliers G', 'Martino R', 'Russell N', 'van Biezen A', 'Michallet M', 'Niederwieser D']","['Department of Hematology, Allgemeines Krankenhaus St Georg, Hamburg, Germany. peter_dreger@med.uni-heidelberg.de']",['eng'],['Journal Article'],England,Leukemia,Leukemia,8704895,,IM,"['Adult', 'Aged', 'Female', 'Hematopoietic Stem Cell Transplantation/*mortality', 'Humans', 'Incidence', 'Leukemia, Lymphocytic, Chronic, B-Cell/*mortality/*therapy', 'Male', 'Middle Aged', 'Proportional Hazards Models', 'Recurrence', 'Registries', 'Risk Factors', 'Transplantation Conditioning/*methods/*mortality', 'Transplantation, Homologous']",2005/04/15 09:00,2005/07/01 09:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2005/07/01 09:00 [medline]', '2005/04/15 09:00 [entrez]']","['2403745 [pii]', '10.1038/sj.leu.2403745 [doi]']",ppublish,Leukemia. 2005 Jun;19(6):1029-33. doi: 10.1038/sj.leu.2403745.,,,,,,,,,,,['Chronic Leukemia Working Party of the EBMT'],,,,,,,,,,
15830010,NLM,MEDLINE,20050630,20130304,0887-6924 (Print) 0887-6924 (Linking),19,6,2005 Jun,Mobilisation with G-CSF in healthy donors promotes a high but temporal deregulation of genes.,1088-91,,"['Hernandez, J M', 'Castilla, C', 'Gutierrez, N C', 'Isidro, I M', 'Delgado, M', 'de las Rivas, J', 'Ferminan, E', 'Garcia, J L', 'Ocio, E M', 'del Canizo, M C', 'San Miguel, J F']","['Hernandez JM', 'Castilla C', 'Gutierrez NC', 'Isidro IM', 'Delgado M', 'de las Rivas J', 'Ferminan E', 'Garcia JL', 'Ocio EM', 'del Canizo MC', 'San Miguel JF']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,['143011-72-7 (Granulocyte Colony-Stimulating Factor)'],IM,"['*Gene Expression Profiling', 'Gene Expression Regulation/drug effects', 'Granulocyte Colony-Stimulating Factor/*administration & dosage', '*Hematopoietic Stem Cell Mobilization', 'Hematopoietic Stem Cell Transplantation', 'Hematopoietic Stem Cells/*cytology/*physiology', 'Humans', 'Tissue Donors']",2005/04/15 09:00,2005/07/01 09:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2005/07/01 09:00 [medline]', '2005/04/15 09:00 [entrez]']","['2403753 [pii]', '10.1038/sj.leu.2403753 [doi]']",ppublish,Leukemia. 2005 Jun;19(6):1088-91. doi: 10.1038/sj.leu.2403753.,,,,,,,,,,['Bone Marrow Transplant. 2006 Nov;38(10):699-700. PMID: 17001345'],,,,,,,,,,,
15830009,NLM,MEDLINE,20050630,20131121,0887-6924 (Print) 0887-6924 (Linking),19,6,2005 Jun,Gender aspects in chronic myeloid leukemia: long-term results from randomized studies.,984-9,"Gender-related aspects in chronic myeloid leukemia (CML) have not been studied well. We therefore analyzed 856 patients with Ph/BCR-ABL-positive CML from the German randomized CML-studies I (interferon alpha (IFN) vs hydroxyurea (HU) vs busulfan) and II (IFN+HU vs HU alone). The median observation time was 8.6 years. A total of 503 patients (59%) were male. Female patients were older (51 vs 46 years; P<0.0001), presented with lower hemoglobin (11.7 vs 12.5 g/dl; P<0.0001), higher platelet counts (459 vs 355 x 10(9)/l; P<0.0001), smaller spleen size (3 vs 4 cm below costal margin; P=0.0097), a lower rate of additional cytogenetic aberrations (9 vs 15%; P=0.018) and a less favorable risk profile (P=0.036). The transplantation rate was 14% for female (n=48) and 22% for male patients (n=113). Median survival was longer in female patients (58 vs 49 months; P=0.035) mainly attributable to better survival in the low- and intermediate-risk groups and, independent from risk groups, in the HU group. These results were confirmed by matched-pair analyses based on German population data (n=496, 59 vs 45 months; P=0.0006). This is the first analysis of gender aspects in CML using randomized trials. It demonstrates the relevance of analyses of gender differences in CML and in malignant disease at large.","['Berger, U', 'Maywald, O', 'Pfirrmann, M', 'Lahaye, T', 'Hochhaus, A', 'Reiter, A', 'Hasford, J', 'Heimpel, H', 'Hossfeld, D K', 'Kolb, H-J', 'Loffler, H', 'Pralle, H', 'Queisser, W', 'Hehlmann, R']","['Berger U', 'Maywald O', 'Pfirrmann M', 'Lahaye T', 'Hochhaus A', 'Reiter A', 'Hasford J', 'Heimpel H', 'Hossfeld DK', 'Kolb HJ', 'Loffler H', 'Pralle H', 'Queisser W', 'Hehlmann R']","['III. Medizinische Universitatsklinik, Fakultat fur Klinische Medizin Mannheim, Universitat Heidelberg, 68305 Mannheim, Germany. ute.bergen@med3.ma.uni-heidelberg.de']",['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Antineoplastic Agents)', '0 (Antineoplastic Agents, Alkylating)', '0 (Interferon-alpha)', 'G1LN9045DK (Busulfan)', 'X6Q56QN5QC (Hydroxyurea)']",IM,"['Adult', 'Age Distribution', 'Aged', 'Antineoplastic Agents/administration & dosage/adverse effects', 'Antineoplastic Agents, Alkylating/administration & dosage/adverse effects', 'Antineoplastic Combined Chemotherapy Protocols/*administration & dosage/adverse effects', 'Busulfan/administration & dosage/adverse effects', 'Cause of Death', 'Female', 'Humans', 'Hydroxyurea/administration & dosage/adverse effects', 'Interferon-alpha/administration & dosage/adverse effects', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy/genetics/*mortality', 'Male', 'Middle Aged', 'Risk Factors', '*Sex Characteristics', 'Sex Distribution', 'Survival Analysis', 'Treatment Outcome']",2005/04/15 09:00,2005/07/01 09:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2005/07/01 09:00 [medline]', '2005/04/15 09:00 [entrez]']","['2403756 [pii]', '10.1038/sj.leu.2403756 [doi]']",ppublish,Leukemia. 2005 Jun;19(6):984-9. doi: 10.1038/sj.leu.2403756.,,,,,,,,,,,['German CML-Study Group'],,,,,,,,,,
15830008,NLM,MEDLINE,20050630,20151119,0887-6924 (Print) 0887-6924 (Linking),19,6,2005 Jun,High serum bone-specific alkaline phosphatase level after bortezomib-combined therapy in refractory multiple myeloma: possible role of bortezomib on osteoblast differentiation.,1102-3,,"['Shimazaki, C', 'Uchida, R', 'Nakano, S', 'Namura, K', 'Fuchida, S-i', 'Okano, A', 'Okamoto, M', 'Inaba, T']","['Shimazaki C', 'Uchida R', 'Nakano S', 'Namura K', 'Fuchida SI', 'Okano A', 'Okamoto M', 'Inaba T']",,['eng'],"['Case Reports', 'Letter']",England,Leukemia,Leukemia,8704895,"['0 (Antineoplastic Agents)', '0 (Boronic Acids)', '0 (Pyrazines)', '69G8BD63PP (Bortezomib)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Alkaline Phosphatase/*blood', 'Antineoplastic Agents/*administration & dosage', 'Boronic Acids/*administration & dosage', 'Bortezomib', 'Cell Differentiation/drug effects', 'Humans', 'Male', 'Middle Aged', 'Multiple Myeloma/complications/*drug therapy', 'Osteoblasts/cytology/*drug effects/enzymology', 'Pyrazines/*administration & dosage', 'Spinal Fractures/*complications']",2005/04/15 09:00,2005/07/01 09:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2005/07/01 09:00 [medline]', '2005/04/15 09:00 [entrez]']","['2403758 [pii]', '10.1038/sj.leu.2403758 [doi]']",ppublish,Leukemia. 2005 Jun;19(6):1102-3. doi: 10.1038/sj.leu.2403758.,,,,,,,,,,,,,,,,,,,,,
15830007,NLM,MEDLINE,20050630,20191210,0887-6924 (Print) 0887-6924 (Linking),19,6,2005 Jun,Postremission therapy for children with acute myeloid leukemia: the children's cancer group experience in the transplant era.,965-70,"We reviewed consolidation therapy results and analyzed postremission outcomes for 1464 children less than 21 years old at diagnosis in five consecutive Children's Cancer Group acute myeloid leukemia trials between 1979 and 1996. Children in remission were allocated to allogeneic bone marrow transplantation (BMT) (N=373) in first remission, if a matched family donor was available. Remaining children were assigned consolidation chemotherapy (N=688) or autologous purged BMT (N=217), or withdrew from study before assignment, or with unknown data (N=186). Overall and disease-free survival were superior for children assigned allogeneic transplants. High (>50,000/microl) diagnostic white blood cell (WBC) count was prognostic for inferior outcome, but French-American-British (FAB) subtypes were not. Inv(16) is a favorable karyotypic feature for children in first remission and t(8;21) is not. Allogeneic transplantation benefit was evident in most children, including those with high or low diagnostic WBC count, each FAB subtype, and t(8;21), but was not seen in children with inv(16). Therefore, these data suggest reserving matched related donor allogeneic transplantation for children with inv(16) for second remission, but not those with t(8;21).","['Alonzo, T A', 'Wells, R J', 'Woods, W G', 'Lange, B', 'Gerbing, R B', 'Buxton, A B', 'Neudorf, S', 'Sanders, J', 'Smith, F O', 'Feig, S A']","['Alonzo TA', 'Wells RJ', 'Woods WG', 'Lange B', 'Gerbing RB', 'Buxton AB', 'Neudorf S', 'Sanders J', 'Smith FO', 'Feig SA']","['University of Southern California Keck School of Medicine, Los Angeles, CA 91066-0064, USA. talonzo@childrensoncologygroup.org']",['eng'],"['Journal Article', 'Review']",England,Leukemia,Leukemia,8704895,['0 (Antineoplastic Agents)'],IM,"['Acute Disease', 'Antineoplastic Agents/*therapeutic use', '*Bone Marrow Transplantation', 'Child', 'Combined Modality Therapy', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/genetics/*mortality/*therapy', 'Outcome Assessment, Health Care', 'Prognosis', 'Remission Induction', 'Survival Analysis', 'Transplantation, Autologous']",2005/04/15 09:00,2005/07/01 09:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2005/07/01 09:00 [medline]', '2005/04/15 09:00 [entrez]']","['2403763 [pii]', '10.1038/sj.leu.2403763 [doi]']",ppublish,Leukemia. 2005 Jun;19(6):965-70. doi: 10.1038/sj.leu.2403763.,,,27,,,,,,,,,,,,,,,,,,
15830006,NLM,MEDLINE,20050630,20171116,0887-6924 (Print) 0887-6924 (Linking),19,6,2005 Jun,CD40 activation of B-CLL cells is associated with augmented intracellular levels of CD79b and increased BCR expression in a subset of patients.,1099-101,,"['Minuzzo, S', 'Indraccolo, S', 'Tosello, V', 'Piovan, E', 'Cabrelle, A', 'Trentin, L', 'Semenzato, G', 'Amadori, A']","['Minuzzo S', 'Indraccolo S', 'Tosello V', 'Piovan E', 'Cabrelle A', 'Trentin L', 'Semenzato G', 'Amadori A']",,['eng'],"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leukemia,Leukemia,8704895,"['0 (Antigens, CD)', '0 (Biomarkers, Tumor)', '0 (CD40 Antigens)', '0 (CD79 Antigens)', '0 (CD79B protein, human)', '0 (Proto-Oncogene Proteins)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)', 'EC 2.7.11.1 (BCR protein, human)', 'EC 2.7.11.1 (Proto-Oncogene Proteins c-bcr)']",IM,"['Antigens, CD/*metabolism', 'Biomarkers, Tumor', 'CD40 Antigens/*metabolism', 'CD79 Antigens', 'Gene Expression Regulation, Leukemic', 'Humans', 'Immunophenotyping', 'Leukemia, B-Cell/*metabolism/physiopathology', 'Protein-Tyrosine Kinases/*genetics', 'Proto-Oncogene Proteins/*genetics', 'Proto-Oncogene Proteins c-bcr']",2005/04/15 09:00,2005/07/01 09:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2005/07/01 09:00 [medline]', '2005/04/15 09:00 [entrez]']","['2403772 [pii]', '10.1038/sj.leu.2403772 [doi]']",ppublish,Leukemia. 2005 Jun;19(6):1099-101. doi: 10.1038/sj.leu.2403772.,,,,,,,,,,,,,,,,,,,,,
15829981,NLM,MEDLINE,20050809,20091119,0950-9232 (Print) 0950-9232 (Linking),24,16,2005 Apr 14,"Cyclin A1, the alternative A-type cyclin, contributes to G1/S cell cycle progression in somatic cells.",2739-44,"Cyclin A1 is an alternative A-type cyclin that is essential for spermatogenesis, but it is also expressed in hematopoietic progenitor cells and in acute myeloid leukemia. Its functions during cell cycle progression of somatic cells are incompletely understood. Here, we have analysed the cell cycle functions of cyclin A1 in transformed and nontransformed cells. Murine embryonic fibroblasts derived from cyclin A1-deficient mice were significantly impaired in their proliferative capacity. In accordance, cyclin A1-/- cells accumulated in G1 and G2/M phase while the percentage of S phase cells decreased. Also, lectin stimulated splenic lymphocytes from cyclin A1-/- mice proliferated slower than their wild-type counterparts. Forced cyclin A1 overexpression in NIH3T3 cells and in U937 leukemic cells either by transient transfection or by retroviral infection enhanced S phase entry. Consequently, siRNA mediated silencing of cyclin A1 in highly cyclin A1 expressing ML1 leukemic cells significantly slowed S phase entry, decreased proliferation and inhibited colony formation. Taken together, these analyses demonstrate that cyclin A1 contributes to G1 to S cell cycle progression in somatic cells. Cyclin A1 overexpression enhances S phase entry consistent with an oncogenic function. Finally, cyclin A1 might be a therapeutic target since its silencing inhibited leukemia cell growth.","['Ji, Ping', 'Agrawal, Shuchi', 'Diederichs, Sven', 'Baumer, Nicole', 'Becker, Annette', 'Cauvet, Thomas', 'Kowski, Sascha', 'Beger, Carmela', 'Welte, Karl', 'Berdel, Wolfgang E', 'Serve, Hubert', 'Muller-Tidow, Carsten']","['Ji P', 'Agrawal S', 'Diederichs S', 'Baumer N', 'Becker A', 'Cauvet T', 'Kowski S', 'Beger C', 'Welte K', 'Berdel WE', 'Serve H', 'Muller-Tidow C']","['Department of Medicine, Hematology/Oncology, University of Munster, Domagkstr. 3, 48149 Munster, Germany.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Oncogene,Oncogene,8711562,"['0 (CCNA1 protein, human)', '0 (Ccna1 protein, mouse)', '0 (Cyclin A)', '0 (Cyclin A1)', '0 (Oligoribonucleotides)']",IM,"['Animals', 'Cell Proliferation', 'Cell Transformation, Neoplastic', 'Cyclin A/*genetics/metabolism', 'Cyclin A1', 'Female', '*G1 Phase', 'Gene Expression', 'Humans', 'Kinetics', 'Leukemia/genetics/metabolism', 'Male', 'Mice', 'Mice, Knockout', 'NIH 3T3 Cells', 'Oligoribonucleotides', '*S Phase', 'U937 Cells']",2005/04/15 09:00,2005/08/10 09:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2005/08/10 09:00 [medline]', '2005/04/15 09:00 [entrez]']","['1208356 [pii]', '10.1038/sj.onc.1208356 [doi]']",ppublish,Oncogene. 2005 Apr 14;24(16):2739-44. doi: 10.1038/sj.onc.1208356.,,,,,,,,,,,,,,,,,,,,,
15829980,NLM,MEDLINE,20050809,20061115,0950-9232 (Print) 0950-9232 (Linking),24,16,2005 Apr 14,Deregulated expression of RasGRP1 initiates thymic lymphomagenesis independently of T-cell receptors.,2695-704,"RasGRP1 is a Ras-specific exchange factor, which is activated by T-cell receptor (TCR) and promotes TCR-dependent positive selection of thymocytes. RasGRP1 is highly expressed on most T lymphocytic leukemias and is a common site of proviral insertion in retrovirus-induced murine T-cell lymphomas. We used RasGRP1 transgenic mice to determine if deregulated expression of RasGRP1 has a causative role in the development of T-cell malignancies. Thymic lymphomas occurred in three different RasGRP1 transgenic mouse lines. Thymocyte transformation correlated with high transgene expression in early stage lymphomas, indicating that deregulated RasGRP1 expression contributed to the initiation of lymphomagenesis. Expression of the positively selectable H-Y TCR accelerated lymphomagenesis in RasGRP1 transgenic mice. However, the transformed thymocytes lacked markers of positive selection and lymphomas occurred when positive selection was precluded by negative selection of the H-Y TCR. Therefore, initiation of lymphomagenesis via RasGRP1 was not associated with TCR-dependent positive selection of thymocytes. Thymic lymphomas occurred in RasGRP1 transgenic/Rag2-/- mice, demonstrating that neither TCR nor pre-TCR were required for RasGRP1-driven lymphomagenesis. The RasGRP1 transgene conferred pre-TCR-independent survival and proliferation of immature thymocytes, suggesting that deregulated expression of RasGRP1 promotes lymphomagenesis by expanding the pool of thymocytes which are susceptible to transformation.","['Klinger, Mark B', 'Guilbault, Benoit', 'Goulding, Rebecca E', 'Kay, Robert J']","['Klinger MB', 'Guilbault B', 'Goulding RE', 'Kay RJ']","['Terry Fox Laboratory, British Columbia Cancer Agency, Vancouver, BC, Canada.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Oncogene,Oncogene,8711562,"['0 (Guanine Nucleotide Exchange Factors)', '0 (Rasgrp1 protein, mouse)', '0 (Receptors, Antigen, T-Cell)']",IM,"['Animals', 'Female', 'Flow Cytometry', '*Gene Expression Regulation, Neoplastic', 'Guanine Nucleotide Exchange Factors/genetics/*metabolism', 'Humans', 'Leukemia/genetics', 'Lymphoma, T-Cell/*genetics', 'Male', 'Mice', 'Mice, Transgenic', 'Phenotype', 'Receptors, Antigen, T-Cell/*genetics', 'Transgenes']",2005/04/15 09:00,2005/08/10 09:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2005/08/10 09:00 [medline]', '2005/04/15 09:00 [entrez]']","['1208334 [pii]', '10.1038/sj.onc.1208334 [doi]']",ppublish,Oncogene. 2005 Apr 14;24(16):2695-704. doi: 10.1038/sj.onc.1208334.,,,,,,,,,,,,,,,,,,,,,
15829816,NLM,MEDLINE,20050721,20190917,0277-3740 (Print) 0277-3740 (Linking),24,4,2005 May,Bilateral recurrent calcareous degeneration of the cornea.,498-502,"PURPOSE: To report clinical, histologic, and electron microscopic findings in several consecutive keratoplasties with recurrent pancorneal calcification in a patient with chronic graft versus host disease and severe keratoconjunctivitis sicca following bone marrow transplantation for chronic myelogenous leukemia. METHODS: Altogether 5 penetrating keratoplasties were performed in both eyes for descemetocele formation and corneal perforation as well as pancorneal calcification associated with severe visual loss. Histologic examination and electron microscopy were performed on the corneal buttons obtained. RESULTS: Histology and electron microscopy confirmed pancorneal extracellular calcium deposition with increasing severity in each consecutive keratoplasty. Calcification was associated with necrosis and inflammation of the corneal stroma. Clinically unsuspected fungal keratitis was observed in 1 specimen. CONCLUSIONS: Keratoconjunctivitis sicca, epithelial defects, corneal inflammation, and infection are most probably responsible for the recurrent pancorneal calcification seen in our patient. The role of cytokines in this complication is discussed.","['Messmer, Elisabeth M', 'Hoops, Jan P', 'Kampik, Anselm']","['Messmer EM', 'Hoops JP', 'Kampik A']","['Department of Ophthalmology, Ludwig-Maximilians-University, Munich, Germany. emessmer@med.uni-muenchen.de']",['eng'],"['Case Reports', 'Journal Article']",United States,Cornea,Cornea,8216186,,IM,"['Adult', 'Bone Marrow Transplantation/*adverse effects', 'Calcinosis/*etiology/pathology', 'Chronic Disease', 'Corneal Diseases/*etiology/pathology', 'Corneal Transplantation', 'Epithelium, Corneal/pathology', 'Female', 'Graft vs Host Disease/complications', 'Humans', 'Keratitis/complications/microbiology', 'Keratoconjunctivitis Sicca/complications', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*surgery', 'Microscopy, Electron', 'Mycoses', 'Necrosis', 'Recurrence', 'Reoperation']",2005/04/15 09:00,2005/07/22 09:00,['2005/04/15 09:00'],"['2005/04/15 09:00 [pubmed]', '2005/07/22 09:00 [medline]', '2005/04/15 09:00 [entrez]']","['00003226-200505000-00027 [pii]', '10.1097/01.ico.0000151559.32613.0b [doi]']",ppublish,Cornea. 2005 May;24(4):498-502. doi: 10.1097/01.ico.0000151559.32613.0b.,,,,,,,,,,,,,,,,,,,,,
