PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,RF,CIN,CON,SI,TT,OID,OTO,OT,GN,EIN,MID,DEP,CI,LID,IR,FIR,IRAD,CRF
10229864,NLM,MEDLINE,19990614,20071115,0022-1767 (Print) 0022-1767 (Linking),162,10,1999 May 15,Macrophage-inflammatory protein-1alpha receptor expression on normal and chronic myeloid leukemia CD34+ cells.,6191-9,"We have assessed expression of MIP-1alpha binding sites on the surface of CD34+ cells from normal bone marrow (NBM) and chronic myeloid leukemia (CML) peripheral blood. This study has highlighted a small subpopulation of CD34+ (15.7 +/- 6.2% in NBM and 9 +/- 4% in CML), which has specific macrophage-inflammatory protein-1alpha (MIP-1alpha) cell surface binding sites. Further phenotypic characterization of the receptor-bearing cells has shown that they do not express the Thy-1 Ag, suggesting that they are committed progenitor cells rather than CD34+ Thy+ stem cells. However, more than 80% of methanol-fixed CD34+ cells do bind MIP-1alpha, suggesting that these cells may possess a pool of internal receptors, although we were unable to induce cell surface expression by cytokine stimulation. The percentage of these CD34+, MIP-1alpha-R+ cells present in the CD34 compartment of NBM is significantly higher than in CML, implicating lack of binding sites as part of the mechanism for the loss of response to this chemokine seen in CML. Specific Ab to the MIP-1alpha receptor implicated in HIV infection, CCR5, revealed that very few CD34+ cells expressed these receptors and that expression was confined to the CD34+ Thy- progenitor population. Data presented in this work suggest that active binding sites for the stem cell growth inhibitor MIP-1alpha are not constitutively expressed on the surface of most resting primitive multipotent cells, and that these cells are not potential targets for HIV-1 infection through CCR5.","['Nicholls, S E', 'Lucas, G', 'Graham, G J', 'Russell, N H', 'Mottram, R', 'Whetton, A D', 'Buckle, A M']","['Nicholls SE', 'Lucas G', 'Graham GJ', 'Russell NH', 'Mottram R', 'Whetton AD', 'Buckle AM']","['Leukemia Research Fund Cellular Development Unit, University of Manchester Institute of Science and Technology (UMIST), Manchester, United Kingdom.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Antigens, CD34)', '0 (CCR3 protein, human)', '0 (Chemokine CCL3)', '0 (Chemokine CCL4)', '0 (Macrophage Inflammatory Proteins)', '0 (Receptors, CCR3)', '0 (Receptors, CCR5)', '0 (Receptors, Chemokine)', '0 (macrophage inflammatory protein 1alpha receptor)']",IM,"['Antigens, CD34/*isolation & purification', 'Blood Cells/chemistry', 'Cell Compartmentation', 'Chemokine CCL3', 'Chemokine CCL4', 'Hematopoietic Stem Cells/*chemistry', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*metabolism', 'Macrophage Inflammatory Proteins/*metabolism', 'Microscopy, Immunoelectron', 'Receptors, CCR3', 'Receptors, CCR5/metabolism', 'Receptors, Chemokine/*isolation & purification']",1999/05/07 00:00,1999/05/07 00:01,['1999/05/07 00:00'],"['1999/05/07 00:00 [pubmed]', '1999/05/07 00:01 [medline]', '1999/05/07 00:00 [entrez]']",,ppublish,J Immunol. 1999 May 15;162(10):6191-9.,,,,,,,,,,,,,,,,,,,
10229715,NLM,MEDLINE,20000727,20181113,0091-6765 (Print) 0091-6765 (Linking),107 Suppl 1,,1999 Feb,A critical review of epidemiologic studies of radiofrequency exposure and human cancers.,155-68,"This paper reviews studies that have assessed associations between likely exposure to radiofrequency (RF) transmissions and various types of human cancer. These studies include three cluster investigations and five studies relating to general populations; all of these studies consider place of residence at the time of cancer diagnosis in regard to proximity to radio or television transmitters. There are also five relevant occupational cohort studies and several case-control studies of particular types of cancer. These studies assessed a large number of possible associations. Several positive associations suggesting an increased risk of some types of cancer in those who may have had greater exposure to RF emissions have been reported. However, the results are inconsistent: there is no type of cancer that has been consistently associated with RF exposures. The epidemiologic evidence falls short of the strength and consistency of evidence that is required to come to a reasonable conclusion that RF emissions are a likely cause of one or more types of human cancer. The evidence is weak in regard to its inconsistency, the design of the studies, the lack of detail on actual exposures, and the limitations of the studies in their ability to deal with other likely relevant factors. In some studies there may be biases in the data used","['Elwood, J M']",['Elwood JM'],"['Department of Preventive and Social Medicine, University of Otago, Dunedin, New Zealand. melwood@gandalf.otago.ac.nz']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Environ Health Perspect,Environmental health perspectives,0330411,,IM,"['Breast Neoplasms/etiology', 'Case-Control Studies', 'Cluster Analysis', 'Female', 'Humans', 'Leukemia, Radiation-Induced/*etiology', 'Male', 'Neoplasms, Radiation-Induced/*etiology', 'Occupational Exposure', '*Radio Waves']",1999/05/07 02:01,2000/08/01 11:00,['1999/05/07 02:01'],"['1999/05/07 02:01 [pubmed]', '2000/08/01 11:00 [medline]', '1999/05/07 02:01 [entrez]']","['sc271_5_1835 [pii]', '10.1289/ehp.99107s1155 [doi]']",ppublish,Environ Health Perspect. 1999 Feb;107 Suppl 1:155-68. doi: 10.1289/ehp.99107s1155.,PMC1566365,69,,,,,,,,,,,,,,,,,
10229667,NLM,MEDLINE,19990630,20181113,0264-6021 (Print) 0264-6021 (Linking),340 ( Pt 1),,1999 May 15,Inhibition of ubiquitin-proteasome pathway activates a caspase-3-like protease and induces Bcl-2 cleavage in human M-07e leukaemic cells.,127-33,"The ubiquitin-proteasome pathway is the principal mechanism for the degradation of short-lived proteins in eukaryotic cells. Here we examine the possibility that ubiquitin-proteasome is involved in regulating the levels of Bcl-2, which is abundantly expressed in M-07e cells, a granulocyte/macrophage colony-stimulating factor (GM-CSF)-dependent human leukaemic cell line. Apoptosis in M-07e cells, induced by GM-CSF withdrawal, was associated with a gradual cleavage of Bcl-2 into a 22 kDa fragment. Treatment of M-07e cells with benzyloxycarbonyl-Leu-Leu-l-leucinal (Z-LLL-CHO; MG-132), a reversible ubiquitin-proteasome inhibitor, markedly accelerated the cleavage of Bcl-2 and promoted cell death through the apoptotic pathway. The cleavage of Bcl-2 was inhibited by a caspase-3 (CPP32)-specific inhibitor [acetyl-Asp-Glu-Val-Asp-CHO (DEVD-CHO)] but not caspase 1 inhibitor (acetyl-Tyr-Val-Ala-Asp-CHO), suggesting that Bcl-2 is a proteolytic substrate of a caspase-3-like protease activated during apoptosis. The simultaneous addition of recombinant human GM-CSF (rhGM-CSF) to M-07e cultures delayed the activation of caspase 3 and Bcl-2 cleavage triggered by Z-LLL-CHO, suggesting that the activation of the GM-CSF signalling pathway can partly overcome the apoptotic effect induced by Z-LLL-CHO. Apoptosis induced by inhibition of the proteasome pathway was verified in studies with lactacystin, a highly specific and irreversible proteasome inhibitor. Lactacystin-induced apoptosis in M-07e cells was remarkably similar to that induced by Z-LLL-CHO, which included caspase 3 activation, cleavage of Bcl-2 into a 22 kDa fragment and, ultimately, cell death. These results showed that inhibition of the ubiquitin-proteasome pathways can lead to the activation of a DEVD-CHO-sensitive caspase and induces Bcl-2 cleavage, which might have a role in mediating apoptosis in M-07e cells.","['Zhang, X M', 'Lin, H', 'Chen, C', 'Chen, B D']","['Zhang XM', 'Lin H', 'Chen C', 'Chen BD']","['Division of Hematology-Oncology, Department of Internal Medicine, Wayne State University School of Medicine, Detroit, MI 48201, USA.']",['eng'],['CA 73212/CA/NCI NIH HHS/United States'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",England,Biochem J,The Biochemical journal,2984726R,"['0 (Caspase Inhibitors)', '0 (Cysteine Proteinase Inhibitors)', '0 (Enzyme Precursors)', '0 (Leupeptins)', '0 (Multienzyme Complexes)', '0 (Oligopeptides)', '0 (Proto-Oncogene Proteins c-bcl-2)', '0 (Recombinant Proteins)', '0 (Ubiquitins)', '0 (aspartyl-glutamyl-valyl-aspartal)', '133343-34-7 (lactacystin)', '143313-51-3 (L 709049)', '83869-56-1 (Granulocyte-Macrophage Colony-Stimulating Factor)', 'EC 3.4.22.- (CASP3 protein, human)', 'EC 3.4.22.- (Caspase 3)', 'EC 3.4.22.- (Caspases)', 'EC 3.4.22.- (Cysteine Endopeptidases)', 'EC 3.4.25.1 (Proteasome Endopeptidase Complex)', 'RF1P63GW3K (benzyloxycarbonylleucyl-leucyl-leucine aldehyde)', 'WYQ7N0BPYC (Acetylcysteine)']",IM,"['Acetylcysteine/analogs & derivatives/pharmacology', '*Apoptosis/drug effects', 'Caspase 3', 'Caspase Inhibitors', 'Caspases/*metabolism', 'Cysteine Endopeptidases/*metabolism', 'Cysteine Proteinase Inhibitors/*pharmacology', 'Enzyme Activation/drug effects', 'Enzyme Precursors/metabolism', 'Granulocyte-Macrophage Colony-Stimulating Factor/pharmacology', 'Humans', 'Leukemia', 'Leupeptins/antagonists & inhibitors/pharmacology', 'Molecular Weight', 'Multienzyme Complexes/*metabolism', 'Oligopeptides/pharmacology', 'Proteasome Endopeptidase Complex', 'Proto-Oncogene Proteins c-bcl-2/*metabolism', 'Recombinant Proteins', 'Signal Transduction/drug effects', 'Time Factors', 'Tumor Cells, Cultured', 'Ubiquitins/*antagonists & inhibitors/metabolism']",1999/05/07 00:00,1999/05/07 00:01,['1999/05/07 00:00'],"['1999/05/07 00:00 [pubmed]', '1999/05/07 00:01 [medline]', '1999/05/07 00:00 [entrez]']",,ppublish,Biochem J. 1999 May 15;340 ( Pt 1):127-33.,PMC1220230,,,,,,,,,,,,,,,,,,
10229634,NLM,MEDLINE,19990603,20041117,0022-2623 (Print) 0022-2623 (Linking),42,9,1999 May 6,"Synthesis of 2,8-disubstituted imidazo[1,5-a]pyrimidines with potent antitumor activity.",1661-6,"Seventeen 1,2,3,4-tetrahydroimidazo[1,5-a]pyrimidine derivatives bearing electron-withdrawing substituents were designed and synthesized by novel ring closure as potential antitumor agents. They were screened for their activities against mouse leukemia L1210 and human oral epidermoid carcinoma KB cell lines, and relationships of structure and antitumor activity in vitro are discussed. It was found that 8-thiocarbamoyl-1,2,3,4-tetrahydroimidazo[1, 5-a]pyrimidin-2(1H)-thione (8c) exhibited activity comparable to that of 5-fluorouracil against both L1210 and KB cells. The existence of both 2-thioxo and 8-substituent with a thioxo group in the molecule is crucial for the cytotoxicity against L1210 and KB cells. A novel procedure for introduction of a double bond between C-3 and C-4 in 8c was developed. Introduction of the 3,4-double bond increased the activity against L1210, but against KB cells the activity decreased by 4-fold. Cytotoxicity of compounds 8c and 8-thiocarbamoyl-1,2-dihydroimidazo[1,5-a]pyrimidin-2(1H)-thione (11c) against human solid tumor and leukemia cell lines was further evaluated. The saturation of the 3,4-double bond led to a significant increase in cytotoxicity against tumor cell lines tested.","['Matsumoto, H', 'Ikeda, K', 'Nagata, N', 'Takayanagi, H', 'Mizuno, Y', 'Tanaka, M', 'Sasaki, T']","['Matsumoto H', 'Ikeda K', 'Nagata N', 'Takayanagi H', 'Mizuno Y', 'Tanaka M', 'Sasaki T']","['Research Laboratory, Minophagen Pharmaceutical Company, 2-2-3 Komatsubara, Zama 228-0002, Japan.']",['eng'],,['Journal Article'],United States,J Med Chem,Journal of medicinal chemistry,9716531,"['0 (8-thiocarbamoyl-1,2,3,4-tetrahydroimidazo(1,5-a)pyrimidin-2(1H)-thione)', '0 (8-thiocarbamoyl-1,2-dihydroimidazo(1,5-a)pyrimidin-2(1H)-thione)', '0 (Antineoplastic Agents)', '0 (Imidazoles)', '0 (Pyrimidines)']",IM,"['Animals', 'Antineoplastic Agents/*chemical synthesis/chemistry/pharmacology', 'Cell Division/drug effects', 'Crystallography, X-Ray', 'Drug Screening Assays, Antitumor', 'Humans', 'Imidazoles/*chemical synthesis/chemistry/pharmacology', 'Inhibitory Concentration 50', 'Mice', 'Models, Molecular', 'Pyrimidines/*chemical synthesis/chemistry/pharmacology', 'Structure-Activity Relationship', 'Tumor Cells, Cultured']",1999/05/07 00:00,1999/05/07 00:01,['1999/05/07 00:00'],"['1999/05/07 00:00 [pubmed]', '1999/05/07 00:01 [medline]', '1999/05/07 00:00 [entrez]']","['10.1021/jm980731y [doi]', 'jm980731y [pii]']",ppublish,J Med Chem. 1999 May 6;42(9):1661-6. doi: 10.1021/jm980731y.,,,,,,,,,,,,,,,,,,,
10229607,NLM,MEDLINE,19990601,20071115,0194-5998 (Print) 0194-5998 (Linking),120,5,1999 May,Mucormycosis of the paranasal sinuses and septum.,750,,"['Feeley, M A', 'Righi, P D', 'Davis, T E', 'Greist, A']","['Feeley MA', 'Righi PD', 'Davis TE', 'Greist A']","['Department of Otolaryngology, Indiana University Medical Center, Indianapolis 46202, USA.']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Otolaryngol Head Neck Surg,Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery,8508176,['0 (Antineoplastic Agents)'],IM,"['Adult', 'Antineoplastic Agents/adverse effects', 'Debridement', 'Endoscopy', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/drug therapy', 'Mucormycosis/*diagnosis/etiology/surgery', 'Nasal Septum/microbiology', 'Neutropenia/chemically induced/complications', 'Nose Diseases/*diagnosis/etiology/surgery', 'Paranasal Sinus Diseases/*diagnosis/etiology/surgery']",1999/05/06 00:00,1999/05/06 00:01,['1999/05/06 00:00'],"['1999/05/06 00:00 [pubmed]', '1999/05/06 00:01 [medline]', '1999/05/06 00:00 [entrez]']","['S0194-5998(99)00183-7 [pii]', '10.1053/hn.1999.v120.a86323 [doi]']",ppublish,Otolaryngol Head Neck Surg. 1999 May;120(5):750. doi: 10.1053/hn.1999.v120.a86323.,,,,,,,,,,,,,,,,,,,
10229504,NLM,MEDLINE,19990611,20131121,0893-3952 (Print) 0893-3952 (Linking),12,4,1999 Apr,Use of image analysis and immunostaining of bone marrow trephine biopsy specimens to quantify residual disease in patients with B-cell chronic lymphocytic leukemia.,391-9,"Marrow residual disease (RD) in patients with B-cell chronic lymphocytic leukemia (B-CLL) who are in complete remission (CR) after treatment with purine analogues is reported to have a prognostic value, but sample dilution, factors interfering with marrow aspiration, or undetectable immunoglobulin rearrangement can affect the assessment of RD by molecular or immunologic methods. As demonstrated for hairy cell leukemia and follicular lymphoma, bone marrow trephine biopsy specimen immunostaining (BMT/IS) can successfully detect residual malignant cells. The aim of this study was to use BMT/IS and computerized image analysis (CIMA) of bcl-2-positive cells to quantify RD in B-CLL patients in CR, after achievement of CR and more than 1 year later. This methodology was compared with other conventional techniques, i.e., cytologic, flow cytometric, cytogenetic, and molecular analysis. BMT/IS readily detected RD in every trephine biopsy specimen examined, either after CR or at distant follow-up. CIMA allowed an objective quantification of residual B-CLL cells, as evidenced by the correlation with semiquantitative polymerase chain reaction results. Both analyses indicated a progression of RD. This finding was also supported (but inconsistently) by the other techniques. CIMA with an interstitial labeling index, therefore, seems to be a reproducible and sensitive method to detect persistence and progression of RD in patients with B-CLL. This method could apply to other hematologic malignancies infiltrating the bone marrow.","['Gala, J L', 'Guiot, Y', 'Delannoy, A', 'Scheiff, J M', 'Philippe, M', 'Martiat, P']","['Gala JL', 'Guiot Y', 'Delannoy A', 'Scheiff JM', 'Philippe M', 'Martiat P']","['Queen Astrid Military Hospital, Brussels, Belgium. gala@sang.ucl.ac.be']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Mod Pathol,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",8806605,"['0 (Antineoplastic Agents)', '0 (Proto-Oncogene Proteins c-bcl-2)', '47M74X9YT5 (Cladribine)']",IM,"['Adult', 'Aged', 'Antineoplastic Agents/therapeutic use', 'B-Lymphocytes/chemistry', 'Biopsy/methods', 'Bone Marrow/chemistry/*pathology', 'Bone Marrow Examination', 'Cladribine/therapeutic use', 'Female', 'Flow Cytometry', 'Humans', '*Image Processing, Computer-Assisted', 'Immunohistochemistry', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy/metabolism/pathology', 'Male', 'Middle Aged', 'Neoplasm, Residual/metabolism/*pathology', 'Proto-Oncogene Proteins c-bcl-2/analysis', 'Remission Induction']",1999/05/06 00:00,1999/05/06 00:01,['1999/05/06 00:00'],"['1999/05/06 00:00 [pubmed]', '1999/05/06 00:01 [medline]', '1999/05/06 00:00 [entrez]']",,ppublish,Mod Pathol. 1999 Apr;12(4):391-9.,,,,,,,,,,,,,,,,,,,
10229413,NLM,MEDLINE,19990614,20131121,0315-162X (Print) 0315-162X (Linking),26,4,1999 Apr,Chlorambucil in severe juvenile chronic arthritis: longterm followup with special reference to amyloidosis.,898-903,"OBJECTIVE: To assess the effectiveness and side effects of chlorambucil therapy and patient outcome in juvenile chronic arthritis (JCA) treated with chlorambucil. METHODS: Followup of 79 consecutive patients with JCA refractory to previous therapy, in whom chlorambucil treatment was initiated from 1982 to 1995. Mean treatment duration was 7 months in 72 patients and more than 20 months in 6 patients with amyloidosis and 1 with severe iridocyclitis. RESULTS: Within 6 months, remission was attained in 41 patients (52%): 29 of these relapsed after a mean period of 2.5 years (range 0.3-8.3). Twenty-one (27%) patients did not respond. Seven out of 11 patients with secondary amyloidosis had proteinuria, which cleared completely in 4 and almost completely in 1. In 16 patients (20%) chlorambucil was stopped because of side effects, and in 1 because of infection. After a mean followup of 8.5 years, 14 patients (18%) were in complete remission without drugs, 34 (43%) had minor symptoms only, but 26 (33%) had limitations in daily activities. Five (6%) had died (2 of leukemia; 2 of infection, 0.5 and 3.3 years after withdrawal of chlorambucil; 1 of amyloidosis). CONCLUSION: Chlorambucil was found to be a very potent drug for JCA with acceptable short term, but serious longterm side effects. It may still be useful in JCA complicated by amyloidosis.","['Savolainen, H A']",['Savolainen HA'],"['Rheumatism Foundation Hospital, Heinola, Finland.']",['eng'],,"['Clinical Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Canada,J Rheumatol,The Journal of rheumatology,7501984,"['0 (Antineoplastic Agents, Alkylating)', '18D0SL7309 (Chlorambucil)']",IM,"['Adolescent', 'Amyloidosis/*complications/mortality', 'Antineoplastic Agents, Alkylating/adverse effects/*therapeutic use', 'Arthritis, Juvenile/*drug therapy/mortality', 'Child', 'Child, Preschool', 'Chlorambucil/adverse effects/*therapeutic use', 'Female', 'Fertility/drug effects', 'Follow-Up Studies', 'Humans', 'Iridocyclitis/drug therapy', 'Male', 'Remission Induction', 'Survival Rate', 'Treatment Outcome']",1999/05/06 00:00,1999/05/06 00:01,['1999/05/06 00:00'],"['1999/05/06 00:00 [pubmed]', '1999/05/06 00:01 [medline]', '1999/05/06 00:00 [entrez]']",,ppublish,J Rheumatol. 1999 Apr;26(4):898-903.,,,['J Rheumatol. 1999 Apr;26(4):765-6. PMID: 10229393'],,,,,,,,,,,,,,,,
10229329,NLM,MEDLINE,19990525,20190826,0145-2126 (Print) 0145-2126 (Linking),23,4,1999 Apr,A new murine aggressive leukemic model.,415-6,,"['Vereecque, R', 'Buffenoir, G', 'Gonzalez, R', 'Preudhomme, C', 'Fenaux, P', 'Quesnel, B']","['Vereecque R', 'Buffenoir G', 'Gonzalez R', 'Preudhomme C', 'Fenaux P', 'Quesnel B']",,['eng'],,"['Letter', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,,IM,"['Acute Disease', 'Animals', '*Disease Models, Animal', 'Humans', 'Leukemia/*pathology', 'Mice', 'Mice, Inbred C3H']",1999/05/06 00:00,1999/05/06 00:01,['1999/05/06 00:00'],"['1999/05/06 00:00 [pubmed]', '1999/05/06 00:01 [medline]', '1999/05/06 00:00 [entrez]']","['S0145212698001805 [pii]', '10.1016/s0145-2126(98)00180-5 [doi]']",ppublish,Leuk Res. 1999 Apr;23(4):415-6. doi: 10.1016/s0145-2126(98)00180-5.,,,,,,,,,,,,,,,,,,,
10229328,NLM,MEDLINE,19990525,20190826,0145-2126 (Print) 0145-2126 (Linking),23,4,1999 Apr,Identification of multiple copies of a 20q-chromosome in a case of myelodysplastic syndrome: a FISH study.,407-13,In myelodysplastic syndromes (MDS) karyotypic aberrations identify subgroups of patients with distinct clinical-morphological features and can be relevant in risk assessment of developing leukemia. Often conventional cytogenetic analysis is not sufficiently informative due to the presence of partially or completely unrecognizable chromosome markers. By chromosome microdissection (MD) and fluorescence in situ hybridization (FISH) we investigated the nature of a karyotypic marker occurring in multiple copies in one case of MDS arisen in a patient previously treated for breast cancer. Results showed dicentrics derived from telomeric fusion between interstitially deleted 20q-chromosomes. The abnormal karyotype resulted into polysomy for a deleted chromosome 20q.,"['Falzetti, D', 'Vermeesch, J R', 'Hood, T L', 'Nacheva, E P', 'Matteucci, C', 'Martelli, M F', 'Van den Berghe, H', 'Marynen, P', 'Mecucci, C']","['Falzetti D', 'Vermeesch JR', 'Hood TL', 'Nacheva EP', 'Matteucci C', 'Martelli MF', 'Van den Berghe H', 'Marynen P', 'Mecucci C']","['Hematology and Bone Marrow Transplantation Unit, University of Perugia, Policlinico Monteluce, Italy.']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,,IM,"['Aged', '*Chromosome Aberrations', 'Chromosome Painting', '*Chromosomes, Human, Pair 20', 'Female', 'Humans', 'In Situ Hybridization, Fluorescence', 'Karyotyping', 'Myelodysplastic Syndromes/*genetics']",1999/05/06 00:00,1999/05/06 00:01,['1999/05/06 00:00'],"['1999/05/06 00:00 [pubmed]', '1999/05/06 00:01 [medline]', '1999/05/06 00:00 [entrez]']","['S0145212698001775 [pii]', '10.1016/s0145-2126(98)00177-5 [doi]']",ppublish,Leuk Res. 1999 Apr;23(4):407-13. doi: 10.1016/s0145-2126(98)00177-5.,,,,,,,,,,,,,,,,,,,
10229326,NLM,MEDLINE,19990525,20190826,0145-2126 (Print) 0145-2126 (Linking),23,4,1999 Apr,N-glycosylation of glucose transporter-1 (Glut-1) is associated with increased transporter affinity for glucose in human leukemic cells.,395-401,"To elucidate the role of N-glycosylation in the functional activity of the universal glucose transporter, Glut-1, we investigated effects of the N-glycosylation inhibitor, tunicamycin, on glucose transport by human leukemic cell lines K562, U937 and HL60. Treatment with tunicamycin produced a 40-50% inhibition of 2-deoxyglucose uptake and this was associated with a 2-2.5-fold decrease in transporter affinity for glucose (Km) without a change in Vmax. Leukemic K562, U937 and HL60 cells expressed Glut-1 transporter protein. With K562 cells Glut-1 appeared as a broad band of 50-60 kDa, whereas with U937 and HL60 cells a diffuse band was observed at approximately 55 kDa. Treatment of K562 cells with tunicamycin for 18 h, resulted in extensive loss of the 50-60 kDa glycoprotein, appearance of a 30-40 kDa band and increased staining of a 45 kDa band. With U937 cells, tunicamycin treatment resulted in the appearance of a 30-40 kDa band and increased staining of a 45 kDa band. With HL60 cells loss of the 55 kDa Glut-1 band was observed and a band of 45 kDa appeared. Tunicamycin-treatment resulted in 75-90% inhibition in [3H]mannose incorporation but only 20-25% inhibition in [3H]thymidine and [3H]leucine incorporation. In contrast, tunicamycin had little effect on the viability and MTT responses of the cells used. These results suggest that in leukemic cells N-glycosylation of Glut-1 plays an important role in maintaining its structure and functional integration.","['Ahmed, N', 'Berridge, M V']","['Ahmed N', 'Berridge MV']","['Malaghan Institute of Medical Research, Wellington School of Medicine, Wellington South, New Zealand. nahmed@mail.newcastle.edu.au']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Leuk Res,Leukemia research,7706787,"['0 (Glucose Transporter Type 1)', '0 (Monosaccharide Transport Proteins)', '0 (SLC2A1 protein, human)', '0 (Tetrazolium Salts)', '0 (Thiazoles)', '11089-65-9 (Tunicamycin)', '146-72-5 (3-O-Methylglucose)', '9G2MP84A8W (Deoxyglucose)', 'EUY85H477I (thiazolyl blue)', 'IY9XDZ35W2 (Glucose)']",IM,"['3-O-Methylglucose/metabolism/pharmacokinetics', 'Cell Division/drug effects', 'Deoxyglucose/metabolism/pharmacokinetics', 'Glucose/*metabolism/pharmacokinetics', 'Glucose Transporter Type 1', 'Glycosylation/drug effects', 'HL-60 Cells', 'Humans', 'K562 Cells', 'Leukemia/*metabolism', 'Monosaccharide Transport Proteins/biosynthesis/*metabolism', 'Tetrazolium Salts', 'Thiazoles', 'Tunicamycin/pharmacology', 'U937 Cells']",1999/05/06 00:00,1999/05/06 00:01,['1999/05/06 00:00'],"['1999/05/06 00:00 [pubmed]', '1999/05/06 00:01 [medline]', '1999/05/06 00:00 [entrez]']","['S0145212698001799 [pii]', '10.1016/s0145-2126(98)00179-9 [doi]']",ppublish,Leuk Res. 1999 Apr;23(4):395-401. doi: 10.1016/s0145-2126(98)00179-9.,,,,,,,,,,,,,,,,,,,
