PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,DEP,RN,PMC,RF,TT,CI,CN,GR,CIN,EIN,CON,SI,MID,OID,RPI,SPIN,LID,OTO,OT,GN,RIN,PS,FPS
16263584,NLM,MEDLINE,20060327,20190116,1042-8194 (Print) 1026-8022 (Linking),46,12,2005 Dec,"Variant translocation with a deletion of derivative (9q) in a case of Philadelphia chromosome positive (Ph +) essential thrombocythemia (ET), a variant of chronic myelogenous leukemia (CML) with a poor prognosis.",1801-6,"Patients presenting with thrombocytosis require thorough clinical and laboratory evaluation to determine whether they suffer from essential thrombocythemia or another myeloproliferative disorder. This distinction becomes increasingly relevant as targeted agents become available to treat specific myeloproliferative diseases. Cytogenetic testing plays a major role in this analysis. This study presents a patient with Philadelphia chromosome positive (Ph + ) thrombocytosis and a cryptic der(9q)t(5;9)t(9;22) not found by conventional cytogenetics, whose disease progressed within 2 years to typical myeloblastic crisis of CML. It discusses the entity of Ph + ET, the utility of molecular cytogenetic testing in the diagnosis of this unusual disease entity and the importance of cytogenetic testing in the prognosis of ET.","['Daly, K', 'Nandula, S V', 'Murty, V V', 'Nichols, G']","['Daly K', 'Nandula SV', 'Murty VV', 'Nichols G']","['Department of Medicine, Columbia University College of Physicians and Surgeons, New York, USA.']",['eng'],"['Case Reports', 'Journal Article']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Aged', '*Chromosomes, Human, Pair 13', '*Chromosomes, Human, Pair 14', '*Chromosomes, Human, Pair 17', '*Chromosomes, Human, Pair 22', '*Genetic Variation', 'Humans', 'Karyotyping', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*genetics/pathology', 'Male', 'Metaphase', 'Prognosis', 'Thrombocytosis/*genetics', '*Translocation, Genetic']",2005/11/03 09:00,2006/03/28 09:00,['2005/11/03 09:00'],"['2005/11/03 09:00 [pubmed]', '2006/03/28 09:00 [medline]', '2005/11/03 09:00 [entrez]']","['KJ6W8404476K2258 [pii]', '10.1080/10428190500236890 [doi]']",ppublish,Leuk Lymphoma. 2005 Dec;46(12):1801-6. doi: 10.1080/10428190500236890.,,,,,,,,,,,,,,,,,,,,,,,
16263579,NLM,MEDLINE,20060327,20190116,1042-8194 (Print) 1026-8022 (Linking),46,12,2005 Dec,Elevated plasma levels of vascular endothelial growth factor is associated with marked splenomegaly in chronic myeloid leukemia.,1761-4,"Recent investigations support the idea that angiogenesis is involved in the pathophysiology of hematologic malignancies, including chronic myeloid leukemia (CML). The aim of the present study was to evaluate plasma levels of VEGF and bFGF in a cohort of 51 chronic-phase CML patients at the time of diagnosis, as well as to investigate the effect of imatinib therapy on VEGF amounts in CML patients. Plasma VEGF levels were significantly higher in patients studied as compared with the 20 healthy subjects (p<0.001), the median plasma VEGF level detected in patients analysed and healthy controls was 433.4 pg mL(-1) (range 65.2-2,452.7 pg mL(-1)) and 81.6 pg mL(-1) (range 44.2-338.7 pg mL(-1)), respectively. On the other hand, no difference in bFGF plasma levels could be found between chronic-phase CML patients and the control group. There were significant associations between plasma VEGF levels and some characteristics of patients evaluated, with trends for higher VEGF values in patients with enlarged spleens (p = 0.02) and those with higher platelet count (p<0.001). Of the patients, 11 received imatinib treatment. The initial VEGF levels markedly decreased after 6 months of imatinib therapy in each patient (p<0.001). These data support the important pathophysiological role of VEGF in CML. Further studies aiming to explore the detailed angiogenic profile of CML may help in developing new therapeutic strategies for this myeloproliferative disorder.","['Liu, Peng', 'Li, Jianyong', 'Han, Zhong Chao', 'Lu, Hua', 'Wang, Yi', 'Xu, Bei', 'Peng, Zhi']","['Liu P', 'Li J', 'Han ZC', 'Lu H', 'Wang Y', 'Xu B', 'Peng Z']","['Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, PR China. liupeng8888@yahoo.com.cn']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Biomarkers/blood', 'Blast Crisis', 'Blood Cell Count', 'Fibroblast Growth Factor 2/*blood', 'Hemoglobins/analysis', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*blood/complications/pathology', 'Middle Aged', 'Platelet Count', 'Splenomegaly/*blood/etiology', 'Vascular Endothelial Growth Factor A/*blood']",2005/11/03 09:00,2006/03/28 09:00,['2005/11/03 09:00'],"['2005/11/03 09:00 [pubmed]', '2006/03/28 09:00 [medline]', '2005/11/03 09:00 [entrez]']","['QJ8P823X3287TM38 [pii]', '10.1080/10428190500262318 [doi]']",ppublish,Leuk Lymphoma. 2005 Dec;46(12):1761-4. doi: 10.1080/10428190500262318.,,"['0 (Biomarkers)', '0 (Hemoglobins)', '0 (Vascular Endothelial Growth Factor A)', '103107-01-3 (Fibroblast Growth Factor 2)']",,,,,,,,,,,,,,,,,,,,,
16263578,NLM,MEDLINE,20060327,20190116,1042-8194 (Print) 1026-8022 (Linking),46,12,2005 Dec,Immune recovery after conventional and non-myeloablative allogeneic stem cell transplantation.,1755-60,"The immune recovery of 66 patients undergoing allogeneic stem cell transplantation with either conventional or non-myeloablative conditioning regimen was studied. Infections post-transplant were enumerated and quantitative immunoglobuilins (IgG, IgA, IgM) and lymphocyte sub-sets 3, 6 and 12 months post-transplant were measured. A significant difference was found in the immunologic recovery of non-myeloablative and conventional ASCT in the patient population. The T-helper cell reconstitution was significantly faster after NMA than conventional transplantation and the recovery of B cells was faster after conventional transplantation. Regarding immunoglobulin levels, a faster recovery of IgM levels after NMA-ASCT and a delayed recovery of IgA levels was observed in both groups. These were accompanied by a significant difference in the frequency and severity of infectious episodes.","['Schulenburg, Axel', 'Fischer, Michael', 'Kalhs, Peter', 'Mitterbauer, Margit', 'Rabitsch, Werner', 'Greinix, Hildegard T', 'Leitner, Gerda']","['Schulenburg A', 'Fischer M', 'Kalhs P', 'Mitterbauer M', 'Rabitsch W', 'Greinix HT', 'Leitner G']","['Department of Medicine I, Bone Marrow Transplantation, University of Vienna, Austria. axelschulenburg@yahoo.de']",['eng'],['Journal Article'],United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Adult', 'Bone Marrow Cells/*pathology', 'Female', 'Follow-Up Studies', 'Graft vs Host Disease/epidemiology', 'Humans', 'Leukemia/therapy', 'Leukocyte Count', 'Lymphocyte Subsets/immunology', 'Lymphoma/therapy', 'Male', 'Middle Aged', 'Stem Cell Transplantation/*methods', 'T-Lymphocytes, Helper-Inducer/immunology', 'Transplantation Conditioning/methods', 'Transplantation, Homologous/immunology']",2005/11/03 09:00,2006/03/28 09:00,['2005/11/03 09:00'],"['2005/11/03 09:00 [pubmed]', '2006/03/28 09:00 [medline]', '2005/11/03 09:00 [entrez]']","['T578R00245077827 [pii]', '10.1080/10428190500264496 [doi]']",ppublish,Leuk Lymphoma. 2005 Dec;46(12):1755-60. doi: 10.1080/10428190500264496.,,,,,,,,,,,,,,,,,,,,,,,
16263575,NLM,MEDLINE,20060327,20190116,1042-8194 (Print) 1026-8022 (Linking),46,12,2005 Dec,Histiocytosis following T-acute lymphoblastic leukemia: a BFM study.,1735-41,"The coincidence of T-cell acute lymphoblastic leukemia (T-ALL) and histiocytic disorders, including hemophagocytic lymphohistiocytosis (T-ALL/HLH) and Langerhans cell histiocytosis (T-ALL/LCH), is very seldom and is usually associated with a dismal prognosis. Retrospective statistical analysis of all T-ALL patients, who have been registered in the BFM-ALL trials from 1981 - 2001 and who have subsequently developed a LCH/HLH, in order to identify any common risk factors pre-disposing to the synchronous occurrence of both disorders. Six out of 971 T-ALL patients had either HLH or LCH ( approximately 0.03% of treated T-ALL/year). The mean age at diagnosis of T-ALL/HLH/LCH was significantly lower than in the remaining T-ALL group (4.05 +/- 0.59 vs 8.82 +/- 0.14 years; p = 0.000). The mean initial leukocyte count was higher than in the non-HLH/LCH group (270,700 +/- 60,677 microl(-1) vs 134,141 +/- 5,663 microl(-1); p = 0.074). No hemophagocytosis was seen in the initial bone marrow (BM) smears. Five of 6 patients obtained a good prednisone response (GPR) at day 8 in peripheral blood with <5% blasts at day 15 in BM and all cases were in complete remission (CR) at day 33. The mean time until development of the histiocytosis was 17.95 months (range 2.5 - 33 months). Four patients developed a HLH and 2 a LCH. All patients with HLH showed a multi-organ involvement, while the LCH patients had only local disease. Only the LCH patients survived, while all patients with HLH died. The authors recommend a close follow-up for at least 3 years after diagnosis in younger T-ALL patients with high initial leukocyte count.","['Trebo, Monika M', 'Attarbaschi, Andishe', 'Mann, Georg', 'Minkov, Milen', 'Kornmuller, Rosi', 'Gadner, Helmut']","['Trebo MM', 'Attarbaschi A', 'Mann G', 'Minkov M', 'Kornmuller R', 'Gadner H']","[""St Anna Children's Hospital, Vienna, Austria. m.trebo@utanet.at""]",['eng'],"['Case Reports', 'Journal Article']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Bone Marrow Cells/pathology', 'Child, Preschool', 'Clinical Trials as Topic', 'Female', 'Histiocytosis/*etiology', 'Histiocytosis, Langerhans-Cell/pathology', 'Humans', 'Leukemia-Lymphoma, Adult T-Cell/*pathology', 'Male', 'Retrospective Studies']",2005/11/03 09:00,2006/03/28 09:00,['2005/11/03 09:00'],"['2005/11/03 09:00 [pubmed]', '2006/03/28 09:00 [medline]', '2005/11/03 09:00 [entrez]']","['L2Q446U364624142 [pii]', '10.1080/10428190500160017 [doi]']",ppublish,Leuk Lymphoma. 2005 Dec;46(12):1735-41. doi: 10.1080/10428190500160017.,,,,,,,,,,,,,,,,,,,,,,,
16263572,NLM,MEDLINE,20060327,20190116,1042-8194 (Print) 1026-8022 (Linking),46,12,2005 Dec,Quality of life in chronic lymphocytic leukemia: a neglected issue.,1709-14,"Improvement in quality of life (QoL), together with overall survival and disease-free survival, is a relevant endpoint for patients affected by chronic lymphocytic leukemia (CLL), a disease still considered as not curable. In addition, the study of the QoL can significantly contribute to investigate particular aspects related to different treatments which generally are not taken into account in clinical trials. A comprehensive approach to CLL should include also in the day-by-day practice the development of an appropriate and friendly interaction between the physician and patients aimed at improving the process of adaptation encompassing either the 'watch and wait' phase or the treatment period. The present review points out the role of QoL in the global patient management and care of CLL patients also in view of changes in the philosophy of treatment we have witnessed nowadays.","['Molica, S']",['Molica S'],"['Medical Oncology Unit, Department Oncology/Hematology, Azienda Ospedaliera Pugliese-Ciaccio, Catanzaro, Italy. smolica@libero.it']",['eng'],"['Journal Article', 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Aged', 'Attitude to Health', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*genetics/*physiopathology/therapy', 'Prognosis', '*Quality of Life', 'Treatment Outcome']",2005/11/03 09:00,2006/03/28 09:00,['2005/11/03 09:00'],"['2005/11/03 09:00 [pubmed]', '2006/03/28 09:00 [medline]', '2005/11/03 09:00 [entrez]']","['G46Q37372670435L [pii]', '10.1080/10428190500244183 [doi]']",ppublish,Leuk Lymphoma. 2005 Dec;46(12):1709-14. doi: 10.1080/10428190500244183.,,,,45,,,,,,,,,,,,,,,,,,,
16263570,NLM,MEDLINE,20060327,20190116,1042-8194 (Print) 1026-8022 (Linking),46,12,2005 Dec,ZAP-70 in B cell malignancies.,1689-98,"ZAP-70 has emerged as a protein of potential prognostic importance in chronic lymphocytic leukemia (CLL) following gene expression profiling which compared the 2 well established prognostic sub-sets, those with unmutated and mutated IgVH genes. This protein tyrosine kinase (PTK), known to be of importance in T and NK cell signaling but absent in normal peripheral B cells, is expressed in the majority of the poorer prognosis unmutated CLL and absent in most cases with mutated IgVH genes. ZAP-70 has been shown to be functionally important in the CLL cases in which it is expressed; it is also important in B cell development in mice and there is preliminary evidence for its expression in human B cell progenitors and activated B cells. Whether its expression in a sub-set of CLL cases is a result of a more activated cell type or a reflection of the stage of maturation of the transforming event(s) in CLL is open to debate. ZAP-70 is expressed in a minority of other B cell tumors but correlation with IgVH gene mutational status is lacking. The problems with ZAP-70 measurement, which has yet to be standardized, are reviewed together with its current status as a prognostic marker in CLL.","['Orchard, Jenny', 'Ibbotson, Rachel', 'Best, Giles', 'Parker, Anton', 'Oscier, David']","['Orchard J', 'Ibbotson R', 'Best G', 'Parker A', 'Oscier D']","['Department of Haematology, Royal Bournemouth Hospital, UK.']",['eng'],"['Journal Article', 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['B-Lymphocytes/enzymology', 'Biomarkers, Tumor/analysis', 'Humans', 'Killer Cells, Natural/enzymology', 'Leukemia, B-Cell/*enzymology', 'Leukemia, Lymphocytic, Chronic, B-Cell/*enzymology', 'Lymphoma, B-Cell/enzymology', 'Prognosis', 'Signal Transduction', 'T-Lymphocytes/enzymology', 'ZAP-70 Protein-Tyrosine Kinase/*metabolism']",2005/11/03 09:00,2006/03/28 09:00,['2005/11/03 09:00'],"['2005/11/03 09:00 [pubmed]', '2006/03/28 09:00 [medline]', '2005/11/03 09:00 [entrez]']","['Q61UW752554K001T [pii]', '10.1080/09638280500260079 [doi]']",ppublish,Leuk Lymphoma. 2005 Dec;46(12):1689-98. doi: 10.1080/09638280500260079.,,"['0 (Biomarkers, Tumor)', 'EC 2.7.10.2 (ZAP-70 Protein-Tyrosine Kinase)']",,46,,,,,,,,,,,,,,,,,,,
16263569,NLM,MEDLINE,20060327,20190116,1042-8194 (Print) 1026-8022 (Linking),46,12,2005 Dec,Mutant FLT3 signaling contributes to a block in myeloid differentiation.,1679-87,"FLT3 is a member of the class III receptor tyrosine kinase family and is primarily expressed on hematopoietic stem/progenitor cells. Somatic mutations of FLT3 involving internal tandem duplication (ITD) of the juxtamembrane domain or point mutations in the activation loop have been identified in approximately 17 - 34% and 7 - 9% of acute myeloid leukemia (AML) patients, respectively. The ITD mutations appear to activate the tyrosine kinase domain through receptor dimerization in a FLT3 ligand-independent manner. Constitutively activated FLT3 provides cells with proliferative and anti-apoptotic advantages and portends an especially poor prognosis for patients with this mutation. FLT3/ITD mutations also contribute to a block of myeloid differentiation. FLT3 tyrosine kinase inhibitors suppress the growth and induce apoptosis and differentiation of leukemia cells expressing FLT3/ITD mutants. Therefore, FLT3 is a therapeutic target and inhibition of FLT3 tyrosine kinase activity may provide a new approach in the treatment of leukemia carrying these mutations.","['Zheng, Rui', 'Small, Donald']","['Zheng R', 'Small D']","['Department of Pediatric Oncology, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD 21231, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,Leuk Lymphoma,Leukemia & lymphoma,9007422,IM,"['Cell Differentiation/*physiology', 'Humans', 'Leukemia, Myeloid/*pathology', 'Membrane Proteins/physiology', 'Myeloid Cells/cytology/*physiology', 'fms-Like Tyrosine Kinase 3/*physiology']",2005/11/03 09:00,2006/03/28 09:00,['2005/11/03 09:00'],"['2005/11/03 09:00 [pubmed]', '2006/03/28 09:00 [medline]', '2005/11/03 09:00 [entrez]']","['N108743T7771J436 [pii]', '10.1080/10428190500261740 [doi]']",ppublish,Leuk Lymphoma. 2005 Dec;46(12):1679-87. doi: 10.1080/10428190500261740.,,"['0 (Membrane Proteins)', '0 (flt3 ligand protein)', 'EC 2.7.10.1 (FLT3 protein, human)', 'EC 2.7.10.1 (fms-Like Tyrosine Kinase 3)']",,89,,,,"['CA100632/CA/NCI NIH HHS/United States', 'CA70970/CA/NCI NIH HHS/United States', 'CA90668/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,,
16263490,NLM,MEDLINE,20060126,20181113,0091-6765 (Print) 0091-6765 (Linking),113,11,2005 Nov,Occupational carcinogens: ELF MFs.,A726-7; author reply A727,,"['Mild, Kjell Hanson', 'Mattsso, Mats-Olof', 'Hardell, Lennart', 'Bowman, Joseph D', 'Kundi, Michael']","['Mild KH', 'Mattsso MO', 'Hardell L', 'Bowman JD', 'Kundi M']",,['eng'],"['Comment', 'Letter']",United States,Environ Health Perspect,Environmental health perspectives,0330411,IM,"['Adult', 'Animals', 'Carcinogens/*classification', 'Child', 'Electromagnetic Fields/*adverse effects', 'Humans', 'Leukemia, Radiation-Induced', '*Occupational Exposure', 'Occupational Health']",2005/11/03 09:00,2006/01/27 09:00,['2005/11/03 09:00'],"['2005/11/03 09:00 [pubmed]', '2006/01/27 09:00 [medline]', '2005/11/03 09:00 [entrez]']",['10.1289/ehp.113-1310936 [doi]'],ppublish,Environ Health Perspect. 2005 Nov;113(11):A726-7; author reply A727. doi: 10.1289/ehp.113-1310936.,,['0 (Carcinogens)'],PMC1310936,,,,,,,,['Environ Health Perspect. 2004 Nov;112(15):1447-59. PMID: 15531427'],,,,,,,,,,,,
16263420,NLM,MEDLINE,20060112,20071115,0301-472X (Print) 0301-472X (Linking),33,11,2005 Nov,Killer immunoglobulin-like receptor genotype in immune-mediated bone marrow failure syndromes.,1357-62,"OBJECTIVE: Recent reports have shown that killer immunoglobulin-like receptors (KIR) and KIR ligand (KIR-L) genotype play a role in the pathophysiology of autoimmune disorders. Certain KIR/KIR-L combinations might convey a predisposition to immune-mediated bone marrow failure. Examining the genotypic makeup of human leukocyte antigen (HLA) class I (KIR-L) and KIR in patients with hematologic disorders could offer clues to immunogenetic risk factors for these diseases. The objective of this study is to establish the frequency of specific KIR genes and KIR-L alleles in aplastic anemia (AA), paroxysmal nocturnal hemoglobinuria (PNH), myelodysplasia (MDS), and large granular lymphocyte leukemia (LGL), as compared with healthy control patients. METHODS: KIR genotyping was performed on DNA from 113 patients with AA, PNH, MDS, and LGL using sequence specific primer amplification. Results of genotypic KIR analysis were examined with HLA typing. Comparisons in frequency of KIR-L groups, KIR genotype profiles, and KIR/KIR-L mismatch were performed to determine whether specific KIR genes and KIR-L are overrepresented in bone marrow failure states. RESULTS: No difference in frequency of KIR-L groups was found relative to the healthy controls. AA and PNH showed decreased frequency of KIR-2DS1 and KIR-2DS5 genes: KIR-2DS1 35% vs 21% (p = 0.15) for AA and 19% for PNH (p = 0.13); KIR-2DS5 31% vs 14% (p = 0.08) for AA and 12% (p = 0.06) for PNH. These differences were even greater when compared to a larger group of control individuals from a study with similar genetic background. CONCLUSIONS: The reduced frequency of these KIR in AA and PNH may indicate an immunogenetic relationship between these diseases.","['Howe, Evan C', 'Wlodarski, Marcin', 'Ball, Edward J', 'Rybicki, Lisa', 'Maciejewski, Jaroslaw P']","['Howe EC', 'Wlodarski M', 'Ball EJ', 'Rybicki L', 'Maciejewski JP']","['Experimental Hematology and Hematopoiesis Section, Taussig Cancer Center, Cleveland, OH 44195, USA.']",['eng'],['Journal Article'],Netherlands,Exp Hematol,Experimental hematology,0402313,IM,"['Anemia, Aplastic/genetics/immunology', 'Bone Marrow Diseases/genetics/*immunology', 'Case-Control Studies', 'Gene Frequency', 'Genotype', 'Hemoglobinuria, Paroxysmal/genetics/immunology', 'Histocompatibility Antigens Class I/genetics', 'Humans', 'Immunity', 'Leukemia, Lymphoid/genetics/immunology', 'Ligands', 'Myelodysplastic Syndromes/genetics/immunology', 'Receptors, Immunologic/*genetics', 'Receptors, KIR', 'Syndrome']",2005/11/03 09:00,2006/01/13 09:00,['2005/11/03 09:00'],"['2005/04/13 00:00 [received]', '2005/06/06 00:00 [revised]', '2005/07/01 00:00 [accepted]', '2005/11/03 09:00 [pubmed]', '2006/01/13 09:00 [medline]', '2005/11/03 09:00 [entrez]']","['S0301-472X(05)00362-0 [pii]', '10.1016/j.exphem.2005.07.005 [doi]']",ppublish,Exp Hematol. 2005 Nov;33(11):1357-62. doi: 10.1016/j.exphem.2005.07.005.,,"['0 (Histocompatibility Antigens Class I)', '0 (Ligands)', '0 (Receptors, Immunologic)', '0 (Receptors, KIR)']",,,,,,,,,,,,,,,,,,,,,
16263303,NLM,MEDLINE,20060331,20161124,1011-1344 (Print) 1011-1344 (Linking),82,2,2006 Feb 1,Induction of apoptosis by photoexcited tetracyclic compounds derivatives of benzo[b]thiophenes and pyridines.,105-16,"The antiproliferative activity, upon UVA irradiation, of two tetracyclic derivatives of benzo[b]thiophenes and pyridines, a benzo[b]thienopyridopyrimidone (1) and a thienocarboline (2), has been investigated in a panel of human tumor cell lines. The two compounds present a remarkable cytotoxicity after UVA irradiation (365 nm), reaching an IC50 of 0.1 microM in the leukaemia cell lines and 0.3-0.5 microM in the solid tumour cell lines. Their effect on the cell cycle was measured by flow cytometry in Jurkat cells. The compounds induce cell cycle perturbations and trigger a massive apoptosis as revealed by the externalisation of Annexin V-targeted residues at the outer plasmatic membrane. Furthermore the drugs induce, upon UVA irradiation significant variations of the mitochondrial potential (Deltapsi(mt)) measured by flow cytometry using the fluorochrome JC-1. In addition we characterized the mitochondrial production of reactive oxygen species (ROS) using the probe dihydroethidine (HE) and the oxidations of the mitochondrial phospholipid cardiolipin using the interacting probe nonyl acridine orange (NAO). Both compounds stimulate the production of ROS, and remarkably induce oxidation of cardiolipin. We have investigated the DNA-binding properties of these two compounds by means of UV-Vis spectroscopy and fluorescence. The two compounds exhibit a low affinity toward the macromolecule. The mode of binding was also investigated by means of flow linear dichroism (LD) which has revealed that the two compounds do not efficiently intercalate into DNA. Finally, the DNA-photocleavaging properties of the test compounds were studied on pBR322 plasmid DNA as a model. Only compound 1 is able to induce a significant production of single strand breaks only after digestion with the base excision repair enzyme Endo III. Altogether these data suggest that DNA is not a preferential target of these molecules and other subcellular structures may be responsible for their high phototoxic activity.","['Viola, Giampietro', 'Salvador, Alessia', 'Vedaldi, Daniela', 'Fortunato, Elena', 'Disaro, Silvia', 'Basso, Giuseppe', 'Queiroz, Maria-Joao R P']","['Viola G', 'Salvador A', 'Vedaldi D', 'Fortunato E', 'Disaro S', 'Basso G', 'Queiroz MJ']","['Dipartimento di Scienze Farmaceutiche, Universita di Padova, Via Marzolo 5, 35131 Padova, Italy. giampietro.viola.1@unipd.it']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Switzerland,J Photochem Photobiol B,"Journal of photochemistry and photobiology. B, Biology",8804966,IM,"['Apoptosis/*drug effects', 'Cell Cycle/drug effects', 'Cell Line, Tumor', 'Drug Screening Assays, Antitumor', 'HL-60 Cells', 'Heterocyclic Compounds, 4 or More Rings/chemistry/pharmacology', 'Humans', 'Jurkat Cells', 'Photosensitizing Agents/*pharmacology', 'Pyridines/*pharmacology', 'Pyrimidinones/chemistry/pharmacology', 'Thiophenes/*pharmacology']",2005/11/03 09:00,2006/04/01 09:00,['2005/11/03 09:00'],"['2005/06/27 00:00 [received]', '2005/09/13 00:00 [revised]', '2005/09/14 00:00 [accepted]', '2005/11/03 09:00 [pubmed]', '2006/04/01 09:00 [medline]', '2005/11/03 09:00 [entrez]']","['S1011-1344(05)00181-8 [pii]', '10.1016/j.jphotobiol.2005.09.004 [doi]']",ppublish,J Photochem Photobiol B. 2006 Feb 1;82(2):105-16. doi: 10.1016/j.jphotobiol.2005.09.004. Epub 2005 Nov 2.,20051102,"['0 (6,8,9-trimethyl-5H-pyrido(3,2-b)thieno(3,2-f)indole)', '0 (6H-benzo(b)thieno(3,2-d)pyrido(1,2-a)pyrimidin-6-one)', '0 (Heterocyclic Compounds, 4 or More Rings)', '0 (Photosensitizing Agents)', '0 (Pyridines)', '0 (Pyrimidinones)', '0 (Thiophenes)', '073790YQ2G (benzothiophene)']",,,,,,,,,,,,,,,,,,,,,
16263292,NLM,MEDLINE,20060502,20161124,0968-0896 (Print) 0968-0896 (Linking),14,5,2006 Mar 1,Polyamine conjugates of meso-tritolylporphyrin and protoporphyrin IX: potential agents for photodynamic therapy of cancers.,1364-77,"An efficient five-step synthesis method was developed to obtain tritolylporphyrin and protoporphyrin IX polyamine conjugates. These compounds were composed of either one polyamine unit (spermidine or spermine) covalently tethered to monocarboxyphenyl tritolylporphyrin or two molecules of polyamines borne by protoporphyrin IX. In each compound, an aliphatic spacer arm is linked to the N(4) polyamine position. Photocytotoxicity of these new compounds was evaluated against K562 human chronic myelogenous leukemia cells and compared to Photofrin II; protoporphyrin IX polyamine conjugates exhibited much stronger photocytocicity than Photofrin II and were shown to readily induce necrosis in treated cells.","['Sol, Vincent', 'Lamarche, Francois', 'Enache, Michaela', 'Garcia, Guillaume', 'Granet, Robert', 'Guilloton, Michel', 'Blais, J C', 'Krausz, Pierre']","['Sol V', 'Lamarche F', 'Enache M', 'Garcia G', 'Granet R', 'Guilloton M', 'Blais JC', 'Krausz P']","['Universite de Limoges, Faculte des Sciences et Techniques, Laboratoire de Chimie des Substances Naturelles (LCSN), France.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Bioorg Med Chem,Bioorganic & medicinal chemistry,9413298,IM,"['Antineoplastic Agents/*chemical synthesis/pharmacology', 'Dihematoporphyrin Ether/pharmacology', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/pathology/therapy', 'Necrosis/chemically induced', '*Photochemotherapy', 'Polyamines/*chemistry', 'Porphyrins/*chemistry/pharmacology', 'Protoporphyrins/*chemistry/pharmacology', 'Spectroscopy, Fourier Transform Infrared', 'Spermidine/chemistry/pharmacology', 'Spermine/chemistry/pharmacology', 'Time Factors', 'Tumor Cells, Cultured']",2005/11/03 09:00,2006/05/04 09:00,['2005/11/03 09:00'],"['2005/04/05 00:00 [received]', '2005/09/23 00:00 [revised]', '2005/09/27 00:00 [accepted]', '2005/11/03 09:00 [pubmed]', '2006/05/04 09:00 [medline]', '2005/11/03 09:00 [entrez]']","['S0968-0896(05)00937-5 [pii]', '10.1016/j.bmc.2005.09.071 [doi]']",ppublish,Bioorg Med Chem. 2006 Mar 1;14(5):1364-77. doi: 10.1016/j.bmc.2005.09.071. Epub 2005 Nov 2.,20051102,"['0 (Antineoplastic Agents)', '0 (Polyamines)', '0 (Porphyrins)', '0 (Protoporphyrins)', '2FZ7Y3VOQX (Spermine)', '97067-70-4 (Dihematoporphyrin Ether)', 'C2K325S808 (protoporphyrin IX)', 'U87FK77H25 (Spermidine)']",,,,,,,,,,,,,,,,,,,,,
