PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,AB,CI,DEP,OTO,OT,PMC,GR,MID,CON,SI,EIN,CN,GN,CIN,TT,PS,FPS,AUID,IR,FIR,OID,RPF,RIN
24543433,NLM,MEDLINE,20140218,20181202,0370-6346 (Print) 0370-6346 (Linking),9,1,1954,[From neutropenia to acute leukemia].,83-9,,"['ANDRE, L']",['ANDRE L'],,['fre'],['Journal Article'],France,Rev Med Nav Metrop O-M,Revue de medecine navale (metropole et outre-mer); travaux scientifiques des medecins et pharmaciens-chimistes de la marine,20320380R,OM,"['*Agranulocytosis', 'Humans', 'Leukemia/*physiology', '*Leukopenia', '*Neutropenia']",1954/01/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1954/01/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Rev Med Nav Metrop O-M. 1954;9(1):83-9.,,,,,['NLM'],"['*AGRANULOCYTOSIS', '*LEUKEMIA/physiology']",,,,,,,,,,Des neutropenies aux leucoses aigues.,,,,,,['CLML: 5528:8713:21:324'],,
24542267,NLM,MEDLINE,20140218,20181202,0191-3328 (Print) 0191-3328 (Linking),60,,1952,"LEUKEMIA, a physician's risk.",40,,,,,['eng'],['Journal Article'],United States,Whats New,What's new,0114364,OM,"['*Fluoroscopy', 'Humans', 'Leukemia/*epidemiology/*statistics & numerical data', '*Physicians', '*Risk']",1952/01/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1952/01/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Whats New. 1952;60:40.,,,,,['NLM'],"['*FLUOROSCOPY', '*LEUKEMIA/epidemiology and statistics']",,,,,,,,,,,,,,,,['CLML: 5323:40658:207:304'],,
24541114,NLM,MEDLINE,20140218,20181202,0570-3123 (Print) 0570-3123 (Linking),1,3,1951 Jun,Germination of spores of certain Clostridium species in the presence of penicillin.,198-202,,"['WYNNE, E S', 'HARRELL, K']","['WYNNE ES', 'HARRELL K']",,['eng'],['Journal Article'],United States,Antibiot Chemother (Northfield),"Antibiotics & chemotherapy (Northfield, Ill.)",15110200R,OM,"['*Clostridium', '*Leukemia', '*Leukemia, Myeloid', '*Penicillins', '*Spores, Bacterial']",1951/06/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1951/06/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Antibiot Chemother (Northfield). 1951 Jun;1(3):198-202.,['0 (Penicillins)'],,,,['NLM'],"['*CLOSTRIDIUM', '*LEUKEMIA, MYELOGENOUS', '*PENICILLIN']",,,,,,,,,,,,,,,,['CLML: 5120:80675:137:210:547'],,
24541040,NLM,MEDLINE,20140218,20181202,0033-5622 (Print) 0033-5622 (Linking),20,78,1951 Apr,Chronic monocytic leukaemia.,131-9,,"['BEATTIE, J W', 'SEAL, R M E', 'CROWTHER, K V']","['BEATTIE JW', 'SEAL RM', 'CROWTHER KV']",,['eng'],['Journal Article'],England,Q J Med,The Quarterly journal of medicine,0401027,OM,"['Humans', '*Leukemia', '*Leukemia, Myeloid', '*Monocytes']",1951/04/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1951/04/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Q J Med. 1951 Apr;20(78):131-9.,,,,,['NLM'],"['*LEUKEMIA, MONOCYTIC']",,,,,,,,,,,,,,,,['CLML: 5120:77620:547'],,
24540628,NLM,MEDLINE,20140218,20181202,,1,6,1951 Mar,[Prolonged urethane therapy of chronic myeloid leukemia].,692-8,,"['BAUR, E']",['BAUR E'],,['und'],['Journal Article'],Germany,Arch Inn Med,Archiv fur innere Medizin,15130230R,OM,"['*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Urethane']",1951/03/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1951/03/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Arch Inn Med. 1951 Mar;1(6):692-8.,['3IN71E75Z5 (Urethane)'],,,,['NLM'],"['*LEUKEMIA, MYELOGENOUS', '*URETHANE']",,,,,,,,,,Zur Dauerbehandlung der chronischen myeloischen Leukamie mit Urethan.,,,,,,['CLML: 5120:62678:417:547'],,
24540226,NLM,MEDLINE,20140218,20181202,0324-8240 (Print) 0324-8240 (Linking),3,2-3,1950,[New proofs of the neoplastic nature of leukemia].,339-45,,"['BAGDASAROW, A A']",['BAGDASAROW AA'],,['und'],['Journal Article'],Poland,Szpit Pol,Szpitalnictwo polskie,0340534,OM,"['Humans', '*Leukemia', '*Neoplasms']",1950/01/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1950/01/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Szpit Pol. 1950;3(2-3):339-45.,,,,,['NLM'],"['*CANCER', '*LEUKEMIA']",,,,,,,,,,Nowe dowody nowotworowego charakteru bialaczek.,,,,,,['CLML: 5120:49544:164:546'],,
24540181,NLM,MEDLINE,20140218,20181202,,3,5,1950,[Case reports on radiotherapy of leukemia].,358-80,,"['CORSERI, R']",['CORSERI R'],,['und'],['Journal Article'],Italy,Radioter Radiobiol Fis Medica,"Radioterapia, radiobiologia e fisica medica",20020080R,OM,"['Humans', '*Leukemia', '*Radiotherapy']",1950/01/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1950/01/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Radioter Radiobiol Fis Medica. 1950;3(5):358-80.,,,,,['NLM'],"['*LEUKEMIA', '*RADIOTHERAPY']",,,,,,,,,,Contributo casistico al trattamento radiante delle leucemie.,,,,,,['CLML: 5120:48363:216:546'],,
24539436,NLM,MEDLINE,20140218,20181202,0033-5622 (Print) 0033-5622 (Linking),19,76,1950 Oct,The bone and joint lesions in acute leukemia and their response to folic acid antagonists.,339-52,,"['DRESNER, E']",['DRESNER E'],,['eng'],['Journal Article'],England,Q J Med,The Quarterly journal of medicine,0401027,OM,"['*Acute Disease', '*Bone and Bones', '*Folic Acid Antagonists', '*Leukemia']",1950/10/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1950/10/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Q J Med. 1950 Oct;19(76):339-52.,['0 (Folic Acid Antagonists)'],,,,['NLM'],"['*FOLIC ACID ANTAGONISTS', '*LEUKEMIA']",,,,,,,,,,,,,,,,['CLML: 5120:28836:349:546'],,
24538754,NLM,MEDLINE,20140218,20181202,0375-104X (Print) 0375-104X (Linking),9,1-3,1950 Jan-Jul,[Antileukemic immunity; protection by leukemic lines resulting from donors of distinct genetic composition].,88-9,,"['BRNCIC, D', 'HOECKER, G']","['BRNCIC D', 'HOECKER G']",,['und'],['Journal Article'],Chile,Rev Med Aliment,Revista de medicina y alimentacion,20220060R,OM,"['*Genetic Therapy', 'Humans', '*Immunity', '*Leukemia', '*Tissue Donors']",1950/01/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1950/01/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Rev Med Aliment. 1950 Jan-Jul;9(1-3):88-9.,,,,,['NLM'],['*LEUKEMIA'],,,,,,,,,,Inmunidad antileucemica. I. Proteccion mediante lineas leucemicas provenientes de dadores de distinta composicion genetica.,,,,,,['CLML: 5120:11603:546'],,
24538753,NLM,MEDLINE,20140218,20181202,0375-104X (Print) 0375-104X (Linking),9,1-3,1950 Jan-Jul,[Homotransplantation of leukemias in mice; effect of different hosts and genetic lines].,86-7,,"['HOECKER, G', 'BRNCIC, D']","['HOECKER G', 'BRNCIC D']",,['und'],['Journal Article'],Chile,Rev Med Aliment,Revista de medicina y alimentacion,20220060R,OM,"['Animals', '*Leukemia', 'Mice', '*Transplantation, Homologous']",1950/01/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1950/01/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Rev Med Aliment. 1950 Jan-Jul;9(1-3):86-7.,,,,,['NLM'],['*LEUKEMIA'],,,,,,,,,,Homotrasplante de leucemias del raton. Influencia de distintos huespedes y modificaciones de las lineas.,,,,,,['CLML: 5120:11602:546'],,
24538620,NLM,MEDLINE,20140218,20181202,,1,5,1950 Oct,[Case of aleukemic lymphoreticulosis].,580-5,,"['ROSENBAUM, H']",['ROSENBAUM H'],,['und'],['Journal Article'],Germany,Arch Inn Med,Archiv fur innere Medizin,15130230R,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphatic Vessels']",1950/10/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1950/10/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Arch Inn Med. 1950 Oct;1(5):580-5.,,,,,['NLM'],"['*LEUKEMIA, LYMPHATIC']",,,,,,,,,,Ueber einen Fall von aleukamischer Lymphoreticulose.,,,,,,['CLML: 5120:7449:546'],,
24538157,NLM,MEDLINE,20140218,20181202,,3,5,1950 May,[Treatment of chronic myeloid leukemia with urethane].,195-8,,"['PLOOIJ, M', 'SMIT SIBINGA, A']","['PLOOIJ M', 'SMIT SIBINGA A']",,['und'],['Journal Article'],Netherlands,Med Maandbl,Medisch maandblad,18620430R,OM,"['*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Urethane']",1950/05/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1950/05/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Med Maandbl. 1950 May;3(5):195-8.,['3IN71E75Z5 (Urethane)'],,,,['NLM'],"['*LEUKEMIA', '*URETHANE']",,,,,,,,,,De behandeling van chronische myeloide leucaemie met urethaan.,,,,,,['CLML: 5019:29192:141:256'],,
24536992,NLM,MEDLINE,20140218,20201005,0995-9726 (Print) 0995-9726 (Linking),30,1,1950 Jan,Current trials for treatment of acute leukemia.,9,,['BESSIS'],['BESSIS'],,['fre'],['Journal Article'],France,Bull Mem Soc Med Paris (1907),Bulletin et memoires. Societe de medecine de Paris,20830050R,OM,"['Humans', '*Leukemia']",1950/01/01 00:00,2014/08/13 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '1950/01/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Bull Mem Soc Med Paris (1907). 1950 Jan;30(1):9.,,,,,['NLM'],['*LEUKEMIA'],,,,,,,,,,Essais actuels de traitement de la leucemie aigue.,,,,,,['CLML: 5018:712ja:9'],,
24535919,NLM,MEDLINE,20140729,20211021,1098-2280 (Electronic) 0893-6692 (Linking),55,5,2014 Jun,Epigenetic alterations induced by ambient particulate matter in mouse macrophages.,428-35,10.1002/em.21855 [doi],"['Miousse, Isabelle R', 'Chalbot, Marie-Cecile G', 'Aykin-Burns, Nukhet', 'Wang, Xiaoying', 'Basnakian, Alexei', 'Kavouras, Ilias G', 'Koturbash, Igor']","['Miousse IR', 'Chalbot MC', 'Aykin-Burns N', 'Wang X', 'Basnakian A', 'Kavouras IG', 'Koturbash I']","['Department of Environmental and Occupational Health, College of Public Health, University of Arkansas for Medical Sciences, Little Rock, Arkansas.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural']",United States,Environ Mol Mutagen,Environmental and molecular mutagenesis,8800109,IM,"['5-Methylcytosine/analysis', 'Animals', 'Apoptosis/drug effects', 'Cells, Cultured', 'DNA Methylation/*drug effects', 'Epigenesis, Genetic/*drug effects', 'In Situ Nick-End Labeling', 'Inflammation/*chemically induced', 'L-Lactate Dehydrogenase/metabolism', 'Macrophages/*drug effects/metabolism/pathology', 'Mice', 'Oxidative Stress/*drug effects', 'Particulate Matter/*toxicity', 'Repetitive Sequences, Nucleic Acid/*drug effects', 'Tumor Necrosis Factor-alpha/metabolism']",2014/02/19 06:00,2014/07/30 06:00,['2014/02/19 06:00'],"['2013/10/23 00:00 [received]', '2014/01/22 00:00 [accepted]', '2014/02/19 06:00 [entrez]', '2014/02/19 06:00 [pubmed]', '2014/07/30 06:00 [medline]']",['10.1002/em.21855 [doi]'],ppublish,Environ Mol Mutagen. 2014 Jun;55(5):428-35. doi: 10.1002/em.21855. Epub 2014 Feb 17.,"['0 (Particulate Matter)', '0 (Tumor Necrosis Factor-alpha)', '6R795CQT4H (5-Methylcytosine)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)']","Respiratory mortality and morbidity has been associated with exposure to particulate matter (PM). Experimental evidence suggests involvement of cytotoxicity, oxidative stress, and inflammation in the development of PM-associated pathological states; however, the exact mechanisms remain unclear. In the current study, we analyzed short-term epigenetic response to PM10 (particles with aerodynamic diameter less than 10 mum) exposure in mouse ascitic RAW264.7 macrophages (BALB/C Abelson murine leukemia virus-induced tumor). Ambient PM10 was collected using a high volume sampler in Little Rock, AR. Analysis revealed that PM10 was composed mainly of Al and Fe, and the water soluble organic fraction was dominated by aliphatic and carbohydrate fragments and minor quantities of aromatic components. Exposure to PM10 compromised the cellular epigenome at concentrations 10-200 microg/ml. Specifically, epigenetic alterations were evident as changes in the methylation and expression of repetitive element-associated DNA and associated DNA methylation machinery. These results suggest that epigenetic alterations, in concert with cytotoxicity, oxidative stress, and inflammation, might contribute to the pathogenesis of PM-associated respiratory diseases.","['Copyright (c) 2014 Wiley Periodicals, Inc.']",20140217,['NOTNLM'],"['DNA methylation', 'air pollution', 'repetitive elements']",PMC4162398,"['UL1 TR000039/TR/NCATS NIH HHS/United States', 'UL1TR000039/TR/NCATS NIH HHS/United States', 'KL2TR000063/TR/NCATS NIH HHS/United States', 'R15 ES022781/ES/NIEHS NIH HHS/United States', 'P20 RR016460-11/RR/NCRR NIH HHS/United States', 'I01 BX002425/BX/BLRD VA/United States', 'KL2 TR000063/TR/NCATS NIH HHS/United States', 'P20 GM103429/GM/NIGMS NIH HHS/United States', 'P20 RR016460/RR/NCRR NIH HHS/United States', 'P20GM103429-11/GM/NIGMS NIH HHS/United States']",['NIHMS624221'],,,,,,,,,,,,,,,
24535910,NLM,MEDLINE,20141104,20140326,1676-5680 (Electronic) 1676-5680 (Linking),13,1,2014 Mar 17,Genetic variation of bovine leukemia virus (BLV) after replication in cell culture and experimental animals.,1717-23,10.4238/2014.January.22.11 [doi],"['Camargos, M F', 'Rajao, D S', 'Leite, R C', 'Stancek, D', 'Heinemann, M B', 'Reis, J K P']","['Camargos MF', 'Rajao DS', 'Leite RC', 'Stancek D', 'Heinemann MB', 'Reis JK']","['Laboratorio Nacional Agropecuario, Ministerio da Agricultura, Pecuaria e Abastecimento, Pedro Leopoldo, MG, Brasil.', 'Laboratorio de Retroviroses, Departamento de Medicina Veterinaria Preventiva, Escola de Veterinaria, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brasil.', 'Laboratorio de Retroviroses, Departamento de Medicina Veterinaria Preventiva, Escola de Veterinaria, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brasil.', 'Laboratorio de Retroviroses, Departamento de Medicina Veterinaria Preventiva, Escola de Veterinaria, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brasil.', 'Laboratorio de Retroviroses, Departamento de Medicina Veterinaria Preventiva, Escola de Veterinaria, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brasil.', 'Laboratorio de Retroviroses, Departamento de Medicina Veterinaria Preventiva, Escola de Veterinaria, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brasil jenner@ufmg.br.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Brazil,Genet Mol Res,Genetics and molecular research : GMR,101169387,IM,"['Animals', 'Base Sequence', 'Brazil', 'Cattle', 'Cell Division', 'Cell Line', 'DNA, Viral/*genetics', '*Genes, env', 'Leukemia Virus, Bovine/*genetics/pathogenicity', 'Rabbits', 'Sheep', 'Virus Replication/*genetics']",2014/02/19 06:00,2014/11/05 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '2014/02/19 06:00 [pubmed]', '2014/11/05 06:00 [medline]']","['gmr3287 [pii]', '10.4238/2014.January.22.11 [doi]']",epublish,Genet Mol Res. 2014 Mar 17;13(1):1717-23. doi: 10.4238/2014.January.22.11.,"['0 (DNA, Viral)']","This article reports the selection of bovine leukemia virus (BLV) variants after continuous passage in cell lines or experimental animals. Two wild BLV strains isolated from 2 naturally infected Holstein dairy cows in Brazil (cow codes: 485 and 141) were used for the experimental infection of 1 sheep and FLK cells, and 1 rabbit and CC81 cells. Viral DNA was isolated several months after infection, and env gene nucleotide and amino acid sequences of the ""passaged"" variants were compared against the 2 original infecting wild strains. The sequences of the original infecting wild strains were not recovered after their replication in the cell lines or experimental animals. These results indicate that genetic variation occurred after BLV replication in vivo and in vitro, with new variants being selected.",,20140317,,,,,,,,,,,,,,,,,,,,
24535696,NLM,MEDLINE,20140623,20181202,1432-0584 (Electronic) 0939-5555 (Linking),93,6,2014 Jun,Life-threatening hemorrhagic pneumonia caused by Stenotrophomonas maltophilia in the treatment of hematologic diseases.,901-11,10.1007/s00277-014-2028-x [doi],"['Mori, Minako', 'Tsunemine, Hiroko', 'Imada, Kazunori', 'Ito, Kiminari', 'Kodaka, Taiichi', 'Takahashi, Takayuki']","['Mori M', 'Tsunemine H', 'Imada K', 'Ito K', 'Kodaka T', 'Takahashi T']","['Department of Hematology, Kokura Memorial Hospital, Kitakyushu, Japan.']",['eng'],"['Journal Article', 'Review', 'Systematic Review']",Germany,Ann Hematol,Annals of hematology,9107334,IM,"['Adult', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents/pharmacology/therapeutic use', 'Antineoplastic Agents/adverse effects/therapeutic use', 'Bacteremia/complications/microbiology', 'Bacterial Proteins/physiology', 'Catheter-Related Infections/microbiology', 'Child', 'Child, Preschool', 'Cross Infection/complications/epidemiology/microbiology', 'Drug Resistance, Multiple, Bacterial', 'Febrile Neutropenia/chemically induced/complications', 'Female', 'Gram-Negative Bacterial Infections/complications/diagnosis/*microbiology/mortality', 'Hemorrhage/*etiology/mortality', 'Humans', 'Immunocompromised Host', 'Infant, Newborn', 'Japan/epidemiology', 'Leukemia/*complications/drug therapy', 'Lung Diseases/*etiology/mortality', 'Male', 'Middle Aged', 'Opportunistic Infections/*microbiology/mortality', 'Peptide Hydrolases/physiology', 'Pneumonia, Bacterial/complications/diagnostic imaging/*microbiology/mortality', 'Radiography', 'Retrospective Studies', 'Stenotrophomonas maltophilia/drug effects/enzymology/*isolation & purification']",2014/02/19 06:00,2014/06/24 06:00,['2014/02/19 06:00'],"['2013/06/18 00:00 [received]', '2014/02/03 00:00 [accepted]', '2014/02/19 06:00 [entrez]', '2014/02/19 06:00 [pubmed]', '2014/06/24 06:00 [medline]']",['10.1007/s00277-014-2028-x [doi]'],ppublish,Ann Hematol. 2014 Jun;93(6):901-11. doi: 10.1007/s00277-014-2028-x. Epub 2014 Feb 18.,"['0 (Anti-Bacterial Agents)', '0 (Antineoplastic Agents)', '0 (Bacterial Proteins)', 'EC 3.4.- (Peptide Hydrolases)']","Since the late 1990s, Stenotrophomonas maltophilia (S. maltophilia) has become one of the most common nonfermenting Gram-negative bacilli that cause opportunistic infection. Patients with hematologic diseases are the most risky candidate for S. maltophilia pneumonia or sepsis because of chemotherapy-induced neutropenia or immunodeficiency. Frequent exposure to broad-spectrum antibiotics and prolonged insertion of central venous catheter further enhance the risk of S. maltophilia infection. One of the most severe S. maltophilia infections is hemorrhagic pneumonia. This type of infection is mostly fatal because of pulmonary alveolar hemorrhage that leads to acute respiratory failure. Furthermore, S. maltophilia exhibits a high-level intrinsic resistance to conventional antibiotics such as beta-lactams and aminoglycosides and, more recently, the increasing acquired resistance to co-trimoxazole and quinolones. According to our experienced and previously reported cases, all of the patients with hemorrhagic pneumonia caused by S. maltophilia had a fatal course within a few days after the onset of the pneumonia. In this article, we perform a systematic review on a total 30 cases of hemorrhagic pneumonia induced by S. maltophilia from our institutions and the literature, and we describe its early diagnosis, prophylaxis, and recommended therapeutic strategy for the infection in the treatment of hematologic disease.",,20140218,,,,,,,,,,,,,,,,,,,,
24535671,NLM,MEDLINE,20151214,20211021,2159-8290 (Electronic) 2159-8274 (Linking),4,5,2014 May,NUP98-PHF23 is a chromatin-modifying oncoprotein that causes a wide array of leukemias sensitive to inhibition of PHD histone reader function.,564-77,10.1158/2159-8290.CD-13-0419 [doi],"['Gough, Sheryl M', 'Lee, Fan', 'Yang, Fan', 'Walker, Robert L', 'Zhu, Yeulin J', 'Pineda, Marbin', 'Onozawa, Masahiro', 'Chung, Yang Jo', 'Bilke, Sven', 'Wagner, Elise K', 'Denu, John M', 'Ning, Yi', 'Xu, Bowen', 'Wang, Gang Greg', 'Meltzer, Paul S', 'Aplan, Peter D']","['Gough SM', 'Lee F', 'Yang F', 'Walker RL', 'Zhu YJ', 'Pineda M', 'Onozawa M', 'Chung YJ', 'Bilke S', 'Wagner EK', 'Denu JM', 'Ning Y', 'Xu B', 'Wang GG', 'Meltzer PS', 'Aplan PD']","['1Genetics Branch, Center for Cancer Research, National Cancer Institute, NIH, Bethesda; 2Department of Pathology, Johns Hopkins University, Baltimore, Maryland; 3Department of Biomolecular Chemistry, University of Wisconsin, Madison, Wisconsin; and 4Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill School of Medicine, Chapel Hill, North Carolina.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Intramural']",United States,Cancer Discov,Cancer discovery,101561693,IM,"['Animals', 'Binding Sites/*drug effects', 'Cell Line, Tumor', 'Cell Transformation, Neoplastic/genetics', 'Chromatin/*metabolism', 'DNA-Binding Proteins/*metabolism', 'Disulfiram/*pharmacology', 'Gene Expression Regulation, Neoplastic/drug effects', 'Histones/*metabolism', 'Homeodomain Proteins/chemistry/genetics/*metabolism', 'Humans', 'Jumonji Domain-Containing Histone Demethylases/*metabolism', 'Leukemia, Experimental/drug therapy/*pathology', 'Mice', 'Mice, Transgenic', 'Nuclear Pore Complex Proteins/genetics/*metabolism', 'Oncogene Proteins, Fusion/genetics/metabolism']",2014/02/19 06:00,2015/12/15 06:00,['2014/02/19 06:00'],"['2014/02/19 06:00 [entrez]', '2014/02/19 06:00 [pubmed]', '2015/12/15 06:00 [medline]']","['2159-8290.CD-13-0419 [pii]', '10.1158/2159-8290.CD-13-0419 [doi]']",ppublish,Cancer Discov. 2014 May;4(5):564-77. doi: 10.1158/2159-8290.CD-13-0419. Epub 2014 Feb 17.,"['0 (Chromatin)', '0 (DNA-Binding Proteins)', '0 (Histones)', '0 (Homeodomain Proteins)', '0 (Nuclear Pore Complex Proteins)', '0 (Oncogene Proteins, Fusion)', '0 (nuclear pore complex protein 98)', 'EC 1.14.11.- (Jumonji Domain-Containing Histone Demethylases)', 'EC 1.14.11.- (Kdm5b protein, mouse)', 'TR3MLJ1UAI (Disulfiram)']","In this report, we show that expression of a NUP98-PHF23 (NP23) fusion, associated with acute myeloid leukemia (AML) in humans, leads to myeloid, erythroid, T-cell, and B-cell leukemia in mice. The leukemic and preleukemic tissues display a stem cell-like expression signature, including Hoxa, Hoxb, and Meis1 genes. The PHF23 plant homeodomain (PHD) motif is known to bind to H3K4me3 residues, and chromatin immunoprecipitation experiments demonstrated that the NP23 protein binds to chromatin at a specific subset of H3K4me3 sites, including at Hoxa, Hoxb, and Meis1. Treatment of NP23 cells with disulfiram, which inhibits the binding of PHD motifs to H3K4me3, rapidly and selectively killed NP23-expressing myeloblasts; cell death was preceded by decreased expression of Hoxa, Hoxb, and Meis1. Furthermore, AML driven by a related fusion gene, NUP98-JARID1A (NJL), was also sensitive to disulfiram. Thus, the NP23 mouse provides a platform to evaluate compounds that disrupt binding of oncogenic PHD proteins to H3K4me3.",,20140217,,,PMC4018760,"['ZIA BC010982-06/Intramural NIH HHS/United States', 'T32 GM007215/GM/NIGMS NIH HHS/United States', 'ZIA SC010378/Intramural NIH HHS/United States', 'ZIA BC010983-06/Intramural NIH HHS/United States', 'ZIA SC010378-13/Intramural NIH HHS/United States', 'R37 GM059785/GM/NIGMS NIH HHS/United States', 'Z01 BC010983/Intramural NIH HHS/United States']",['NIHMS567850'],,['GEO/GSE54787'],,,,,,,,,,,,,
