PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,RF,LID,AB,OID
5992549,NLM,MEDLINE,19680509,20071115,0030-0675 (Print) 0030-0675 (Linking),21,1,1966,[Aleukemic lymphoid hyperplasia of the conjunctiva].,19-22,"['Glukhovskaia, S S']",['Glukhovskaia SS'],['rus'],['Journal Article'],"Aleikemicheskaia limfoidnaia giperplaziia kon""iunkitivy.",Ukraine,Oftalmol Zh,Oftalmologicheskii zhurnal,0401105,,IM,"['Adult', 'Conjunctiva/*pathology', 'Female', 'Humans', 'Hyperplasia', '*Leukemia', '*Lymphoma', 'Male']",1966/01/01 00:00,1966/01/01 00:01,['1966/01/01 00:00'],"['1966/01/01 00:00 [pubmed]', '1966/01/01 00:01 [medline]', '1966/01/01 00:00 [entrez]']",ppublish,Oftalmol Zh. 1966;21(1):19-22.,,,,,,
5992114,NLM,MEDLINE,19680501,20171116,0034-8376 (Print) 0034-8376 (Linking),18,3,1966 Jul-Dec,[Comparison of 2 therapeutic programs for acute leukemia in the adult].,307-15,"['Sanchez Medal, L', 'Duarte, A', 'Duarte Zapata, L', 'Soledad Cordova, M']","['Sanchez Medal L', 'Duarte A', 'Duarte Zapata L', 'Soledad Cordova M']",['spa'],['Journal Article'],Comparacion de dos programas terapeuticos de la leucemia aguda del adulto.,Mexico,Rev Invest Clin,Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion,9421552,"['0 (Glucocorticoids)', '18D0SL7309 (Chlorambucil)', 'E7WED276I5 (Mercaptopurine)', 'G1LN9045DK (Busulfan)']",IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Busulfan/*therapeutic use', 'Chlorambucil/*therapeutic use', 'Female', 'Glucocorticoids/*therapeutic use', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Mercaptopurine/*therapeutic use', 'Middle Aged']",1966/07/01 00:00,1966/07/01 00:01,['1966/07/01 00:00'],"['1966/07/01 00:00 [pubmed]', '1966/07/01 00:01 [medline]', '1966/07/01 00:00 [entrez]']",ppublish,Rev Invest Clin. 1966 Jul-Dec;18(3):307-15.,,,,,,
5991885,NLM,MEDLINE,19680501,20110113,0048-7848 (Print) 0048-7848 (Linking),70,4,1966 Oct-Sep,[Current theoretical and practical trends in bio-oncology. II. Etiopathogenesis of cancer and leukoses and immunity in cancer].,923-35,"['Bratianu, S', 'Bratianu, A', 'Miron, E']","['Bratianu S', 'Bratianu A', 'Miron E']",['rum'],['Journal Article'],"Orientari actuale teoretice si practice in biooncologie. II. Etiopatogeneza cancerului, leucozelor si imunitatea in cancer.",Romania,Rev Med Chir Soc Med Nat Iasi,Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi,0413735,,IM,"['Animals', 'Humans', 'Leukemia/*etiology', 'Neoplasms/*etiology/*immunology', '*Oncogenic Viruses']",1966/10/01 00:00,1966/10/01 00:01,['1966/10/01 00:00'],"['1966/10/01 00:00 [pubmed]', '1966/10/01 00:01 [medline]', '1966/10/01 00:00 [entrez]']",ppublish,Rev Med Chir Soc Med Nat Iasi. 1966 Oct-Sep;70(4):923-35.,,,,,,
5991491,NLM,MEDLINE,19680428,20140729,,114,8,1966 Aug,[The clinical use of anabolic steroids].,444-54,"['Bierich, J R']",['Bierich JR'],['ger'],['Journal Article'],Die klinische Anwendung anabolischer Steroide.,Germany,Monatsschr Kinderheilkd,Monatsschrift fur Kinderheilkunde,0400751,['0 (Anabolic Agents)'],IM,"['Acute Kidney Injury/drug therapy', 'Adolescent', 'Anabolic Agents/adverse effects/*therapeutic use', 'Anemia, Aplastic/drug therapy', 'Body Weight/drug effects', 'Child', 'Child, Preschool', 'Chondrodysplasia Punctata/drug therapy', 'Cushing Syndrome/drug therapy', 'Dwarfism/drug therapy', 'Dwarfism, Pituitary/drug therapy', 'Female', 'Fractures, Bone/drug therapy', 'Humans', 'Infant', 'Infant, Newborn', 'Jaundice/chemically induced', 'Kidney Failure, Chronic/drug therapy', 'Leukemia/drug therapy', 'Liver/drug effects', 'Male', 'Muscular Atrophy/drug therapy', 'Muscular Dystrophies/drug therapy', 'Nephritis/drug therapy', 'Nephrotic Syndrome/drug therapy', 'Osteogenesis Imperfecta/drug therapy', 'Osteoporosis/drug therapy', 'Turner Syndrome/drug therapy', 'Virilism/chemically induced']",1966/08/01 00:00,1966/08/01 00:01,['1966/08/01 00:00'],"['1966/08/01 00:00 [pubmed]', '1966/08/01 00:01 [medline]', '1966/08/01 00:00 [entrez]']",ppublish,Monatsschr Kinderheilkd. 1966 Aug;114(8):444-54.,,,,,,
5991321,NLM,MEDLINE,19680427,20041117,0004-0274 (Print) 0004-0274 (Linking),24,5,1966 Sep-Oct,[Problems of epidemiological research in Italy].,460-7,"['Fischer, F']",['Fischer F'],['ita'],['Journal Article'],Problemi delle ricerche epidemiologiche in Italia.,Italy,Arch Ital Pediatr Pueric,Archivio italiano di pediatria e puericoltura,0372446,,IM,"['Communicable Diseases/*epidemiology', '*Epidemiologic Methods', 'Humans', 'Italy', 'Leukemia/*epidemiology']",1966/09/01 00:00,1966/09/01 00:01,['1966/09/01 00:00'],"['1966/09/01 00:00 [pubmed]', '1966/09/01 00:01 [medline]', '1966/09/01 00:00 [entrez]']",ppublish,Arch Ital Pediatr Pueric. 1966 Sep-Oct;24(5):460-7.,,,,,,
5991278,NLM,MEDLINE,19680425,20041117,0033-9695 (Print) 0033-9695 (Linking),46,18,1966 Sep 30,[Current knowledge of antimitotics and their use in the hematological field].,969-77,"['De Tommasis, L', 'Bilotti, G']","['De Tommasis L', 'Bilotti G']",['ita'],['Journal Article'],Conoscenze attuali sugli antimitotici e loro impiego in campo ematologico.,Italy,Rass Int Clin Ter,Rassegna internazionale di clinica e terapia,0401266,"['0 (Alkylating Agents)', '0 (Antimetabolites)', '0 (Antineoplastic Agents)', '0 (Nitrogen Mustard Compounds)']",IM,"['Alkylating Agents/therapeutic use', 'Antimetabolites/therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Humans', 'Leukemia/*drug therapy', 'Nitrogen Mustard Compounds/therapeutic use']",1966/09/30 00:00,1966/09/30 00:01,['1966/09/30 00:00'],"['1966/09/30 00:00 [pubmed]', '1966/09/30 00:01 [medline]', '1966/09/30 00:00 [entrez]']",ppublish,Rass Int Clin Ter. 1966 Sep 30;46(18):969-77.,,,,,,
5990833,NLM,MEDLINE,19680411,20060328,0026-4946 (Print) 0026-4946 (Linking),18,18,1966 Jun 2,[Corticoid therapy in infantile acute leukemias].,955-9,"['Dubois-Ferriere, H']",['Dubois-Ferriere H'],['ita'],['Journal Article'],La corticoterapia nelle leucemie acute infantili.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)']",IM,"['Acute Disease', 'Adolescent', 'Adrenal Cortex Hormones/*therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Humans', 'Leukemia/*drug therapy', 'Male']",1966/06/02 00:00,1966/06/02 00:01,['1966/06/02 00:00'],"['1966/06/02 00:00 [pubmed]', '1966/06/02 00:01 [medline]', '1966/06/02 00:00 [entrez]']",ppublish,Minerva Pediatr. 1966 Jun 2;18(18):955-9.,,,,,,
5990832,NLM,MEDLINE,19680411,20060328,0026-4946 (Print) 0026-4946 (Linking),18,18,1966 Jun 2,[The corticosteroid therapy of infantile leukemias].,933-55,"['Gentili, A', 'Bottone, E', 'Zanda, G']","['Gentili A', 'Bottone E', 'Zanda G']",['ita'],['Journal Article'],La terapia corticosteroidea delle leucemie infantili.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)']",IM,"['Adrenal Cortex Hormones/*therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*drug therapy']",1966/06/02 00:00,1966/06/02 00:01,['1966/06/02 00:00'],"['1966/06/02 00:00 [pubmed]', '1966/06/02 00:01 [medline]', '1966/06/02 00:00 [entrez]']",ppublish,Minerva Pediatr. 1966 Jun 2;18(18):933-55.,,,,,,
5990831,NLM,MEDLINE,19680411,20060328,0026-4946 (Print) 0026-4946 (Linking),18,18,1966 Jun 2,[Use of fluorescence technics in the study of leukemic cells].,928-33,"['Burgio, G R', 'Severi, F', 'Genova, R']","['Burgio GR', 'Severi F', 'Genova R']",['ita'],['Journal Article'],Applicazione delle tecniche in fluorescenza allo studio delle cellule leucemiche.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,['0 (Acridines)'],IM,"['Acridines', '*Blood Cells', '*Bone Marrow', '*Bone Marrow Cells', '*Fluorescence', 'Humans', '*Leukemia', 'Microscopy, Fluorescence']",1966/06/02 00:00,1966/06/02 00:01,['1966/06/02 00:00'],"['1966/06/02 00:00 [pubmed]', '1966/06/02 00:01 [medline]', '1966/06/02 00:00 [entrez]']",ppublish,Minerva Pediatr. 1966 Jun 2;18(18):928-33.,,,,,,
5990830,NLM,MEDLINE,19680411,20060328,0026-4946 (Print) 0026-4946 (Linking),18,18,1966 Jun 2,[The possible role of viruses in the etiology of human leukemia].,926-8,"['Dmochowski, L']",['Dmochowski L'],['ita'],['Journal Article'],Il possibile ruolo dei virus nell'eziologia della leucemia umana.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia/*etiology', 'Male', 'Middle Aged', '*Retroviridae']",1966/06/02 00:00,1966/06/02 00:01,['1966/06/02 00:00'],"['1966/06/02 00:00 [pubmed]', '1966/06/02 00:01 [medline]', '1966/06/02 00:00 [entrez]']",ppublish,Minerva Pediatr. 1966 Jun 2;18(18):926-8.,,,,,,
5990829,NLM,MEDLINE,19680411,20060328,0026-4946 (Print) 0026-4946 (Linking),18,18,1966 Jun 2,[Viral etiology of human leukemias].,924-6,"['Bergolz, W']",['Bergolz W'],['ita'],['Journal Article'],Eziologia virale delle leucemie umane.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,,IM,"['Animals', 'Humans', 'Leukemia/*etiology', 'Research', '*Retroviridae']",1966/06/02 00:00,1966/06/02 00:01,['1966/06/02 00:00'],"['1966/06/02 00:00 [pubmed]', '1966/06/02 00:01 [medline]', '1966/06/02 00:00 [entrez]']",ppublish,Minerva Pediatr. 1966 Jun 2;18(18):924-6.,,,,,,
5990828,NLM,MEDLINE,19680411,20060328,0026-4946 (Print) 0026-4946 (Linking),18,18,1966 Jun 2,[Further results in the virological research on infantile leukemia].,914-24,"['Gomirato Sandrucci, M', 'Nigro, N', 'Ansaldi, N', 'Crosato, M', 'Ambrosino, C', 'Mussa, G C']","['Gomirato Sandrucci M', 'Nigro N', 'Ansaldi N', 'Crosato M', 'Ambrosino C', 'Mussa GC']",['ita'],['Journal Article'],Ulteriori risultati nelle ricerche virologiche sulle leucemie dell'infanzia.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,['0 (Antibodies)'],IM,"['Animals', 'Antibodies/*analysis', 'Humans', 'Leukemia/*etiology/*immunology', 'Research', '*Retroviridae']",1966/06/02 00:00,1966/06/02 00:01,['1966/06/02 00:00'],"['1966/06/02 00:00 [pubmed]', '1966/06/02 00:01 [medline]', '1966/06/02 00:00 [entrez]']",ppublish,Minerva Pediatr. 1966 Jun 2;18(18):914-24.,,,,,,
5990827,NLM,MEDLINE,19680411,20060328,0026-4946 (Print) 0026-4946 (Linking),18,18,1966 Jun 2,[The most recent developments of our research on etiopathogenesis of human leukemias].,905-14,"['Magrassi, F', 'Coraggio, F', 'Coto, V', 'Fantoni, V', 'Galeota, C A', 'Lavegas, E', 'Pecori, V', 'Starace, G']","['Magrassi F', 'Coraggio F', 'Coto V', 'Fantoni V', 'Galeota CA', 'Lavegas E', 'Pecori V', 'Starace G']",['ita'],['Journal Article'],Gli sviluppi piu recenti delle nostre ricerche in tema di eziopatogenesi delle leucemie umane.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,,IM,"['Animals', 'Humans', 'Leukemia/*etiology/*immunology', 'Research', '*Retroviridae']",1966/06/02 00:00,1966/06/02 00:01,['1966/06/02 00:00'],"['1966/06/02 00:00 [pubmed]', '1966/06/02 00:01 [medline]', '1966/06/02 00:00 [entrez]']",ppublish,Minerva Pediatr. 1966 Jun 2;18(18):905-14.,,,,,,
5990677,NLM,MEDLINE,19680410,20041117,0552-2080 (Print) 0552-2080 (Linking),11,6,1966 Jun,[The outcome of hypoplastic states of hematopoiesis].,34-40,"['Pinus, A G']",['Pinus AG'],['rus'],"['Case Reports', 'Journal Article']",Iskhody gipoplasticheskikh sostoianii krovetvoreniia.,Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Adult', 'Anemia, Aplastic/*complications', 'Chronic Disease', 'Female', 'Humans', 'Leukemia/*etiology', 'Male']",1966/06/01 00:00,1966/06/01 00:01,['1966/06/01 00:00'],"['1966/06/01 00:00 [pubmed]', '1966/06/01 00:01 [medline]', '1966/06/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1966 Jun;11(6):34-40.,,,,,,
5990505,NLM,MEDLINE,19680410,20080116,0042-4846 (Print) 0042-4846 (Linking),43,7,1966 Jul,[Genetic aspects of resistance to leukosis].,35-7,"['Mochalovskii, A N', 'Shaposhnikova, A F']","['Mochalovskii AN', 'Shaposhnikova AF']",['rus'],['Journal Article'],Geneticheskie aspekty rezistentnosti k leikozam.,Russia (Federation),Veterinariia,Veterinariia,0412751,,IM,"['Animals', 'Cattle', '*Genetics', 'Leukemia/*veterinary', 'Mice']",1966/07/01 00:00,1966/07/01 00:01,['1966/07/01 00:00'],"['1966/07/01 00:00 [pubmed]', '1966/07/01 00:01 [medline]', '1966/07/01 00:00 [entrez]']",ppublish,Veterinariia. 1966 Jul;43(7):35-7.,,,,,,
5990325,NLM,MEDLINE,19680408,20060328,0026-4946 (Print) 0026-4946 (Linking),18,23,1966 Aug 11,[Mycoplasmas and acute infantile leukemia].,1238-44,"['Nigro, N', 'Benso, L', 'Bonenti, G']","['Nigro N', 'Benso L', 'Bonenti G']",['ita'],['Journal Article'],Micoplasmi e leucemia acuta infantile.,Italy,Minerva Pediatr,Minerva pediatrica,0400740,,IM,"['Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Leukemia/*microbiology', 'Male', 'Mycoplasma/*isolation & purification']",1966/08/11 00:00,1966/08/11 00:01,['1966/08/11 00:00'],"['1966/08/11 00:00 [pubmed]', '1966/08/11 00:01 [medline]', '1966/08/11 00:00 [entrez]']",ppublish,Minerva Pediatr. 1966 Aug 11;18(23):1238-44.,,,,,,
5990080,NLM,MEDLINE,19680406,20190711,0023-2173 (Print) 0023-2173 (Linking),44,11,1966 Jun 1,"[The electrophoretic separation of lactic acid dehydrogenase isoenzyme, non specific esterases and alkaline phosphatases from human blood cells].",637-40,"['Klein, U E', 'Loffler, H', 'Leuckfeld, E']","['Klein UE', 'Loffler H', 'Leuckfeld E']",['ger'],['Journal Article'],"Elektrophoretische Trennung von Milchsauredehydrogenase-Isoenzymen, unspezifischen Esterasen und alkalischen Phosphatasen aus menschlichen Blutzellen.",Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,"['0 (Acrylates)', '0 (Gels)', '0 (Isoenzymes)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)', 'EC 3.1.- (Esterases)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Acrylates', 'Alkaline Phosphatase/*blood', 'Blood Platelets/*enzymology', 'Electrophoresis', 'Esterases/*blood', 'Gels', 'Humans', 'Isoenzymes', 'L-Lactate Dehydrogenase/*blood', 'Leukemia/*blood', 'Leukocytes/*enzymology']",1966/06/01 00:00,1966/06/01 00:01,['1966/06/01 00:00'],"['1966/06/01 00:00 [pubmed]', '1966/06/01 00:01 [medline]', '1966/06/01 00:00 [entrez]']",ppublish,Klin Wochenschr. 1966 Jun 1;44(11):637-40. doi: 10.1007/BF01745895.,['10.1007/BF01745895 [doi]'],,,,,
5990030,NLM,MEDLINE,19680404,20041117,0049-6804 (Print) 0049-6804 (Linking),3,,1966 Mar,[On combined cancer with leukosis or leukemoid reactions].,29-33,"['Borin, Ia V', 'Iurkevich, S T']","['Borin IaV', 'Iurkevich ST']",['rus'],['Journal Article'],O sochetanii raka s leikozom ili leikemoidnoi reaktsiei.,Ukraine,Vrach Delo,Vrachebnoe delo,0413607,,IM,"['Adult', 'Bone Neoplasms/complications', 'Brain Neoplasms/complications', 'Female', 'Humans', 'Leukemia/*complications', 'Leukemoid Reaction/*complications', 'Leukocyte Count', 'Liver Neoplasms/complications', 'Middle Aged', 'Neoplasm Metastasis/*complications', 'Neoplasms/*complications/therapy', 'Stomach Neoplasms/complications']",1966/03/01 00:00,1966/03/01 00:01,['1966/03/01 00:00'],"['1966/03/01 00:00 [pubmed]', '1966/03/01 00:01 [medline]', '1966/03/01 00:00 [entrez]']",ppublish,Vrach Delo. 1966 Mar;3:29-33.,,,,,,
