PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,CI,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CIN,DEP,GR,CRF,PMC,EIN,CON,CN,TT,SI,RIN,PS,FPS,OID,OTO,OT,GN,LID,MID,IR,FIR,IRAD
15060748,NLM,MEDLINE,20040525,20211203,0939-5555 (Print) 0939-5555 (Linking),83,5,2004 May,Long term follow-up of Asian patients with chronic myeloid leukemia (CML) receiving allogeneic hematopoietic stem cell transplantation (HSCT) from HLA-identical sibling-evaluation of risks and benefits.,286-94,"Allogeneic hematopoietic stem cell transplantation (HSCT) is the only known curative therapy for patients with chronic myeloid leukemia (CML), but is associated with significant morbidity and mortality. The recent introduction of imatinib mesylate (STI-571) and reduced intensity transplant regimens has made the choice of primary treatment for patients with CML increasingly difficult. We have evaluated the outcome of 53 patients who have received allogeneic HSCT from human leukocyte antigen (HLA)-identical sibling donors between October 1985 and March 2002, determined the variables affecting the outcome, and tried to define indications for this aggressive approach. Successful engraftment occurred in 49 (98%) of evaluable patients. Acute graft-versus-host disease (GVHD) of grade II to IV severity was observed in 63% of the evaluable patients whereas the incidence of chronic GVHD was 57.5%. The Kaplan-Meier estimate of survival at 10 years was 54% [95% confidence interval (CI): 38-70%] and 31% (95% CI: 6-56%) for patients with first chronic phase and more advanced diseases, respectively. Multivariate analysis showed that younger age, absence of grade III-IV GVHD, the use of busulphan and cyclophosphamide (BuCy) as preparative regimen, and transplantation performed after January 1992 were factors associated with improved survival. Patients who were 30 years of age or younger who had transplantation done within 1 year after diagnosis during their first chronic phase of disease had a particularly good prognosis, with a probability of surviving 10 years of 72% (95% CI: 52-92%). We conclude that allogeneic HSCT remains a feasible option for Asian patients with CML. The most favorable outcome is observed in younger patients with early phase of the disease.",,"['Koh, L P', 'Hwang, W Y K', 'Tan, C H', 'Linn, Y C', 'Goh, Y T', 'Chuah, C T H', 'Ng, H J', 'Fook-Chong, S M C', 'Tan, P H C']","['Koh LP', 'Hwang WY', 'Tan CH', 'Linn YC', 'Goh YT', 'Chuah CT', 'Ng HJ', 'Fook-Chong SM', 'Tan PH']","['Bone Marrow Transplantation Program, Department of Haematology, Singapore General Hospital, Outram Road, 169608, Singapore. gheklp@sgh.gov.sg']",['eng'],"['Comparative Study', 'Journal Article']",Germany,Ann Hematol,Annals of hematology,9107334,['0 (HLA Antigens)'],IM,"['Adolescent', 'Adult', 'Asians', 'Cause of Death', 'Child', 'Child, Preschool', 'Feasibility Studies', 'Female', 'Follow-Up Studies', 'Graft vs Host Disease/epidemiology', 'HLA Antigens/*analysis', '*Hematopoietic Stem Cell Transplantation/mortality', '*Histocompatibility', 'Humans', 'Incidence', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*surgery', 'Male', 'Neoplasm Recurrence, Local', 'Prognosis', 'Risk Factors', 'Survival Analysis']",,2004/04/03 05:00,2004/05/27 05:00,['2004/04/03 05:00'],"['2003/05/17 00:00 [received]', '2003/10/09 00:00 [accepted]', '2004/04/03 05:00 [pubmed]', '2004/05/27 05:00 [medline]', '2004/04/03 05:00 [entrez]']",['10.1007/s00277-003-0810-2 [doi]'],ppublish,Ann Hematol. 2004 May;83(5):286-94. doi: 10.1007/s00277-003-0810-2. Epub 2003 Dec 23.,,20031223,,,,,,,,,,,,,,,,,,,,
15060738,NLM,MEDLINE,20040520,20181130,0344-5704 (Print) 0344-5704 (Linking),53,5,2004 May,"Broad-spectrum modulation of ATP-binding cassette transport proteins by the taxane derivatives ortataxel (IDN-5109, BAY 59-8862) and tRA96023.",363-9,"PURPOSE: The taxanes paclitaxel and docetaxel are substrates for P-glycoprotein (Pgp), an ATP-binding cassette (ABC) transport protein associated with multidrug resistance (MDR). In contrast, the synthetic taxane ortataxel (BAY 59-8862, IDN-5109) is effective against Pgp-expressing cells by virtue of modulation of Pgp-mediated transport. The synthetic taxane tRA96023 also modulates Pgp and is noncytotoxic due to removal of the tubulin-binding side chain at the C-13 position of the taxane backbone. We studied the effects of ortataxel and tRA96023 on the other MDR-associated ABC transport proteins, multidrug resistance protein (MRP-1) and breast cancer resistance protein (BCRP, MXR, ABCG2). METHODS: Modulation of mitoxantrone, daunorubicin and doxorubicin retention and cytotoxicity by ortataxel and tRA96023 was studied in established cell lines overexpressing Pgp, MRP-1 and wild type (BCRP(R482)) and mutant (BCRP(R482T)) BCRP, and was compared with modulation by the established Pgp-, MRP-1- and BCRP-specific modulators PSC-833, probenecid and fumitremorgin C, respectively. RESULTS: Ortataxel effectively modulated drug retention and cytotoxicity in cell lines overexpressing MRP-1 and BCRP(R482), in addition to Pgp. tRA96023 modulated drug retention and cytotoxicity in cell lines overexpressing BCRP(R482) and Pgp, but not those overexpressing MRP-1. Neither ortataxel nor tRA96023 modulated BCRP(R482T). CONCLUSIONS: The synthetic taxane derivatives ortataxel and tRA96023 are broad-spectrum ABC protein modulators. Further studies will seek to identify a noncytotoxic synthetic taxane that modulates Pgp, MRP-1 and BCRP.",,"['Minderman, Hans', 'Brooks, Tracy A', ""O'Loughlin, Kieran L"", 'Ojima, Iwao', 'Bernacki, Ralph J', 'Baer, Maria R']","['Minderman H', 'Brooks TA', ""O'Loughlin KL"", 'Ojima I', 'Bernacki RJ', 'Baer MR']","['Leukemia Section, Department of Medicine, Roswell Park Cancer Institute, Elm and Carlton Streets, Buffalo, New York 14263, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",Germany,Cancer Chemother Pharmacol,Cancer chemotherapy and pharmacology,7806519,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (ATP-Binding Cassette Transporters)', '0 (Antineoplastic Agents)', '0 (Bridged-Ring Compounds)', '0 (Taxoids)', '80168379AG (Doxorubicin)', '8H61Y4E29N (IDN 5109)', 'BZ114NVM5P (Mitoxantrone)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1/physiology', 'ATP-Binding Cassette Transporters/*drug effects', 'Antineoplastic Agents/*pharmacology', 'Bridged-Ring Compounds/*pharmacology', 'Cell Line, Tumor', 'Daunorubicin/pharmacokinetics', 'Doxorubicin/pharmacokinetics', 'Drug Resistance, Multiple', 'Humans', 'Mitoxantrone/pharmacokinetics', 'Taxoids/*pharmacology']",,2004/04/03 05:00,2004/05/21 05:00,['2004/04/03 05:00'],"['2003/04/25 00:00 [received]', '2003/10/24 00:00 [accepted]', '2004/04/03 05:00 [pubmed]', '2004/05/21 05:00 [medline]', '2004/04/03 05:00 [entrez]']",['10.1007/s00280-003-0745-2 [doi]'],ppublish,Cancer Chemother Pharmacol. 2004 May;53(5):363-9. doi: 10.1007/s00280-003-0745-2. Epub 2004 Jan 27.,,20040127,"['P30 CA16056/CA/NCI NIH HHS/United States', 'R01 CA73872/CA/NCI NIH HHS/United States', 'R01 GM42798/GM/NIGMS NIH HHS/United States', 'R21 CA098457/CA/NCI NIH HHS/United States', 'R21 CA89938/CA/NCI NIH HHS/United States', 'T32 CA09072-27/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,,,,,,
15060560,NLM,MEDLINE,20041207,20091103,0950-222X (Print) 0950-222X (Linking),18,10,2004 Oct,Immunolocalisation of leukaemia inhibitory factor in the cornea.,1006-9,"AIM: Leukaemia inhibitory factor (LIF) is a pleotrophic cytokine expressed in a variety of cell types, and have shown to regulate stem cell proliferation, vascular genesis, inflammation, and immunity in various locations. Expression of LIF and its role in the cornea have not been studied previously. In this study, we examined the expression of LIF in the cornea. MATERIALS AND METHOD: Immunohistochemistry was performed using polyclonal LIF antibodies, and Avidin-Biotin ABC complex on cultured human corneal epithelium corneal fibroblasts and wild-type murine corneal epithelium. RESULTS: LIF was detected in the cytoplasm of murine corneal epithelium, cultured human corneal epithelium, and fibroblasts. The expression of LIF was mainly cytoplasmic. CONCLUSION: LIF is expressed in the corneal epithelium and fibroblasts. It may have an important role in the maintenance of homeostasis of the corneal epithelium and cornea stroma. Further studies are necessary to elucidate the role of LIF in the cornea.",,"['Ramaesh, K', 'Ramaesh, T', 'West, J D', 'Dhillon, B']","['Ramaesh K', 'Ramaesh T', 'West JD', 'Dhillon B']","['Tennent Institute of Ophthalmology, Gartnaval General Hospital 1053, Great Western Road, Glasgow, G12 0YN, UK. k.ramaesh@talk21.com']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Eye (Lond),"Eye (London, England)",8703986,"['0 (Interleukin-6)', '0 (LIF protein, human)', '0 (Leukemia Inhibitory Factor)', '0 (Lif protein, mouse)']",IM,"['Animals', 'Cells, Cultured', 'Cornea/*chemistry', 'Cytoplasm/chemistry', 'Epithelial Cells/chemistry', 'Epithelium, Corneal/chemistry', 'Fibroblasts/chemistry', 'Humans', 'Immunoenzyme Techniques', 'Interleukin-6/*analysis', 'Leukemia Inhibitory Factor', 'Mice']",,2004/04/03 05:00,2004/12/16 09:00,['2004/04/03 05:00'],"['2004/04/03 05:00 [pubmed]', '2004/12/16 09:00 [medline]', '2004/04/03 05:00 [entrez]']","['10.1038/sj.eye.6701394 [doi]', '6701394 [pii]']",ppublish,Eye (Lond). 2004 Oct;18(10):1006-9. doi: 10.1038/sj.eye.6701394.,,,,,,,,,,,,,,,,,,,,,,
15060506,NLM,MEDLINE,20040511,20171116,0009-9236 (Print) 0009-9236 (Linking),75,4,2004 Apr,Methylated metabolites of 6-mercaptopurine are associated with hepatotoxicity.,274-81,"BACKGROUND: Hepatotoxicity with elevation of aminotransferase levels is common during combined methotrexate and thiopurine therapy. However, the mechanism of hepatotoxicity induced by these drugs remains obscure. We have investigated the relationship of a rise in aminotransferase levels to erythrocyte levels of methotrexate and its polyglutamates, 6-thioguanine nucleotides, the major cytotoxic metabolites of 6-mercaptopurine, and methylated metabolites of 6-mercaptopurine generated by thiopurine methyltransferase in competition with the formation of 6-thioguanine nucleotides. METHOD: Weighted means of alanine aminotransferase levels and metabolites of methotrexate and 6-mercaptopurine were calculated from a total of 929 blood samples from 43 patients with acute lymphoblastic leukemia during maintenance therapy with methotrexate and 6-mercaptopurine. RESULTS: Weighted means of aminotransferase levels were significantly related to the average doses of 6-mercaptopurine (r(s) = 0.60, P <.001), erythrocyte levels of methylated metabolites of 6-mercaptopurine (r(s) = 0.63, P <.001), and thiopurine methyltransferase activity (r(s) = 0.32, P =.03). Weighted means of aminotransferase levels were negatively correlated with erythrocyte levels of 6-thioguanine nucleotides and were not related to the average doses of methotrexate or erythrocyte levels of methotrexate and its polyglutamates. CONCLUSION: It was found that 6-mercaptopurine and its methylated metabolites are correlated with the degree of hepatotoxicity during methotrexate and 6-mercaptopurine maintenance therapy. Further studies are needed to explore whether aminotransferase levels could be used as a surrogate marker for methylated metabolites of 6-mercaptopurine and thus to evaluate 6-mercaptopurine treatment compliance.",,"['Nygaard, Ulrikka', 'Toft, Nina', 'Schmiegelow, Kjeld']","['Nygaard U', 'Toft N', 'Schmiegelow K']","['The Pediatric Clinic II, The University Hospital of Copenhagen, Rigshospitalet, Copenhagen, Denmark. Ulrikka@dadlnet.dk']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Clin Pharmacol Ther,Clinical pharmacology and therapeutics,0372741,"['0 (Antimetabolites, Antineoplastic)', 'E7WED276I5 (Mercaptopurine)', 'EC 2.6.1.2 (Alanine Transaminase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Alanine Transaminase/drug effects/*metabolism', 'Antimetabolites, Antineoplastic/administration & dosage', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/*adverse effects/metabolism', '*Chemical and Drug Induced Liver Injury', 'Cohort Studies', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Enzyme Activation/drug effects', 'Female', 'Humans', 'Liver/drug effects', 'Liver Function Tests', 'Male', 'Maximum Tolerated Dose', 'Mercaptopurine/*administration & dosage', 'Methotrexate/*administration & dosage', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/diagnosis/drug therapy', 'Predictive Value of Tests', 'Probability', 'Risk Assessment', 'Severity of Illness Index']",,2004/04/03 05:00,2004/05/12 05:00,['2004/04/03 05:00'],"['2004/04/03 05:00 [pubmed]', '2004/05/12 05:00 [medline]', '2004/04/03 05:00 [entrez]']","['10.1016/j.clpt.2003.12.001 [doi]', 'S0009923603007434 [pii]']",ppublish,Clin Pharmacol Ther. 2004 Apr;75(4):274-81. doi: 10.1016/j.clpt.2003.12.001.,,,,,,,,,,,,,,,,,,,,,,
15060425,NLM,MEDLINE,20050104,20190917,0957-5235 (Print) 0957-5235 (Linking),15,3,2004 Apr,"Successful control of massive coumarol-induced acute upper gastrointestinal bleeding and correction of prothrombin time by recombinant active factor VII (Eptacog-alpha, NovoSeven) in a patient with a prosthetic aortic valve and two malignancies (chronic lymphoid leukaemia and lung cancer).",265-7,"Severe, life-threatening acute upper gastrointestinal bleeding may occasionally occur in patients receiving coumarol prophylaxis for prosthetic heart valves. These patients are exposed to two potential, serious risks: bleeding due to the severe blood loss induced by excessive anticoagulant effect or as a consequence of the cessation of anticoagulation subsequent thrombotic occlusion of the valve and loss of patency. Herein a short case report is presented. The elderly male patient had a prosthetic valve in the aortic position and also suffered from two malignant diseases: chronic lymphocytic leukaemia and a more recently developed lung cancer with metastatic spread into both lungs. The patient had a major gastrointestinal bleed, leading to a sudden fall of haematocrit (0.09), and to a collapse of peripheral circulation due to too excessive a coumarol effect (International Normalized Ratio > 8). An acute left ventricular failure developed during the early period of the emergency blood transfusion, so the correction of prothrombin time by fresh-frozen plasma (due to the large volume requirement) was not feasible. The patient received 50 microg/kg intravenous bolus of NovoSeven (recombinant active factor VII) in an almost desperate situation. The International Normalized Ratio changed to 2.1 in 30 min; bleeding had stopped immediately. There was neither evidence of disseminated intravascular coagulation (in spite of the age and underlying diseases) nor loss of valve patency or infective endocarditis during follow-up. This modest report may call attention to the potential use of recombinant active factor VII in the coumarol-induced severe bleeding episodes of prosthetic heart valve patients.",,"['Udvardy, Miklos', 'Telek, Bela', 'Mezey, Gabriella', 'Batar, Peter', 'Altorjay, Istvan']","['Udvardy M', 'Telek B', 'Mezey G', 'Batar P', 'Altorjay I']","['2nd Department of Medicine, University Health and Medical Science Centre, Debrecen University, Hungary. mudvardy@jaguar.dote.hu']",['eng'],"['Case Reports', 'Journal Article']",England,Blood Coagul Fibrinolysis,Blood coagulation & fibrinolysis : an international journal in haemostasis and thrombosis,9102551,"['0 (Coumarins)', '0 (Recombinant Proteins)', '9001-25-6 (Factor VII)', 'AC71R787OV (recombinant FVIIa)', 'EC 3.4.21.21 (Factor VIIa)']",IM,"['Acute Disease', 'Aged', 'Aortic Valve', 'Coumarins/*adverse effects', 'Factor VII/*therapeutic use', 'Factor VIIa', 'Gastrointestinal Hemorrhage/*chemically induced/drug therapy', 'Heart Valve Prosthesis/*adverse effects', 'Humans', 'International Normalized Ratio', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications', 'Lung Neoplasms/*complications', 'Male', 'Premedication', 'Prothrombin Time', 'Recombinant Proteins/*therapeutic use', 'Upper Gastrointestinal Tract', 'Ventricular Dysfunction, Left']",,2004/04/03 05:00,2005/01/05 09:00,['2004/04/03 05:00'],"['2004/04/03 05:00 [pubmed]', '2005/01/05 09:00 [medline]', '2004/04/03 05:00 [entrez]']","['00001721-200404000-00012 [pii]', '10.1097/00001721-200404000-00012 [doi]']",ppublish,Blood Coagul Fibrinolysis. 2004 Apr;15(3):265-7. doi: 10.1097/00001721-200404000-00012.,,,,,,,,,,,,,,,,,,,,,,
15060424,NLM,MEDLINE,20050104,20190917,0957-5235 (Print) 0957-5235 (Linking),15,3,2004 Apr,Successful treatment of massive gastrointestinal hemorrhage in acute biphenotypic leukemia with recombinant factor VIIa (NovoSeven).,261-3,"Acute biphenotypic leukemia is a very rare malignancy of childhood. Hemorrhage is a frequent complication of these patients. An 18-year-old-male with acute biphenotypic leukemia developed massive gastrointestinal bleeding that was thought to be due to thrombocytopenia during chemotherapy-induced pancytopenia and did not respond to conventional therapy. Although the prothrombin time and the partial thromboplastin time were within normal limits, inspired by the success in thrombocytopenia and platelet function disorders we decided to use recombinant activated factor VII (rFVIIa) as a last resort. After using a single dose (65 microg/kg) of rFVIIa on the fifth day of bleeding, the bleeding ceased immediately. rFVIIa may be a novel therapeutic alternative in leukemia or chemotherapy-associated massive bleeding.",,"['Zulfikar, Bulent', 'Kayiran, Sinan Mahir']","['Zulfikar B', 'Kayiran SM']","['Department of Pediatric Oncology/Hematology, Oncology Institute, Istanbul University, Istanbul, Turkey. bzulfikar@superonline.com']",['eng'],"['Case Reports', 'Journal Article']",England,Blood Coagul Fibrinolysis,Blood coagulation & fibrinolysis : an international journal in haemostasis and thrombosis,9102551,"['0 (Recombinant Proteins)', '9001-25-6 (Factor VII)', 'AC71R787OV (recombinant FVIIa)', 'EC 3.4.21.21 (Factor VIIa)']",IM,"['Acute Disease', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Factor VII/*therapeutic use', 'Factor VIIa', 'Fatal Outcome', 'Gastrointestinal Hemorrhage/*drug therapy/*etiology', 'Hemostasis', 'Humans', 'Leukemia/*complications/drug therapy', 'Lung Diseases', 'Male', 'Recombinant Proteins/*therapeutic use', 'Treatment Outcome']",,2004/04/03 05:00,2005/01/05 09:00,['2004/04/03 05:00'],"['2004/04/03 05:00 [pubmed]', '2005/01/05 09:00 [medline]', '2004/04/03 05:00 [entrez]']","['00001721-200404000-00011 [pii]', '10.1097/00001721-200404000-00011 [doi]']",ppublish,Blood Coagul Fibrinolysis. 2004 Apr;15(3):261-3. doi: 10.1097/00001721-200404000-00011.,,,,,,,,,,,,,,,,,,,,,,
15060423,NLM,MEDLINE,20050104,20211203,0957-5235 (Print) 0957-5235 (Linking),15,3,2004 Apr,An idiopathic skin eruption resembling a butterfly rash in a septic patient with disseminated intravascular coagulation following bone marrow transplantation.,255-9,"A 31-year-old man who underwent chemotherapy and bone marrow transplantation to treat acute myeloblastic leukemia was admitted to our department complaining of high fever and hypotension. His physical examination revealed warm shock state, eruptions resembling that seen in systemic lupus erythematosus on his face and cyanosis in his fingers. We diagnosed septic shock and idiopathic skin eruption on his face. Following treatment with blood transfusion, anticoagulant, antibiotics, respirator and continuous arteriovenous hemofiltration and dialysis, the patient's condition gradually improved. The eruptions on his face first observed at admission progressed with a worsening of his disseminated intravascular coagulation (DIC), and subsided with an improvement in his DIC. A biopsy of the eruption was taken and pathological findings of the eruption revealed multiple micro-fibrin depositions of the dermis. The skin necrosis in purpura fulminans often begins in the distal extremities. But our patient developed this uncommon skin eruption on his face. Patients with an idiopathic skin eruption resembling a butterfly rash in a septic patient should be considered to complicate DIC as in the present case.",,"['Ontachi, Yasuo', 'Asakura, Hidesaku', 'Funada, Hisashi', 'Takami, Akiyoshi', 'Saito, Masanori', 'Morishita, Eriko', 'Yamazaki, Masahide', 'Mizutani, Tomoe', 'Kaneda, Minori', 'Ito, Takako', 'Nakao, Shinji']","['Ontachi Y', 'Asakura H', 'Funada H', 'Takami A', 'Saito M', 'Morishita E', 'Yamazaki M', 'Mizutani T', 'Kaneda M', 'Ito T', 'Nakao S']","['Department of Internal Medicine (III), Kanazawa University School of Medicine, Takaramachi 13-1, Kanazawa 920-8641, Japan. onta@yu.incl.ne.jp']",['eng'],"['Case Reports', 'Journal Article']",England,Blood Coagul Fibrinolysis,Blood coagulation & fibrinolysis : an international journal in haemostasis and thrombosis,9102551,['9001-31-4 (Fibrin)'],IM,"['Adult', 'Bone Marrow Transplantation/*adverse effects', 'Disseminated Intravascular Coagulation/*complications/etiology', 'Exanthema/diagnosis/*etiology/pathology', 'Face', 'Fibrin/metabolism', 'Humans', 'IgA Vasculitis/etiology/pathology', 'Leukemia, Myeloid, Acute/complications/therapy', 'Male', 'Necrosis', 'Sepsis/*complications/diagnosis/therapy']",,2004/04/03 05:00,2005/01/05 09:00,['2004/04/03 05:00'],"['2004/04/03 05:00 [pubmed]', '2005/01/05 09:00 [medline]', '2004/04/03 05:00 [entrez]']","['00001721-200404000-00010 [pii]', '10.1097/00001721-200404000-00010 [doi]']",ppublish,Blood Coagul Fibrinolysis. 2004 Apr;15(3):255-9. doi: 10.1097/00001721-200404000-00010.,,,,,,,,,,,,,,,,,,,,,,
15060419,NLM,MEDLINE,20050104,20190917,0957-5235 (Print) 0957-5235 (Linking),15,3,2004 Apr,Assessment of platelet activation in myeloproliferative disorders with complementary techniques.,235-40,"Bleeding and thrombosis in myeloproliferative disorders (MPD) are common events, sometimes both are present in the same patient during the course of the disease. Platelet activation in patients with MPD is often suggested. The present study analyses the presence of circulating activated platelets, using simultaneously flow cytometry and aggregometric studies in MPD. We studied 28 patients: 13 with polycythaemia vera, seven with essential thrombocythaemia, and eight chronic myeloid leukaemia. We performed functional tests, aggregation and adenosine triphosphate (ATP) release and flow cytometric assays (mepacrine staining and platelet activation markers CD62, CD63 and fibrinogen binding (B-FG)). Twenty-one MPD samples (75%) had reduced aggregation and ATP release. Acquired delta-SPD was detected in 11 of 28 MPD patients (39%), and we found no association between reduced mepacrine labelling and abnormal ATP release. High levels of activation markers were obtained: CD62 in 19 of 28 patients (68%), CD63 in 13 of 28 patients (46%) and B-FG in 19 of 28 patients (68%). The most prevalent abnormality was a reduced aggregation and ATP release. The lack of association between ATP release and mepacrine labelling suggests that other mechanisms, besides the deficit of intraplatelet ATP/adenosine diphosphate, might occur. High levels of activation markers were also observed. We conclude that both tests are complementary and necessary to understand the functional status of platelets in MPD.",,"['Bermejo, Emilse', 'Alberto, Maria F', 'Meschengieser, Susana S', 'Lazzari, Maria A']","['Bermejo E', 'Alberto MF', 'Meschengieser SS', 'Lazzari MA']","['Department of Thrombosis and Haemostasis, Haematological Research Institute, National Academy of Medicine, Buenos Aires, Argentina. emilse@hematologia.anm.edu.ar']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Blood Coagul Fibrinolysis,Blood coagulation & fibrinolysis : an international journal in haemostasis and thrombosis,9102551,"['0 (Biomarkers)', '8L70Q75FXE (Adenosine Triphosphate)']",IM,"['Adenosine Triphosphate/metabolism', 'Adult', 'Aged', 'Biomarkers/blood', 'Female', 'Flow Cytometry/methods', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/blood', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/*blood', 'Nephelometry and Turbidimetry/methods', '*Platelet Activation', 'Platelet Function Tests/methods', 'Polycythemia Vera/blood', 'Thrombocythemia, Essential/blood']",,2004/04/03 05:00,2005/01/05 09:00,['2004/04/03 05:00'],"['2004/04/03 05:00 [pubmed]', '2005/01/05 09:00 [medline]', '2004/04/03 05:00 [entrez]']","['00001721-200404000-00006 [pii]', '10.1097/00001721-200404000-00006 [doi]']",ppublish,Blood Coagul Fibrinolysis. 2004 Apr;15(3):235-40. doi: 10.1097/00001721-200404000-00006.,,,,,,,,,,,,,,,,,,,,,,
15060210,NLM,MEDLINE,20040601,20111117,1098-4275 (Electronic) 0031-4005 (Linking),113,4 Suppl,2004 Apr,Trends in environmentally related childhood illnesses.,1133-40,"Tracking incidence or prevalence of diseases and using that information to target interventions is a well-established strategy for improving public health. The need to track environmentally mediated chronic diseases is increasingly recognized. Trends in childhood illnesses are 1 element of a framework for children's environmental health indicators, which also includes trends in contaminants in the environment and in concentrations of contaminants in bodies of children and their mothers. This article presents data on 3 groups of important childhood diseases or disorders that seem to be caused or exacerbated, at least in part, by exposure to environmental agents and for which nationally representative data are available. They are asthma, childhood cancers, and neurodevelopmental disorders. Data were used from the National Health Interview Survey for asthma and neurodevelopmental disorders; the Surveillance, Epidemiology, and End Results Program for childhood cancer incidence; and the National Vital Statistics System for childhood cancer mortality. The prevalence of children with asthma doubled between 1980 and 1995, from 3.6% in 1980 to 7.5% in 1995. The annual incidence of childhood cancer increased from 1975 until approximately 1990 and seems to have become fairly stable since. Childhood cancer mortality has declined substantially during the past 25 years. Incidence of certain types of cancers has increased since 1974, including acute lymphoblastic leukemia, central nervous system tumors, and non-Hodgkin's lymphoma. Approximately 6.7% of children aged 5 to 17 were reported to have attention-deficit/hyperactivity disorder in 1997-2000, and approximately 6 of every 1000 children were reported to have received a diagnosis of mental retardation during the same period.",,"['Woodruff, Tracey J', 'Axelrad, Daniel A', 'Kyle, Amy D', 'Nweke, Onyemaechi', 'Miller, Gregory G', 'Hurley, Bradford J']","['Woodruff TJ', 'Axelrad DA', 'Kyle AD', 'Nweke O', 'Miller GG', 'Hurley BJ']","['United States Environmental Protection Agency, San Francisco, California 94105, USA. woodruff.tracey@epa.gov']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S."", 'Review']",United States,Pediatrics,Pediatrics,0376422,,IM,"['Adolescent', 'Asthma/*epidemiology', 'Attention Deficit Disorder with Hyperactivity/*epidemiology', 'Child', 'Child, Preschool', 'Developmental Disabilities/epidemiology', 'Environmental Health', 'Environmental Illness/*epidemiology', 'Humans', 'Incidence', 'Infant', 'Intellectual Disability/*epidemiology', 'Neoplasms/*epidemiology', 'Prevalence', 'United States/epidemiology']",75,2004/04/03 05:00,2004/06/02 05:00,['2004/04/03 05:00'],"['2004/04/03 05:00 [pubmed]', '2004/06/02 05:00 [medline]', '2004/04/03 05:00 [entrez]']",,ppublish,Pediatrics. 2004 Apr;113(4 Suppl):1133-40.,,,,,,,,,,,,,,,,,,,,,,
15060186,NLM,MEDLINE,20040601,20041117,1098-4275 (Electronic) 0031-4005 (Linking),113,4 Suppl,2004 Apr,"How environmental hazards in childhood have been discovered: carcinogens, teratogens, neurotoxicants, and others.",945-51,"Review of the literature reveals that environmental hazards cause adverse health effects that include sterility, infertility, embryotoxicity, low birth weight, skin lesions, neurodevelopmental defects, immunologic disorders, cancer, and fear of late effects. They have been identified mostly by astute practitioners but also by a bacteriologist, an animal experimentalist, 5 factory workers in childless marriages, and a tipsy bystander in an economically impoverished area of Baltimore. Dust on a parent's work clothes has transported a hazard at work to a hazard at home (lead, asbestos, and chlordecone). Causality is established by showing a dose-response effect and reproducing the effect in studies of other exposed groups or by using another epidemiologic method, eg, prospective instead of retrospective study. Also, the findings should be biologically plausible and not attributable to a concomitant variable such as cigarette smoking. Contrary to front-page newspaper headlines, incidence rates for childhood leukemia are not rising. Preserving specimens for future studies has been valuable: blood from people who were exposed to dioxin in Seveso, Italy; mummified umbilical cords containing methyl mercury at Minamata Bay, Japan; and Guthrie dried blood spots to screen retrospectively for 43 genetic disorders and a specific prenatal cytogenetic abnormality in some children with 1 form of leukemia. Recommendations are given for enhancing interest in environmental hazards and their discovery by clinicians.",,"['Miller, Robert W']",['Miller RW'],"['Clinical Genetics Branch, National Cancer Institute, Bethesda, Maryland, USA. millerro@mail.nih.gov']",['eng'],"['Historical Article', 'Journal Article']",United States,Pediatrics,Pediatrics,0376422,"['0 (Carcinogens)', '0 (Hazardous Substances)', '0 (Neurotoxins)', '0 (Pesticides)', '0 (Teratogens)']",IM,"['Biomedical Research/*history', 'Carcinogens/adverse effects/history', 'Causality', 'Child', 'Epidemiology/history', 'Evidence-Based Medicine/history', 'Hazardous Substances/*history', 'History, 20th Century', 'Humans', 'Neoplasms/chemically induced', 'Neurotoxins/adverse effects/history', 'Pediatrics/history', 'Pesticides/history/toxicity', 'Teratogens/history/toxicity']",,2004/04/03 05:00,2004/06/02 05:00,['2004/04/03 05:00'],"['2004/04/03 05:00 [pubmed]', '2004/06/02 05:00 [medline]', '2004/04/03 05:00 [entrez]']",,ppublish,Pediatrics. 2004 Apr;113(4 Suppl):945-51.,,,,,,,,,,,,,,,,,,,,,,
