PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,AB,PMC,RF,TT,PS,FPS
4602089,NLM,MEDLINE,19740928,20211203,0002-9173 (Print) 0002-9173 (Linking),62,2,1974 Aug,Areas of relationship between immunology and clinical oncology.,224-42,"['Southam, C M']",['Southam CM'],['eng'],"['Journal Article', 'Review']",England,Am J Clin Pathol,American journal of clinical pathology,0370470,"['0 (Antigens, Neoplasm)', '0 (Antineoplastic Agents)', '0 (Carcinoembryonic Antigen)', '0 (Chorionic Gonadotropin)', '0 (Fetal Proteins)', '56-49-5 (Methylcholanthrene)']",IM,"['Adenocarcinoma/blood', 'Allergy and Immunology', 'Animals', 'Antigens, Neoplasm', 'Antineoplastic Agents/adverse effects/therapeutic use', 'Carcinoembryonic Antigen/analysis', 'Choriocarcinoma/blood', 'Chorionic Gonadotropin/blood', 'Female', 'Fetal Proteins/analysis', 'Humans', 'Iatrogenic Disease', 'Immunity', 'Immunosuppression Therapy', 'Leukemia/immunology', 'Liver Neoplasms/blood', 'Lymphoma/immunology', 'Methylcholanthrene', 'Neoplasm Transplantation', 'Neoplasms/diagnosis/drug therapy/epidemiology/genetics/*immunology/mortality', 'Neoplasms, Experimental/chemically induced', 'Pregnancy', 'Prognosis', 'Transplantation Immunology']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",['10.1093/ajcp/62.2.224 [doi]'],ppublish,Am J Clin Pathol. 1974 Aug;62(2):224-42. doi: 10.1093/ajcp/62.2.224.,,,83,,,
4602087,NLM,MEDLINE,19740928,20211203,0002-9173 (Print) 0002-9173 (Linking),62,2,1974 Aug,Transplantation of bone marrow in refractory marrow failure and neoplastic diseases.,212-7,"['Storb, R', 'Thomas, E D', 'Buckner, C D', 'Clift, R A', 'Fefer, A', 'Glucksberg, H', 'Neiman, P E']","['Storb R', 'Thomas ED', 'Buckner CD', 'Clift RA', 'Fefer A', 'Glucksberg H', 'Neiman PE']",['eng'],['Journal Article'],England,Am J Clin Pathol,American journal of clinical pathology,0370470,"['0 (Cobalt Radioisotopes)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Anemia, Aplastic/*therapy', 'Animals', '*Bone Marrow Cells', '*Bone Marrow Transplantation', 'Cobalt Radioisotopes', 'Cyclophosphamide/therapeutic use', 'Female', 'Goats/immunology', 'Histocompatibility', 'Humans', 'Immunosuppression Therapy', 'Immunotherapy', 'Leukemia, Lymphoid/drug therapy/mortality/radiotherapy/therapy', 'Leukemia, Myeloid, Acute/drug therapy/mortality', 'Lymphocyte Transfusion', 'Male', 'Neoplasm Recurrence, Local/therapy', 'Neoplasms/*therapy', 'Pregnancy', 'Rabbits', 'Transplantation, Homologous', 'Twins']",1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",['10.1093/ajcp/62.2.212 [doi]'],ppublish,Am J Clin Pathol. 1974 Aug;62(2):212-7. doi: 10.1093/ajcp/62.2.212.,,,,,,
4601850,NLM,MEDLINE,19740917,20191022,0037-198X (Print) 0037-198X (Linking),9,3,1974 Jul,Skeletal manifestations of the lymphomas and leukemias.,229-40,"['Pear, B L']",['Pear BL'],['eng'],"['Journal Article', 'Review']",United States,Semin Roentgenol,Seminars in roentgenology,0053252,,IM,"['Adolescent', 'Adult', 'Age Factors', 'Bone Marrow Diseases/diagnostic imaging', 'Bone Neoplasms/diagnostic imaging', 'Bone Resorption/diagnostic imaging/etiology', 'Bone and Bones/*diagnostic imaging/pathology', 'Burkitt Lymphoma/diagnostic imaging', 'Child', 'Child, Preschool', 'Female', 'Hodgkin Disease/classification/complications/*diagnostic imaging/immunology', 'Humans', 'Infant', 'Leukemia/complications/*diagnostic imaging', 'Leukemia, Myeloid/complications/diagnostic imaging', 'Lymphoma/classification/complications/*diagnostic imaging', 'Lymphoma, Large B-Cell, Diffuse/diagnostic imaging', 'Male', 'Middle Aged', 'Neoplasm Metastasis/diagnostic imaging', 'Osteoporosis/diagnostic imaging/etiology', 'Osteosclerosis/diagnostic imaging/etiology', 'Radiography']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']","['0037-198X(74)90020-0 [pii]', '10.1016/0037-198x(74)90020-0 [doi]']",ppublish,Semin Roentgenol. 1974 Jul;9(3):229-40. doi: 10.1016/0037-198x(74)90020-0.,,,26,,,
4601750,NLM,MEDLINE,19740917,20190609,0006-3002 (Print) 0006-3002 (Linking),353,2,1974 Jun 27,The incomplete separation of complementary strands of high molecular weight DNA in alkali.,200-14,"['Jolley, G M', 'Ormerod, M G']","['Jolley GM', 'Ormerod MG']",['eng'],"['Comparative Study', 'Journal Article']",Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (Carbon Radioisotopes)', '0 (DNA, Neoplasm)', '0 (DNA, Viral)', '10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",IM,"['Animals', 'Carbon Radioisotopes', 'Cell Line', 'Centrifugation, Density Gradient', 'Coliphages/metabolism', 'DNA Replication', 'DNA, Neoplasm/*biosynthesis/radiation effects', 'DNA, Viral/*biosynthesis', 'Escherichia coli', 'Evaluation Studies as Topic', 'Hydrogen-Ion Concentration', 'Isotope Labeling', 'Leukemia, Lymphoid', 'Mathematics', 'Methods', 'Mice', 'Molecular Weight', 'Nucleic Acid Conformation', 'Nucleic Acid Denaturation', 'Nucleic Acid Renaturation', 'Radiation Effects', 'Thymidine', 'Time Factors', 'Tritium']",1974/06/27 00:00,1974/06/27 00:01,['1974/06/27 00:00'],"['1974/06/27 00:00 [pubmed]', '1974/06/27 00:01 [medline]', '1974/06/27 00:00 [entrez]']","['0005-2787(74)90185-3 [pii]', '10.1016/0005-2787(74)90185-3 [doi]']",ppublish,Biochim Biophys Acta. 1974 Jun 27;353(2):200-14. doi: 10.1016/0005-2787(74)90185-3.,,,,,,
4601672,NLM,MEDLINE,19740919,20160630,0069-0112 (Print) 0069-0112 (Linking),58,3,1974 May-Jun,High-dose cyclophosphamide (NSC-26271) therapy in childhood acute leukemia.,417-9,"['Steuber, C P', 'Fernbach, D J', 'Starling, K A', 'Falletta, J M']","['Steuber CP', 'Fernbach DJ', 'Starling KA', 'Falletta JM']",['eng'],"['Clinical Trial', 'Journal Article']",United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,['8N3DW7272P (Cyclophosphamide)'],IM,"['Adolescent', 'Blood Cell Count', 'Bone Marrow/pathology', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Cyclophosphamide/administration & dosage/adverse effects/*therapeutic use', 'Humans', 'Leukemia/blood/*drug therapy/pathology', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid/drug therapy', 'Leukocyte Count', 'Time Factors']",1974/05/01 00:00,1974/05/01 00:01,['1974/05/01 00:00'],"['1974/05/01 00:00 [pubmed]', '1974/05/01 00:01 [medline]', '1974/05/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1974 May-Jun;58(3):417-9.,,,,,,
4601550,NLM,MEDLINE,19740913,20151119,0035-3973 (Print) 0035-3973 (Linking),11,1,1974,[Radioactive labeled colloid clearance in patients with diseases of the liver and reticuloendothelial system].,75-81,"['Haubold, U', 'Truber, E']","['Haubold U', 'Truber E']",['ger'],['Journal Article'],Romania,Rev Roum Med Intern,Revue roumaine de medecine interne (1964),7502194,['0 (Colloids)'],IM,"['*Colloids/metabolism', 'Hodgkin Disease/diagnosis', 'Humans', 'Leukemia, Lymphoid/diagnosis', 'Leukemia, Myeloid/diagnosis', 'Liver Diseases/*diagnosis', 'Liver Neoplasms/*diagnosis', 'Lymphoma/*diagnosis', 'Lymphoma, Large B-Cell, Diffuse/diagnosis', 'Lymphoma, Non-Hodgkin/diagnosis', 'Polycythemia Vera/diagnosis', 'Radioisotope Dilution Technique', '*Radionuclide Imaging']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",,ppublish,Rev Roum Med Intern. 1974;11(1):75-81.,,,,Die Clearanceradioaktiv markierter Kolloide bei Erkrankungen der Leber und des reticuloendothelialen Systems,,
4601539,NLM,MEDLINE,19740913,20190816,0012-1622 (Print) 0012-1622 (Linking),16,3,1974 Jun,Communication between children and doctors.,279-85,"['MacCarthy, D']",['MacCarthy D'],['eng'],['Journal Article'],England,Dev Med Child Neurol,Developmental medicine and child neurology,0006761,,IM,"['Child', 'Child, Preschool', '*Communication', 'Female', 'Humans', 'Infant', 'Leukemia', 'Male', 'Methods', 'Movement Disorders', 'Nonverbal Communication', '*Pediatrics', 'Persuasive Communication', '*Physician-Patient Relations', 'Spinal Dysraphism']",1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",['10.1111/j.1469-8749.1974.tb03338.x [doi]'],ppublish,Dev Med Child Neurol. 1974 Jun;16(3):279-85. doi: 10.1111/j.1469-8749.1974.tb03338.x.,,,,,,
4601064,NLM,MEDLINE,19740903,20171116,0032-3756 (Print) 0032-3756 (Linking),29,23,1974 Jun 10,"[Danger of hyperuricemia in the treatment of acute leukemia, lymphosarcoma and reticulosarcoma].",1005-6,"['Armata, J']",['Armata J'],['pol'],"['Journal Article', 'Review']",Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,"['0 (Antineoplastic Agents)', '268B43MJ25 (Uric Acid)', '63CZ7GJN5I (Allopurinol)', 'E7WED276I5 (Mercaptopurine)', 'EC 1.17.3.2 (Xanthine Oxidase)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Acute Disease', 'Allopurinol/pharmacology', 'Antineoplastic Agents/*adverse effects/therapeutic use', 'Child', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Lymphoma, Non-Hodgkin/*drug therapy', 'Mercaptopurine/adverse effects', 'Methotrexate/adverse effects', 'Prednisone/adverse effects', 'Uric Acid/*blood', 'Xanthine Oxidase/antagonists & inhibitors']",1974/06/10 00:00,1974/06/10 00:01,['1974/06/10 00:00'],"['1974/06/10 00:00 [pubmed]', '1974/06/10 00:01 [medline]', '1974/06/10 00:00 [entrez]']",,ppublish,Pol Tyg Lek. 1974 Jun 10;29(23):1005-6.,,,17,"O niebezpieczenstwie hiperuricemii w leczeniu ostrej bialaczki, miesaka limfatycznego i siateczki",,
4600910,NLM,MEDLINE,19740906,20190501,0007-1447 (Print) 0007-1447 (Linking),2,5920,1974 Jun 22,Simultaneous occurrence of acute myeloblastic leukaemia and multiple myeloma without previous chemotherapy.,642-3,"['Tursz, T', 'Flandrin, G', 'Brouet, J C', 'Briere, J', 'Seligmann, M']","['Tursz T', 'Flandrin G', 'Brouet JC', 'Briere J', 'Seligmann M']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,"['0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)']",IM,"['Aged', 'Blood Protein Electrophoresis', 'Bone Marrow/immunology/pathology', 'Bone Marrow Cells', 'Fluorescent Antibody Technique', 'Humans', 'Immunoglobulin A/analysis', 'Immunoglobulin G/analysis', 'Immunoglobulin M/analysis', 'Leukemia, Myeloid, Acute/*complications/immunology/pathology', 'Male', 'Multiple Myeloma/*complications/immunology/pathology', 'Plasma Cells', 'Spleen/pathology']",1974/06/22 00:00,1974/06/22 00:01,['1974/06/22 00:00'],"['1974/06/22 00:00 [pubmed]', '1974/06/22 00:01 [medline]', '1974/06/22 00:00 [entrez]']",['10.1136/bmj.2.5920.642 [doi]'],ppublish,Br Med J. 1974 Jun 22;2(5920):642-3. doi: 10.1136/bmj.2.5920.642.,The simultaneous detection of multiple myeloma and acute myeloblastic leukaemia is reported in two patients who had not undergone chemotherapy. Histological examinations confirmed the infiltration by both myeloblasts and plasma cells. Only the latter contained monoclonal immunoglobulin chains at immunofluorescent studies. The possible relation between the two distinct proliferative processes is briefly discussed.,PMC1613074,,,,
4600706,NLM,MEDLINE,19740903,20190712,0030-4220 (Print) 0030-4220 (Linking),38,1,1974 Jul,Cancrum oris-like lesion associated with acute myelogenous leukemia.,10-4,"['Weinstein, R A', 'Choukas, N C', 'Wood, W S']","['Weinstein RA', 'Choukas NC', 'Wood WS']",['eng'],['Journal Article'],United States,Oral Surg Oral Med Oral Pathol,"Oral surgery, oral medicine, and oral pathology",0376406,"['00OT1QX5U4 (Potassium Permanganate)', '59-01-8 (Kanamycin)', 'R72LW146E6 (Cephalothin)', 'T42P99266K (Methylene Blue)']",IM,"['Adult', 'Cephalothin/therapeutic use', 'Female', 'Humans', 'Kanamycin/therapeutic use', 'Leukemia, Myeloid/*complications', 'Methylene Blue/therapeutic use', 'Neisseria', 'Noma/*complications/drug therapy/microbiology', 'Potassium Permanganate/therapeutic use', 'Proteus mirabilis', 'Streptococcus']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",['10.1016/0030-4220(74)90305-3 [doi]'],ppublish,Oral Surg Oral Med Oral Pathol. 1974 Jul;38(1):10-4. doi: 10.1016/0030-4220(74)90305-3.,,,,,,
4600673,NLM,MEDLINE,19740907,20061115,0039-2073 (Print) 0039-2073 (Linking),147,1,1974 Jan,"[Contribution to the history of ""whole body irradiation""].",45-6,"['Ratkoczy, N']",['Ratkoczy N'],['ger'],"['English Abstract', 'Historical Article', 'Journal Article']",Germany,Strahlentherapie,Strahlentherapie,1260024,,IM,"['History of Medicine', 'Humans', 'Hungary', 'Leukemia/radiotherapy', 'Radiotherapy/*history', 'Radiotherapy Dosage']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",,ppublish,Strahlentherapie. 1974 Jan;147(1):45-6.,,,,"Geschichtliches zur ""Ganzkorperbestrahlung""",,
