PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,AB,PMC,OID,OAB,OABL,OTO,OT,RF,PS,FPS
4739530,NLM,MEDLINE,19730504,20151119,0161-5505 (Print) 0161-5505 (Linking),14,4,1973 Apr,A preliminary study of 51 Cr-labeled platelets for evaluation of splenic sequestration in chronic lymphocytic leukemia.,219-22,"['Oldham, R K', 'Larson, S M', 'Givelber, H M', 'Chretien, P B', 'Johnson, R E']","['Oldham RK', 'Larson SM', 'Givelber HM', 'Chretien PB', 'Johnson RE']",['eng'],['Journal Article'],United States,J Nucl Med,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",0217410,['0 (Chromium Isotopes)'],IM,"['Aged', '*Blood Platelets', '*Chromium Isotopes', 'Female', 'Humans', 'Leukemia, Lymphoid/*physiopathology/surgery', 'Lymphoma, Non-Hodgkin/physiopathology/surgery', 'Male', 'Middle Aged', 'Spleen/*physiopathology', 'Splenectomy']",1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",,ppublish,J Nucl Med. 1973 Apr;14(4):219-22.,,,,,,,,,,,
4739170,NLM,MEDLINE,19730305,20190717,0003-9942 (Print) 0003-9942 (Linking),28,2,1973 Feb,Necrotizing encephalopathy following intraventricular instillation of methotrexate.,96-102,"['Shapiro, W R', 'Chernik, N L', 'Posner, J B']","['Shapiro WR', 'Chernik NL', 'Posner JB']",['eng'],['Journal Article'],United States,Arch Neurol,Archives of neurology,0372436,"['U68WG3173Y (Carmustine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adolescent', 'Brain/pathology', 'Brain Diseases/*chemically induced/pathology', 'Brain Neoplasms/*drug therapy', 'Carmustine/therapeutic use', 'Cerebellar Neoplasms/drug therapy', 'Cerebral Ventricle Neoplasms/drug therapy', 'Cerebral Ventricles/drug effects', 'Child', 'Female', 'Glioma/*drug therapy', 'Humans', 'Injections, Spinal', 'Leukemia/*drug therapy', 'Lymphoma, Non-Hodgkin/*drug therapy', 'Male', 'Medulloblastoma/*drug therapy', 'Methotrexate/administration & dosage/*adverse effects/therapeutic use', 'Middle Aged']",1973/02/01 00:00,1973/02/01 00:01,['1973/02/01 00:00'],"['1973/02/01 00:00 [pubmed]', '1973/02/01 00:01 [medline]', '1973/02/01 00:00 [entrez]']",['10.1001/archneur.1973.00490200044005 [doi]'],ppublish,Arch Neurol. 1973 Feb;28(2):96-102. doi: 10.1001/archneur.1973.00490200044005.,,,,,,,,,,,
4739164,NLM,MEDLINE,19730228,20180216,0030-2414 (Print) 0030-2414 (Linking),27,1,1973,"Inhibition by hydrazine sulfate and various hydrazides, of in vivo growth of Walker 256 intramuscular carcinoma, B-16 melanoma, Murphy-Sturm lymphosarcoma and L-1210 solid leukemia.",69-80,"['Gold, J']",['Gold J'],['eng'],['Journal Article'],Switzerland,Oncology,Oncology,0135054,"['0 (Hydrazines)', '0 (Mitomycins)', '0 (Pyridines)', '8N3DW7272P (Cyclophosphamide)', 'EC 4.1.1.32 (Phosphoenolpyruvate Carboxykinase (GTP))']",IM,"['Animals', 'Carcinoma 256, Walker/*drug therapy', 'Cyclophosphamide/therapeutic use', 'Female', 'Gluconeogenesis/drug effects', 'Hydrazines/*therapeutic use', 'Leukemia L1210/*drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Lymphoma/*drug therapy', 'Lymphoma, Non-Hodgkin/drug therapy', 'Male', 'Melanoma/*drug therapy', 'Mice', 'Mitomycins/therapeutic use', 'Neoplasm Transplantation', 'Phosphoenolpyruvate Carboxykinase (GTP)/antagonists & inhibitors', 'Pyridines/therapeutic use', 'Rats', 'Sarcoma, Experimental/drug therapy', 'Transplantation, Homologous']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",['10.1159/000224721 [doi]'],ppublish,Oncology. 1973;27(1):69-80. doi: 10.1159/000224721.,,,,,,,,,,,
4739158,NLM,MEDLINE,19730217,20131121,0028-4793 (Print) 0028-4793 (Linking),288,4,1973 Jan 25,Reservoirs for intraventricular chemotherapy.,212,"['Posner, J B']",['Posner JB'],['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,['7XU7A7DROE (Amphotericin B)'],IM,"['Amphotericin B/administration & dosage/therapeutic use', 'Catheterization', 'Cerebral Ventricles', 'Cerebrospinal Fluid', 'Humans', 'Injections, Spinal/*instrumentation', 'Leukemia/drug therapy', 'Meningitis/drug therapy', 'Methods', 'Subarachnoid Space']",1973/01/25 00:00,1973/01/25 00:01,['1973/01/25 00:00'],"['1973/01/25 00:00 [pubmed]', '1973/01/25 00:01 [medline]', '1973/01/25 00:00 [entrez]']",['10.1056/NEJM197301252880412 [doi]'],ppublish,N Engl J Med. 1973 Jan 25;288(4):212. doi: 10.1056/NEJM197301252880412.,,,,,,,,,,,
4738754,NLM,MEDLINE,19731115,20141120,0485-1439 (Print) 0485-1439 (Linking),14,3,1973 Mar,[Clinical studies on aldolase and its isoenzymes in leukemia].,219-25,"['Shiraishi, T']",['Shiraishi T'],['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['0 (Isoenzymes)', 'EC 4.1.2.13 (Fructose-Bisphosphate Aldolase)']",IM,"['Adolescent', 'Adult', 'Female', 'Fructose-Bisphosphate Aldolase/*blood', 'Humans', 'In Vitro Techniques', 'Isoenzymes/*blood', 'Leukemia/*enzymology', 'Male', 'Middle Aged']",1973/03/01 00:00,1973/03/01 00:01,['1973/03/01 00:00'],"['1973/03/01 00:00 [pubmed]', '1973/03/01 00:01 [medline]', '1973/03/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1973 Mar;14(3):219-25.,,,,,,,,,,,
4738580,NLM,MEDLINE,19731113,20110729,0300-9173 (Print) 0300-9173 (Linking),10,3,1973 May,[Characteristics of diseases in the aged (2). 4. Hematologic diseases].,157-60,"['Umehara, S', 'Muroo, M']","['Umehara S', 'Muroo M']",['jpn'],['Journal Article'],Japan,Nihon Ronen Igakkai Zasshi,Nihon Ronen Igakkai zasshi. Japanese journal of geriatrics,7507332,,IM,"['Adult', 'Aged', 'Anemia, Pernicious', '*Hematologic Diseases', 'Humans', 'Leukemia, Lymphoid', 'Middle Aged', 'Multiple Myeloma']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",,ppublish,Nihon Ronen Igakkai Zasshi. 1973 May;10(3):157-60.,,,,,,,,,,,
4738469,NLM,MEDLINE,19731113,20110728,0001-5806 (Print) 0001-5806 (Linking),36,2,1973 Apr,"[Studies on long-term survivors with acute leukemia, with special reference to 5 year survivors].",98-112,"['Uetani, T']",['Uetani T'],['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Follow-Up Studies', 'Humans', 'Infant', 'Infant, Newborn', 'Japan', 'Leukemia/*mortality', 'Male', 'Middle Aged']",1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1973 Apr;36(2):98-112.,,,,,,,,,,,
4738463,NLM,MEDLINE,19731113,20110728,0001-5806 (Print) 0001-5806 (Linking),36,2,1973 Apr,[Loss of the Y chromosome in various hematologic disorders and its significance].,120-8,"['Furusawa, S', 'Adachi, Y', 'Komatsu, F', 'Yamada, K']","['Furusawa S', 'Adachi Y', 'Komatsu F', 'Yamada K']",['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Adult', 'Bone Marrow Cells', 'Chromosome Aberrations', 'Hematologic Diseases/*genetics', 'Humans', 'Leukemia/genetics', 'Male', 'Middle Aged', '*Sex Chromosomes']",1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1973 Apr;36(2):120-8.,,,,,,,,,,,
4738462,NLM,MEDLINE,19731113,20110728,0001-5806 (Print) 0001-5806 (Linking),36,2,1973 Apr,[On the decrease curve of leukemic cells during treatment of acute leukemia].,113-9,"['Masaoka, T', 'Hasegawa, Y', 'Tatsumi, N', 'Yoshitake, J', 'Ueda, Y']","['Masaoka T', 'Hasegawa Y', 'Tatsumi N', 'Yoshitake J', 'Ueda Y']",['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Leukemia/blood/*drug therapy', '*Leukocyte Count', 'Male', 'Middle Aged']",1973/04/01 00:00,1973/04/01 00:01,['1973/04/01 00:00'],"['1973/04/01 00:00 [pubmed]', '1973/04/01 00:01 [medline]', '1973/04/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1973 Apr;36(2):113-9.,,,,,,,,,,,
4738282,NLM,MEDLINE,19731112,20151119,0485-1439 (Print) 0485-1439 (Linking),14,6,1973 Jun,[Clinical observation and therapy of menigeal leukemia in children].,689-95,"['Nishijima, K', 'Taguchi, N']","['Nishijima K', 'Taguchi N']",['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,['5J49Q6B70F (Vincristine)'],IM,"['Acute Disease/pathology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', '*Leukemia/drug therapy/pathology', 'Male', '*Meninges', 'Vincristine/therapeutic use']",1973/06/01 00:00,1973/06/01 00:01,['1973/06/01 00:00'],"['1973/06/01 00:00 [pubmed]', '1973/06/01 00:01 [medline]', '1973/06/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1973 Jun;14(6):689-95.,,,,,,,,,,,
4738279,NLM,MEDLINE,19731112,20081121,0485-1439 (Print) 0485-1439 (Linking),14,5,1973 May,[A case of megakaryocytic leukemia].,626-33,"['Tsuda, K', 'Kimura, M', 'Adachi, H', 'Sakai, T', 'Tsuruoka, N']","['Tsuda K', 'Kimura M', 'Adachi H', 'Sakai T', 'Tsuruoka N']",['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,,IM,"['Bone Marrow/pathology', 'Humans', 'Liver/pathology', 'Male', 'Middle Aged', 'Spleen/pathology', '*Thrombocythemia, Essential/blood/pathology']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1973 May;14(5):626-33.,,,,,,,,,,,
4738277,NLM,MEDLINE,19731112,20041117,0485-1439 (Print) 0485-1439 (Linking),14,5,1973 May,[Studies on antibody formation by L-asparaginase].,604-10,"['Ito, T', 'Ise, T', 'Sawabe, T', 'Nakayama, N', 'Okura, H']","['Ito T', 'Ise T', 'Sawabe T', 'Nakayama N', 'Okura H']",['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['37341-29-0 (Immunoglobulin E)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Animals', '*Antibody Formation', 'Asparaginase/*adverse effects/therapeutic use', 'Child, Preschool', '*Drug Hypersensitivity', 'Female', 'Humans', 'Immunoglobulin E/analysis', 'Leukemia/*drug therapy', 'Male', 'Rabbits/immunology']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1973 May;14(5):604-10.,,,,,,,,,,,
4738276,NLM,MEDLINE,19731112,20131121,0485-1439 (Print) 0485-1439 (Linking),14,5,1973 May,[Combination chemotherapy with cytosine arabinoside and daunomycin in childhood acute leukemia].,596-603,"['Tsukimoto, I', 'Mimaya, J', 'Toyosaka, H', 'Nagao, T', 'Hanawa, Y']","['Tsukimoto I', 'Mimaya J', 'Toyosaka H', 'Nagao T', 'Hanawa Y']",['jpn'],['Journal Article'],Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,"['04079A1RDZ (Cytarabine)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Acute Disease', 'Child', 'Child, Preschool', 'Cytarabine/*administration & dosage/therapeutic use', 'Daunorubicin/*administration & dosage/therapeutic use', 'Female', 'Humans', 'Infant', 'Leukemia/*drug therapy', 'Male']",1973/05/01 00:00,1973/05/01 00:01,['1973/05/01 00:00'],"['1973/05/01 00:00 [pubmed]', '1973/05/01 00:01 [medline]', '1973/05/01 00:00 [entrez]']",,ppublish,Rinsho Ketsueki. 1973 May;14(5):596-603.,,,,,,,,,,,
