PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,AID,PMC,OID,LID,AD
290481,NLM,MEDLINE,19791227,20071115,0012-0472 (Print) 0012-0472 (Linking),104,41,1979 Oct 12,[Immunotherapy of acute lymphoblastic leukemia].,1433-4,,,['ger'],['Letter'],Immuntherapie bei akuter lymphoblastischer Leukamie.,Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,,IM,"['Child', 'Humans', '*Immunotherapy', 'Leukemia, Lymphoid/*therapy']",1979/10/12 00:00,1979/10/12 00:01,['1979/10/12 00:00'],"['1979/10/12 00:00 [pubmed]', '1979/10/12 00:01 [medline]', '1979/10/12 00:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 1979 Oct 12;104(41):1433-4.,,,,,,
290476,NLM,MEDLINE,19791227,20170310,0011-4553 (Print) 0011-4553 (Linking),32,9,1979 Sep,[Clinical changes in the oral mucosa in chronic leukemias].,889-93,"['Gruszewska-Lewczuk, L']",['Gruszewska-Lewczuk L'],['pol'],"['English Abstract', 'Journal Article']",Zmiany kliniczne w blonie sluzowej jamy ustnej u chorych na bialaczki przewlekle.,Poland,Czas Stomatol,Czasopismo stomatologiczne,2984742R,,IM,"['Chronic Disease', 'Humans', 'Leukemia/*complications', '*Oral Manifestations']",1979/09/01 00:00,1979/09/01 00:01,['1979/09/01 00:00'],"['1979/09/01 00:00 [pubmed]', '1979/09/01 00:01 [medline]', '1979/09/01 00:00 [entrez]']",ppublish,Czas Stomatol. 1979 Sep;32(9):889-93.,,,,,,
290454,NLM,MEDLINE,19791227,20170310,0011-4553 (Print) 0011-4553 (Linking),32,8,1979 Aug,[Clinical changes in the tissues of the oral cavity in patients with acute leukemias].,733-43,"['Gruszewska-Lewczuk, L']",['Gruszewska-Lewczuk L'],['pol'],"['English Abstract', 'Journal Article']",Zmiany kliniczne w tkankach jamy ustnej u chorych na bialaczki ostre.,Poland,Czas Stomatol,Czasopismo stomatologiczne,2984742R,,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*pathology', 'Middle Aged', 'Mouth Mucosa/*pathology', '*Oral Manifestations']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Czas Stomatol. 1979 Aug;32(8):733-43.,,,,,,
290453,NLM,MEDLINE,19791220,20191028,0590-8191 (Print) 0590-8191 (Linking),10,4,1979,New aspects of preleukemic disorders.,329-96,"['Kass, L']",['Kass L'],['eng'],['Journal Article'],,United States,CRC Crit Rev Clin Lab Sci,CRC critical reviews in clinical laboratory sciences,1247734,,IM,"['Acute Disease', 'Bone Marrow/pathology', 'Granulocytes/cytology', 'Humans', 'Leukemia, Erythroblastic, Acute/pathology/physiopathology', 'Leukemia, Monocytic, Acute/pathology/*physiopathology', 'Leukemia, Myeloid, Acute/*physiopathology', 'Preleukemia/pathology/*physiopathology']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,CRC Crit Rev Clin Lab Sci. 1979;10(4):329-96. doi: 10.3109/10408367909147138.,"Preleukemic disorders are a controversial group of panmyelopathic disturbances that often precede the emergence of acute myeloblastic or myelomonocytic leukemia. In most instances, these preleukemic disorders are characterized by slowly developing myeloblastosis of the bone marrow. They include preleukemia, primary acquired panmyelopathy with myeloblastosis or smouldering acute leukemia, erythroleukemia, and subacute myelomonocytic leukemia. Sometimes, transitions between these various preleukemic disorders may be observed in a single individual. Abnormalities in cellular differentiation are expressed in cytochemical aberrations and in elaboration of colony forming units by marrow cells of patients with preleukemic disorders. Cytogenic and cellular kinetic abnormalities link preleukemic disorders closely to acute myeloblastic or myelomonocytic leukemia, although in many patients with preleukemic disorders, conversion to acute leukemia is not observed or perhaps not recognized. Understanding pathogenetic and pathophysiological aspects of preleukemic disorders may shed light on aspects of cellular proliferation and cellular differentiation in the acute leukemias.",['10.3109/10408367909147138 [doi]'],,,,
290450,NLM,MEDLINE,19791220,20190823,0091-7451 (Print) 0091-7451 (Linking),43 Pt 2,,1979,Integration and possible transduction by retroviruses.,875-9,"['Steffen, D', 'Andersson, P', 'Goldfarb, M', 'Weinberg, R A']","['Steffen D', 'Andersson P', 'Goldfarb M', 'Weinberg RA']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Cold Spring Harb Symp Quant Biol,Cold Spring Harbor symposia on quantitative biology,1256107,"['0 (DNA, Viral)']",IM,"['Animals', 'Base Sequence', 'Cells, Cultured', 'DNA, Viral/genetics', 'Genes, Viral', 'Molecular Weight', 'Moloney murine leukemia virus/*genetics', 'Rats', 'Recombination, Genetic', 'Transduction, Genetic', '*Transfection', '*Virus Replication']",1979/01/01 00:00,1979/01/01 00:01,['1979/01/01 00:00'],"['1979/01/01 00:00 [pubmed]', '1979/01/01 00:01 [medline]', '1979/01/01 00:00 [entrez]']",ppublish,Cold Spring Harb Symp Quant Biol. 1979;43 Pt 2:875-9. doi: 10.1101/sqb.1979.043.01.094.,,['10.1101/sqb.1979.043.01.094 [doi]'],,,,
290437,NLM,MEDLINE,19791227,20071115,0009-9074 (Print) 0009-9074 (Linking),89,2,1979 Apr 30,[Therapy of acute leukemia].,207-13,"['Gioieni, A']",['Gioieni A'],['ita'],['Journal Article'],Terapia delle leucemie acute.,Italy,Clin Ter,La Clinica terapeutica,0372604,['0 (Antineoplastic Agents)'],IM,"['Antineoplastic Agents/*therapeutic use', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Remission, Spontaneous']",1979/04/30 00:00,1979/04/30 00:01,['1979/04/30 00:00'],"['1979/04/30 00:00 [pubmed]', '1979/04/30 00:01 [medline]', '1979/04/30 00:00 [entrez]']",ppublish,Clin Ter. 1979 Apr 30;89(2):207-13.,,,,,,
290396,NLM,MEDLINE,19791220,20190609,0006-3002 (Print) 0006-3002 (Linking),587,2,1979 Oct 4,Differentiation-associated changes in membrane proteins of mouse myeloid leukemia cells.,169-79,"['Sugiyama, K', 'Tomida, M', 'Hozumi, M']","['Sugiyama K', 'Tomida M', 'Hozumi M']",['eng'],['Journal Article'],,Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (Membrane Proteins)', '11028-71-0 (Concanavalin A)']",IM,"['Agglutination', 'Animals', '*Cell Differentiation', 'Cell Membrane/physiology', 'Concanavalin A', 'Granulocytes/physiology', 'Kinetics', 'Leukemia, Myeloid', 'Macrophages/physiology', 'Membrane Proteins/isolation & purification/*physiology', 'Mice', 'Molecular Weight']",1979/10/04 00:00,1979/10/04 00:01,['1979/10/04 00:00'],"['1979/10/04 00:00 [pubmed]', '1979/10/04 00:01 [medline]', '1979/10/04 00:00 [entrez]']",ppublish,Biochim Biophys Acta. 1979 Oct 4;587(2):169-79. doi: 10.1016/0304-4165(79)90351-9.,"The mouse myeloid leukemia cell line (M1) is known to differentiate in vitro into macrophages and granulocytes upon treatment with various inducers including mouse ascitic fluid. Changes of cell surface proteins during differentiation of M1 cells were analyzed by the lactoperoxidase-catalyzed radioiodination method and SDS-polyacrylamide slab gel electrophoresis. Treatment of the cells with ascitic fluid changed the electrophoretic pattern of the iodinated proteins, the prominent change being the appearance of a new protein with a molecular weight of 180 000 (P180). Iodinated P180 was also detected in normal macrophages in granulocytes, which are similar to differentiated M1 cells. This protein was metabolically labeled with L-[14C]fucose, increasing with the period of the treatment. P180 was not expressed on ascitic fluid-treatment of a resistant clone of M1 cells that could not be induced to differentiate. These results indicate that P180 is a glycoprotein that is exposed on the outer surface of differentiated M1 cells, and that its expression is associated with differentiation of the cells. P180 was solubilized from 125I-labeled macrophages with detergents bound to concanavalin A-Sepharose. This suggests that P180 is one of the receptors for concanavalin A. Therefore, P180 may contribute partly to the increases in agglutinability by concanavalin A and in the number of concanavalin A binding sites on the surface of M1 cells, which are known to be associated with differentiation of M1 cells.","['0304-4165(79)90351-9 [pii]', '10.1016/0304-4165(79)90351-9 [doi]']",,,,
290381,NLM,MEDLINE,19791227,20190704,0007-0963 (Print) 0007-0963 (Linking),101,2,1979 Aug,Cutaneous acute myeloblastic leukaemia and squamous cell carcinoma.,207-10,"['Harrison, P V', 'Rowell, N R']","['Harrison PV', 'Rowell NR']",['eng'],"['Case Reports', 'Journal Article']",,England,Br J Dermatol,The British journal of dermatology,0004041,,IM,"['Aged', 'Carcinoma, Squamous Cell/*pathology', 'Facial Neoplasms/*pathology', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Male', 'Neoplasms, Multiple Primary/*pathology', 'Nose', 'Skin/pathology', 'Skin Neoplasms/*pathology']",1979/08/01 00:00,1979/08/01 00:01,['1979/08/01 00:00'],"['1979/08/01 00:00 [pubmed]', '1979/08/01 00:01 [medline]', '1979/08/01 00:00 [entrez]']",ppublish,Br J Dermatol. 1979 Aug;101(2):207-10. doi: 10.1111/j.1365-2133.1979.tb05608.x.,A patient developed a cutaneous deposit of leukaemic cells within a squamous cell carcinoma as the first presentation of acute myeloblastic leukaemia.,['10.1111/j.1365-2133.1979.tb05608.x [doi]'],,,,
290358,NLM,MEDLINE,19791121,20190612,0006-291X (Print) 0006-291X (Linking),89,3,1979 Aug 13,Induction of differentiation of cultured mouse myeloid leukemic cells by arginase.,879-84,"['Okabe, J', 'Hayashi, M', 'Honma, Y', 'Hozumi, M']","['Okabe J', 'Hayashi M', 'Honma Y', 'Hozumi M']",['eng'],['Journal Article'],,United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['94ZLA3W45F (Arginine)', 'EC 3.5.3.1 (Arginase)']",IM,"['Animals', 'Arginase/*pharmacology', 'Arginine/pharmacology', 'Cell Differentiation/*drug effects', 'Cell Line', 'Cell Movement', 'Leukemia, Myeloid', 'Mice', 'Phagocytosis']",1979/08/13 00:00,1979/08/13 00:01,['1979/08/13 00:00'],"['1979/08/13 00:00 [pubmed]', '1979/08/13 00:01 [medline]', '1979/08/13 00:00 [entrez]']",ppublish,Biochem Biophys Res Commun. 1979 Aug 13;89(3):879-84. doi: 10.1016/0006-291x(79)91860-6.,,"['0006-291X(79)91860-6 [pii]', '10.1016/0006-291x(79)91860-6 [doi]']",,,,
290357,NLM,MEDLINE,19791121,20190612,0006-291X (Print) 0006-291X (Linking),89,3,1979 Aug 13,Phorbol ester induced prostaglandin synthesis and [3H]-TPA metabolism by TPA-sensitive and TPA-resistant Friend erythroleukemia cells.,1018-25,"['Yamasaki, H', 'Mufson, R A', 'Weinstein, I B']","['Yamasaki H', 'Mufson RA', 'Weinstein IB']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Arachidonic Acids)', '0 (Phorbol Esters)', '0 (Phorbols)', '0 (Prostaglandins E)', '0 (Prostaglandins F)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)']",IM,"['Arachidonic Acids/*metabolism', 'Cell Line', 'Clone Cells', 'Kinetics', 'Leukemia, Erythroblastic, Acute/*metabolism', 'Phorbol Esters/*pharmacology', 'Phorbols/*metabolism/*pharmacology', 'Prostaglandins E/*biosynthesis', 'Prostaglandins F/*biosynthesis', 'Structure-Activity Relationship', 'Tetradecanoylphorbol Acetate/*metabolism/pharmacology']",1979/08/13 00:00,1979/08/13 00:01,['1979/08/13 00:00'],"['1979/08/13 00:00 [pubmed]', '1979/08/13 00:01 [medline]', '1979/08/13 00:00 [entrez]']",ppublish,Biochem Biophys Res Commun. 1979 Aug 13;89(3):1018-25. doi: 10.1016/0006-291x(79)91878-3.,,"['0006-291X(79)91878-3 [pii]', '10.1016/0006-291x(79)91878-3 [doi]']",,,,
290356,NLM,MEDLINE,19791121,20190612,0006-291X (Print) 0006-291X (Linking),89,2,1979 Jul 27,Effect of DNase I on histone acetyltransferase and deacetylase enzyme activities in Friend cell nuclei: evidence for a putative inhibitor of the deacetylase enzymes in transcriptionally active chromatin.,571-9,"['Reeves, R', 'Candido, E P']","['Reeves R', 'Candido EP']",['eng'],['Journal Article'],,United States,Biochem Biophys Res Commun,Biochemical and biophysical research communications,0372516,"['0 (Chromatin)', '0 (Histones)', 'EC 2.3.1.- (Acetyltransferases)', 'EC 3.1.- (Deoxyribonucleases)', 'EC 3.5.- (Amidohydrolases)', 'EC 3.5.1.98 (Histone Deacetylases)']",IM,"['Acetyltransferases/*metabolism', 'Amidohydrolases/*metabolism', 'Animals', 'Cell Line', 'Cell Nucleus/*enzymology', 'Chromatin/*metabolism/physiology', 'Deoxyribonucleases/*metabolism', 'Histone Deacetylases/*metabolism', 'Histones', 'Kinetics', 'Leukemia, Erythroblastic, Acute', 'Mice', 'Pancreas/enzymology', '*Transcription, Genetic']",1979/07/27 00:00,1979/07/27 00:01,['1979/07/27 00:00'],"['1979/07/27 00:00 [pubmed]', '1979/07/27 00:01 [medline]', '1979/07/27 00:00 [entrez]']",ppublish,Biochem Biophys Res Commun. 1979 Jul 27;89(2):571-9. doi: 10.1016/0006-291x(79)90668-5.,,"['0006-291X(79)90668-5 [pii]', '10.1016/0006-291x(79)90668-5 [doi]']",,,,
