PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,RF,CN,TT,GR,CIN,CI,LID,SI,PMC,CON,MID,OTO,OT,EIN
14610183,NLM,MEDLINE,20040105,20211203,0022-538X (Print) 0022-538X (Linking),77,23,2003 Dec,The differential requirement for cyclin-dependent kinase activities distinguishes two functions of herpes simplex virus type 1 ICP0.,12603-16,"Herpes simplex virus type 1 (HSV-1) ICP0 directs the degradation of cellular proteins associated with nuclear structures called ND10, a function thought to be closely associated with its broad transactivating activity. Roscovitine (Rosco), an inhibitor of cyclin-dependent kinases (cdks), inhibits the replication of HSV-1, HSV-2, human cytomegalovirus, varicella-zoster virus, and human immunodeficiency virus type 1 by inhibiting specific steps or activities of viral regulatory proteins, indicating the broad and pleiotropic effects that cdks have on the replication of these viruses. We previously demonstrated that Rosco inhibits the transactivating activity of ICP0. In the present study, we asked whether Rosco also affects the ability of ICP0 to direct the degradation of ND10-associated proteins. For this purpose, WI-38 cells treated with cycloheximide (CHX) were mock infected or infected with wild-type HSV-1 or an ICP0(-) mutant (7134). After release from the CHX block, the infections were allowed to proceed for 2 h in the presence or absence of Rosco at a concentration known to inhibit ICP0's transactivating activity. The cells were then examined for the presence of ICP0 and selected ND10-associated antigens (promyelocytic leukemia antigen [PML], sp100, hDaxx, and NDP55) by immunofluorescence. Staining for the ND10-associated antigens was detected in </=20% of KOS-infected cells in the presence or absence of Rosco, demonstrating that Rosco-sensitive kinases are not required for ICP0's ability to direct the dispersal or degradation of these antigens. In contrast, >90% of 7134- and mock-infected cells stained positive for all ND10-associated antigens in the presence or absence of Rosco. Similar results were obtained with a non-ND10-associated antigen, DNA-PK(cs), a known target of ICP0-directed degradation. The results of the PML and DNA-PK(cs) immunofluorescence studies correlated with a decrease in the levels of these proteins as determined by Western blotting. Thus, the differential requirement for Rosco-sensitive cdk activities distinguishes ICP0's ability to direct the dispersal or degradation of cellular proteins from its transactivating activity.","['Davido, David J', 'Von Zagorski, William F', 'Maul, Gerd G', 'Schaffer, Priscilla A']","['Davido DJ', 'Von Zagorski WF', 'Maul GG', 'Schaffer PA']","['Department of Medicine, Harvard Medical School at the Beth Israel Deaconess Medical Center, Boston, Massachusetts 02215, USA.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Virol,Journal of virology,0113724,IM,"['Animals', 'Blotting, Western', 'Chlorocebus aethiops', 'Cyclin-Dependent Kinases/antagonists & inhibitors/*metabolism', 'DNA-Activated Protein Kinase', '*DNA-Binding Proteins', 'Enzyme Inhibitors/pharmacology', 'Fluorescent Antibody Technique', 'Humans', 'Hydrolysis', 'Immediate-Early Proteins/*metabolism', 'Nuclear Proteins', 'Promoter Regions, Genetic', 'Protein Serine-Threonine Kinases/metabolism', 'Purines/pharmacology', 'Roscovitine', 'Transcriptional Activation/drug effects', 'Ubiquitin-Protein Ligases', 'Vero Cells']",2003/11/12 05:00,2004/01/06 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2004/01/06 05:00 [medline]', '2003/11/12 05:00 [entrez]']",['10.1128/jvi.77.23.12603-12616.2003 [doi]'],ppublish,J Virol. 2003 Dec;77(23):12603-16. doi: 10.1128/jvi.77.23.12603-12616.2003.,"['0 (DNA-Binding Proteins)', '0 (Enzyme Inhibitors)', '0 (Immediate-Early Proteins)', '0 (Nuclear Proteins)', '0 (Purines)', '0ES1C2KQ94 (Roscovitine)', 'EC 2.3.2.27 (Ubiquitin-Protein Ligases)', 'EC 2.3.2.27 (Vmw110 protein, Human herpesvirus 1)', 'EC 2.7.11.1 (DNA-Activated Protein Kinase)', 'EC 2.7.11.1 (PRKDC protein, human)', 'EC 2.7.11.1 (Protein Serine-Threonine Kinases)', 'EC 2.7.11.22 (Cyclin-Dependent Kinases)']",,,,"['R01 AI041136/AI/NIAID NIH HHS/United States', 'R01 CA020260/CA/NCI NIH HHS/United States', 'R01CA20260/CA/NCI NIH HHS/United States', 'R01AI41136/AI/NIAID NIH HHS/United States']",,,,,PMC262587,,,,,
14610163,NLM,MEDLINE,20040105,20190509,0022-538X (Print) 0022-538X (Linking),77,23,2003 Dec,The eukaryotic translation initiation factor 4GI is cleaved by different retroviral proteases.,12392-400,"The initiation factor eIF4G plays a central role in the regulation of translation. In picornaviruses, as well as in human immunodeficiency virus type 1 (HIV-1), cleavage of eIF4G by the viral protease leads to inhibition of protein synthesis directed by capped cellular mRNAs. In the present work, cleavage of both eIF4GI and eIF4GII has been analyzed by employing the proteases encoded within the genomes of several members of the family Retroviridae, e.g., Moloney murine leukemia virus (MoMLV), mouse mammary tumor virus, human T-cell leukemia virus type 1, HIV-2, and simian immunodeficiency virus. All of the retroviral proteases examined were able to cleave the initiation factor eIF4GI both in intact cells and in cell-free systems, albeit with different efficiencies. The eIF4GI hydrolysis patterns obtained with HIV-1 and HIV-2 proteases were very similar to each other but rather different from those obtained with MoMLV protease. Both eIF4GI and eIF4GII were cleaved very efficiently by the MoMLV protease. However, eIF4GII was a poor substrate for HIV proteases. Proteolytic cleavage of eIF4G led to a profound inhibition of cap-dependent translation, while protein synthesis driven by mRNAs containing internal ribosome entry site elements remained unaffected or was even stimulated in transfected cells.","['Alvarez, Enrique', 'Menendez-Arias, Luis', 'Carrasco, Luis']","['Alvarez E', 'Menendez-Arias L', 'Carrasco L']","['Centro de Biologia Molecular (CSIC-UAM), Facultad de Ciencias, Universidad Autonoma, Cantoblanco, 28049 Madrid, Spain. ealvarez@cbm.uam.es']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,J Virol,Journal of virology,0113724,IM,"['Animals', 'Base Sequence', 'COS Cells', 'DNA Primers', 'Endopeptidases/*metabolism', 'Eukaryotic Initiation Factor-4G/*metabolism/physiology', 'Hydrolysis', 'Retroviridae/*enzymology', 'Reverse Transcriptase Polymerase Chain Reaction']",2003/11/12 05:00,2004/01/06 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2004/01/06 05:00 [medline]', '2003/11/12 05:00 [entrez]']",['10.1128/jvi.77.23.12392-12400.2003 [doi]'],ppublish,J Virol. 2003 Dec;77(23):12392-400. doi: 10.1128/jvi.77.23.12392-12400.2003.,"['0 (DNA Primers)', '0 (Eukaryotic Initiation Factor-4G)', 'EC 3.4.- (Endopeptidases)']",,,,,,,,,PMC262572,,,,,
14610147,NLM,MEDLINE,20040114,20190514,1526-632X (Electronic) 0028-3878 (Linking),61,9,2003 Nov 11,"""Myorhythmia"" slow facial tremor from chronic interferon alpha-2a usage.",1302-3,,"['Tan, Eng-King', 'Chan, Ling-Ling', 'Lo, Yew-Long']","['Tan EK', 'Chan LL', 'Lo YL']","['Department of Neurology, Singapore General Hospital. gnrtek@sgh.com.sg']",['eng'],"['Case Reports', 'Journal Article']",,United States,Neurology,Neurology,0401060,IM,"['Antineoplastic Agents/*adverse effects', 'Diagnosis, Differential', 'Electroencephalography', 'Electromyography', 'Facial Muscles/*drug effects/physiopathology', 'Female', 'Humans', 'Interferon alpha-2', 'Interferon-alpha/*adverse effects', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy', 'Magnetic Resonance Imaging', 'Middle Aged', 'Neuropsychological Tests', 'Recombinant Proteins', 'Time', 'Tremor/*chemically induced/*diagnosis']",2003/11/12 05:00,2004/01/15 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2004/01/15 05:00 [medline]', '2003/11/12 05:00 [entrez]']",['10.1212/01.wnl.0000090041.02085.22 [doi]'],ppublish,Neurology. 2003 Nov 11;61(9):1302-3. doi: 10.1212/01.wnl.0000090041.02085.22.,"['0 (Antineoplastic Agents)', '0 (Interferon alpha-2)', '0 (Interferon-alpha)', '0 (Recombinant Proteins)']",,,,,,,,,,,,,,
14609855,NLM,MEDLINE,20040126,20190501,0007-1161 (Print) 0007-1161 (Linking),87,11,2003 Nov,Bilateral Aspergillus endophthalmitis in a patient with chronic lymphocytic leukaemia.,1429-30,,"['Machado Od, O de O', 'Goncalves, R', 'Fernandes, E M', 'Campos, W R', 'Orefice, F', 'Curi, A L L']","['Machado Od Ode O', 'Goncalves R', 'Fernandes EM', 'Campos WR', 'Orefice F', 'Curi AL']",,['eng'],"['Case Reports', 'Letter', 'Review']",,England,Br J Ophthalmol,The British journal of ophthalmology,0421041,IM,"['Antifungal Agents/therapeutic use', 'Aspergillosis/*diagnosis/drug therapy', 'Endophthalmitis/drug therapy/*microbiology', 'Fundus Oculi', 'Humans', '*Immunocompromised Host', 'Leukemia, Lymphocytic, Chronic, B-Cell/drug therapy/*microbiology', 'Male', 'Middle Aged']",2003/11/12 05:00,2004/01/27 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2004/01/27 05:00 [medline]', '2003/11/12 05:00 [entrez]']",['10.1136/bjo.87.11.1429 [doi]'],ppublish,Br J Ophthalmol. 2003 Nov;87(11):1429-30. doi: 10.1136/bjo.87.11.1429.,['0 (Antifungal Agents)'],9,,,,,,,,PMC1771895,,,,,
14609847,NLM,MEDLINE,20040126,20190501,0007-1161 (Print) 0007-1161 (Linking),87,11,2003 Nov,Posterior segment complications of graft versus host disease after bone marrow transplantation.,1421-3,,"['Strouthidis, N G', 'Francis, P J', 'Stanford, M R', 'Graham, E M', 'Holder, G E', 'Bird, A C']","['Strouthidis NG', 'Francis PJ', 'Stanford MR', 'Graham EM', 'Holder GE', 'Bird AC']",,['eng'],"['Case Reports', 'Letter']",,England,Br J Ophthalmol,The British journal of ophthalmology,0421041,IM,"['Adult', '*Bone Marrow Transplantation', 'Chronic Disease', 'Female', 'Fundus Oculi', '*Graft vs Host Disease', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/complications/therapy', 'Lymphoma/complications/therapy', 'Male', 'Middle Aged', 'Scleritis/diagnosis/*etiology']",2003/11/12 05:00,2004/01/27 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2004/01/27 05:00 [medline]', '2003/11/12 05:00 [entrez]']",['10.1136/bjo.87.11.1421-a [doi]'],ppublish,Br J Ophthalmol. 2003 Nov;87(11):1421-3. doi: 10.1136/bjo.87.11.1421-a.,,,,,,,,,,PMC1771884,,,,,
14609766,NLM,MEDLINE,20031204,20091111,0007-4551 (Print) 0007-4551 (Linking),90,8-9,2003 Aug-Sep,[Alloreactive donor lymphocytes (DLI) after allogeneic hematopoietic stem cell transplantation (HSCT): study of toxicity and efficacy].,758-62,"Adoptive immunotherapy represents a new therapeutic tool able to eradicate or to improve the course of various hematological malignancies and solid tumors. Alloreactive lymphocytes present within the hematopoietic transplant have been shown to be responsible for the occurrence of acute and chronic graft-versus-host-disease (GVHD). Retrospective analysis of survival curves after allogeneic bone marrow transplantation performed for leukemia have shown that GVHD was accompanied with lower relapse rates suggesting graft-versus leukemia (GVL) affect. T cell-depletion demonstrated the inverse balance existing between GVHD/GVL and relapse. Allogeneic bulk lymphocyte infusions were further used for successful treatment of relapse after transplantation in CML patients. However they were responsible for some cases of lethal acute GVHD and myelosuppressions in some patients. The concept of allogeneic transplantations after reduced intensity conditioning regimen (RICT) has recently emerged as a new strategy to treat cancer. This strategy exploited the immunological properties of the graft followed or not by donor lymphocyte infusions (DLI) while reducing the toxicity of the preparative regimen. Different means to perform RICT have been described, however the systematic use of DLI (bulk or escalating doses) after these transplantations remains controversial. Hereby, we report a summary of historical data that lead to the concept of adoptive immunotherapy and its applications.","['Michallet, Anne-Sophie', 'Nicolini, F', 'Michallet, Mauricette']","['Michallet AS', 'Nicolini F', 'Michallet M']","[""Service d'hematologie clinique, Pavillon E, Hopital Edouard-Herriot, 5, place d'Arsonval, 69437 Lyon, France. annesophie.michallet@viola.fr""]",['fre'],"['English Abstract', 'Journal Article', 'Review']",,France,Bull Cancer,Bulletin du cancer,0072416,IM,"['Dose-Response Relationship, Immunologic', 'Graft vs Host Disease/*immunology', 'Graft vs Leukemia Effect/immunology', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Immunotherapy, Adoptive/*methods', 'Lymphocyte Transfusion/*adverse effects', 'Lymphocytes/*immunology', 'Recurrence', 'Transplantation Conditioning', 'Transplantation, Homologous']",2003/11/12 05:00,2003/12/05 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2003/12/05 05:00 [medline]', '2003/11/12 05:00 [entrez]']",,ppublish,Bull Cancer. 2003 Aug-Sep;90(8-9):758-62.,,31,,Interet des injections de lymphocytes allogeniques au cours de l'allogreffe de cellules souches hematopoietiques.,,,['John Libbey Eurotext 2003'],,,,,,,,
14609765,NLM,MEDLINE,20031204,20091111,0007-4551 (Print) 0007-4551 (Linking),90,8-9,2003 Aug-Sep,[Immunotherapy of acute myeloid leukemias: development of vaccines and cell therapy approaches].,751-7,"Prognosis of acute myeloblastic leukemias (AML) remains with relapse, at a time when progress in chemotherapy regimens have increased the rate of complete remission, and improved biological tools have helped in defining diagnostic and prognostic criteria for this heterogeneous group of diseases. Allogeneic stem cell transplantation offers an example of a situation in which various immune effectors can contribute to the eradication of residual leukemic cells. However, use of allogeneic transplantation is restricted to a minority of patients. Thus, the development of immunotherapy strategies that could be used for all patients, appears highly desirable. Progress in fundamental immunology, and a better understanding of the role of the immune system in the physiopathology of leukemias now open new avenues to design innovative therapies. We here review recently published observations in this field, and propose new vaccine programs that use autologous AML blasts differentiated into dendritic cells.","['Mohty, Mohamad', 'Gaugler, Beatrice', 'Calmels, Boris', 'Blaise, Didier', 'Vey, Norbert', 'Chabannon, Christian', 'Olive, Daniel']","['Mohty M', 'Gaugler B', 'Calmels B', 'Blaise D', 'Vey N', 'Chabannon C', 'Olive D']","[""Laboratoire d'immunologie des tumeurs, Institut Paoli-Calmettes, Centre regional de lutte contre le cancer Provence-Alpes-Cote d'Azur, 232, boulevard de Sainte-Marguerite, 13273 Marseille, France.""]",['fre'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",,France,Bull Cancer,Bulletin du cancer,0072416,IM,"['Acute Disease', '*Cancer Vaccines/immunology', 'Dendritic Cells/*immunology/transplantation', 'Hematopoietic Stem Cell Transplantation', 'Humans', 'Immunity, Cellular', 'Immunotherapy/*methods', 'Leukemia, Myeloid/immunology/*therapy', 'Remission Induction']",2003/11/12 05:00,2003/12/05 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2003/12/05 05:00 [medline]', '2003/11/12 05:00 [entrez]']",,ppublish,Bull Cancer. 2003 Aug-Sep;90(8-9):751-7.,['0 (Cancer Vaccines)'],74,,Immunotherapie des leucemies aigues myeloides : developpement d'approches vaccinales utilisant des cellules dendritiques derivees de blastes leucemiques.,,,['John Libbey Eurotext 2003'],,,,,,,,
14609764,NLM,MEDLINE,20031204,20181130,0007-4551 (Print) 0007-4551 (Linking),90,8-9,2003 Aug-Sep,[Cell therapy by dendritic cells in chronic lymphoid leukemia: state of the art].,744-50,"Chronic lymphocytic leukemia (CLL) results from the accumulation of small mature, slowly dividing, monoclonal B lymphocytes. The clinical course of this disease is heterogeneous, with some patients progressing rapidly with early death whilst others exhibit a more stable, possibly, non-progressing disease lasting many years. Despite progress in therapy, relapse invariably occurs and the disease remains uncurable. The clinical management of CLL is therefore challenging and considerable effort has been directed towards novel therapeutic strategies aimed at reducing the disease relapse rate. Recent insights into the role of dendritic cells as the pivotal antigen-presenting cells that initiate immune responses may provide the basis for generating more effective antitumor immune responses. Consequently, dendritic cells constitute an attractive approach in the context of CLL. However, understanding the relation between dendritic cells and the cellular immune response is crucial to elucidation of how to manipulate immune responses. After summarizing general properties of dendritic cells, this review focus on the approaches exploiting monocyte-derived dendritic cells in CLL, which should help design of novel treatment strategies in this disease.","['Vuillier, Francoise', 'Dighiero, Guillaume']","['Vuillier F', 'Dighiero G']","[""Unite d'immuno-hematologie et d'immunopathologie, Institut Pasteur, 28 rue du Dr Roux, 75724 Paris, France.""]",['fre'],"['Journal Article', 'Review']",,France,Bull Cancer,Bulletin du cancer,0072416,IM,"['Antigen-Presenting Cells/immunology/transplantation', 'B-Lymphocytes/immunology', 'Cytokines/immunology/metabolism', 'Dendritic Cells/immunology/*transplantation', 'Humans', 'Immunotherapy/*methods', 'Leukemia, Lymphocytic, Chronic, B-Cell/immunology/*therapy', 'T-Lymphocytes/immunology']",2003/11/12 05:00,2003/12/05 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2003/12/05 05:00 [medline]', '2003/11/12 05:00 [entrez]']",,ppublish,Bull Cancer. 2003 Aug-Sep;90(8-9):744-50.,['0 (Cytokines)'],54,,La therapie cellulaire par des cellules dendritiques dans la leucemie lymphoide chronique : etat de la question.,,,['John Libbey Eurotext 2003'],,,,,,,,
14609760,NLM,MEDLINE,20031204,20091111,0007-4551 (Print) 0007-4551 (Linking),90,8-9,2003 Aug-Sep,[Allorecognition of the recipient after hematopoietic transplantation].,706-10,"Donor allorecognition of the recipient after hematopoietic transplantation can result in graft-versus-host disease, a potent graft-vs-leukemia effect as well as a graft facilitation effect. Danger signals, host Ag-presenting cells and minor histocompatibility Ag have recently emerged as major determinants of such an alloreactivity. A better understanding of the involved immune mechanisms, the development of novel immunomonitoring tools and cell engineering approaches should result in a significantly increased therapeutic index of allogeneic alloreactivity.","['Tiberghien, Pierre', 'Robinet, Eric', 'Ferrand, Christophe', 'Saas, Philippe', 'Herve, Patrick']","['Tiberghien P', 'Robinet E', 'Ferrand C', 'Saas P', 'Herve P']","['Inserm E 0119/MEN EA 2284, EFS Bourgogne, Franche-Comte, 1 bd Fleming, 25000 Besancon, France.']",['fre'],"['English Abstract', 'Journal Article', 'Review']",,France,Bull Cancer,Bulletin du cancer,0072416,IM,"['Antigen-Presenting Cells/immunology', 'Graft vs Host Disease/*immunology', 'Graft vs Leukemia Effect/immunology', '*Hematopoietic Stem Cell Transplantation', 'Histocompatibility', 'Humans', 'Immunity, Cellular', 'Minor Histocompatibility Antigens/immunology', 'T-Lymphocytes/*immunology']",2003/11/12 05:00,2003/12/05 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2003/12/05 05:00 [medline]', '2003/11/12 05:00 [entrez]']",,ppublish,Bull Cancer. 2003 Aug-Sep;90(8-9):706-10.,['0 (Minor Histocompatibility Antigens)'],50,,La reactivite allogenique dirigee contre le receveur lors d'une greffe hematopoietique.,,,['John Libbey Eurotext 2003'],,,,,,,,
14609759,NLM,MEDLINE,20031204,20091111,0007-4551 (Print) 0007-4551 (Linking),90,8-9,2003 Aug-Sep,[NK cell-based immunotherapy: new prospects and involvement of dendritic cells].,699-705,"Dendritic cells (DC) were initially described as antigen presenting cells able to prime naive T cells. In fact, dendritic cells are also able to activate natural killer (NK) cells. The crosstalk between DC and NK is now regarded as a main stage in the initiation of innate and adaptative immune responses. Moreover, DC mediated-NK cell activation is particularly efficient since DC promote both effector functions and survival or proliferation of NK cells. Furthermore, recent publications in the field of NK cell biology underscore a role for NK cells in anti-tumor effects. NK cell-based immunotherapy should be reconsidered Here, we will report how pioneering immunotherapy trials based on natural cytotoxicity and progress in NK cell biology can promote NK cells in anti-tumor immune responses. Then, we will discuss the biological features of the DC/NK crosstalk and its implementations in immunotherapy protocols.","['Borg, Christophe', 'Taieb, Julien', 'Terme, Magali', 'Maruyama, Kuji', 'Flament, Caroline', 'Angevin, Eric', 'Zitvogel, Laurence']","['Borg C', 'Taieb J', 'Terme M', 'Maruyama K', 'Flament C', 'Angevin E', 'Zitvogel L']","['Unite Inserm ERIT-M 0208, Institut Gustave-Roussy, 39 rue Camille-Desmoulins, 94805 Villejuif, France.']",['fre'],"['English Abstract', 'Journal Article', 'Review']",,France,Bull Cancer,Bulletin du cancer,0072416,IM,"['Cell Communication', 'Dendritic Cells/*immunology', 'Graft vs Leukemia Effect/immunology', 'Humans', 'Immunity, Cellular', 'Immunologic Surveillance', 'Immunotherapy/*methods', 'Killer Cells, Lymphokine-Activated/immunology', 'Killer Cells, Natural/*immunology/physiology', 'Lymphocyte Activation', 'Neoplasms/immunology/*therapy', 'Receptors, Immunologic/immunology', 'Receptors, Natural Killer Cell', 'Transplantation, Homologous']",2003/11/12 05:00,2003/12/05 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2003/12/05 05:00 [medline]', '2003/11/12 05:00 [entrez]']",,ppublish,Bull Cancer. 2003 Aug-Sep;90(8-9):699-705.,"['0 (Receptors, Immunologic)', '0 (Receptors, Natural Killer Cell)']",45,,Immunotherapie fondee sur les cellules natural killer : implication des cellules dendritiques.,,,['John Libbey Eurotext 2003'],,,,,,,,
14609755,NLM,MEDLINE,20031204,20091111,0007-4551 (Print) 0007-4551 (Linking),90,8-9,2003 Aug-Sep,[Cancer cell therapy: what future?].,675-6,,"['Bay, Jacques-Olivier', 'Blay, Jean-Yves']","['Bay JO', 'Blay JY']",,['fre'],['Editorial'],,France,Bull Cancer,Bulletin du cancer,0072416,IM,"['Animals', 'Cell Transplantation/*trends', 'Forecasting', 'Graft vs Host Reaction', 'Graft vs Leukemia Effect', 'Humans', 'Immunity, Cellular', 'Models, Animal', 'Neoplasms/immunology/*therapy']",2003/11/12 05:00,2003/12/05 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2003/12/05 05:00 [medline]', '2003/11/12 05:00 [entrez]']",,ppublish,Bull Cancer. 2003 Aug-Sep;90(8-9):675-6.,,,,Therapie cellulaire du cancer : quel avenir ?,,,,,,,,,,,
14609743,NLM,MEDLINE,20040105,20190623,0006-2952 (Print) 0006-2952 (Linking),66,11,2003 Dec 1,In vitro susceptibility of CD4+ and CD8+ T cell subsets to fludarabine.,2185-91,"Administration of the adenosine analogue fludarabine (FLU) in vivo induces a profound and prolonged T lymphopenia which mainly affects CD4(+) cells. To better understand the mechanistic basis underlying this preferential depletion, we analyzed the in vitro susceptibility of T cell subsets to FLU-induced apoptosis. Contrasting with observations in vivo, our results showed that treatment of peripheral blood mononuclear cells with FLU induced a higher level of apoptosis in CD8(+) than in CD4(+) T lymphocytes. This increased sensitivity of CD8(+) T cells to FLU was observed in samples from both, healthy donors and B cell chronic lymphocytic leukemia patients, and resulted in higher CD4:CD8 ratios in FLU-treated than in untreated cultures (P<0.01). Expression of factors involved in FLU transport and metabolism was then evaluated by quantitative real time-PCR in normal T cell subsets. It was found that mRNA levels of human equilibrative nucleoside transporter-1 nucleoside transporter were higher whereas deoxycytidine kinase and IMP/GMP selective 5'-nucleotidase mRNA levels were lower in CD4(+) cells. However the dCK/cN-II ratio was 2-fold greater in CD8(+) than in CD4(+) T lymphocytes, which could account for the higher apoptosis levels observed in the CD8(+) subset. These results favor the view that decreased CD4:CD8 ratios in FLU-treated patients should be attributed to differences in cell recovery and/or homing between T cell subsets.","['Gamberale, Romina', 'Galmarini, Carlos M', 'Fernandez-Calotti, Paula', 'Jordheim, Lars', 'Sanchez-Avalos, Julio', 'Dumontet, Charles', 'Geffner, Jorge', 'Giordano, Mirta']","['Gamberale R', 'Galmarini CM', 'Fernandez-Calotti P', 'Jordheim L', 'Sanchez-Avalos J', 'Dumontet C', 'Geffner J', 'Giordano M']","['Departamento de Inmunologia Oncologica, Instituto de Investigaciones Hematologicas, Academia Nacional de Medicina, Buenos Aires, Argentina.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Biochem Pharmacol,Biochemical pharmacology,0101032,IM,"['Aged', 'Aged, 80 and over', 'Apoptosis/drug effects/physiology', 'CD4-CD8 Ratio', 'CD4-Positive T-Lymphocytes/cytology/*drug effects', 'CD8-Positive T-Lymphocytes/cytology/*drug effects', 'Cell Survival/drug effects/physiology', 'Cells, Cultured', 'Chronic Disease', 'Female', 'Humans', 'Immunosuppressive Agents/metabolism/*pharmacology', 'Leukemia, B-Cell/drug therapy/immunology/pathology', 'Male', 'Middle Aged', 'Statistics, Nonparametric', 'Vidarabine/*analogs & derivatives/metabolism/*pharmacology']",2003/11/12 05:00,2004/01/06 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2004/01/06 05:00 [medline]', '2003/11/12 05:00 [entrez]']","['S0006295203006208 [pii]', '10.1016/j.bcp.2003.07.008 [doi]']",ppublish,Biochem Pharmacol. 2003 Dec 1;66(11):2185-91. doi: 10.1016/j.bcp.2003.07.008.,"['0 (Immunosuppressive Agents)', 'FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",,,,,,,,,,,,,,
14609625,NLM,MEDLINE,20040209,20190911,0168-1702 (Print) 0168-1702 (Linking),98,1,2003 Dec,Replication and expression of a swinepox virus vector delivering feline leukemia virus Gag and Env to cell lines of swine and feline origin.,1-15,"The host range of swinepox virus (SPV) is restricted to swine, although SPV has been shown to infect mammalian, non-swine cells, without recovery of infectious virus. SPV is a reasonable candidate for development as a non-productively replicating viral vector for use in non-swine, mammalian species, such as the cat. A novel SPV gene deletion (SPV 043) was created and found to be non-attenuating. This deletion was utilized to generate a stable recombinant virus expressing the Gag-Pro and Env proteins of feline leukemia virus (FeLV). Expression and replication of this vector was studied in embryonic swine kidney cells (ESK-4), and two feline cell lines, Crandell feline kidney cells (CRFK) and feline skin fibroblasts (FSF). Our results showed that feline cells were susceptible to infection by SPV and supported expression of foreign genes driven by synthetic poxvirus promoters, however, SPV viral DNA was not replicated in feline cells and infectious virus was not recovered. In addition, FeLV Gag virus-like particles were produced from both ESK-4 and CRFK cells and foreign antigens were incorporated into infectious SPV intracellular mature virions (IMV). These results suggest that SPV may have potential as a safe vaccine delivery vector for cats.","['Winslow, Barbara J', 'Cochran, Mark D', 'Holzenburg, Andreas', 'Sun, Jingchuan', 'Junker, David E', 'Collisson, Ellen W']","['Winslow BJ', 'Cochran MD', 'Holzenburg A', 'Sun J', 'Junker DE', 'Collisson EW']","['Schering-Plough Animal Health Corporation, San Diego, CA 92121, USA. barbara.winslow@spcorp.com']",['eng'],['Journal Article'],,Netherlands,Virus Res,Virus research,8410979,IM,"['Animals', 'Base Sequence', 'Cats', 'Cell Line', 'Gene Products, env/genetics/*metabolism', 'Gene Products, gag/genetics/*metabolism', '*Genetic Vectors', 'Leukemia Virus, Feline/*genetics/metabolism', 'Molecular Sequence Data', 'Suipoxvirus/genetics/physiology', 'Swine', 'Virion/metabolism', '*Virus Replication']",2003/11/12 05:00,2004/02/11 05:00,['2003/11/12 05:00'],"['2003/11/12 05:00 [pubmed]', '2004/02/11 05:00 [medline]', '2003/11/12 05:00 [entrez]']","['S0168170203002442 [pii]', '10.1016/j.virusres.2003.08.005 [doi]']",ppublish,Virus Res. 2003 Dec;98(1):1-15. doi: 10.1016/j.virusres.2003.08.005.,"['0 (Gene Products, env)', '0 (Gene Products, gag)']",,,,,,,,,,,,,,
