PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,PMC,AB,OID,OAB,OABL,OTO,OT,RF
5120286,NLM,MEDLINE,19720125,20141120,0008-5472 (Print) 0008-5472 (Linking),31,12,1971 Dec,Some determinants of camptothecin responsiveness in leukemia L1210 cells.,1883-7,"['Kessel, D']",['Kessel D'],['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,"['0 (Alkaloids)', '0 (Antineoplastic Agents)', '0 (DNA, Neoplasm)', '0 (Neoplasm Proteins)', '0 (RNA, Neoplasm)', '1CC1JFE158 (Dactinomycin)', 'GMW67QNF9C (Leucine)', 'VC2W18DGKR (Thymidine)', 'WHI7HQ7H85 (Uridine)']",IM,"['Alkaloids/*pharmacology', 'Animals', 'Antineoplastic Agents/*pharmacology', 'Cell Line/drug effects/metabolism', 'Cells, Cultured', 'DNA, Neoplasm/*biosynthesis', 'Dactinomycin/pharmacology', 'Depression, Chemical', 'In Vitro Techniques', 'Leucine/metabolism', 'Leukemia L1210/*metabolism', 'Male', 'Mice', 'Neoplasm Proteins/biosynthesis', 'RNA, Neoplasm/*biosynthesis', 'Thymidine/metabolism', 'Uridine/metabolism']",1971/12/01 00:00,1971/12/01 00:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '1971/12/01 00:01 [medline]', '1971/12/01 00:00 [entrez]']",,ppublish,Cancer Res. 1971 Dec;31(12):1883-7.,,,,,,,,,
5119884,NLM,MEDLINE,19720125,20190514,0012-3692 (Print) 0012-3692 (Linking),60,5,1971 Nov,"Acoustic, mechanical and electric alternans in hemopericardium of occult leukemic origin.",460-3,"['Costeas, F X', 'Poulias, G', 'Louvros, N', 'Sotirakis, D']","['Costeas FX', 'Poulias G', 'Louvros N', 'Sotirakis D']",['eng'],['Journal Article'],United States,Chest,Chest,0231335,,IM,"['Adolescent', 'Carotid Arteries', '*Electrocardiography', 'Heart/*physiopathology', '*Heart Auscultation', 'Humans', 'Leukemia/blood/*complications', 'Male', 'Pericardial Effusion/*etiology/physiopathology', 'Pericardium/surgery', 'Phonocardiography', '*Pulse', 'Punctures']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']","['S0012-3692(15)39113-3 [pii]', '10.1378/chest.60.5.460 [doi]']",ppublish,Chest. 1971 Nov;60(5):460-3. doi: 10.1378/chest.60.5.460.,,,,,,,,,
5119385,NLM,MEDLINE,19720125,20071115,0019-5111 (Print) 0019-5111 (Linking),13,3,1971 Jul,Malignant lymphoma and chronic lymphatic leukaemia with atypical lung involvement--a case report.,123-4,"['Singh, A', 'Singh, H']","['Singh A', 'Singh H']",['eng'],['Journal Article'],India,Indian J Chest Dis,The Indian journal of chest diseases,7612045,,IM,"['Diagnosis, Differential', 'Hodgkin Disease/*complications/diagnosis', 'Humans', 'Leukemia, Lymphoid/*complications', 'Lung Neoplasms/*complications/diagnosis', 'Male', 'Middle Aged', 'Tuberculosis, Pulmonary/diagnosis']",1971/07/01 00:00,1971/07/01 00:01,['1971/07/01 00:00'],"['1971/07/01 00:00 [pubmed]', '1971/07/01 00:01 [medline]', '1971/07/01 00:00 [entrez]']",,ppublish,Indian J Chest Dis. 1971 Jul;13(3):123-4.,,,,,,,,,
5118682,NLM,MEDLINE,19720121,20160630,0069-0112 (Print) 0069-0112 (Linking),55,2,1971 Apr,Induction and characteristics of resistance to L-asparaginase (NSC-109229) in mouse leukemia L5178Y.,115-21,"['Schmid, F A', 'Hutchison, D J']","['Schmid FA', 'Hutchison DJ']",['eng'],['Journal Article'],United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,"['0 (Amino Acids)', '04079A1RDZ (Cytarabine)', '87299V3Q9W (Azaserine)', 'EC 3.5.1.1 (Asparaginase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Amino Acids/pharmacology', 'Animals', 'Asparaginase/*pharmacology/toxicity', 'Azaserine/pharmacology', 'Body Weight', 'Cytarabine/*pharmacology', 'Drug Resistance', 'Female', 'Leukemia, Experimental/*drug therapy', 'Male', 'Methotrexate/*pharmacology', 'Mice', 'Neoplasm Transplantation', 'Time Factors']",1971/04/01 00:00,1971/04/01 00:01,['1971/04/01 00:00'],"['1971/04/01 00:00 [pubmed]', '1971/04/01 00:01 [medline]', '1971/04/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1971 Apr;55(2):115-21.,,,,,,,,,
5118499,NLM,MEDLINE,19720114,20131121,0039-2073 (Print) 0039-2073 (Linking),142,3,1971 Sep,[New formation of malignant tumors during cytostatic therapy. Case report].,308-11,"['Renner, K']",['Renner K'],['ger'],['Journal Article'],Germany,Strahlentherapie,Strahlentherapie,1260024,"['0 (Adrenal Cortex Hormones)', '0 (Antineoplastic Agents)', '18D0SL7309 (Chlorambucil)', '8N3DW7272P (Cyclophosphamide)']",IM,"['Adenocarcinoma/complications', 'Adrenal Cortex Hormones/therapeutic use', 'Aged', 'Antineoplastic Agents/*adverse effects', 'Carcinoma, Squamous Cell/complications', 'Chlorambucil/adverse effects', 'Cyclophosphamide/adverse effects', 'Female', 'Humans', 'Leukemia, Lymphoid/complications/drug therapy', 'Male', 'Middle Aged', 'Neoplasm Recurrence, Local/*chemically induced', 'Palatal Neoplasms/complications', 'Plasmacytoma/complications/drug therapy', 'Rectal Neoplasms/complications', 'Sigmoid Neoplasms/complications']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",,ppublish,Strahlentherapie. 1971 Sep;142(3):308-11.,Kasuistischer Beitrag zur Frage der Neuentstehung maligner Neoplasmen unter zytostatischer Therapie.,,,,,,,,
5118487,NLM,MEDLINE,19720114,20200930,0037-9727 (Print) 0037-9727 (Linking),138,2,1971 Nov,Effect of tetrahydrohomofolate on DNA biosynthesis in leukemic mice.,709-11,"['Mishra, L C', 'Mead, J A']","['Mishra LC', 'Mead JA']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (Carbon Isotopes)', '0 (Formates)', '61H4T033E5 (Orotic Acid)', '9007-49-2 (DNA)', '935E97BOY8 (Folic Acid)']",IM,"['Animals', 'Carbon Isotopes', 'DNA/analysis/*biosynthesis', 'Folic Acid/administration & dosage/*pharmacology', 'Formates/metabolism', 'Kidney/analysis/drug effects/metabolism', 'Leukemia L1210/*metabolism', 'Liver/analysis/drug effects/metabolism', 'Male', 'Mice', 'Mice, Inbred Strains', 'Neoplasm Transplantation', 'Orotic Acid/metabolism', 'Spleen/analysis/drug effects/metabolism']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",['10.3181/00379727-138-35973 [doi]'],ppublish,Proc Soc Exp Biol Med. 1971 Nov;138(2):709-11. doi: 10.3181/00379727-138-35973.,,,,,,,,,
5118467,NLM,MEDLINE,19720114,20200930,0037-9727 (Print) 0037-9727 (Linking),138,2,1971 Nov,The role of complete Freund's adjuvant in the immunoprotection of L2C guinea pig leukemia.,566-70,"['Ellman, L', 'Green, I']","['Ellman L', 'Green I']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,"['0 (Antigens, Neoplasm)', ""9007-81-2 (Freund's Adjuvant)""]",IM,"['Animals', 'Antigens, Neoplasm', 'Disease Models, Animal', ""*Freund's Adjuvant"", 'Guinea Pigs', 'Immunization', 'Leukemia, Experimental/*immunology', 'Mycobacterium', 'Neoplasm Transplantation']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",['10.3181/00379727-138-35942 [doi]'],ppublish,Proc Soc Exp Biol Med. 1971 Nov;138(2):566-70. doi: 10.3181/00379727-138-35942.,,,,,,,,,
5118209,NLM,MEDLINE,19720114,20190708,0020-7136 (Print) 0020-7136 (Linking),8,1,1971 Jul 15,Enhanced growth of primary Moloney virus-induced sarcomas in mice.,22-31,"['Pierce, G E']",['Pierce GE'],['eng'],['Journal Article'],United States,Int J Cancer,International journal of cancer,0042124,['0 (Immune Sera)'],IM,"['Animals', 'Female', 'Hot Temperature', '*Immune Sera', 'Mice', 'Mice, Inbred Strains', 'Moloney murine leukemia virus', '*Sarcoma, Experimental', 'Time Factors']",1971/07/15 00:00,1971/07/15 00:01,['1971/07/15 00:00'],"['1971/07/15 00:00 [pubmed]', '1971/07/15 00:01 [medline]', '1971/07/15 00:00 [entrez]']",['10.1002/ijc.2910080104 [doi]'],ppublish,Int J Cancer. 1971 Jul 15;8(1):22-31. doi: 10.1002/ijc.2910080104.,,,,,,,,,
5118076,NLM,MEDLINE,19720114,20191210,1468-2044 (Electronic) 0003-9888 (Linking),46,249,1971 Oct,From mouse to man?,737,"['Barnes, R D']",['Barnes RD'],['eng'],['Journal Article'],England,Arch Dis Child,Archives of disease in childhood,0372434,,IM,"['Anemia, Hemolytic, Autoimmune/etiology', 'Animals', 'Cell Fusion', 'Female', 'Humans', 'Infections', 'Leukemia/etiology', 'Mice', 'Mosaicism', 'Ovum/*transplantation', 'Placenta', 'Pregnancy', 'Transplantation, Homologous']",1971/10/01 00:00,1971/10/01 00:01,['1971/10/01 00:00'],"['1971/10/01 00:00 [pubmed]', '1971/10/01 00:01 [medline]', '1971/10/01 00:00 [entrez]']",['10.1136/adc.46.249.737 [doi]'],ppublish,Arch Dis Child. 1971 Oct;46(249):737. doi: 10.1136/adc.46.249.737.,,PMC1647830,,,,,,,
5117924,NLM,MEDLINE,19720113,20131121,0040-3660 (Print) 0040-3660 (Linking),43,5,1971 May,[Complex use of tetracycline and erythromycin in the therapy of internal diseases and hematology].,27-30,"['Milevskaia, Iu L']",['Milevskaia IuL'],['rus'],['Journal Article'],Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,"['63937KV33D (Erythromycin)', 'X20I9EN955 (Oxytetracycline)']",IM,"['*Drug Synergism', 'Erythromycin/*therapeutic use', 'Humans', 'Leukemia/complications', 'Myeloproliferative Disorders/complications', 'Oxytetracycline/*therapeutic use', 'Pharyngitis/drug therapy', 'Pneumonia/drug therapy/etiology', 'Respiratory Tract Infections/*drug therapy', 'Tonsillitis/drug therapy']",1971/05/01 00:00,1971/05/01 00:01,['1971/05/01 00:00'],"['1971/05/01 00:00 [pubmed]', '1971/05/01 00:01 [medline]', '1971/05/01 00:00 [entrez]']",,ppublish,Ter Arkh. 1971 May;43(5):27-30.,Kompleksnoe primenenie tetratsiklina i eritromitsina vo vnutrennei i gematologicheskoi klinike.,,,,,,,,
5117878,NLM,MEDLINE,19720113,20131121,0035-3019 (Print) 0035-3019 (Linking),16,7,1971 Aug-Sep,An unusual form of chronic lymphatic leukaemia showing a delayed response to extracorporeal irradiation of the blood.,707-11,"['Field, E O', 'Stanley, E M', 'Hammersley, P A', 'Dawson, K B']","['Field EO', 'Stanley EM', 'Hammersley PA', 'Dawson KB']",['eng'],['Journal Article'],France,Rev Eur Etud Clin Biol,Revue europeenne d'etudes cliniques et biologiques. European journal of clinical and biological research,0351323,"['0 (Nucleosides)', '10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",IM,"['Adult', 'Aged', 'Autoradiography', 'Female', 'Humans', 'Leukemia, Lymphoid/*radiotherapy', 'Leukocytes/metabolism/radiation effects', 'Male', 'Middle Aged', 'Nucleosides/metabolism', 'Thymidine/metabolism', 'Tritium']",1971/08/01 00:00,1971/08/01 00:01,['1971/08/01 00:00'],"['1971/08/01 00:00 [pubmed]', '1971/08/01 00:01 [medline]', '1971/08/01 00:00 [entrez]']",,ppublish,Rev Eur Etud Clin Biol. 1971 Aug-Sep;16(7):707-11.,,,,,,,,,
5117872,NLM,MEDLINE,19720113,20141120,0035-3019 (Print) 0035-3019 (Linking),16,7,1971 Aug-Sep,[A model of erythropoiesis obtained by study of 3H-thymidine utilization by the bone marrow in vitro and its verification by radioactive iron kinetic studies in vivo. II. Results obtained in 60 anemic patients].,642-61,"['Najean, Y', 'Faille, A', 'Dresch, C']","['Najean Y', 'Faille A', 'Dresch C']",['fre'],['Journal Article'],France,Rev Eur Etud Clin Biol,Revue europeenne d'etudes cliniques et biologiques. European journal of clinical and biological research,0351323,"['0 (Radioisotopes)', '10028-17-8 (Tritium)', 'E1UOL152H7 (Iron)', 'VC2W18DGKR (Thymidine)']",IM,"['Anemia/*physiopathology', 'Anemia, Aplastic/physiopathology', 'Anemia, Hemolytic/physiopathology', 'Anemia, Macrocytic/physiopathology', 'Anemia, Sideroblastic/physiopathology', 'Autoradiography', 'Bone Marrow/*metabolism', '*Bone Marrow Cells', 'Bone Marrow Diseases', '*Erythropoiesis', 'Hemochromatosis/physiopathology', 'Humans', 'In Vitro Techniques', 'Iron/*metabolism', 'Kinetics', 'Leukemia', '*Models, Biological', 'Radioisotopes', 'Thymidine/*metabolism', '*Tritium']",1971/08/01 00:00,1971/08/01 00:01,['1971/08/01 00:00'],"['1971/08/01 00:00 [pubmed]', '1971/08/01 00:01 [medline]', '1971/08/01 00:00 [entrez]']",,ppublish,Rev Eur Etud Clin Biol. 1971 Aug-Sep;16(7):642-61.,Modele de l'erythropoiese obtenu a partir de l'utilisation de 3H-thymidine par la moelle in vitro et sa verification par l'etude de la cinetique du radio-fer in vivo. II. Resultats obtenus chez 60 patients anemiques.,,,,,,,,
5117871,NLM,MEDLINE,19720113,20141120,0035-3019 (Print) 0035-3019 (Linking),16,7,1971 Aug-Sep,Radioisotope labels for the study of leukocyte kinetics. I.,635-41,"['Rosen, P J', 'Eyre, H J', 'Perry, S']","['Rosen PJ', 'Eyre HJ', 'Perry S']",['eng'],['Journal Article'],France,Rev Eur Etud Clin Biol,Revue europeenne d'etudes cliniques et biologiques. European journal of clinical and biological research,0351323,"['0 (Nucleosides)', '0 (Phosphorus Isotopes)', '0 (Radioisotopes)', '10028-17-8 (Tritium)', '12UHW9R67N (Isoflurophate)', '27YLU75U4W (Phosphorus)', '5CSZ8459RP (Cytidine)', '9007-49-2 (DNA)', 'VC2W18DGKR (Thymidine)', 'W78I7AY22C (Deoxyuridine)', 'WHI7HQ7H85 (Uridine)']",IM,"['Autoradiography', 'Cytidine/metabolism', 'DNA/metabolism', 'Deoxyuridine/metabolism', 'Humans', 'In Vitro Techniques', 'Isoflurophate/metabolism', '*Kinetics', 'Leukemia', '*Leukocytes', '*Mitosis', 'Nucleosides/metabolism', 'Phosphorus/metabolism', 'Phosphorus Isotopes', '*Radioisotopes/adverse effects', 'Thymidine/metabolism', 'Tritium', 'Uridine/metabolism']",1971/08/01 00:00,1971/08/01 00:01,['1971/08/01 00:00'],"['1971/08/01 00:00 [pubmed]', '1971/08/01 00:01 [medline]', '1971/08/01 00:00 [entrez]']",,ppublish,Rev Eur Etud Clin Biol. 1971 Aug-Sep;16(7):635-41.,,,,,,,,,
