PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,AB,PMC,TT,OID
5814410,NLM,MEDLINE,19690708,20031114,0019-1604 (Print) 0019-1604 (Linking),78,2,1969 Feb 2,[Experimental studies on prevention of Rauscher leukemia by Rauscher virus vaccine: electron microscopic observation of virus in the spleen].,59-62,"['Nagao, T', 'Suga, Y', 'Kitajima, K', 'Hiraki, K']","['Nagao T', 'Suga Y', 'Kitajima K', 'Hiraki K']",['jpn'],['Journal Article'],Japan,Igaku To Seibutsugaku,Igaku to seibutsugaku. Medicine and biology,0417441,['0 (Viral Vaccines)'],IM,"['Animals', 'Leukemia, Experimental/*prevention & control', 'Male', 'Mice', 'Microscopy, Electron', '*Rauscher Virus', 'Spleen/*microbiology', '*Viral Vaccines']",1969/02/02 00:00,1969/02/02 00:01,['1969/02/02 00:00'],"['1969/02/02 00:00 [pubmed]', '1969/02/02 00:01 [medline]', '1969/02/02 00:00 [entrez]']",ppublish,Igaku To Seibutsugaku. 1969 Feb 2;78(2):59-62.,,,,,
5814268,NLM,MEDLINE,19690706,20041117,0047-1860 (Print) 0047-1860 (Linking),17,1,1969 Jan,[Histochemistry of leukemic cells].,15,"['Tomonaga, M']",['Tomonaga M'],['jpn'],['Journal Article'],Japan,Rinsho Byori,Rinsho byori. The Japanese journal of clinical pathology,2984781R,"['EC 3.1.3.1 (Alkaline Phosphatase)', 'EC 3.1.3.2 (Acid Phosphatase)', 'EC 3.2.1.31 (Glucuronidase)', 'EC 3.4.11.1 (Leucyl Aminopeptidase)']",IM,"['Acid Phosphatase/analysis', 'Alkaline Phosphatase/analysis', 'Glucuronidase/analysis', 'Histocytochemistry', 'Humans', 'Leucyl Aminopeptidase/analysis', 'Leukemia/*enzymology']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",ppublish,Rinsho Byori. 1969 Jan;17(1):15.,,,,,
5813851,NLM,MEDLINE,19690624,20190711,0022-3549 (Print) 0022-3549 (Linking),58,3,1969 Mar,Biological and phytochemical evaluation of plants. V. Isolation of two cytotoxic alkaloids from Chelidonium majus.,372-4,"['Kim, H K', 'Farnsworth, N R', 'Blomster, R N', 'Fong, H H']","['Kim HK', 'Farnsworth NR', 'Blomster RN', 'Fong HH']",['eng'],['Journal Article'],United States,J Pharm Sci,Journal of pharmaceutical sciences,2985195R,"['0 (Alkaloids)', '0 (Plant Extracts)']",IM,"['Alkaloids/*isolation & purification/therapeutic use', 'Animals', 'Carcinoma/drug therapy', 'Carcinoma 256, Walker/drug therapy', 'In Vitro Techniques', 'Leukemia L1210/drug therapy', 'Mice', 'Plant Extracts/isolation & purification', 'Plants, Medicinal/*analysis', 'Rats']",1969/03/01 00:00,1969/03/01 00:01,['1969/03/01 00:00'],"['1969/03/01 00:00 [pubmed]', '1969/03/01 00:01 [medline]', '1969/03/01 00:00 [entrez]']",ppublish,J Pharm Sci. 1969 Mar;58(3):372-4. doi: 10.1002/jps.2600580323.,"['S0022-3549(15)36769-1 [pii]', '10.1002/jps.2600580323 [doi]']",,,,
5813806,NLM,MEDLINE,19690619,20190629,0014-4754 (Print) 0014-4754 (Linking),25,3,1969 Mar 15,[Experiments on broadening the possiblities for in vitro studies on human tumors].,334-5,"['Tanneberger, S']",['Tanneberger S'],['ger'],['Journal Article'],Switzerland,Experientia,Experientia,0376547,,IM,"['Adenocarcinoma', 'Bone Neoplasms', 'Breast Neoplasms', 'Bronchial Neoplasms', '*Culture Techniques', 'Exudates and Transudates', 'Female', 'Humans', 'Leukemia', 'Male', 'Melanoma', 'Methods', 'Models, Biological', 'Neoplasm Metastasis', '*Neoplasms', 'Ovarian Neoplasms', 'Sarcoma', 'Stomach Neoplasms', 'Testicular Neoplasms', 'Thyroid Neoplasms']",1969/03/15 00:00,1969/03/15 00:01,['1969/03/15 00:00'],"['1969/03/15 00:00 [pubmed]', '1969/03/15 00:01 [medline]', '1969/03/15 00:00 [entrez]']",ppublish,Experientia. 1969 Mar 15;25(3):334-5. doi: 10.1007/BF02034430.,['10.1007/BF02034430 [doi]'],,,Versuche zur Erweiterung der Moglichkeiten fur In-vitro-Studien an menschlichen Tumoren.,
5813674,NLM,MEDLINE,19690605,20031114,0002-9645 (Print) 0002-9645 (Linking),30,5,1969 May,Antigenic analysis of soluble tissue antigens from chickens exposed to Marek's disease agents.,847-52,"['Cho, H C', 'Ringen, L M']","['Cho HC', 'Ringen LM']",['eng'],['Journal Article'],United States,Am J Vet Res,American journal of veterinary research,0375011,['0 (Antigens)'],IM,"['Animals', 'Antigens/*analysis', 'Avian Leukosis/*immunology', '*Chickens', 'Complement Fixation Tests', 'Female', 'Male', 'Nerve Tissue/*immunology', 'Ovary/*immunology', '*Poultry Diseases', 'Testis/*immunology']",1969/05/01 00:00,1969/05/01 00:01,['1969/05/01 00:00'],"['1969/05/01 00:00 [pubmed]', '1969/05/01 00:01 [medline]', '1969/05/01 00:00 [entrez]']",ppublish,Am J Vet Res. 1969 May;30(5):847-52.,,,,,
5813476,NLM,MEDLINE,19690522,20041117,0033-7587 (Print) 0033-7587 (Linking),38,1,1969 Apr,Radioresistant mutants of L5178Y cells.,186-203,"['Courtenay, V D']",['Courtenay VD'],['eng'],['Journal Article'],United States,Radiat Res,Radiation research,0401245,,IM,"['Animals', 'Culture Techniques', '*Leukemia, Experimental', 'Mutation/*radiation effects', '*Radiation Effects']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",ppublish,Radiat Res. 1969 Apr;38(1):186-203.,,,,,
5813473,NLM,MEDLINE,19690522,20201114,0025-729X (Print) 0025-729X (Linking),1,2,1969 Jan 11,"Direct exchange blood transfusion: technique and results of treatment in liver disease, severe infection, thrombocytopenia and leukaemia.",43-7,"['McLean, J A', 'Luke, H A']","['McLean JA', 'Luke HA']",['eng'],['Journal Article'],Australia,Med J Aust,The Medical journal of Australia,0400714,['0 (Plastics)'],IM,"['Adolescent', 'Adult', 'Aged', 'Candidiasis, Oral/therapy', '*Exchange Transfusion, Whole Blood', 'Female', 'Hemangioma/therapy', 'Hemochromatosis/therapy', 'Hepatic Encephalopathy/therapy', 'Humans', 'Infections/*therapy', 'Leukemia/*therapy', 'Liver Diseases/*therapy', 'Liver Neoplasms/therapy', 'Male', 'Methods', 'Middle Aged', 'Plastics', 'Pseudomonas Infections/therapy', 'Purpura, Thrombocytopenic/*therapy', 'Staphylococcal Infections/therapy']",1969/01/11 00:00,1969/01/11 00:01,['1969/01/11 00:00'],"['1969/01/11 00:00 [pubmed]', '1969/01/11 00:01 [medline]', '1969/01/11 00:00 [entrez]']",ppublish,Med J Aust. 1969 Jan 11;1(2):43-7. doi: 10.5694/j.1326-5377.1969.tb49677.x.,['10.5694/j.1326-5377.1969.tb49677.x [doi]'],,,,
5813374,NLM,MEDLINE,19690518,20190514,0028-3878 (Print) 0028-3878 (Linking),19,4,1969 Apr,Vincristine-induced neuropathy. A clinical study of fifty leukemic patients.,367-74,"['Sandler, S G', 'Tobin, W', 'Henderson, E S']","['Sandler SG', 'Tobin W', 'Henderson ES']",['eng'],['Journal Article'],United States,Neurology,Neurology,0401060,"['5J49Q6B70F (Vincristine)', '9PHQ9Y1OLM (Prednisolone)', 'E7WED276I5 (Mercaptopurine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Achilles Tendon/drug effects', 'Action Potentials/drug effects', 'Adult', 'Child', 'Child, Preschool', 'Cranial Nerves/drug effects', 'Drug Synergism', 'Electrodiagnosis', 'Gait/drug effects', 'Gastrointestinal Diseases/chemically induced', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Mercaptopurine/administration & dosage', 'Methotrexate/administration & dosage', 'Motor Neurons/drug effects', 'Nervous System Diseases/*chemically induced/pathology', 'Neural Conduction/drug effects', 'Pain/chemically induced', 'Paralysis/chemically induced', 'Prednisolone/administration & dosage', 'Reflex, Abnormal/chemically induced', 'Sensation/drug effects', 'Time Factors', 'Vincristine/administration & dosage/*adverse effects']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",ppublish,Neurology. 1969 Apr;19(4):367-74. doi: 10.1212/wnl.19.4.367.,['10.1212/wnl.19.4.367 [doi]'],,,,
5813313,NLM,MEDLINE,19690508,20091111,0039-6087 (Print) 0039-6087 (Linking),128,4,1969 Apr,Two-dimensional pulsed echo detection of para-aortic lymph nodes.,772-6,"['Damascelli, B', 'Bonadonna, G', 'Musumeci, R', 'Uslenghi, C']","['Damascelli B', 'Bonadonna G', 'Musumeci R', 'Uslenghi C']",['eng'],['Journal Article'],United States,Surg Gynecol Obstet,"Surgery, gynecology & obstetrics",0101370,,IM,"['Humans', 'Leg', 'Leukemia, Lymphoid/complications', '*Lymph Nodes', 'Lymphatic Diseases/diagnosis', 'Lymphoma/complications', 'Male', 'Melanoma/complications', 'Retroperitoneal Neoplasms/diagnosis', '*Retroperitoneal Space', 'Testicular Neoplasms/complications', '*Ultrasonography']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",ppublish,Surg Gynecol Obstet. 1969 Apr;128(4):772-6.,,,,,
5813251,NLM,MEDLINE,19690507,20031114,0005-2086 (Print) 0005-2086 (Linking),13,1,1969 Feb,Studies on acute marek's disease. 8. The role of mosquitoes in transmission under experimental conditions.,83-8,"['Brewer, R N', 'Reid, W M', 'Johnson, J', 'Schmittle, S C']","['Brewer RN', 'Reid WM', 'Johnson J', 'Schmittle SC']",['eng'],['Journal Article'],United States,Avian Dis,Avian diseases,0370617,,IM,"['Animals', '*Avian Leukosis', '*Chickens', '*Culex', '*Insect Vectors', '*Poultry Diseases']",1969/02/01 00:00,1969/02/01 00:01,['1969/02/01 00:00'],"['1969/02/01 00:00 [pubmed]', '1969/02/01 00:01 [medline]', '1969/02/01 00:00 [entrez]']",ppublish,Avian Dis. 1969 Feb;13(1):83-8.,,,,,
5813102,NLM,MEDLINE,19690427,20190617,0028-0836 (Print) 0028-0836 (Linking),221,5187,1969 Mar 29,Neurological illness after inoculation of tissue from tumour bearing animals.,1265-6,"['Field, E J', 'Adams, D H', 'Joyce, G']","['Field EJ', 'Adams DH', 'Joyce G']",['eng'],['Journal Article'],England,Nature,Nature,0410462,,IM,"['Animals', 'Brain/pathology', '*Carcinoma, Ehrlich Tumor', 'Cell Transformation, Neoplastic', 'Leukemia, Experimental/etiology', 'Mice', 'Paralysis/*etiology', 'RNA Viruses/*pathogenicity', 'Scrapie/etiology', 'Sheep', 'Spinal Cord Diseases/*etiology']",1969/03/29 00:00,1969/03/29 00:01,['1969/03/29 00:00'],"['1969/03/29 00:00 [pubmed]', '1969/03/29 00:01 [medline]', '1969/03/29 00:00 [entrez]']",ppublish,Nature. 1969 Mar 29;221(5187):1265-6. doi: 10.1038/2211265b0.,['10.1038/2211265b0 [doi]'],,,,
