PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,CON,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RN,AB,CI,OTO,OT,PMC,CN,SI,GR,MID,TT,CIN,COIS,AUID,EIN,OID,IR,FIR
24235145,NLM,MEDLINE,20140408,20211021,1083-351X (Electronic) 0021-9258 (Linking),289,2,2014 Jan 10,"Automethylation activities within the mixed lineage leukemia-1 (MLL1) core complex reveal evidence supporting a ""two-active site"" model for multiple histone H3 lysine 4 methylation.",868-84,10.1074/jbc.M113.501064 [doi],"['Patel, Anamika', 'Vought, Valarie E', 'Swatkoski, Stephen', 'Viggiano, Susan', 'Howard, Benny', 'Dharmarajan, Venkatasubramanian', 'Monteith, Kelsey E', 'Kupakuwana, Gillian', 'Namitz, Kevin E', 'Shinsky, Stephen A', 'Cotter, Robert J', 'Cosgrove, Michael S']","['Patel A', 'Vought VE', 'Swatkoski S', 'Viggiano S', 'Howard B', 'Dharmarajan V', 'Monteith KE', 'Kupakuwana G', 'Namitz KE', 'Shinsky SA', 'Cotter RJ', 'Cosgrove MS']","['From the Department of Biochemistry and Molecular Biology, State University of New York Upstate Medical University, Syracuse, New York 13210.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural']",20131114,United States,J Biol Chem,The Journal of biological chemistry,2985121R,IM,,"['Amino Acid Substitution', 'Animals', 'Binding Sites/genetics', 'Cysteine/chemistry/genetics/metabolism', 'DNA-Binding Proteins/chemistry/genetics/metabolism', 'Electrophoresis, Polyacrylamide Gel', 'Histone-Lysine N-Methyltransferase/chemistry/genetics/metabolism', 'Histones/chemistry/*metabolism', 'Humans', 'Intracellular Signaling Peptides and Proteins', 'Kinetics', 'Lysine/chemistry/*metabolism', 'Mass Spectrometry/methods', 'Methylation', 'Models, Molecular', 'Mutation', 'Myeloid-Lymphoid Leukemia Protein/chemistry/genetics/*metabolism', 'Nuclear Proteins/chemistry/genetics/metabolism', 'Protein Structure, Tertiary', 'Transcription Factors/chemistry/genetics/metabolism']",2013/11/16 06:00,2014/04/09 06:00,['2013/11/16 06:00'],"['2013/11/16 06:00 [entrez]', '2013/11/16 06:00 [pubmed]', '2014/04/09 06:00 [medline]']","['S0021-9258(20)41558-3 [pii]', '10.1074/jbc.M113.501064 [doi]']",ppublish,J Biol Chem. 2014 Jan 10;289(2):868-84. doi: 10.1074/jbc.M113.501064. Epub 2013 Nov 14.,"['0 (ASH2L protein, human)', '0 (DNA-Binding Proteins)', '0 (Histones)', '0 (Intracellular Signaling Peptides and Proteins)', '0 (KMT2A protein, human)', '0 (Nuclear Proteins)', '0 (RBBP5 protein, human)', '0 (Transcription Factors)', '0 (WDR5 protein, human)', '149025-06-9 (Myeloid-Lymphoid Leukemia Protein)', 'EC 2.1.1.43 (Histone-Lysine N-Methyltransferase)', 'K3Z4F929H6 (Lysine)', 'K848JZ4886 (Cysteine)']","The mixed lineage leukemia-1 (MLL1) core complex predominantly catalyzes mono- and dimethylation of histone H3 at lysine 4 (H3K4) and is frequently altered in aggressive acute leukemias. The molecular mechanisms that account for conversion of mono- to dimethyl H3K4 (H3K4me1,2) are not well understood. In this investigation, we report that the suppressor of variegation, enhancer of zeste, trithorax (SET) domains from human MLL1 and Drosophila Trithorax undergo robust intramolecular automethylation reactions at an evolutionarily conserved cysteine residue in the active site, which is inhibited by unmodified histone H3. The location of the automethylation in the SET-I subdomain indicates that the MLL1 SET domain possesses significantly more conformational plasticity in solution than suggested by its crystal structure. We also report that MLL1 methylates Ash2L in the absence of histone H3, but only when assembled within a complex with WDR5 and RbBP5, suggesting a restraint for the architectural arrangement of subunits within the complex. Using MLL1 and Ash2L automethylation reactions as probes for histone binding, we observed that both automethylation reactions are significantly inhibited by stoichiometric amounts of unmethylated histone H3, but not by histones previously mono-, di-, or trimethylated at H3K4. These results suggest that the H3K4me1 intermediate does not significantly bind to the MLL1 SET domain during the dimethylation reaction. Consistent with this hypothesis, we demonstrate that the MLL1 core complex assembled with a catalytically inactive SET domain variant preferentially catalyzes H3K4 dimethylation using the H3K4me1 substrate. Taken together, these results are consistent with a ""two-active site"" model for multiple H3K4 methylation by the MLL1 core complex.",,['NOTNLM'],"['Automethylation', 'Chromatin Histone Modification', 'Enzyme Mechanisms', 'Epigenetics', 'Histone Methylation', 'Leukemia', 'Self-methylation']",PMC3887211,,,"['R01 CA140522/CA/NCI NIH HHS/United States', 'R01CA140522/CA/NCI NIH HHS/United States']",,,,,,,,,
24235135,NLM,MEDLINE,20140224,20211021,1528-0020 (Electronic) 0006-4971 (Linking),123,1,2014 Jan 2,How I treat ALL in Down's syndrome: pathobiology and management.,35-40,10.1182/blood-2013-07-453480 [doi],"['Izraeli, Shai', 'Vora, Ajay', 'Zwaan, C Michel', 'Whitlock, James']","['Izraeli S', 'Vora A', 'Zwaan CM', 'Whitlock J']","[""Department of Pediatric Hemato-Oncology, Edmond and Lily Safra Children's Hospital, Sheba Medical Centre, Tel-Hashomer, Ramat Gan, and Tel Aviv University Medical School, Tel Aviv, Israel;""]",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",20131114,United States,Blood,Blood,7603509,IM,,"['Antineoplastic Agents/therapeutic use', 'Child', 'Child, Preschool', 'Chromosome Aberrations', 'Down Syndrome/*complications/physiopathology', 'Female', 'Humans', 'Immunotherapy/methods', 'Male', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*complications/epidemiology/mortality/*therapy', 'Recurrence', 'Registries', 'Remission Induction', 'Treatment Outcome']",2013/11/16 06:00,2014/02/25 06:00,['2013/11/16 06:00'],"['2013/11/16 06:00 [entrez]', '2013/11/16 06:00 [pubmed]', '2014/02/25 06:00 [medline]']","['S0006-4971(20)36195-4 [pii]', '10.1182/blood-2013-07-453480 [doi]']",ppublish,Blood. 2014 Jan 2;123(1):35-40. doi: 10.1182/blood-2013-07-453480. Epub 2013 Nov 14.,['0 (Antineoplastic Agents)'],"Children with Down syndrome are at high risk for developing B-cell precursor acute lymphoblastic leukemia (DS-ALL) associated with poor outcome due to both a high relapse rate and increased treatment-related mortality (TRM) from infections. Biologically, these heterogeneous leukemias are characterized by under-representation of the common cytogenetic subgroups of childhood ALL and overrepresentation of CRLF2-IL7R-JAK-STAT activating genetic aberrations. Although relapse is the major determinant of poor outcomes in this population, de-escalation of chemotherapy intensity might be feasible in the 10% to 15% DS-ALL patients with ETV6-RUNX1 or high hyperdipoidy in whom TRM is the major limiting event. As infection-associated TRM occurs during all treatment phases, including the maintenance period, increased surveillance and supportive care is required throughout therapy. Improvement in outcome will require better understanding of the causes of treatment failure and TRM, incorporation of new therapies targeting the unique biological properties of DS-ALL, and enhanced supportive care measures to reduce the risk of infection-related TRM. To facilitate these goals, an international collaboration plans to establish a prospective DS-ALL registry and develop specific supportive care recommendations for this at-risk population.",,,,,,,['G0300130/Medical Research Council/United Kingdom'],,,,,,,,,
24235130,NLM,MEDLINE,20140116,20210202,1528-0020 (Electronic) 0006-4971 (Linking),122,20,2013 Nov 14,Asparaginase unveils glutamine-addicted AML.,3398-400,10.1182/blood-2013-09-526392 [doi],"['Samudio, Ismael', 'Konopleva, Marina']","['Samudio I', 'Konopleva M']",['TERRY FOX LABORATORY;'],['eng'],"['Journal Article', 'Comment']",,United States,Blood,Blood,7603509,IM,['Blood. 2013 Nov 14;122(20):3521-32. PMID: 24014241'],"['Animals', 'Female', 'Glutamine/*antagonists & inhibitors', 'Humans', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male']",2013/11/16 06:00,2014/01/17 06:00,['2013/11/16 06:00'],"['2013/11/16 06:00 [entrez]', '2013/11/16 06:00 [pubmed]', '2014/01/17 06:00 [medline]']","['S0006-4971(20)36352-7 [pii]', '10.1182/blood-2013-09-526392 [doi]']",ppublish,Blood. 2013 Nov 14;122(20):3398-400. doi: 10.1182/blood-2013-09-526392.,['0RH81L854J (Glutamine)'],"In this issue of Blood, Willems et al describe the dependence of acute myeloid leukemia (AML) cells on glutamine for maintaining protein synthesis downstream of mammalian target of rapamycin (mTOR) and show that the enzyme asparaginase can be used to target this dependence. Using various AML cell lines, primary samples, and CD341 stem cells from healthy donors, the authors support the notion that asparaginase may offer a therapeutic benefit in AML-not from its well-known enzymatic activity, but from its ""off-target"" effects on glutamine levels that result in inhibition of downstream mTOR signaling, inhibition of protein synthesis, and ultimately loss of viability.",,,,,,,,,,,,,,,,
24235126,NLM,MEDLINE,20140116,20211021,1528-0020 (Electronic) 0006-4971 (Linking),122,20,2013 Nov 14,Risky business: target choice in adoptive cell therapy.,3392-4,10.1182/blood-2013-09-527622 [doi],"['Morgan, Richard A']",['Morgan RA'],['NATIONAL INSTITUTES OF HEALTH.'],['eng'],"['Journal Article', 'Comment']",,United States,Blood,Blood,7603509,IM,['Blood. 2013 Nov 14;122(20):3461-72. PMID: 24016461'],"['Animals', 'Antigens, Neoplasm/*immunology', 'Humans', 'Hyaluronan Receptors/*immunology', '*Immunotherapy, Adoptive', 'Leukemia, Myeloid, Acute/*therapy', '*Molecular Targeted Therapy', 'Multiple Myeloma/*therapy', 'T-Lymphocyte Subsets/*immunology']",2013/11/16 06:00,2014/01/17 06:00,['2013/11/16 06:00'],"['2013/11/16 06:00 [entrez]', '2013/11/16 06:00 [pubmed]', '2014/01/17 06:00 [medline]']","['S0006-4971(20)36348-5 [pii]', '10.1182/blood-2013-09-527622 [doi]']",ppublish,Blood. 2013 Nov 14;122(20):3392-4. doi: 10.1182/blood-2013-09-527622.,"['0 (Antigens, Neoplasm)', '0 (CD44v6 antigen)', '0 (Hyaluronan Receptors)']","In this issue of Blood, Casucci et al present an elegant study that describes a potential new target for adoptive cell transfer (ACT), in this case CD44 splice variant 6 (CD44v6), and detail why it may be a good target for ACT and how to manage expected off-tumor/on-target toxicities.",,,,PMC3829111,,,,,,,,,,,,
24234443,NLM,MEDLINE,20140415,20211021,1362-4962 (Electronic) 0305-1048 (Linking),42,3,2014 Feb,RNA-dependent dynamic histone acetylation regulates MCL1 alternative splicing.,1656-70,10.1093/nar/gkt1134 [doi],"['Khan, Dilshad H', 'Gonzalez, Carolina', 'Cooper, Charlton', 'Sun, Jian-Min', 'Chen, Hou Yu', 'Healy, Shannon', 'Xu, Wayne', 'Smith, Karen T', 'Workman, Jerry L', 'Leygue, Etienne', 'Davie, James R']","['Khan DH', 'Gonzalez C', 'Cooper C', 'Sun JM', 'Chen HY', 'Healy S', 'Xu W', 'Smith KT', 'Workman JL', 'Leygue E', 'Davie JR']","['Department of Biochemistry and Medical Genetics, University of Manitoba, Manitoba Institute of Child Health, Winnipeg, Manitoba, R3E 3P4, Canada, Department of Biochemistry and Medical Genetics, University of Manitoba, Manitoba Institute of Cell Biology, Winnipeg, Manitoba, R3E0V9, Canada and Stowers Institute for Medical Research, Kansas City, Missouri 64110, USA.']",['eng'],"['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",20131114,England,Nucleic Acids Res,Nucleic acids research,0411011,IM,,"['Acetylation', '*Alternative Splicing', 'Cell Line', 'Chromatin/metabolism', 'Histone Deacetylase 1/*metabolism', 'Histone Deacetylase 2/*metabolism', 'Histone Deacetylase Inhibitors/pharmacology', 'Histones/*metabolism', 'Humans', 'Myeloid Cell Leukemia Sequence 1 Protein/*genetics/metabolism', 'Nuclear Proteins/metabolism', 'RNA Polymerase II/metabolism', 'RNA Precursors/metabolism', 'RNA, Messenger/metabolism', 'RNA-Binding Proteins/metabolism', 'Serine-Arginine Splicing Factors', 'Transcription, Genetic', 'p300-CBP Transcription Factors/metabolism']",2013/11/16 06:00,2014/04/16 06:00,['2013/11/16 06:00'],"['2013/11/16 06:00 [entrez]', '2013/11/16 06:00 [pubmed]', '2014/04/16 06:00 [medline]']","['gkt1134 [pii]', '10.1093/nar/gkt1134 [doi]']",ppublish,Nucleic Acids Res. 2014 Feb;42(3):1656-70. doi: 10.1093/nar/gkt1134. Epub 2013 Nov 14.,"['0 (Chromatin)', '0 (Histone Deacetylase Inhibitors)', '0 (Histones)', '0 (MCL1 protein, human)', '0 (Myeloid Cell Leukemia Sequence 1 Protein)', '0 (Nuclear Proteins)', '0 (RNA Precursors)', '0 (RNA, Messenger)', '0 (RNA-Binding Proteins)', '170974-22-8 (Serine-Arginine Splicing Factors)', 'EC 2.3.1.48 (p300-CBP Transcription Factors)', 'EC 2.3.1.48 (p300-CBP-associated factor)', 'EC 2.7.7.- (RNA Polymerase II)', 'EC 3.5.1.98 (Histone Deacetylase 1)', 'EC 3.5.1.98 (Histone Deacetylase 2)']","Histone deacetylases (HDACs) and lysine acetyltransferases (KATs) catalyze dynamic histone acetylation at regulatory and coding regions of transcribed genes. Highly phosphorylated HDAC2 is recruited within corepressor complexes to regulatory regions, while the nonphosphorylated form is associated with the gene body. In this study, we characterized the nonphosphorylated HDAC2 complexes recruited to the transcribed gene body and explored the function of HDAC-complex-mediated dynamic histone acetylation. HDAC1 and 2 were coimmunoprecipitated with several splicing factors, including serine/arginine-rich splicing factor 1 (SRSF1) which has roles in alternative splicing. The co-chromatin immunoprecipitation of HDAC1/2 and SRSF1 to the gene body was RNA-dependent. Inhibition of HDAC activity and knockdown of HDAC1, HDAC2 or SRSF1 showed that these proteins were involved in alternative splicing of MCL1. HDAC1/2 and KAT2B were associated with nascent pre-mRNA in general and with MCL1 pre-mRNA specifically. Inhibition of HDAC activity increased the occupancy of KAT2B and acetylation of H3 and H4 of the H3K4 methylated alternative MCL1 exon 2 nucleosome. Thus, nonphosphorylated HDAC1/2 is recruited to pre-mRNA by splicing factors to act at the RNA level with KAT2B and other KATs to catalyze dynamic histone acetylation of the MCL1 alternative exon and alter the splicing of MCL1 pre-mRNA.",,,,PMC3919583,,,"['R01 GM047867/GM/NIGMS NIH HHS/United States', 'MOP-9186/CAPMC/ CIHR/Canada', '1R01 GM047867/GM/NIGMS NIH HHS/United States']",,,,,,,,,
24234432,NLM,MEDLINE,20140623,20211021,1757-790X (Electronic) 1757-790X (Linking),2013,,2013 Nov 14,Successful treatment of acquired pure red cell aplasia with oral corticosteroids in a patient with B-cell CLL.,,10.1136/bcr-2013-201027 [doi] bcr2013201027 [pii],"['Dharmshaktu, Pramila', 'Gupta, Naresh', 'Dhanwal, Dinesh Kumar']","['Dharmshaktu P', 'Gupta N', 'Dhanwal DK']","['Department of Medicine, Maulana Azad Medical College, New Delhi, India.']",['eng'],"['Case Reports', 'Journal Article']",20131114,England,BMJ Case Rep,BMJ case reports,101526291,IM,,"['Administration, Oral', 'Adrenal Cortex Hormones/administration & dosage/*therapeutic use', 'Bone Marrow/pathology', 'Diagnosis, Differential', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*complications/diagnosis', 'Male', 'Middle Aged', 'Prednisolone/administration & dosage/*therapeutic use', 'Red-Cell Aplasia, Pure/diagnosis/drug therapy/*etiology']",2013/11/16 06:00,2014/06/24 06:00,['2013/11/16 06:00'],"['2013/11/16 06:00 [entrez]', '2013/11/16 06:00 [pubmed]', '2014/06/24 06:00 [medline]']","['bcr-2013-201027 [pii]', '10.1136/bcr-2013-201027 [doi]']",epublish,BMJ Case Rep. 2013 Nov 14;2013. pii: bcr-2013-201027. doi: 10.1136/bcr-2013-201027.,"['0 (Adrenal Cortex Hormones)', '9PHQ9Y1OLM (Prednisolone)']","We present the case of a 57-year-old male patient diagnosed with chronic lymphoid leukaemia (CLL) B-cell type along with moderate anaemia. On follow-up investigations the aetiology of anaemia turned out to be pure red cell aplasia (PRCA) on trephine bone biopsy with an elevated serum erythropoietin level. The patient received blood transfusion support. He showed remarkable improvement on oral corticosteroids (prednisolone 60 mg/daily dose) with no further requirement of blood transfusion over next 3 months. However, when the dose of steroid was tapered down to 10 mg/day, the anaemia reappeared. An increase in the dose of steroid brought the haemoglobin level back to normal. Anaemia in CLL can be due to many reasons, of which PRCA is an uncommon association occurring in only around 1% of patients with CLL and usually refractory to the conventional treatment with steroids. This PRCA secondary to CLL is considered to be immune in origin and a response to combination of immunosuppressive therapy such as steroids, cyclosporine, rituximab is anticipated. Our case responded completely to oral steroids alone.",,,,PMC3830188,,,,,,,,,,,,
24233069,NLM,MEDLINE,20140417,20140214,1468-2044 (Electronic) 0003-9888 (Linking),99,3,2014 Mar,Headache after lumbar puncture: randomised crossover trial of 22-gauge versus 25-gauge needles.,203-7,10.1136/archdischild-2013-305145 [doi],"['Crock, Catherine', 'Orsini, Francesca', 'Lee, Katherine J', 'Phillips, Roderic J']","['Crock C', 'Orsini F', 'Lee KJ', 'Phillips RJ']","[""Royal Children's Hospital, , Melbourne, Australia.""]",['eng'],"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",20131114,England,Arch Dis Child,Archives of disease in childhood,0372434,IM,,"['Adolescent', 'Child', 'Child, Preschool', 'Cross-Over Studies', 'Double-Blind Method', 'Female', 'Humans', 'Incidence', 'Male', 'Needles/*adverse effects', 'Post-Dural Puncture Headache/*etiology', 'Spinal Puncture/*adverse effects']",2013/11/16 06:00,2014/04/18 06:00,['2013/11/16 06:00'],"['2013/11/16 06:00 [entrez]', '2013/11/16 06:00 [pubmed]', '2014/04/18 06:00 [medline]']","['archdischild-2013-305145 [pii]', '10.1136/archdischild-2013-305145 [doi]']",ppublish,Arch Dis Child. 2014 Mar;99(3):203-7. doi: 10.1136/archdischild-2013-305145. Epub 2013 Nov 14.,,"OBJECTIVES: To compare the frequency of headache and the procedure time following lumbar puncture (LP) using a 25-gauge needle compared to a 22-gauge needle. DESIGN: 4-period crossover blinded randomised controlled trial. SETTING: Oncology unit, Royal Children's Hospital, Melbourne. PATIENTS: Children aged 4-15 years at enrolment having LPs as part of their treatment for leukaemia. INTERVENTIONS: Each child was allocated a random sequence of four LPs, two with a 22-gauge and two with a 25-gauge needle. OUTCOME MEASURES: The presence of post-LP headache. Secondary outcomes included the presence of any headache, procedure time and impact of headache on the family. RESULTS: Data on 341 procedures in 93 randomised children were analysed. There was little difference in the incidence of post-LP headache between the two needle sizes (22-gauge 7.2%, 95% CI 3.8 to 12.2; 25-gauge 4.6%, 95% CI 2.0 to 8.9, p=0.3) or in the incidence of any headache (22-gauge 18% 95% CI 12.5 to 24.6; 25-gauge 15%, 95% CI 10.0 to 21.1, p=0.4). Use of the 25-gauge needle was associated with longer procedure times. The incidence of post-LP headache showed little evidence of an age effect (OR =1.1, 95% CI 0.98 to 1.3) and was higher in girls than in boys (11% vs 3%, respectively, OR=3.3, 95% CI 1.3 to 8.4, p=0.014). Fifty-five per cent of families with a child with a post-LP headache assessed the overall functional impact as moderate or severe. CONCLUSIONS: There was little difference in the occurrence of post-LP headache or any headache between procedures carried out using the 22-gauge or 25-gauge needles. Depending on the circumstances of the procedure and the experience of the operator, either gauge may be appropriate for an LP in a child.",,['NOTNLM'],"['Accident & Emergency', 'Clinical Procedures', 'General Paediatrics', 'Haematology', 'Oncology']",,,,,,,,,,,,,
24232667,NLM,MEDLINE,20140619,20211021,1660-3397 (Electronic) 1660-3397 (Linking),11,11,2013 Nov 13,Design and synthesis of pro-apoptotic compounds inspired by diatom oxylipins.,4527-43,10.3390/md11114527 [doi],"['Romano, Giovanna', 'Manzo, Emiliano', 'Russo, Gian Luigi', ""d'Ippolito, Giuliana"", 'Cutignano, Adele', 'Russo, Maria', 'Fontana, Angelo']","['Romano G', 'Manzo E', 'Russo GL', ""d'Ippolito G"", 'Cutignano A', 'Russo M', 'Fontana A']","['Stazione Zoologica Anton Dohrn, Napoli 80121, Italy. giovanna.romano@szn.it.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20131113,Switzerland,Mar Drugs,Marine drugs,101213729,IM,,"['Animals', 'Apoptosis/*drug effects', 'Cell Line, Tumor', 'Diatoms/*chemistry', 'Humans', 'Mitosis/drug effects', 'Oxylipins/*chemistry/pharmacology', 'Reproduction/drug effects', 'Sea Urchins/chemistry']",2013/11/16 06:00,2014/06/20 06:00,['2013/11/16 06:00'],"['2013/09/05 00:00 [received]', '2013/10/29 00:00 [revised]', '2013/11/01 00:00 [accepted]', '2013/11/16 06:00 [entrez]', '2013/11/16 06:00 [pubmed]', '2014/06/20 06:00 [medline]']","['md11114527 [pii]', '10.3390/md11114527 [doi]']",epublish,Mar Drugs. 2013 Nov 13;11(11):4527-43. doi: 10.3390/md11114527.,['0 (Oxylipins)'],"Oxylipins are a large and diverse family of fatty acid derivatives exhibiting different levels of oxidation of the carbon chain. They are involved in many biological functions in mammals, plants and diatoms. In this last group of organisms, they are suggested to play a role in the reproductive failure of copepod predators, showing clear pro-apoptotic effects on newborn nauplii. In this work, these compounds were tested for the ability to induce mitotic arrest in sea urchin embryos. We show for the first time that oxylipins have an increased efficacy in their corresponding methylated form. Natural oxylipins were also used as an inspiration for the rational design and synthesis of stable chemical analogs with apoptotic activity against tumor cell lines. This approach led to the synthesis of the linear C15-ketol (22) that was shown to induce apoptosis in human leukemia U-937 cells. These results are proof of the concept of the use of eco-physiological considerations as a platform to guide the search for novel drug candidates.",,,,PMC3853743,,,,,,,,,,,,
24232460,NLM,MEDLINE,20140902,20211021,1932-6203 (Electronic) 1932-6203 (Linking),8,11,2013,Sunitinib indirectly enhanced anti-tumor cytotoxicity of cytokine-induced killer cells and CD3(+)CD56(+) subset through the co-culturing dendritic cells.,e78980,10.1371/journal.pone.0078980 [doi],"['Wongkajornsilp, Adisak', 'Wamanuttajinda, Valla', 'Kasetsinsombat, Kanda', 'Duangsa-ard, Sunisa', 'Sa-ngiamsuntorn, Khanit', 'Hongeng, Suradej', 'Maneechotesuwan, Kittipong']","['Wongkajornsilp A', 'Wamanuttajinda V', 'Kasetsinsombat K', 'Duangsa-ard S', 'Sa-ngiamsuntorn K', 'Hongeng S', 'Maneechotesuwan K']","['Department of Pharmacology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20131113,United States,PLoS One,PloS one,101285081,IM,,"['Antineoplastic Agents/*pharmacology', 'CD3 Complex/*metabolism', 'CD56 Antigen/*metabolism', 'Cell Line, Tumor', 'Coculture Techniques', 'Cytokine-Induced Killer Cells/drug effects/*immunology/metabolism', 'Dendritic Cells/drug effects/*immunology/metabolism', 'Drug Screening Assays, Antitumor', 'Flow Cytometry', 'Humans', 'Indoles/*pharmacology', 'Interferon-gamma/antagonists & inhibitors/metabolism', 'Macrophages/drug effects/metabolism', 'Pyrroles/*pharmacology', 'Sunitinib', 'T-Lymphocytes, Regulatory/drug effects/immunology']",2013/11/16 06:00,2014/09/03 06:00,['2013/11/16 06:00'],"['2013/05/14 00:00 [received]', '2013/09/25 00:00 [accepted]', '2013/11/16 06:00 [entrez]', '2013/11/16 06:00 [pubmed]', '2014/09/03 06:00 [medline]']","['10.1371/journal.pone.0078980 [doi]', 'PONE-D-13-19722 [pii]']",epublish,PLoS One. 2013 Nov 13;8(11):e78980. doi: 10.1371/journal.pone.0078980. eCollection 2013.,"['0 (Antineoplastic Agents)', '0 (CD3 Complex)', '0 (CD56 Antigen)', '0 (Indoles)', '0 (NCAM1 protein, human)', '0 (Pyrroles)', '82115-62-6 (Interferon-gamma)', 'V99T50803M (Sunitinib)']","Cytokine-induced killer (CIK) cells have reached clinical trials for leukemia and solid tumors. Their anti-tumor cytotoxicity had earlier been shown to be intensified after the co-culture with dendritic cells (DCs). We observed markedly enhanced anti-tumor cytotoxicity activity of CIK cells after the co-culture with sunitinib-pretreated DCs over that of untreated DCs. This cytotoxicity was reliant upon DC modulation by sunitinib because the direct exposure of CIK cells to sunitinib had no significant effect. Sunitinib promoted Th1-inducing and pro-inflammatory phenotypes (IL-12, IFN-gamma and IL-6) in DCs at the expense of Th2 inducing phenotype (IL-13) and regulatory phenotype (PD-L1, IDO). Sunitinib-treated DCs subsequently induced the upregulation of Th1 phenotypic markers (IFN-gamma and T-bet) and the downregulation of the Th2 signature (GATA-3) and the Th17 marker (RORC) on the CD3(+)CD56(+) subset of CIK cells. It concluded that sunitinib-pretreated DCs drove the CD3(+)CD56(+) subset toward Th1 phenotype with increased anti-tumor cytotoxicity.",,,,PMC3827292,,,,,,,,,,,,
24232314,NLM,MEDLINE,20140723,20211021,1476-5454 (Electronic) 0950-222X (Linking),28,1,2014 Jan,Spontaneously resolved exudative retinal detachment caused by orbital cellulitis in an immunocompromised adult.,109-10,10.1038/eye.2013.243 [doi],"['Farah, E', 'Kalantzis, G', 'Papaefthimiou, I', 'Koutsandrea, C', 'Georgalas, I']","['Farah E', 'Kalantzis G', 'Papaefthimiou I', 'Koutsandrea C', 'Georgalas I']","[""Department of Ophthalmology, 'G.Gennimatas' Hospital of Athens, University of Athens, Athens, Greece."", ""Department of Ophthalmology, 'G.Gennimatas' Hospital of Athens, University of Athens, Athens, Greece."", ""Department of Ophthalmology, 'G.Gennimatas' Hospital of Athens, University of Athens, Athens, Greece."", ""Department of Ophthalmology, 'G.Gennimatas' Hospital of Athens, University of Athens, Athens, Greece."", ""Department of Ophthalmology, 'G.Gennimatas' Hospital of Athens, University of Athens, Athens, Greece.""]",['eng'],"['Case Reports', 'Letter']",20131115,England,Eye (Lond),"Eye (London, England)",8703986,IM,,"['Aged, 80 and over', 'Anti-Bacterial Agents/therapeutic use', 'Drug Therapy, Combination', 'Exophthalmos/diagnosis', 'Exudates and Transudates', 'Eye Infections, Bacterial/diagnosis/drug therapy', 'Humans', '*Immunocompromised Host', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/complications', 'Macular Degeneration/complications', 'Magnetic Resonance Imaging', 'Male', 'Methicillin-Resistant Staphylococcus aureus/isolation & purification', 'Nasal Mucosa/microbiology', 'Orbital Cellulitis/*complications/drug therapy/microbiology', 'Remission, Spontaneous', 'Retinal Detachment/etiology/*physiopathology', 'Staphylococcal Infections/diagnosis/drug therapy']",2013/11/16 06:00,2014/07/24 06:00,['2013/11/16 06:00'],"['2013/11/16 06:00 [entrez]', '2013/11/16 06:00 [pubmed]', '2014/07/24 06:00 [medline]']","['eye2013243 [pii]', '10.1038/eye.2013.243 [doi]']",ppublish,Eye (Lond). 2014 Jan;28(1):109-10. doi: 10.1038/eye.2013.243. Epub 2013 Nov 15.,['0 (Anti-Bacterial Agents)'],,,,,PMC3890768,,,,,,"['Eye (Lond). 2014 Sep;28(9):1144. PMID: 24875222', 'Eye (Lond). 2014 Sep;28(9):1144. PMID: 24875223']",,['ORCID: 0000000261715865'],,,,
