PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,GR,CIN,PMC,RF,TT,CI,SI,CON,MID,OID,OAB,OABL,OTO,OT,GN,CRI,EIN,PS,FPS,LID
9863405,NLM,MEDLINE,19990120,20151119,0370-8179 (Print) 0370-8179 (Linking),126,9-10,1998 Sep-Oct,[Treatment of aggressive non-Hodgkin's lymphoma with the ProMACE- CytaBOM protocol].,345-8,"INTRODUCTION: The Working Formulation Classification (for clinical use) divides non-Hodgkin's lymphoma (NHL), according to the nature of the disease and response to therapy into the low, medium and high risk lymphomas. Although these subgroups include different pathohistological types of NHL, they are considered sufficiently homogenous for joint therapy planning [1]. The first generation protocol (CHOP) managed to achieve complete remission (CR) in 50-55% of patients with 30-35% of survival rate [2]. A large four-branch comparative study of SWOG group compared CHOP as the first generation protocol with the third generation protocols ProMACE CytaBOM, m-BACOD and MCOD-D. The results have shown a similar CR and survival rates, so that CHOP is considered a gold standard for the treatment of aggressive NHL [6]. In the light of individual reports stating a high CR rate in the treatment of aggressive NHL by ProMACE CytaBOM [3-5] we present our experience and observations related to the use of this protocol. METHOD: Over the period from 1991 through May 1996 at the Department of Lymphoproliferative Diseases, Institute of Haematology, Clinical Centre of Serbia in Belgrade, we treated 25 patients with pathohistologic evidence of medium to high risk lymphomas, where cases of lymphoblast lymphoma and Burkit's lymphoma were excluded. The median follow-up was 27 months (maximum 63 months). RESULTS: Four of 25 patients were > 60 years. Three of these died. Pathohistological analysis revealed that of 20 cases of medium risk aggressive lymphoma five had diffuse, small cleaved cells, 7 had diffuse mixed and 8 diffuse centroblast cells. Although diffuse NHL with small cleaved cells is classified into clinically indolent lymphomas, two of five patients were in the fourth clinical stage, and three of five patients had a large tumorous mass. In the high risk group five patients had immunoblast lymphoma. Karnofsky index was high in 20/25. According to Ann Arbor criteria 19/25 patients were in IVCS and 7/25 had a large tumour mass. Most patients had clinical symptoms (21/25). Extranodal localization was confirmed in 19 patients. Bone marrow and hepatic infiltrations were most common: 9 and 6 patients, respectively. Eleven patients had a single extranodal localization, while 8 had 2 or more. The median follow-up was 27 months (maximum 63 months), and 21/25 (84%) patients responded to therapy (CR + PR). Complete remission was achieved in 14 patients (56%), and PR in 7 (28%) patients. In the CR group two died, and relapse developed in one after 28 months. In 11 cases CR is maintained. The average duration of CR was 16 months (3-38 months), and PR was maintained for 6 months (20 months in one case). The average survival was 24.5 months (range 3-53). DISCUSSION: The fact that a half of adult patients with disseminated aggressive NHL can be cured with combined chemotherapy is the major oncological achievement in the last 20 years. The protocol combines 4-8 drugs, and the joint report of the SFOG group for lymphoma in over 1200 patients with lymphoma has shown that the second and third generation protocols are not more effective than the standard CHOP or CHOPBleom protocols [6]. The optimum therapeutic protocol in the treatment of aggressive lymphoma is still unpredictable due to the fact that it is inadequate to compare the results of individual institutions with the results of collaborative groups; there is also a significant difference in the prognostic factors in different research groups; there is no sufficient complete and published results that suggest the lower CR than the original reports (which may be related to the evaluation of tumour and remission). There are not sufficient data on the incidence of secondary carcinoma and leukaemia [1]. The decision on the therapy should be based on two lines of information: those related to each particular patient (age, associated diseases) and those related to the tumour (large mass, immunophenotyping, cytoge","['Mihaljevic, B', 'Jancic-Nedeljkov, R', 'Sretenovic, M', 'Milivojevic, G', 'Jankovic, S', 'Petrovic, M']","['Mihaljevic B', 'Jancic-Nedeljkov R', 'Sretenovic M', 'Milivojevic G', 'Jankovic S', 'Petrovic M']","['Institute of Haematology, Clinical Centre of Serbia, Belgrade.']",['srp'],"['English Abstract', 'Journal Article']",Serbia,Srp Arh Celok Lek,Srpski arhiv za celokupno lekarstvo,0027440,"['04079A1RDZ (Cytarabine)', '11056-06-7 (Bleomycin)', '5J49Q6B70F (Vincristine)', '6PLQ3CP4P3 (Etoposide)', '80168379AG (Doxorubicin)', '8N3DW7272P (Cyclophosphamide)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'PROMACE-CytaBOM protocol']",IM,"['Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/*therapeutic use', 'Bleomycin/administration & dosage', 'Cyclophosphamide/administration & dosage', 'Cytarabine/administration & dosage', 'Doxorubicin/administration & dosage', 'Etoposide/administration & dosage', 'Female', 'Humans', 'Lymphoma, Non-Hodgkin/*drug therapy', 'Male', 'Methotrexate/administration & dosage', 'Middle Aged', 'Prednisone/administration & dosage', 'Vincristine/administration & dosage']",1998/12/24 00:00,1998/12/24 00:01,['1998/12/24 00:00'],"['1998/12/24 00:00 [pubmed]', '1998/12/24 00:01 [medline]', '1998/12/24 00:00 [entrez]']",,ppublish,Srp Arh Celok Lek. 1998 Sep-Oct;126(9-10):345-8.,,,,,Lecenje agresivnih neHockinskih limfoma protokolom ProMACE CytaBOM.,,,,,,,,,,,,,,,
9863374,NLM,MEDLINE,19990120,20091111,0370-8179 (Print) 0370-8179 (Linking),126,5-6,1998 May-Jun,[Sensitivity to antibiotics in coagulase-negative staphylococci isolated from patients with central venous catheters].,157-63,"We examined 25 coagulase-negative staphylococci isolated from children, of whom 17 with leukaemia and 8 with terminal renal failure. Strain identification performed by api Staph system revealed the presence of S. epidermidis in 21 children, S. hominis in 3 patients and S. haemolyticus in 1 patient. By diffusion method we examined the activity of penicillin, methicillin, cephalexin, cephtriaxon, lincomycin, erythromycin, vancomycin, co-trimoxasol, gentamicin, amikacin, chloramphenicol, rifampicin and fusidic acid. MICs of seven antibiotics were obtained by agar dilution method. MIC50 and MIC90 were as follows: /ml Methicillin 3.13 mg/ml and 50 mg/ml, lincomycin 100 mg/ml and 100 mg/ml, gentamicin 25 mg/ml and 100 mg/ml, chloramphenicol 6.25 mg/ml and 50 mg/ml, amikacin 1.56 mg/ml and 100 mg/ml, rifampicin 0.09 mg/ml and 12.5 mg/ml, fusidic acid 6.25 mg/ml and 12.5 mg/ml, vancomycin 1.56 mg/ml and 3.13 mg/ml. These data show that the examined strains are highly resistant to numerous antibiotics. Thirty six percent of all strains were resistant to methicillin, 88% to lincomycin, 60% to gentamicin, 52% to chloramphenicol, 24% to amikacin, 52% to rifampicin and 56% to fuscidic acid. All the examined strains were sensitive to vancomycin.","['Petreska, D', 'Janic, I', 'Trajkovic, J', 'Milosavljevic, S']","['Petreska D', 'Janic I', 'Trajkovic J', 'Milosavljevic S']","[""University Children's Hospital, Belgrade.""]",['srp'],"['English Abstract', 'Journal Article']",Serbia,Srp Arh Celok Lek,Srpski arhiv za celokupno lekarstvo,0027440,['0 (Coagulase)'],IM,"['Adolescent', 'Bacteremia/drug therapy/etiology', '*Catheterization, Central Venous/adverse effects', 'Child', 'Child, Preschool', 'Coagulase/*metabolism', '*Drug Resistance, Microbial', 'Female', 'Humans', 'Infant', 'Male', 'Microbial Sensitivity Tests', 'Staphylococcus/drug effects/*enzymology']",1998/12/24 00:00,1998/12/24 00:01,['1998/12/24 00:00'],"['1998/12/24 00:00 [pubmed]', '1998/12/24 00:01 [medline]', '1998/12/24 00:00 [entrez]']",,ppublish,Srp Arh Celok Lek. 1998 May-Jun;126(5-6):157-63.,,,,,Osetljevost na antibiotske lekove koagulaza-negativnih stafilokoka isolovanih od bolesnika s centralnim venskim kateterom.,,,,,,,,,,,,,,,
9863227,NLM,MEDLINE,19990216,20181101,0513-4870 (Print) 0513-4870 (Linking),31,9,1996,"[(Sp)-8-chloroadenosine 3',5'-cyclophosphate induced differentiation on human leukemia HL-60 cells].",641-6,"(Sp)-octyl 8-chloroadenosine 3',5'-cyclophosphate(OCC), a newly synthesized cAMP analog, strongly induced growth inhibition and differentiation in human leukemia HL-60 cells. The effects were dose- and time-dependent and irreversible. In flow cytometry, OCC brought about a block at the G1 phase of HL-60 cell cycle. Determined by incorporation assay, OCC was shown to strongly inhibit DNA synthesis without affecting the synthesis of RNA and protein in HL-60 cells. OCC activated the protein kinase A(PKA) in the cytosol of HL-60 cells and inhibited its binding to cAMP. The activities of PKA in the cytosol of HL-60 cells treated with OCC were more significantly increased than those in control cells. It can be concluded that OCC binds itself to PKA in competition with cAMP and, as a result, activates PKA.","['Su, J', 'Yang, X B', 'Wang, L X', 'Xu, B', 'Zhang, L H']","['Su J', 'Yang XB', 'Wang LX', 'Xu B', 'Zhang LH']","['National Research Laboratories of Natural and Biomimetic Drugs, Beijing Medical University.']",['chi'],['Journal Article'],China,Yao Xue Xue Bao,Yao xue xue bao = Acta pharmaceutica Sinica,21710340R,"['0 (Antineoplastic Agents)', '0 (DNA, Neoplasm)', '23583-48-4 (8-Bromo Cyclic Adenosine Monophosphate)', 'BQ94Z7E5OR (8-chloro-cyclic adenosine monophosphate)', 'EC 2.7.11.11 (Cyclic AMP-Dependent Protein Kinases)']",IM,"['8-Bromo Cyclic Adenosine Monophosphate/*analogs & derivatives/pharmacology', 'Antineoplastic Agents/*pharmacology', 'Cell Differentiation/*drug effects', 'Cell Division/drug effects', 'Cyclic AMP-Dependent Protein Kinases/metabolism', 'DNA, Neoplasm/biosynthesis', 'HL-60 Cells/drug effects/pathology', 'Humans']",1996/01/01 00:00,1998/12/24 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1998/12/24 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Yao Xue Xue Bao. 1996;31(9):641-6.,,,,,,,,,,,,,,,,,,,,
9863202,NLM,MEDLINE,19990210,20061115,0001-6209 (Print) 0001-6209 (Linking),37,2,1997 Apr,[Study of the relationship between the control of environmental microorganism and infection of patients with leukemia after trasplantation of bone marrow].,142-7,"After the transplantation of bone marrow, patients with leukemia are easily infected by kinds of microorganism and die. In this paper, F-mice with the 60Co-gamma irradiation (maximum lethal dose) were transplanted bone marrow, then control the microorganism in the environment. Morever the laminar flow wards for the leukemia patient of bone marrow transplantation were designed according to the data combined with the clinic condition. There is no any infection in twelve patients with bone marrow transplantation from 1989 to 1993.","['Zhu, S', 'Chen, S', 'Wei, H', 'Suo, J']","['Zhu S', 'Chen S', 'Wei H', 'Suo J']","['Chinese PLA General Hospital, Beijing.']",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Wei Sheng Wu Xue Bao,Wei sheng wu xue bao = Acta microbiologica Sinica,21610860R,,IM,"['Animals', '*Bone Marrow Transplantation', 'Child', '*Environment, Controlled', 'Female', 'Humans', '*Infection Control', 'Leukemia/*therapy', 'Male', 'Mice']",1997/04/01 00:00,1998/12/24 00:01,['1997/04/01 00:00'],"['1997/04/01 00:00 [pubmed]', '1998/12/24 00:01 [medline]', '1997/04/01 00:00 [entrez]']",,ppublish,Wei Sheng Wu Xue Bao. 1997 Apr;37(2):142-7.,,,,,,,,,,,,,,,,,,,,
9863176,NLM,MEDLINE,19990127,20181201,0253-9756 (Print) 0253-9756 (Linking),17,5,1996 Sep,Characteristics of harringtonine-resistant human leukemia HL60 cell.,463-7,"AIM: To study the mechanisms of the resistance to harringtonine (Har) in the HL60 cells. METHODS: Growth inhibition, karyotype analysis, flow cytometry, Western blotting and polymerase chain reaction. RESULTS: The Har-resistant HL60 cell line, named HR20, showed cross resistance to homoharringtonine, doxorubicin, daunorubicin, vincristine, and colchicine. The growth doubling time and the cell numbers in G1 phase were increased. The accumulation of cellular daunorubicin in the resistant cells was obviously reduced, but distinctly increased by tetrandrine and verapamil. The numbers of telocentromeric chromosome increased and the chromosomal aberration more occured in the resistant cells. The resistant cells overexpressed multidrug resistant mdr-1 gene and P-glycoprotein 150 kDa. CONCLUSION: The Har-resistant HL60 cell strain belonged to a multidrug resistance strain, overexpressing mdr-1 gene and P-glycoprotein.","['He, Q Y', 'Zhou, W D', 'Ji, L', 'Zhang, H Q', 'He, N G', 'Xue, S B']","['He QY', 'Zhou WD', 'Ji L', 'Zhang HQ', 'He NG', 'Xue SB']","['Department of Biology, Beijing Normal University, China.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhongguo Yao Li Xue Bao,Zhongguo yao li xue bao = Acta pharmacologica Sinica,8100330,"['0 (ATP Binding Cassette Transporter, Subfamily B, Member 1)', '0 (Antineoplastic Agents, Phytogenic)', '0 (Harringtonines)']",IM,"['ATP Binding Cassette Transporter, Subfamily B, Member 1/biosynthesis', 'Antineoplastic Agents, Phytogenic/*pharmacology', 'Breast Neoplasms/metabolism/pathology', '*Drug Resistance, Multiple', 'Drug Resistance, Neoplasm', 'Gene Expression', '*Genes, MDR', 'HL-60 Cells/pathology', 'Harringtonines/*pharmacology', 'Humans', 'Tumor Cells, Cultured']",1996/09/01 00:00,1998/12/24 00:01,['1996/09/01 00:00'],"['1996/09/01 00:00 [pubmed]', '1998/12/24 00:01 [medline]', '1996/09/01 00:00 [entrez]']",,ppublish,Zhongguo Yao Li Xue Bao. 1996 Sep;17(5):463-7.,,,,,,,,,,,,,,,,,,,,
9863065,NLM,MEDLINE,19990226,20131121,0253-9624 (Print) 0253-9624 (Linking),31,6,1997 Nov,[Cytotoxicity and genotoxicity of methyl tert-butyl ether and its metabolite to human leukemia cells].,334-7,"DNA damage of human leukemia (HL-60) cells caused by methyl tert-butyl ether (MTBE), a new gasoline additive, and its metabolites tert-butyl alcohol (TBA), a-hydroxyisobutyric acid (HIBA) and formaldehyde was determined by single cell gel electrophoresis (SCGE), with release of lactate dehydrogenase as an indicator for evaluating its cytotoxicity. Results showed that MTBE, TBA and HUBA at levels of 1 to 30 mmol/L could cause DNA damage in a dose-dependent pattern. Formaldehyde at level of 5 mumol/L could cause DNA damage, but at a higher level could decrease DNA migration. It suggested that MTBE and its metabolites could have genotoxicity, however, with doses causing genotoxic effects, no cytotoxic effect by MTBE, TBA and HIBA was observed, but formaldehyde presented obvious cytotoxic effect.","['Tang, G', 'Wang, J', 'Zhuang, Z']","['Tang G', 'Wang J', 'Zhuang Z']","[""Faculty of Public Health, Xi'an Medical University.""]",['chi'],"['English Abstract', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",China,Zhonghua Yu Fang Yi Xue Za Zhi,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],7904962,"['0 (Air Pollutants)', '0 (Hydroxybutyrates)', '0 (Methyl Ethers)', '1HG84L3525 (Formaldehyde)', '29I4YB3S89 (methyl tert-butyl ether)', 'MD83SFE959 (tert-Butyl Alcohol)']",IM,"['Air Pollutants/*toxicity', '*DNA Damage', 'Electrophoresis, Agar Gel/methods', 'Formaldehyde/toxicity', 'HL-60 Cells/*drug effects/metabolism', 'Humans', 'Hydroxybutyrates/toxicity', 'Methyl Ethers/*toxicity', 'Mutagenicity Tests', 'tert-Butyl Alcohol/*toxicity']",1998/12/24 00:00,1998/12/24 00:01,['1998/12/24 00:00'],"['1998/12/24 00:00 [pubmed]', '1998/12/24 00:01 [medline]', '1998/12/24 00:00 [entrez]']",,ppublish,Zhonghua Yu Fang Yi Xue Za Zhi. 1997 Nov;31(6):334-7.,,,,,,,,,,,,,,,,,,,,
9863050,NLM,MEDLINE,19990311,20180928,0736-6205 (Print) 0736-6205 (Linking),25,6,1998 Dec,Adaptation of the fluorogenic 5'-nuclease chemistry to a PCR-based reverse transcriptase assay.,972-5,,"['Maudru, T', 'Peden, K W']","['Maudru T', 'Peden KW']","['FDA, Bethesda, MD 20892, USA.']",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Biotechniques,BioTechniques,8306785,"[""0 (5' Untranslated Regions)"", '0 (DNA Primers)', '0 (DNA, Complementary)', '0 (DNA, Viral)', '0 (Fluorescent Dyes)', 'EC 2.7.7.- (Taq Polymerase)']",IM,"[""5' Untranslated Regions/genetics"", 'DNA Primers', 'DNA, Complementary', 'DNA, Viral/analysis', 'Fluorescent Dyes/*chemistry', 'HIV-1/genetics/*isolation & purification', 'Kinetics', 'Leukemia Virus, Murine/genetics/*isolation & purification', 'Reverse Transcriptase Polymerase Chain Reaction/*methods/standards', 'Sensitivity and Specificity', 'Taq Polymerase/*chemistry']",1998/12/24 00:00,1998/12/24 00:01,['1998/12/24 00:00'],"['1998/12/24 00:00 [pubmed]', '1998/12/24 00:01 [medline]', '1998/12/24 00:00 [entrez]']",['10.2144/98256bm08 [doi]'],ppublish,Biotechniques. 1998 Dec;25(6):972-5. doi: 10.2144/98256bm08.,,,,,,,,,,,,,,,,,,,,
9863021,NLM,MEDLINE,19990128,20190516,1019-6439 (Print) 1019-6439 (Linking),14,1,1999 Jan,Monitoring of remission status by fluorescence in situ hybridisation in chronic myeloid leukaemia patients treated with interferon-alpha.,145-50,"Interferon-alpha (IFN-alpha) can be considered as treatment of choice for patients with chronic myeloid leukaemia (CML) in chronic phase. With this treatment major cytogenetic responses can be achieved in 30% to 50% of patients. Regular monitoring of cytogenetic response is essential for the therapeutic management of these patients. As conventional cytogenetics is not always successful, especially under IFN-alpha treatment, molecular cytogenetic methods have been established for the examination of interphase nuclei for the presence of the BCR-ABL fusion gene, the molecular counterpart of the Philadelphia chromosome. To demonstrate the value of these new methods we have analysed interphase nuclei from sequentially cultured bone marrow cells from 14 CML patients who were treated with IFN-alpha and whose bone marrow was investigated regularly during therapy. Dual-colour FISH with a breakpoint spanning BCR-YAC and a flanking cosmid from the ABL region was applied. When compared with conventional cytogenetics the results achieved by FISH were favourable. The most evident advantage of FISH analysis is that in case of failure of conventional cytogenetics a reliable determination of the remission status can be done. Together with other recent studies our results illustrate the advantages and limitations of the interphase FISH method for monitoring CML patients.","['Duba, H C', 'Peter, S', 'Hilbe, W', 'Fluckinger, T', 'Fridrik, M', 'Erdel, M', 'Thaler, J', 'Utermann, G']","['Duba HC', 'Peter S', 'Hilbe W', 'Fluckinger T', 'Fridrik M', 'Erdel M', 'Thaler J', 'Utermann G']","['Institut fur Medizinische Biologie und Humangenetik der Universitat Innsbruck, A-6020 Innsbruck, Austria.']",['eng'],['Journal Article'],Greece,Int J Oncol,International journal of oncology,9306042,['0 (Interferon-alpha)'],IM,"['Adult', 'Female', 'Humans', '*In Situ Hybridization, Fluorescence', 'Interferon-alpha/*therapeutic use', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics/*therapy', 'Male', 'Middle Aged', 'Philadelphia Chromosome']",1998/12/24 00:00,1998/12/24 00:01,['1998/12/24 00:00'],"['1998/12/24 00:00 [pubmed]', '1998/12/24 00:01 [medline]', '1998/12/24 00:00 [entrez]']",['10.3892/ijo.14.1.145 [doi]'],ppublish,Int J Oncol. 1999 Jan;14(1):145-50. doi: 10.3892/ijo.14.1.145.,,,,,,,,,,,,,,,,,,,,
9862721,NLM,MEDLINE,19990122,20211203,0022-1767 (Print) 0022-1767 (Linking),161,12,1998 Dec 15,Isolation and characterization of a variant HL60 cell line defective in the activation of the NADPH oxidase by phorbol myristate acetate.,6885-95,"Promyelocytic human leukemia HL60 cells can be differentiated into neutrophil-like cells that exhibit an NADPH oxidase activity through direct stimulation of protein kinase C (PKC) with PMA or through formyl peptide receptor activation. We have isolated a variant HL60 clone that exhibited a conditional PMA-induced oxidative response depending on the agent used for the differentiation. While cells differentiated with DMSO responded to either PMA or N-formyl peptide (N-formyl-Met-Leu-Phe-Lys or fMLFK), cells differentiated with dibutyryl-cAMP (Bt2cAMP) responded to fMLFK but very poorly to PMA. However, in Bt2cAMP-differentiated cells, the expression of the different PKC isoforms was similar to that observed in DMSO-differentiated cells. Moreover, PMA was able to induce a normal phosphorylation of the cytosolic factor p47phox and to fully activate extracellular signal-regulated kinases (Erk1/2). Interestingly, Bt2cAMP-differentiated cells exhibited a strong and sustained O2- production when costimulated with PMA and suboptimal concentrations of fMLFK which were, per se, ineffective. This sustained response was only slightly reduced by the conjunction of the mitogen-activated protein (MAP) kinase kinase (MEK) inhibitor PD98059 and wortmannin, a phosphatidylinositol-3 kinase (PI3K) inhibitor. Variant HL60 cells that were stably transfected with a constitutively active form of Rac1 were able, when differentiated with Bt2cAMP, to secrete oxidant following PMA stimulation. Altogether, the results suggest that, in addition to the phosphorylation of p47phox, the activation of NADPH oxidase requires the activation of a Rac protein through a pathway that diverges at a point upstream of MEK and that is independent of the activation of wortmannin sensitive PI3K.","['Tardif, M', 'Rabiet, M J', 'Christophe, T', 'Milcent, M D', 'Boulay, F']","['Tardif M', 'Rabiet MJ', 'Christophe T', 'Milcent MD', 'Boulay F']","[""Commissariat a l'Energie Atomique (CEA)/Grenoble, Laboratoire de Biochimie et de Biophysique des Systemes Integres (UMR 314 CEA/Centre National de la Recherche Scientifique), Grenoble, France.""]",['eng'],"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Androstadienes)', '0 (Enzyme Inhibitors)', '0 (Flavonoids)', '0 (Isoenzymes)', '0 (Neoplasm Proteins)', '0 (Phosphoinositide-3 Kinase Inhibitors)', '0 (Phosphoproteins)', '0 (Recombinant Fusion Proteins)', '0 (Virulence Factors, Bordetella)', '59880-97-6 (N-Formylmethionine Leucyl-Phenylalanine)', '63X7MBT2LQ (Bucladesine)', '81213-55-0 (N-formylmethionyl-leucyl-phenylalanyl-lysine)', 'EC 1.6.3.- (NADPH Oxidases)', 'EC 1.6.3.1 (neutrophil cytosolic factor 1)', 'EC 2.7.11.1 (Protein Serine-Threonine Kinases)', 'EC 2.7.11.13 (Protein Kinase C)', 'EC 2.7.11.17 (Calcium-Calmodulin-Dependent Protein Kinases)', 'EC 2.7.11.24 (Mitogen-Activated Protein Kinase 1)', 'EC 2.7.11.24 (Mitogen-Activated Protein Kinase 3)', 'EC 2.7.11.24 (Mitogen-Activated Protein Kinases)', 'EC 2.7.11.25 (MAP Kinase Kinase Kinase 1)', 'EC 2.7.11.25 (MAP3K1 protein, human)', 'EC 3.6.1.- (GTP-Binding Proteins)', 'EC 3.6.5.2 (rac GTP-Binding Proteins)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)', 'SJE1IO5E3I (2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one)', 'XVA4O219QW (Wortmannin)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['Androstadienes/pharmacology', 'Bucladesine/pharmacology', 'Calcium-Calmodulin-Dependent Protein Kinases/metabolism', 'Cell Differentiation/drug effects', 'Dimethyl Sulfoxide/pharmacology', 'Enzyme Activation/drug effects', 'Enzyme Inhibitors/pharmacology', 'Flavonoids/pharmacology', 'GTP-Binding Proteins/genetics/*physiology', 'HL-60 Cells/drug effects/*enzymology', 'Humans', 'Isoenzymes/metabolism', '*MAP Kinase Kinase Kinase 1', 'Mitogen-Activated Protein Kinase 1', 'Mitogen-Activated Protein Kinase 3', '*Mitogen-Activated Protein Kinases', 'Models, Biological', 'N-Formylmethionine Leucyl-Phenylalanine/analogs & derivatives/pharmacology', 'NADPH Oxidases/*metabolism', 'Neoplasm Proteins/*metabolism', 'Oxidation-Reduction', 'Oxidative Stress', 'Phosphatidylinositol 3-Kinases/physiology', 'Phosphoinositide-3 Kinase Inhibitors', 'Phosphoproteins/metabolism', 'Phosphorylation/drug effects', 'Protein Kinase C/metabolism', 'Protein Processing, Post-Translational/drug effects', 'Protein Serine-Threonine Kinases/antagonists & inhibitors/physiology', 'Recombinant Fusion Proteins/physiology', 'Signal Transduction/*drug effects/physiology', 'Tetradecanoylphorbol Acetate/*pharmacology', 'Transfection', 'Virulence Factors, Bordetella/pharmacology', 'Wortmannin', 'rac GTP-Binding Proteins']",1998/12/23 00:00,1998/12/23 00:01,['1998/12/23 00:00'],"['1998/12/23 00:00 [pubmed]', '1998/12/23 00:01 [medline]', '1998/12/23 00:00 [entrez]']",,ppublish,J Immunol. 1998 Dec 15;161(12):6885-95.,,,,,,,,,,,,,,,,,,,,
9862705,NLM,MEDLINE,19990122,20081121,0022-1767 (Print) 0022-1767 (Linking),161,12,1998 Dec 15,CBF alpha3 (AML2) is induced by TGF-beta1 to bind and activate the mouse germline Ig alpha promoter.,6751-60,"TGF-beta1 directs class switching to IgA by splenic B cells and by the surface IgM+ B cell line, I.29mu, by inducing germline (GL) Ig alpha transcripts. The promoter segment between -130 and +46, relative to the first initiation site for mouse GL alpha transcripts, is sufficient for expression and TGF-beta1 inducibility of a reporter gene in B cell lines. Within this segment resides a TGF-beta1-responsive element (TbetaRE) that is required for induction of the promoter by TGF-beta1 and, when multimerized, is sufficient to transfer TGF-beta1 inducibility to another promoter. In this report we show that a TGF-beta1-inducible complex binds the TbetaRE and contains the transcription factor core-binding factor (CBF; also known as acute myeloid leukemia, AML). Although all three CBF alpha family members activate the GL alpha promoter, only CBF alpha3 (AML-2) is induced by TGF-beta1 in splenic B and I.29mu cells. The TbetaRE contains two CBF binding sites. Mutation of both sites reduces but does not eliminate induction of the GL alpha promoter by TGF-beta1 or by overexpression of CBF, possibly due to the presence of an additional CBF site in the promoter. In addition, the TbetaRE contains two copies of another sequence motif. Mutation of these motifs eliminates TGF-beta1 induction of the GL alpha promoter. Together the data indicate that TGF-beta1 induction of the alpha promoter involves induction of CBF alpha3, which binds to the TbetaRE of the promoter along with one or more proteins.","['Shi, M J', 'Stavnezer, J']","['Shi MJ', 'Stavnezer J']","['Department of Molecular Genetics and Microbiology, University of Massachusetts Medical School, Worcester 01655, USA.']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,"['0 (Core Binding Factors)', '0 (DNA-Binding Proteins)', '0 (Immunoglobulin A)', '0 (Immunoglobulin M)', '0 (Macromolecular Substances)', '0 (Neoplasm Proteins)', '0 (Receptors, Antigen, B-Cell)', '0 (Transcription Factors)', '0 (Transforming Growth Factor beta)']",IM,"['Animals', 'B-Lymphocytes/*drug effects/immunology', 'Core Binding Factors', 'DNA-Binding Proteins/*physiology', 'Gene Expression Regulation/*drug effects', '*Genes, Immunoglobulin', 'Genes, Reporter', 'Immunoglobulin A/*genetics', 'Immunoglobulin Class Switching/*drug effects', 'Immunoglobulin M/biosynthesis/immunology', 'Lymphoma, B-Cell/pathology', 'Macromolecular Substances', 'Mice', '*Neoplasm Proteins', '*Promoter Regions, Genetic', 'Receptors, Antigen, B-Cell/biosynthesis/immunology', 'Spleen/cytology', 'Transcription Factors/*physiology', 'Transforming Growth Factor beta/*pharmacology', 'Tumor Cells, Cultured']",1998/12/23 00:00,1998/12/23 00:01,['1998/12/23 00:00'],"['1998/12/23 00:00 [pubmed]', '1998/12/23 00:01 [medline]', '1998/12/23 00:00 [entrez]']",,ppublish,J Immunol. 1998 Dec 15;161(12):6751-60.,['R01AI23283/AI/NIAID NIH HHS/United States'],,,,,,,,,,,,,,,,,,,
