PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,RN,CI,CIN,GR,DEP,CON,PMC,CN,SI,MID,EIN,OID,OTO,OT,GN,PS,FPS,LID
12430863,NLM,MEDLINE,20030717,20191025,0925-5710 (Print) 0925-5710 (Linking),76 Suppl 1,,2002 Aug,Identification of novel minor histocompatibility antigens responsible for graft-versus-leukemia (GVL) effect on chronic myeloid leukemia: usefulness of determining the clonotype of T cells associated with GVL effect after donor leukocyte infusion.,274-6,"In an attempt to identify novel mHas that induce GVL effect on chronic myeloid leukemia (CML), we analyzed peripheral blood T cells of 4 CML patients who relapsed after allogeneic stem cell transplantation and received donor leukocyte infusion (DLI), for the presence of antigen-specific T-cell proliferation. When peripheral blood lymphocyte collected from patients every 2-4 weeks after DLI were subjected to complementarity determining region (CDR) 3 size distribution analysis of T-cell receptor beta chain, clonal proliferation of a limited number of CD4+ T cells was detected in all patients 2-4 months after DLI in association with the occurrence of GVL effect. To identify an epitope of the T-cell clone that probably mediates GVL effect, we determined nucleotide sequence of CDR3 of the T cells and screened the database for the presence of T cells with a CDR3 sequence similar to that of the GVL-mediating T cells. In one of 4 patients who showed clonal proliferation of a BV16+ T cell, a CDR3 motif QDR was shared by a T-cell clone that recognized an 85-99 peptide of myelin basic protein presented by HLA-DRB1*1501. When the I domain of CD49b, a candidate peptides that could bind to this CDR3 motif in the context of DRB1*1501, was studied, codon 256 in the I domain of the recipient was ATT (Ile) while that of the donor was GTT (Val). The BV16+ T cells showed proliferative response to DRB1*1501 L-cell transfectant pulsed with the recipient type CD49b. Thus, identification of a clonotype of T cells that mediate GVL effect in patients receiving DLI and a search for T-cell clones with a similar clonotype to the GVL-mediating T cells followed by screening of polymorphic peptides that could stimulate the T cells appears to be useful in identifying novel mHas serving a target antigens of GVL effect.","['Nakao, Shinji']",['Nakao S'],"['Cellular Transplantation Biology, Kanazawa University Graduate School of Medicine, Japan.']",['eng'],['Journal Article'],Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Base Sequence', 'Clone Cells/immunology', 'Complementarity Determining Regions/genetics/immunology', 'Epitopes/immunology/isolation & purification', 'Graft vs Leukemia Effect/*immunology', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*therapy', 'Leukocyte Transfusion', 'Minor Histocompatibility Antigens/*immunology', 'T-Lymphocytes/immunology']",2002/11/15 04:00,2003/07/18 05:00,['2002/11/15 04:00'],"['2002/11/15 04:00 [pubmed]', '2003/07/18 05:00 [medline]', '2002/11/15 04:00 [entrez]']",['10.1007/BF03165261 [doi]'],ppublish,Int J Hematol. 2002 Aug;76 Suppl 1:274-6. doi: 10.1007/BF03165261.,,,"['0 (Complementarity Determining Regions)', '0 (Epitopes)', '0 (Minor Histocompatibility Antigens)']",,,,,,,,,,,,,,,,,
12430862,NLM,MEDLINE,20030717,20191025,0925-5710 (Print) 0925-5710 (Linking),76 Suppl 1,,2002 Aug,Immune and cell therapy of hematologic malignancies.,269-73,"Advances in molecular biology and immunology have identified means to activate the immune response against leukemia-associated antigens. Recent studies indicate that the stealth-like phenotype of leukemia cells can be reversed through transfer of genes encoding recombinant membrane-stabilized proteins of the tumor necrosis factor (TNF) imily, such as the one encoding CD154, the ligand for CD40. A phase I clinical trial using autologous CD154-transduced leukemia cells as a cellular vaccine has provided encouraging results. Treatment not only appears capable of inducing a cellular anti-leukemia immunity, but also may have a direct effect on leukemia cells by inducing latent sensitivity to Fas (CD95)-dependent leukemia-cell apoptosis. Phase II studies currently are underway using multiple injections of autologous leukemia cells made to express recombinant CD154 via gene transfer. Conceivably, we may be entering an era of effective gene therapy for hematologic malignancies.","['Kipps, Thomas J']",['Kipps TJ'],"['Department of Medicine, University of California, San Diego, La Jolla, USA.']",['eng'],"['Journal Article', 'Review']",Japan,Int J Hematol,International journal of hematology,9111627,IM,"['CD40 Ligand/therapeutic use', 'Hematologic Neoplasms/*therapy', 'Humans', 'Immunity, Cellular', 'Immunotherapy/*methods', 'Tumor Necrosis Factor-alpha/therapeutic use']",2002/11/15 04:00,2003/07/18 05:00,['2002/11/15 04:00'],"['2002/11/15 04:00 [pubmed]', '2003/07/18 05:00 [medline]', '2002/11/15 04:00 [entrez]']",['10.1007/BF03165260 [doi]'],ppublish,Int J Hematol. 2002 Aug;76 Suppl 1:269-73. doi: 10.1007/BF03165260.,12,,"['0 (Tumor Necrosis Factor-alpha)', '147205-72-9 (CD40 Ligand)']",,,,,,,,,,,,,,,,,
12430860,NLM,MEDLINE,20030717,20191025,0925-5710 (Print) 0925-5710 (Linking),76 Suppl 1,,2002 Aug,Progress in the treatment of acute myeloid leukaemia in adults.,253-8,"There has been important progress in the treatment of Acute Myeloid Leukaemia (AML) in patients under 60 years. A remission rate of 80% can be achieved by several schedules, and 40-45% of patients diagnosed will survive. It may still be possible to improve remission induction treatment eg by intensifying the Ara-C dose although may this only be detectable in an improved disease free survival. The is to reduce relapse. The risk main challenge is pre-determined by a number of powerful risk factors. In the experience of the MRC age, cytogenetics and clearance of blasts from the bone marrow after course 1. Using the later two in combination good risk patients (FAB M3, t(8;21) t(15;17) inv(16)) have a relapse risk of 32%. Poor risk (blasts >15% after course 1 or abnormalities of Chs 5 or 7, 3q- and complex changes have a relapse risk of 82%. All other cases are standard risk and ve a relapse risk of 56%. FLT3 mutations have been detected in about 25% of cases and provide additional negative predictive value overall and within each risk group. The assessment of the most effective consolidation treatment must be made taking into account the heterogeneity of the relapse risk. The MRC investigated the role of allo and autoBMT in addition to intensive chemotherapy. The data was analysis on an intent-to-treat or donor vs no donor basis. Although both types of transplant were able to reduce relapse overall and in all risk groups, there was an overall survival advantage only in standard risk patients. Since chemotherapy has improved since this study, there remains uncertainty about the benefit of transplant in all risk groups. Overall this experience has demonstrated that relapse can be reduced with more therapy. It is probable that the limits of conventional chemotherapy have been reached. The new AML15 trial will assess the value of adding the immunoconjugate (Mylotarg) to induction and/or chemotherapy. Improvements in older patients have been less detectable. MRC trials over the last 20 years show an improvement in remission rate (now 65%) but persistent poor survival (12% at 5 years). In the MRC AML11 Trial three induction schedules were compared (DAT vs ADE vs MAC) with DAT being superior. A comparison of a total of 3 vs 6 courses of treatment or the addition of interferon maintenance did not improve results. Newer approaches currently being assessed include resistance modulation; addition of immunoconjugate and minigrafts. New targets for treatment are emerging of which the most interesting is FLT3 inhibitors.","['Newland, Adrian']",['Newland A'],"['Department of Haematology, Barts and the London School of Medicine and Dentistry, UK.']",['eng'],"['Journal Article', 'Review']",Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Acute Disease', 'Adult', 'Antineoplastic Agents/therapeutic use', 'Disease-Free Survival', 'Humans', 'Leukemia, Myeloid/mortality/*therapy', 'Remission Induction/methods', 'Stem Cell Transplantation/methods']",2002/11/15 04:00,2003/07/18 05:00,['2002/11/15 04:00'],"['2002/11/15 04:00 [pubmed]', '2003/07/18 05:00 [medline]', '2002/11/15 04:00 [entrez]']",['10.1007/BF03165254 [doi]'],ppublish,Int J Hematol. 2002 Aug;76 Suppl 1:253-8. doi: 10.1007/BF03165254.,33,,['0 (Antineoplastic Agents)'],,,,,,,,,,,,,,,,,
12430859,NLM,MEDLINE,20030717,20191025,0925-5710 (Print) 0925-5710 (Linking),76 Suppl 1,,2002 Aug,A novel therapeutic approach for hematological malignancies based on cellular differentiation and apoptosis.,250-2,"Hematological malignancies including acute leukemia, and multiple myeloma are disorders characterized by the accumulation of neoplastic hematopoietic cells, resulting in aggressive clinical manifestations with poor prognosis. The therapeutic approach to these disorders is basically chemotherapy for achieving complete remission based on the concept of total cell kill. However, severe side effects and complications such as serious infection and bleeding due to anti-cancer drugs are major problems in the clinical setting. In addition, repeated episodes of relapse of the disease may lead to refractory or chemotherapy-resistant disorders. These problems are occurred because anti-cancer agents have effects on both cancer cells and normal hematopoietic cells. The clinical evidences thus suggest the limitations of the chemotherapy for hematological malignancies: novel effective therapeutic approaches with less toxicity are therefore actively being sought. Differentiation-inducing therapy employing a physiologically active derivative of vitamin A, all-trans retinoic acid (ATRA), brought remarkably advances in the therapeutic outcome of APL at the end of last century. More recently, the clinical success of imatinib mesylate (STI571), potent competitive inhibitor of the Bcr/Abl protein tyrosine kinase, in the treatment of CML has focused enthusiasm toward molecular targeted therapy for the hematological malignancies. The therapeutic activity of these agents can be explained by their abilities to modify cellular growth, differentiation, and apoptosis in cells by activating unknown gene programs that molecular cellular proliferation. We have actively sought out new agents among natural products and cytokines with the ability to induce cellular differentiation and apoptosis. In this symposium, I will present our recent data of these novel compounds and their molecular mechanisms for inducing differentiation and apoptosis of hematological malignant cells.","['Kizaki, Masahiro', 'Nakazato, Tomonori', 'Ito, Keisuke', 'Kawamura, Chiharu', 'Miyakawa, Yoshitaka', 'Ikeda, Yasuo']","['Kizaki M', 'Nakazato T', 'Ito K', 'Kawamura C', 'Miyakawa Y', 'Ikeda Y']","['Division of Hematology, Keio University School of Medicine, Tokyo, Japan.']",['eng'],['Journal Article'],Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Animals', 'Antineoplastic Agents/pharmacology/therapeutic use', 'Apoptosis/*drug effects', 'Cell Differentiation/*drug effects', 'Hematologic Neoplasms/*therapy', 'Humans', 'Phytotherapy']",2002/11/15 04:00,2003/07/18 05:00,['2002/11/15 04:00'],"['2002/11/15 04:00 [pubmed]', '2003/07/18 05:00 [medline]', '2002/11/15 04:00 [entrez]']",['10.1007/BF03165253 [doi]'],ppublish,Int J Hematol. 2002 Aug;76 Suppl 1:250-2. doi: 10.1007/BF03165253.,,,['0 (Antineoplastic Agents)'],,,,,,,,,,,,,,,,,
12430852,NLM,MEDLINE,20030717,20191025,0925-5710 (Print) 0925-5710 (Linking),76 Suppl 1,,2002 Aug,Immunological reconstitution and immunoregulatory cells in hematopoietic stem cell transplantation.,191-4,"Analysis of cytokine gene expression in peripheral blood mononuclear cells from patients received allogeneic hematopoietic stem cells transplantation (allo-SCT) showed that type 1 helper T cells (Th1)-derived cytokines increased in severe graft-versus-host disease (GVHD) while Th2-derived cytokines such as IL-4, IL-10, and IL-13 increased in mild GVHD. These results indicate that Th2 cells suppress GVHD although Thl cells augment GVHD. Chimerism analysis showed that mixed chimerism was often observed in younger (<30 years old) patients. Mixed chimerism in older (> or = 30 years old) patients were related to rejection and relapse while this situation is not the case in younger patients, thus indicating that mixed chimerism is an important prognostic factor in older patients. Among the chimerism of various cell populations, donor-derived CD56-positive cells are important in early engraftment when determined in allogeneic nonmyeloablative stem cell transplantation (allo-NST), regardless of the proportion of donor-derived CD3-positive cells. This result suggests that donor-derived CD56-positive cells are a more useful indicator for engraftment and rejection in early time period. Complementary-determining region 3 (CDR3) size spectratyping in T-cell receptor (TCR) chain subfamilies (V beta) showed that high level of diversity in TCR V beta repertoire is important for a late rejection and skewed TCR V repertoire is well correlated to occurrence of GVHD. Expression of inhibitory natural killer (NK) cell receptors such as CD158b and CD94/NKG2A on peripheral CD3-negative and positive cells were increased in parallel with GVHD. Interestingly, these molecules appeared to regulate GVHD while preserving graft-versus-leukemia (GVL) effect.","['Imamura, Masahiro']",['Imamura M'],"['Department of Hematology and Oncology, Hokkaido University Graduate School of Medicine, Sapporo, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Animals', 'Cytokines/immunology', '*Hematopoietic Stem Cell Transplantation', 'Humans', 'Immune System/*cytology/growth & development', 'Immunity, Cellular', 'Transplantation Immunology/immunology']",2002/11/15 04:00,2003/07/18 05:00,['2002/11/15 04:00'],"['2002/11/15 04:00 [pubmed]', '2003/07/18 05:00 [medline]', '2002/11/15 04:00 [entrez]']",['10.1007/BF03165243 [doi]'],ppublish,Int J Hematol. 2002 Aug;76 Suppl 1:191-4. doi: 10.1007/BF03165243.,21,,['0 (Cytokines)'],,,,,,,,,,,,,,,,,
12430851,NLM,MEDLINE,20030717,20211203,0925-5710 (Print) 0925-5710 (Linking),76 Suppl 1,,2002 Aug,Related and unrelated nonmyeloablative hematopoietic stem cell transplantation for malignant diseases.,184-9,"Patients with advanced hematological malignancies ineligible for conventional myeloablative allogeneic hematopoietic stem cell transplantation (HSCT) due to advanced age or medical contraindications were enrolled in multi-center study to investigate the safety and efficacy of nonmyeloablative HSCT using a 2 Gy total body irradi ation (TBI)-based regimen. A total of 192 patients (median age 55) were treated with HLA-matched sibling peripheral blood stem cell (PBSC) grafts, and 63 patients (median age 53) received a 10 of 10 HLA-antigen matched unrelated donor (URD) HSCT (PBSC graft, n = 48; marrow graft, n = 15). Diagnoses included multiple myeloma (n = 61), myelodysplastic syndrome (n = 55), chronic myeloid leukemia (n = 31), non-Hodgkin lymphoma (n = 31), acute myeloid leukemia (n = 28), chronic lymphocytic leukemia (n = 24), Hodgkin Disease (n = 14). The conditioning regimen was fludarabine 30 mg/m2/d x 3 days and 2 Gy TBI. Ninety-five related HSCT patients received 2 Gy TBI without fludarabine. Postgrafting immunosuppression was combined mycophenolate mofetil an cyclosporine. Transplants were well tolerated with a median of 0 days of hospitalization in the first 60 days for eligible patients. For related HSCT recipients, median follow-up was 289 (100-1,188) days. Nonfatal graft rejection occurred in 6.8%. Of those with sustained engraftment, graft-versus-host disease (GVHD) occurred in 49% (33% grade II, 11% grade III, 5% grade IV). Day-100 non-relapse mortality was 6%. Overall, 59% (114/192) of patients were alive. The relapse/disease progression mortality was 18%, and non-relapse mortality was 22%. The projecte 2-year survival and progression-free survival were 50% and 40%. For the URD HSCT recipients, median follow-up was 190 (100-468) days. Graft rejection occurred in 27% (17/63) of patients, mostly in recipients of marrow grafts (9/15). Acute GVHD occurred in 63% (50% grade II, 13% grade III) of 46 engrafted patients. Chronic GVHD requiring therapy occurred in 50% of patients. Of the 63 URD HSCT patients, 54% were alive, 37% in CR, 3% PR, and 14% with disease progression or relapse. Related and unrelated nonmyeloablative HSCT is feasible and potentially curative in patients with advanced hematological malignancies who have no other treatment options.","['Georges, George E', 'Maris, Michael', 'Sandmaier, Brenda M', 'Malone, David G', 'Feinstein, Lyle', 'Niederweiser, Dietger', 'Shizuru, Judith A', 'McSweeney, Peter A', 'Chauncey, Thomas R', 'Agura, Edward', 'Little, Marie-Trse', 'Sahebi, Firoozeh', 'Hegenbart, Ute', 'Pulsipher, Michael A', 'Bruno, Benedetto', 'Forman, Stephen', 'Woolfrey, Ann E', 'Radich, Jerald P', 'Blume, Karl G', 'Storb, Rainer']","['Georges GE', 'Maris M', 'Sandmaier BM', 'Malone DG', 'Feinstein L', 'Niederweiser D', 'Shizuru JA', 'McSweeney PA', 'Chauncey TR', 'Agura E', 'Little MT', 'Sahebi F', 'Hegenbart U', 'Pulsipher MA', 'Bruno B', 'Forman S', 'Woolfrey AE', 'Radich JP', 'Blume KG', 'Storb R']","['Clinical Research Division, Fred Hutchinson Cancer Research Center, University of Washington, Seattle, USA.']",['eng'],"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Multicenter Study', ""Research Support, U.S. Gov't, P.H.S.""]",Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Antineoplastic Combined Chemotherapy Protocols/administration & dosage/toxicity', 'Cyclosporine/administration & dosage', 'Disease-Free Survival', 'Hematologic Neoplasms/mortality/*therapy', 'Hematopoietic Stem Cell Transplantation/*methods/mortality', 'Humans', 'Immunosuppression Therapy/methods', 'Middle Aged', 'Mycophenolic Acid/administration & dosage/analogs & derivatives', 'Tissue Donors', 'Transplantation Conditioning/*methods', 'Transplantation Immunology', 'Treatment Outcome', 'Vidarabine/administration & dosage/*analogs & derivatives', 'Whole-Body Irradiation']",2002/11/15 04:00,2003/07/18 05:00,['2002/11/15 04:00'],"['2002/11/15 04:00 [pubmed]', '2003/07/18 05:00 [medline]', '2002/11/15 04:00 [entrez]']",['10.1007/BF03165242 [doi]'],ppublish,Int J Hematol. 2002 Aug;76 Suppl 1:184-9. doi: 10.1007/BF03165242.,,,"['83HN0GTJ6D (Cyclosporine)', 'FA2DM6879K (Vidarabine)', 'HU9DX48N0T (Mycophenolic Acid)', 'P2K93U8740 (fludarabine)']",,,"['CA78902/CA/NCI NIH HHS/United States', 'CA18221/CA/NCI NIH HHS/United States', 'HL 36444/HL/NHLBI NIH HHS/United States', 'CA15704/CA/NCI NIH HHS/United States', 'DK42716/DK/NIDDK NIH HHS/United States', 'P01 CA078902/CA/NCI NIH HHS/United States']",,,,,,,,,,,,,,
12430850,NLM,MEDLINE,20030717,20211203,0925-5710 (Print) 0925-5710 (Linking),76 Suppl 1,,2002 Aug,Update on non-myeloablative stem cell transplantation for hematologic malignancies.,176-83,"Allogeneic stem cell transplantation is an established treatment modality for a variety of hematologic malignancies. Unfortunately it carries a high risk of complications and toxicities related to the intensive preparative regimen which is traditionally used for pre-transplant myeloablation and the graft versus host disease, which may be life threatening. Thus allogeneic stem cell transplantation has been used only for younger patients with a good performance status, excluding many other potential candidates due to advanced age or comorbid conditions. Non ablative or reduced intensity preparative regimens for allogeneic stem cell transplantation (NST) have been proposed as a strategy that would allow exploiting the graft versus tumor effect of allogeneic transplantation without the toxicity of myeloablative therapy. After more than five years of cumulative clinical experience, it is now well established that NST is a feasible treatment option for patients with suboptimal performance status and is mostly effective in slow proliferating malignancies, which gives time for a graft versus malignancy effect to take place. Additionally achievement of stable donor cell engraftment with NSTs provides a platform for adoptive immune cell treatments and may allow to extend indications of stem cell transplantation in the future.","['Giralt, S']",['Giralt S'],"['Department of Blood and Marrow Transplantation of the University of Texas MD. Anderson Cancer Center, Houston, USA.']",['eng'],"['Journal Article', 'Review']",Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Antineoplastic Agents/therapeutic use/toxicity', 'Graft vs Leukemia Effect/drug effects/immunology', 'Hematologic Neoplasms/*therapy', 'Humans', 'Immunosuppression Therapy/methods', 'Stem Cell Transplantation/*methods', 'Transplantation Conditioning/*methods', 'Transplantation, Homologous/methods']",2002/11/15 04:00,2003/07/18 05:00,['2002/11/15 04:00'],"['2002/11/15 04:00 [pubmed]', '2003/07/18 05:00 [medline]', '2002/11/15 04:00 [entrez]']",['10.1007/BF03165241 [doi]'],ppublish,Int J Hematol. 2002 Aug;76 Suppl 1:176-83. doi: 10.1007/BF03165241.,57,,['0 (Antineoplastic Agents)'],,,,,,,,,,,,,,,,,
12430847,NLM,MEDLINE,20030717,20191025,0925-5710 (Print) 0925-5710 (Linking),76 Suppl 1,,2002 Aug,Haploidentical stem cell transplantation for acute leukemia.,165-8,"PREMISE: Since March 1993, 133 patients with high-risk acute leukemia (66 AML, 67 ALL) have received a megadose of T-cell depleted hematopoietic stem cells. The 1993-95 conditioning protocol included TBI, thiotepa, ATG and CY for 36 patients who received an inoculum made up of lectin-separated bone marrow and PBPCs. After 1995, to minimise the extra-hematological toxicity of the conditioning and eliminate GvHD, we substituted fludarabine for CY in the conditioning and PBPCs were depleted of T-cells by a positive selection of the CD34+ cells using CellPro (n=44 patients) or, since January 1999, CliniMacs (n = 53 patients). A later modification to the protocol in January 1999 was the suspension of post transplant G-CSF. WORK IN PROGRESS: We report here the results in the last 53 acute leukemia patients all of whom were transplanted under our modified protocol. Ages ranged from 9 to 62 years with a median of 38 years for the 33 patients with AML and 23 for the 20 with ALL. All were at high risk because 25 were actually in relapse at transplant, 16 were in second or later CR and even the 12 patients in CR1 were at high risk because of the unfavourable prognostic features. Overall 52/53 patients (98%) engrafted. The TBI-Fludarabine-based conditioning was well tolerated even in the 14 patients between 45 and 62 years of age. There was no veno-occlusive disease of the liver and the incidence of severe mucositis was low. Even though no post-transplant immunosuppressive therapy was given, acute GvHD grade > or = II occurred in only 4 cases and only one progressed to chronic GvHD. Overall, 16 patients (30%) have died of non-leukemic causes. Relapses occurred mainly in patients who were already in relapse at transplant (12/25). Only 3 of the 28 who were in any CR at transplant have so far relapsed. As our group has already shown, donor-vs-recipient NK cell alloreactivity exerts a specific graft-vs-AML effect in the absence of GvHD. In fact, leukemia relapse was largely controlled in AML recipients whose donor was NK alloreactive, with only 2 out of 16 relapsing. To date, 13 of 18 AML (72%) and 5 of 10 ALL (50%) who were in any CR at transplant, survive disease-free while 4 of the 15 patients (16%) in relapse at transplant survive. The probability of event-free survival for patients transplanted in CR is 60% in the 18 AML patients and 38% in the 10 ALL. The probability of EFS was significantly better in the 16 AML patients whose transplant included donor vs recipient NK cell alloreactivity than in those whose transplant did not (70% vs 7%). In conclusion, given our current results, the most suitable candidate for the full haplotype mismatched transplant should be in early stage disease and selection of an NK alloreactive donor is recommended.","['Aversa, F', 'Terenzi, A', 'Felicini, R', 'Carotti, A', 'Falcinelli, F', 'Tabilio, A', 'Velardi, A', 'Martelli, M F']","['Aversa F', 'Terenzi A', 'Felicini R', 'Carotti A', 'Falcinelli F', 'Tabilio A', 'Velardi A', 'Martelli MF']","['Department of Internal and Experimental Medicine, University of Perugia, Italy.']",['eng'],['Journal Article'],Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Antineoplastic Combined Chemotherapy Protocols/administration & dosage/toxicity', 'Child', 'Disease-Free Survival', 'Haplotypes/*immunology', 'Histocompatibility', 'Humans', 'Killer Cells, Natural/immunology/transplantation', 'Leukemia/complications/mortality/*therapy', 'Middle Aged', 'Peripheral Blood Stem Cell Transplantation/*methods/mortality', 'Retrospective Studies', 'Transplantation Conditioning/adverse effects/methods', 'Treatment Outcome', 'Vidarabine/administration & dosage/*analogs & derivatives/toxicity', 'Whole-Body Irradiation']",2002/11/15 04:00,2003/07/18 05:00,['2002/11/15 04:00'],"['2002/11/15 04:00 [pubmed]', '2003/07/18 05:00 [medline]', '2002/11/15 04:00 [entrez]']",['10.1007/BF03165238 [doi]'],ppublish,Int J Hematol. 2002 Aug;76 Suppl 1:165-8. doi: 10.1007/BF03165238.,,,"['FA2DM6879K (Vidarabine)', 'P2K93U8740 (fludarabine)']",,,,,,,,,,,,,,,,,
12430846,NLM,MEDLINE,20030717,20191025,0925-5710 (Print) 0925-5710 (Linking),76 Suppl 1,,2002 Aug,New strategies for BMT and organ transplantation.,161-4,"Bone marrow transplantation (BMT) is now one of the most powerful strategies for the treatment of hematologic disorders (leukemia, aplastic anemia, etc), congenital immunodeficiencies, metabolic disorders, and also autoimmune diseases. Using various autoimmune-prone mice, we have previously shown that conventional allogeneic (allo) BMT can be used to treat a range of autoimmune diseases. We have very recently established new strategies for BMT and organ grafts. For BMT, to minimize the contamination of BMCs with T cells from the peripheral blood, we developed, using cynomolgus monkeys, a ""Perfusion Method"" to replace the conventional aspiration method for collecting bone marrow cells (BMCs). We injected the BMCs collected this way directly into the bone marrow cavity of recipients that had received fractionated irradiation (intra-bone marrow [IBM] injection). This ""IBM-BMT"" was found to be effective in treating autoimmune diseases in radiation-sensitive and chimeric-resistant MRL/lpr mice. in addition, this strategy was found to be applicable for the transplantation of organs, such as the skin and pancreas islets in mice and rats. We believe that these strategies for BMT and organ transplantation herald a new era in transplantation.","['Ikehara, Susumu']",['Ikehara S'],"['First Department of Pathology, Regeneration Research Center for Intractable Diseases, Kansai Medical University, Moriguchi City, Osaka, Japan.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",Japan,Int J Hematol,International journal of hematology,9111627,IM,"['Animals', 'Autoimmune Diseases/therapy', 'Bone Marrow Transplantation/*methods/trends', 'Humans', 'Injections', 'Organ Transplantation/*methods/trends', 'Perfusion', 'Transplantation, Homologous/methods/trends']",2002/11/15 04:00,2003/07/18 05:00,['2002/11/15 04:00'],"['2002/11/15 04:00 [pubmed]', '2003/07/18 05:00 [medline]', '2002/11/15 04:00 [entrez]']",['10.1007/BF03165237 [doi]'],ppublish,Int J Hematol. 2002 Aug;76 Suppl 1:161-4. doi: 10.1007/BF03165237.,31,,,,,,,,,,,,,,,,,,,
12430717,NLM,MEDLINE,20021209,20190513,0022-3069 (Print) 0022-3069 (Linking),61,11,2002 Nov,Analysis of the expression of endogenous murine leukemia viruses in the brains of senescence-accelerated mice (SAMP8) and the relationship between expression and brain histopathology.,1001-12,"Many studies have explored the premature aging of accelerated senescence-prone (SAMP8) mice. However, the cause of premature aging in this strain remains unknown. We analyzed the expression of ecotropic, xenotropic, and polytropic murine leukemia viruses (MuLVs) in the brains of accelerated senescence-resistant (SAMR1) and SAMP8 mice. No ecotropic mRNA was detected in SAMR1 mice, and only Akv-type ecotropic MuLV mRNA was detected in SAMP8 mice. Restriction mapping of the full-length infectious E-MuLV genome from SAMP8 confirmed its identity as Akv. mRNAs corresponding to a prototypical polytropic MuLV and to an unusual xenotropic MuLV were detected at equal levels in SAMP8 and SAMR1 mice, but no infectious virus of either host range type was detected. In order to determine the cellular localization of Akv expression in SAMP8 mice, we used immunohistochemistry and electron microscopy to detect expression of the E-MuLV capsid gag (CAgag) gene in striatum, brainstem, hippocampus, and cerebellum of 12-month-old SAMR1 and SAMP8 mice. The CAgag antigen was seen in the neurons, oligodendroglia, and vascular endothelium of these brain regions of SAMP8 mice, but not in SAMR1 mice. To evaluate the correlation between activation of astrocytes and expression of Akv, we performed double-immunohistochemical staining for both glial fibrillary acidic protein (GFAP) and CAgag in SAMR1 and SAMP8 mice. Strong astrocytic activation and extensive vacuolation were observed around CAgag-positive neurons in SAMP8 mice, whereas in SAMR1 mice neither astrocytosis nor vacuolation were present. CAgag antigen was also localized in astrocytes of the hippocampus region of SAMP8 mice. Electron micrography showed that a number of vacuoles were found in the cytoplasm of MuLV-positive neurons and the extracellular space surrounding these neurons showed lytic changes. These results suggest that endogenous Akv provirus is expressed in neurons, astrocytes, vascular endothelium, and oligodendroglia in the brains of SAMP8 and that this virus could play an important role in the brain aging processes in this mouse strain.","['Jeong, Byung Hoon', 'Jin, Jae Kwang', 'Choi, Eun Kyoung', 'Lee, Eun Young', 'Meeker, H C', 'Kozak, Christine A', 'Carp, Richard I', 'Kim, Yong Sun']","['Jeong BH', 'Jin JK', 'Choi EK', 'Lee EY', 'Meeker HC', 'Kozak CA', 'Carp RI', 'Kim YS']","['Ilsong Institute of Life Science, College of Medicine, Hallym University, Chunchon, Korea.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",England,J Neuropathol Exp Neurol,Journal of neuropathology and experimental neurology,2985192R,IM,"['Aging, Premature/genetics/metabolism/*virology', 'Animals', 'Antigens/genetics', 'Astrocytes/pathology/ultrastructure/*virology', 'Base Sequence', 'Brain/metabolism/pathology/*virology', 'Disease Models, Animal', 'Gene Expression Regulation, Viral/*genetics', 'Glial Fibrillary Acidic Protein/metabolism', 'Immunohistochemistry', 'Leukemia Virus, Murine/genetics/*metabolism/pathogenicity', 'Mice', 'Mice, Mutant Strains', 'Microscopy, Electron', 'Nerve Degeneration/genetics/pathology/virology', 'Neurons/pathology/ultrastructure/virology', 'Proviruses/genetics/metabolism', 'RNA, Messenger/metabolism', 'Restriction Mapping', 'Virus Integration/genetics']",2002/11/15 04:00,2002/12/10 04:00,['2002/11/15 04:00'],"['2002/11/15 04:00 [pubmed]', '2002/12/10 04:00 [medline]', '2002/11/15 04:00 [entrez]']",['10.1093/jnen/61.11.1001 [doi]'],ppublish,J Neuropathol Exp Neurol. 2002 Nov;61(11):1001-12. doi: 10.1093/jnen/61.11.1001.,,,"['0 (Antigens)', '0 (Glial Fibrillary Acidic Protein)', '0 (RNA, Messenger)']",,,,,,,,,,,,,,,,,
