PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,AB,TT,PMC
5634111,NLM,MEDLINE,19720613,20190829,0021-9975 (Print) 0021-9975 (Linking),77,3,1967 Jul,The use of serum enzymes as diagnostic aids in the dog.,245-54,"['Hoe, C M', 'Jabara, A G']","['Hoe CM', 'Jabara AG']",['eng'],['Journal Article'],England,J Comp Pathol,Journal of comparative pathology,0102444,"['0 (Enzymes)', 'EC 1.1.1.27 (L-Lactate Dehydrogenase)', 'EC 1.1.1.30 (Hydroxybutyrate Dehydrogenase)', 'EC 1.1.1.41 (Isocitrate Dehydrogenase)', 'EC 2.6.1.1 (Aspartate Aminotransferases)', 'EC 2.6.1.2 (Alanine Transaminase)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Adenocarcinoma/enzymology/veterinary', 'Alanine Transaminase/blood', 'Alkaline Phosphatase/blood', 'Animals', 'Aspartate Aminotransferases/blood', 'Bronchial Neoplasms/enzymology/veterinary', 'Clinical Enzyme Tests', 'Dog Diseases/*enzymology', 'Dogs', 'Enzymes/*blood', 'Female', 'Hydroxybutyrate Dehydrogenase/blood', 'Isocitrate Dehydrogenase/blood', 'L-Lactate Dehydrogenase/blood', 'Leukemia, Lymphoid/enzymology/veterinary', 'Liver Diseases/enzymology/*veterinary', 'Liver Function Tests/veterinary', 'Male', 'Neoplasms/*veterinary', 'Sarcoma/enzymology/veterinary', 'Vaginal Neoplasms/enzymology/veterinary']",1967/07/01 00:00,1967/07/01 00:01,['1967/07/01 00:00'],"['1967/07/01 00:00 [pubmed]', '1967/07/01 00:01 [medline]', '1967/07/01 00:00 [entrez]']",ppublish,J Comp Pathol. 1967 Jul;77(3):245-54. doi: 10.1016/0021-9975(67)90033-3.,"['0021-9975(67)90033-3 [pii]', '10.1016/0021-9975(67)90033-3 [doi]']",,,
5632918,NLM,MEDLINE,19690416,20091111,0003-9772 (Print) 0003-9772 (Linking),56,6,1967 Jun,[Gastric lymphosarcoma diagnosed by gastro-biopsy. Secondary evolution towards diffuse lymphosarcomatosis and terminal lymphoblastic leukosis].,549-56,"['Heully, F', 'Gaucher, P', 'Houplon, M', 'Penin, F', 'Bas, M', 'Macinot, C']","['Heully F', 'Gaucher P', 'Houplon M', 'Penin F', 'Bas M', 'Macinot C']",['fre'],['Journal Article'],France,Arch Fr Mal App Dig,Archives francaises des maladies de l'appareil digestif,0044500,,IM,"['Biopsy', 'Female', 'Humans', '*Leukemia', '*Lymphoma, Non-Hodgkin', 'Methods', 'Middle Aged', 'Neoplasm Metastasis', '*Stomach Neoplasms']",1967/06/01 00:00,1967/06/01 00:01,['1967/06/01 00:00'],"['1967/06/01 00:00 [pubmed]', '1967/06/01 00:01 [medline]', '1967/06/01 00:00 [entrez]']",ppublish,Arch Fr Mal App Dig. 1967 Jun;56(6):549-56.,,,Lymphosarcome gastrique diagnostique par gastro-biopsie. Evolution secondaire vers la lymphosarcomatose diffuse et leucosarcomatose sanguine terminale.,
5632705,NLM,MEDLINE,19690222,20161122,0029-6120 (Print) 0029-6120 (Linking),33,9,1967 Sep,[Radiological aspects of intrathoracic tumors in children].,1021-63,"['Schiavetti, E']",['Schiavetti E'],['ita'],['Journal Article'],Italy,Nunt Radiol,Nuntius radiologicus,0401005,,IM,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Dermoid Cyst/diagnostic imaging', 'Female', 'Ganglioneuroma/diagnostic imaging', 'Humans', 'Leukemia/*diagnostic imaging', 'Lung Neoplasms/*diagnostic imaging', 'Lymphangioma/diagnostic imaging', 'Lymphoma, Non-Hodgkin/diagnostic imaging', 'Male', 'Mediastinal Neoplasms/*diagnostic imaging', 'Mesothelioma/diagnostic imaging', '*Neoplasm Metastasis', 'Neuroblastoma/diagnostic imaging', 'Pleural Neoplasms/*diagnostic imaging', 'Radiography, Thoracic', 'Sarcoma/diagnostic imaging', 'Teratoma/diagnostic imaging', 'Thoracic Neoplasms/*diagnostic imaging', 'Tomography']",1967/09/01 00:00,1967/09/01 00:01,['1967/09/01 00:00'],"['1967/09/01 00:00 [pubmed]', '1967/09/01 00:01 [medline]', '1967/09/01 00:00 [entrez]']",ppublish,Nunt Radiol. 1967 Sep;33(9):1021-63.,,,Aspetti radiologici di tumori endotoracici nel bambino.,
5632210,NLM,MEDLINE,19681025,20131121,0370-4793 (Print) 0370-4793 (Linking),12,10,1967 Dec,[Blood concentration of cells appearing as blasts and cells incorporating tritiated thymidine in patients having lymphosarcoma or acute or chronic lymphoid leukemia].,1002-6,"['Berumen, L', 'Choquet, C', 'Hayat, M']","['Berumen L', 'Choquet C', 'Hayat M']",['fre'],['Journal Article'],France,Rev Fr Etud Clin Biol,Revue francaise d'etudes cliniques et biologiques,0235616,"['10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",IM,"['Blood Cells/*metabolism', 'Humans', 'Leukemia/*blood/complications', 'Lymphoma, Non-Hodgkin/*blood/complications/drug therapy', 'Thymidine/metabolism', 'Tritium']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",ppublish,Rev Fr Etud Clin Biol. 1967 Dec;12(10):1002-6.,,,Concentration sanguine des cellules ayant l'aspect de blastes et des cellules incorporant la thymidine tritiee chez les patients atteints de lymphosarcome ou de leucemie lymphoide aigue ou chronique.,
5631783,NLM,MEDLINE,19680919,20031114,0003-5637 (Print) 0003-5637 (Linking),12,5,1967 May,[Experimental study of antitumor activity of antibiotic tavromycetin].,355-60,"['Shorin, V A', 'Rossolimo, O K', 'Stanislavskaia, M S', 'Pevzner, N S', 'Shapovalova, S P']","['Shorin VA', 'Rossolimo OK', 'Stanislavskaia MS', 'Pevzner NS', 'Shapovalova SP']",['rus'],['Journal Article'],Russia (Federation),Antibiotiki,Antibiotiki,0375020,"['0 (Antibiotics, Antineoplastic)']",IM,"['Animals', 'Antibiotics, Antineoplastic/*therapeutic use', 'Carcinoma, Ehrlich Tumor/drug therapy', 'Leukemia, Experimental/drug therapy', 'Lymphoma, Non-Hodgkin/drug therapy', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Sarcoma 180/drug therapy', 'Sarcoma 37/drug therapy', 'Stomach Neoplasms/drug therapy']",1967/05/01 00:00,1967/05/01 00:01,['1967/05/01 00:00'],"['1967/05/01 00:00 [pubmed]', '1967/05/01 00:01 [medline]', '1967/05/01 00:00 [entrez]']",ppublish,Antibiotiki. 1967 May;12(5):355-60.,,,Eksperimental'noe izuchenie protivoopukholevoi aktivnosti antibiotika tavromitsetina.,
5631752,NLM,MEDLINE,19680916,20041117,0027-2973 (Print) 0027-2973 (Linking),109,25,1967 Jun 23,[Erythrouleukoses. Their hematologico-clinical differentiation from leukoses (examination in 27 cases)].,1373-84,"['Sanchez-Fayos, J', 'Outeirino, J', 'Paniagua, G', 'Serrano, J']","['Sanchez-Fayos J', 'Outeirino J', 'Paniagua G', 'Serrano J']",['ger'],['Journal Article'],Germany,Munch Med Wochenschr,Munchener medizinische Wochenschrift (1950),7801802,,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Diagnosis, Differential', 'Erythrocytes/*pathology', 'Female', 'Hematologic Diseases/*diagnosis', 'Humans', 'Infant', 'Leukemia/*diagnosis', 'Male', 'Middle Aged']",1967/06/23 00:00,1967/06/23 00:01,['1967/06/23 00:00'],"['1967/06/23 00:00 [pubmed]', '1967/06/23 00:01 [medline]', '1967/06/23 00:00 [entrez]']",ppublish,Munch Med Wochenschr. 1967 Jun 23;109(25):1373-84.,,,Die Erythroleukosen. Ihre hamatologisch-klinische Abgrenzung gegenuber den Leukosen (Untersuchungen bei 27 Fallen),
5631675,NLM,MEDLINE,19680906,20081121,0044-2542 (Print) 0044-2542 (Linking),22,9,1967 May 1,[Hematologic diseases simulating aleukemic leukemias].,272-7,"['Patakfalvi, A', 'Brasch, G', 'Gogl, A']","['Patakfalvi A', 'Brasch G', 'Gogl A']",['ger'],['Journal Article'],Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,,IM,"['Adolescent', 'Adult', 'Aged', 'Blood Cell Count', 'Bone Marrow/pathology', 'Bone Marrow Examination', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia/*diagnosis/pathology', 'Lymphatic Diseases/*diagnosis/pathology', 'Lymphoma, Non-Hodgkin/*diagnosis', 'Male', 'Middle Aged', 'Primary Myelofibrosis/*diagnosis/pathology', 'Spleen/pathology']",1967/05/01 00:00,1967/05/01 00:01,['1967/05/01 00:00'],"['1967/05/01 00:00 [pubmed]', '1967/05/01 00:01 [medline]', '1967/05/01 00:00 [entrez]']",ppublish,Z Gesamte Inn Med. 1967 May 1;22(9):272-7.,,,Aleukamische Leukamien imitierende hamatologische Krankheitsbilder.,
5631604,NLM,MEDLINE,19680906,20131121,0018-0203 (Print) 0018-0203 (Linking),34,1,1967 Dec,Occurrence of L-lysine dehydrogenase (LyDH) in human serum in normal and some pathological states.,84-90,"['Burgi, W', 'Scharer, H U']","['Burgi W', 'Scharer HU']",['eng'],['Journal Article'],Switzerland,Helv Med Acta,Helvetica medica acta,0401174,"['EC 1.4.- (Amino Acid Oxidoreductases)', 'K3Z4F929H6 (Lysine)']",IM,"['Adolescent', 'Adult', 'Amino Acid Oxidoreductases/*blood', 'Breast Neoplasms/enzymology', 'Female', 'Heart Diseases/*enzymology', 'Heart Failure/enzymology', 'Humans', 'Kidney Neoplasms/enzymology', 'Leukemia, Lymphoid/enzymology', 'Lung Neoplasms/enzymology', 'Lymphoma/enzymology', 'Lymphoma, Non-Hodgkin/enzymology', 'Lysine/metabolism', 'Male', 'Middle Aged', 'Multiple Myeloma/enzymology', 'Myocardial Infarction/enzymology', 'Neoplasms/*enzymology', 'Prostatic Neoplasms/enzymology', 'Urogenital Neoplasms/enzymology']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",ppublish,Helv Med Acta. 1967 Dec;34(1):84-90.,,,,
5631328,NLM,MEDLINE,19680729,20041117,0003-5637 (Print) 0003-5637 (Linking),12,10,1967 Oct,[Experimental study of the antineoplastic activity of the antibiotic reumycin].,892-8,"['Navashin, S M', 'Fomina, I P', 'Koroleva, V G', ""Terent'eva, T G"", ""Shtegal'man, L A""]","['Navashin SM', 'Fomina IP', 'Koroleva VG', ""Terent'eva TG"", ""Shtegal'man LA""]",['rus'],['Journal Article'],Russia (Federation),Antibiotiki,Antibiotiki,0375020,"['0 (Antibiotics, Antineoplastic)']",IM,"['Animals', 'Antibiotics, Antineoplastic/*therapeutic use', 'Ascites/drug therapy', 'Body Weight/drug effects', 'Carcinoma 256, Walker/drug therapy', 'Carcinoma, Ehrlich Tumor/drug therapy', 'Injections, Intraperitoneal', 'Injections, Intravenous', 'Injections, Subcutaneous', 'Leukemia, Experimental/drug therapy', 'Lymphoma, Non-Hodgkin/drug therapy', 'Mice', 'Neoplasms, Experimental/*drug therapy', 'Organ Size', 'Rats', 'Sarcoma 180/drug therapy', 'Sarcoma 37/drug therapy', 'Spleen/drug effects']",1967/10/01 00:00,1967/10/01 00:01,['1967/10/01 00:00'],"['1967/10/01 00:00 [pubmed]', '1967/10/01 00:01 [medline]', '1967/10/01 00:00 [entrez]']",ppublish,Antibiotiki. 1967 Oct;12(10):892-8.,,,Eksperimental'noe izuchenie protivoopukholevoi aktivnosti antibiotika reumitsina.,
5631263,NLM,MEDLINE,19680703,20190904,0001-6632 (Print) 0001-6632 (Linking),17,3,1967 Aug,Some aspects of radiation leukemogenesis.,311,"['Watanabe, S']",['Watanabe S'],['eng'],['Journal Article'],Australia,Acta Pathol Jpn,Acta pathologica japonica,0372637,,IM,"['Humans', 'Japan', 'Leukemia, Radiation-Induced/*epidemiology/mortality', '*Nuclear Warfare']",1967/08/01 00:00,1967/08/01 00:01,['1967/08/01 00:00'],"['1967/08/01 00:00 [pubmed]', '1967/08/01 00:01 [medline]', '1967/08/01 00:00 [entrez]']",ppublish,Acta Pathol Jpn. 1967 Aug;17(3):311. doi: 10.1111/j.1440-1827.1967.tb00016.x.,['10.1111/j.1440-1827.1967.tb00016.x [doi]'],,,
5630975,NLM,MEDLINE,19680610,20041117,0300-8924 (Print) 0300-8924 (Linking),21,6,1967,[Leukocytic UDGP-glycogen-transglucosylase].,227-35,"['Grignani, F', 'Martelli, M F', 'Tonato, M']","['Grignani F', 'Martelli MF', 'Tonato M']",['ita'],['Journal Article'],Italy,Acta Vitaminol Enzymol,Acta vitaminologica et enzymologica,0135063,['EC 2.4.1.- (Glucosyltransferases)'],IM,"['Glucosyltransferases/*analysis', 'Humans', 'Leukemia/*enzymology', 'Leukocytes/*enzymology']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Acta Vitaminol Enzymol. 1967;21(6):227-35.,,,La UDPG-glicogeno-transglucosilasi leucocitaria.,
5630974,NLM,MEDLINE,19680610,20061115,0300-8924 (Print) 0300-8924 (Linking),21,6,1967,"[Leukocytic amylo-1,6-glucosidase].",209-16,"['Grignani, F', 'Tonato, M', 'Martelli, M F', 'Palumbo, R']","['Grignani F', 'Tonato M', 'Martelli MF', 'Palumbo R']",['ita'],['Journal Article'],Italy,Acta Vitaminol Enzymol,Acta vitaminologica et enzymologica,0135063,"['EC 1.- (Oxidoreductases)', 'EC 2.7.1.1 (Hexokinase)', 'EC 3.2.1.- (Glycoside Hydrolases)', 'EC 4.1.2.13 (Fructose-Bisphosphate Aldolase)', 'EC 4.2.1.- (Hydro-Lyases)']",IM,"['Fructose-Bisphosphate Aldolase/analysis', 'Glycoside Hydrolases/*analysis', 'Hexokinase/analysis', 'Humans', 'Hydro-Lyases/analysis', 'Leukemia/*enzymology', 'Leukocytes/*enzymology', 'Oxidoreductases/analysis']",1967/01/01 00:00,1967/01/01 00:01,['1967/01/01 00:00'],"['1967/01/01 00:00 [pubmed]', '1967/01/01 00:01 [medline]', '1967/01/01 00:00 [entrez]']",ppublish,Acta Vitaminol Enzymol. 1967;21(6):209-16.,,,"L'amilo-1,6-glucosidasi leucocitaria.",
