PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AB,RN,AID,GR,PMC,OID,SI,OAB,OABL,OTO,OT,GN
6582487,NLM,MEDLINE,19840323,20190501,0027-8424 (Print) 0027-8424 (Linking),81,2,1984 Jan,Frequent generation of nonrescuable reorganized Moloney murine sarcoma viral genomes.,294-8,"['Shtivelman, E', 'Zakut, R', 'Canaani, E']","['Shtivelman E', 'Zakut R', 'Canaani E']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S.""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Chromosome Deletion', 'Defective Viruses/*genetics', 'Moloney murine leukemia virus/*genetics/ultrastructure', 'Morphogenesis', 'Mutation', 'RNA, Viral/genetics', 'Repetitive Sequences, Nucleic Acid', '*Virus Replication']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1984 Jan;81(2):294-8. doi: 10.1073/pnas.81.2.294.,"Nonproducer transformants infected with wild-type Moloney murine sarcoma virus were screened for the generation of variants with reorganized genomes. Seven of 20 lines contained such viral genomes, 5 of which were found to be nonrescuable. Blotting analysis indicated that viral RNA molecules transcribed from these variant genomes could not be encapsidated into virions. The nonrescuable genomes were molecularly cloned and all were found to have suffered deletions or deletions/inversions involving the 5' long terminal repeat as well as some adjacent sequences. Nucleotide sequence analysis suggested that the long terminal repeat or the tetranucleotides G-G-T-C and G-A-C-C (or both) were involved in the generation of these mutants. Transfection studies showed that the cloned DNAs of the 5 mutants transformed NIH/3T3 monolayers. Removal of the 3' long terminal repeat from the genomes that lacked the 5' long terminal repeat or carried it in an inverted orientation abolished or considerably reduced the transforming activity.","['0 (RNA, Viral)']",['10.1073/pnas.81.2.294 [doi]'],,PMC344662,,['GENBANK/M12230'],,,,,
6582485,NLM,MEDLINE,19840301,20190501,0027-8424 (Print) 0027-8424 (Linking),81,1,1984 Jan,Nucleotide sequence of the feline retroviral oncogene v-fms shows unexpected homology with oncogenes encoding tyrosine-specific protein kinases.,85-9,"['Hampe, A', 'Gobet, M', 'Sherr, C J', 'Galibert, F']","['Hampe A', 'Gobet M', 'Sherr CJ', 'Galibert F']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Amino Acid Sequence', 'Animals', 'Base Sequence', 'Cats', 'Cells, Cultured', '*Cloning, Molecular', '*Genes, Viral', 'Mice', 'Molecular Weight', '*Oncogenes', 'Protein Kinases/*genetics', 'Protein-Tyrosine Kinases', 'Retroviridae/enzymology/*genetics', 'Sarcoma/microbiology', 'Transfection']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1984 Jan;81(1):85-9. doi: 10.1073/pnas.81.1.85.,"The nucleotide sequence encoding the transforming polyprotein of the McDonough strain of feline sarcoma virus was determined. This sequence includes 231 nucleotides specifying a leader peptide, 1,377 nucleotides encoding most of the feline leukemia virus-derived gag gene, and 2,969 nucleotides representing the viral transforming gene v-fms. A single open reading frame was predicted to encode a fusion polyprotein of 160,000 daltons (P160gag-fms). Fourteen potential sites for glycosylation were predicted within the v-fms-encoded portion of the protein, consistent with previous observations that the primary translation product is rapidly glycosylated. The presence of hydrophobic signal peptides within the amino-terminal leader sequence and in the middle of the v-fms-encoded moiety suggests that the transforming glycoprotein becomes oriented with its amino terminus within the lumen of the rough endoplasmic reticulum and its carboxyl terminus protruding across the membrane of the rough endoplasmic reticulum into the cytoplasm. The latter portion of the protein shows unexpected homology to tyrosine-specific protein kinases encoded by several of the known retroviral oncogenes.","['EC 2.7.- (Protein Kinases)', 'EC 2.7.10.1 (Protein-Tyrosine Kinases)']",['10.1073/pnas.81.1.85 [doi]'],,PMC344615,,['GENBANK/K01643'],,,,,
6582476,NLM,MEDLINE,19840301,20190501,0027-8424 (Print) 0027-8424 (Linking),81,1,1984 Jan,A molecular approach to leukemogenesis: mouse lymphomas contain an activated c-ras oncogene.,202-5,"['Guerrero, I', 'Calzada, P', 'Mayer, A', 'Pellicer, A']","['Guerrero I', 'Calzada P', 'Mayer A', 'Pellicer A']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,IM,"['Animals', 'Carcinogens', 'Cell Transformation, Neoplastic', 'Cells, Cultured', 'DNA, Neoplasm/genetics/isolation & purification', 'Leukemia, Experimental/*genetics', 'Leukemia, Radiation-Induced/*genetics', 'Mice', 'Oncogenes/*radiation effects', 'RNA, Neoplasm/isolation & purification', 'Thymoma/*genetics', 'Thymus Neoplasms/*genetics', 'Transcription, Genetic']",1984/01/01 00:00,1984/01/01 00:01,['1984/01/01 00:00'],"['1984/01/01 00:00 [pubmed]', '1984/01/01 00:01 [medline]', '1984/01/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1984 Jan;81(1):202-5. doi: 10.1073/pnas.81.1.202.,"By inducing mouse thymomas with carcinogens and gamma-radiation, we have studied the potential of tumor DNA to induce foci in rodent fibroblasts. A high percentage of the tumors used transformed the cultured cells, and the oncogenic phenotype segregated with extra copies of the c-ras gene family. There appears to be selectivity in the activated gene because so far all analyzed tumors induced by carcinogen have activated the N-ras gene, and those induced by radiation have activated the K-ras gene. The K-ras gene is the cellular counterpart of the viral ras oncogene in Kirsten murine sarcoma virus, but the N-ras has not yet been found in a retrovirus. The transformed cells have a marked increase in expression of the oncogene at the RNA and protein level. This model system might be a powerful tool in the study of leukemogenesis.","['0 (Carcinogens)', '0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)']",['10.1073/pnas.81.1.202 [doi]'],['CA-16239/CA/NCI NIH HHS/United States'],PMC344639,,,,,,,
6582447,NLM,MEDLINE,19840322,20170306,,70,4,1983 Oct,[Myelodysplastic syndromes].,179-87,"['Rupniewska, Z M', 'Kurowska, M']","['Rupniewska ZM', 'Kurowska M']",['pol'],['Journal Article'],W sprawie zespolow mielodysplastycznych.,Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,IM,"['Adult', 'Anemia, Aplastic/diagnosis', 'Anemia, Sideroblastic/diagnosis', 'Bone Marrow/*pathology', 'Bone Marrow Diseases/blood/*diagnosis', 'Diagnosis, Differential', 'Hematopoiesis', 'Humans', 'Leukemia, Myeloid/diagnosis', 'Leukemia, Myeloid, Acute/diagnosis', 'Middle Aged']",1983/10/01 00:00,1983/10/01 00:01,['1983/10/01 00:00'],"['1983/10/01 00:00 [pubmed]', '1983/10/01 00:01 [medline]', '1983/10/01 00:00 [entrez]']",ppublish,Pol Arch Med Wewn. 1983 Oct;70(4):179-87.,,,,,,,,,,,,
6582445,NLM,MEDLINE,19840228,20071115,,25,6,1983,Splenic rupture due to aspergillosis.,385-6,"['Vernant, J P', 'Durieux, P', 'Cordonnier, C', 'Lebezu, M', 'Fagniez, P L', 'Regnier, B', 'Rochant, H']","['Vernant JP', 'Durieux P', 'Cordonnier C', 'Lebezu M', 'Fagniez PL', 'Regnier B', 'Rochant H']",['eng'],"['Case Reports', 'Journal Article']",,Germany,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,7909092,IM,"['Antineoplastic Agents/administration & dosage/adverse effects', 'Aspergillosis/*complications', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Myeloid, Acute/*complications/drug therapy', 'Male', 'Middle Aged', 'Splenic Rupture/*etiology']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1983;25(6):385-6.,,['0 (Antineoplastic Agents)'],,,,,,,,,,
6582443,NLM,MEDLINE,19840302,20131121,0031-3939 (Print) 0031-3939 (Linking),58,8-9,1983 Aug-Sep,[Neurological status of children with lymphoblastic leukemia during complex treatment].,697-703,"['Matheisel, K', 'Boguslawska-Jaworska, J', 'Hirnle, Z', 'Sajewicz, E']","['Matheisel K', 'Boguslawska-Jaworska J', 'Hirnle Z', 'Sajewicz E']",['pol'],"['English Abstract', 'Journal Article']",Analiza stanu neurologicznego dzieci z ostra bialaczka limfoblastyczna w przebiegu leczenia kompleksowego.,Poland,Pediatr Pol,Pediatria polska,2985039R,IM,"['Brain Neoplasms/*secondary', 'Child', 'Child, Preschool', 'Combined Modality Therapy', 'Humans', 'Infant', 'Injections, Spinal', 'Leukemia/*secondary', 'Leukemia, Lymphoid/*therapy', 'Methotrexate/administration & dosage', 'Radiotherapy Dosage']",1983/08/01 00:00,1983/08/01 00:01,['1983/08/01 00:00'],"['1983/08/01 00:00 [pubmed]', '1983/08/01 00:01 [medline]', '1983/08/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1983 Aug-Sep;58(8-9):697-703.,,['YL5FZ2Y5U1 (Methotrexate)'],,,,,,,,,,
6582442,NLM,MEDLINE,19840302,20191210,0031-3939 (Print) 0031-3939 (Linking),58,8-9,1983 Aug-Sep,[Infectious complications in children during treatment of neoplasms of the hematopoietic system].,685-95,"['Koscielniak, E', 'Boguslawska-Jaworska, J']","['Koscielniak E', 'Boguslawska-Jaworska J']",['pol'],['Journal Article'],Powiklania infekcyjne w przebiegu leczenia nowotworow ukladu krwiotworczego u dzieci.,Poland,Pediatr Pol,Pediatria polska,2985039R,IM,"['Child', 'Humans', 'Infections/*epidemiology', 'Leukemia, Lymphoid/*immunology/therapy', 'Leukemia, Myeloid, Acute/*immunology/therapy', 'Leukopenia/complications', 'Lymphoma/*immunology/therapy']",1983/08/01 00:00,1983/08/01 00:01,['1983/08/01 00:00'],"['1983/08/01 00:00 [pubmed]', '1983/08/01 00:01 [medline]', '1983/08/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1983 Aug-Sep;58(8-9):685-95.,,,,,,,,,,,,
6582353,NLM,MEDLINE,19840309,20190617,0028-0836 (Print) 0028-0836 (Linking),307,5950,1984 Feb 2-8,Activation of N-ras gene in bone marrow cells from a patient with acute myeloblastic leukaemia.,476-8,"['Gambke, C', 'Signer, E', 'Moroni, C']","['Gambke C', 'Signer E', 'Moroni C']",['eng'],['Journal Article'],,England,Nature,Nature,0410462,IM,"['Bone Marrow/physiology', 'Child', 'Female', 'Gene Expression Regulation', 'Humans', 'Leukemia, Myeloid, Acute/*genetics', '*Oncogenes', 'Repetitive Sequences, Nucleic Acid', 'Transfection']",1984/02/02 00:00,1984/02/02 00:01,['1984/02/02 00:00'],"['1984/02/02 00:00 [pubmed]', '1984/02/02 00:01 [medline]', '1984/02/02 00:00 [entrez]']",ppublish,Nature. 1984 Feb 2-8;307(5950):476-8. doi: 10.1038/307476a0.,"Human tumour cell lines of various histological origin contain genes that can transform NIH 3T3 cells in culture. Most frequently the gene is an activated K-ras gene, more rarely an activated H-ras gene, and sometimes the recently discovered N-ras. Other transforming genes, distinct from ras, have been found in B- and T-cell leukaemias. Since most of the transforming genes have been identified in cell lines, it is still unclear at what stage the genes become activated. We have therefore initiated a study to determine if the presence of a transforming gene correlates with the clinical course of a malignant disease. Here we demonstrate the presence of a transforming N-ras gene in bone marrow cells from a patient with acute myeloblastic leukaemia at the outbreak of the acute disease phase. Fibroblast DNA from the same patient was not transforming. In contrast to HL-60 cells, no alteration of the myc gene was detected.",,['10.1038/307476a0 [doi]'],,,,,,,,,
6582350,NLM,MEDLINE,19840302,20071115,0028-4793 (Print) 0028-4793 (Linking),310,7,1984 Feb 16,Chromosome 16 rearrangements in acute myelomonocytic leukemia with abnormal eosinophils.,468-9,"['Testa, J R', 'Hogge, D E', 'Misawa, S', 'Zandparsa, N']","['Testa JR', 'Hogge DE', 'Misawa S', 'Zandparsa N']",['eng'],['Letter'],,United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['*Chromosome Aberrations', '*Chromosomes, Human, 16-18', 'Eosinophils/*pathology', 'Humans', 'Leukemia, Myeloid, Acute/*genetics/pathology']",1984/02/16 00:00,1984/02/16 00:01,['1984/02/16 00:00'],"['1984/02/16 00:00 [pubmed]', '1984/02/16 00:01 [medline]', '1984/02/16 00:00 [entrez]']",ppublish,N Engl J Med. 1984 Feb 16;310(7):468-9. doi: 10.1056/NEJM198402163100720.,,,['10.1056/NEJM198402163100720 [doi]'],,,,,,,,,
6582345,NLM,MEDLINE,19840322,20190825,0145-2126 (Print) 0145-2126 (Linking),7,6,1983,Chronic myeloid leukaemia and the Philadelphia translocation: do the c-sis oncogene and platelet-derived growth factor provide the link?,817-20,"['Francis, G E', 'Michalevicz, R', 'Wickremasinghe, R G']","['Francis GE', 'Michalevicz R', 'Wickremasinghe RG']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Leuk Res,Leukemia research,7706787,IM,"['Cell Division', 'Cells, Cultured', '*Chromosomes, Human, 21-22 and Y', 'Hematopoiesis', 'Hematopoietic Stem Cells/pathology/ultrastructure', 'Humans', 'Leukemia, Myeloid/etiology/*genetics', '*Oncogenes', '*Platelet-Derived Growth Factor/pharmacology', '*Translocation, Genetic']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1983;7(6):817-20. doi: 10.1016/0145-2126(83)90076-0.,"The study of cellular oncogenes and of chromosomal abnormalities in human tumours has, in several instances, suggested a link between a specific oncogene translocation and oncogenesis. It was recently suggested that the translocation of the c-abl gene (the human cellular homologue of the transforming sequence of Abelson murine leukaemia virus) from chromosome 9 to 22 in Philadelphia translocation, might have a role in the generation of chronic myeloid leukaemia (CML). We propose an alternative hypothesis and suggest that the translocation of another gene, c-sis, may be more important.",['0 (Platelet-Derived Growth Factor)'],['10.1016/0145-2126(83)90076-0 [doi]'],,,,,,,,,
6582344,NLM,MEDLINE,19840322,20190825,0145-2126 (Print) 0145-2126 (Linking),7,6,1983,Acidic isoferritins do not suppress differentiation of mouse myeloid leukemic M1 cells.,811-5,"['Okabe-Kado, J', 'Hayashi, M', 'Honma, Y', 'Hozumi, M', 'Broxmeyer, H E']","['Okabe-Kado J', 'Hayashi M', 'Honma Y', 'Hozumi M', 'Broxmeyer HE']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Leuk Res,Leukemia research,7706787,IM,"['Animals', 'Cell Differentiation/drug effects', 'Cell Division/drug effects', 'Cell Line', 'Culture Media', 'Ferritins/immunology/*pharmacology', 'Granulocytes/pathology', 'Hematopoietic Stem Cells/*drug effects/immunology/pathology', 'Leukemia, Myeloid, Acute/*pathology', 'Macrophages/pathology', 'Mice']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1983;7(6):811-5. doi: 10.1016/0145-2126(83)90075-9.,"The differentiation of mouse myeloid leukemia line cells (M1) into macrophages or granulocytes has been reported. Resistant M1 cells which did not differentiate even with a high concentration of inducer of differentiation were isolated from M1 cells. The conditioned medium of the resistant M1 cells (RCM) inhibited the induction of differentiation of M1 cells and the formation of macrophage and granulocyte colonies of normal mouse bone marrow cells. Acidic isoferritins known as negative regulators of normal bone marrow cells (CFU-GM) failed to inhibit the induction of differentiation and growth of M1 cells. The RCM treated with anti-acidic isoferritin serum could inhibit the induction of differentiation of M1 cells as did the untreated RCM. The activities, in RCM, inhibiting growth and differentiation of the normal bone marrow cells were partly neutralized by treatment with the antiserum but most of the activities remained. These results suggest that growth and differentiation of the mouse myeloid leukemia M1 cells are not regulated by acidic isoferritins and other inhibitory activities affecting normal bone marrow colony formation, in addition to acidic isoferritins, are released from M1 cells.","['0 (Culture Media)', '9007-73-2 (Ferritins)']",['10.1016/0145-2126(83)90075-9 [doi]'],,,,,,,,,
6582343,NLM,MEDLINE,19840322,20190825,0145-2126 (Print) 0145-2126 (Linking),7,6,1983,Kinetics of colony-forming cells (CFU-c) in adult acute leukemia and their prognostic relevance.,761-70,"['Jehn, U', 'Wachholz, K']","['Jehn U', 'Wachholz K']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Leuk Res,Leukemia research,7706787,IM,"['Acute Disease', 'Adult', 'Aged', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow/*pathology', 'Colony-Forming Units Assay', 'Female', 'Humans', 'Leukemia/drug therapy/*pathology', 'Leukemia, Lymphoid/pathology', 'Leukemia, Myeloid/pathology', 'Lymphocytes/pathology', 'Male', 'Middle Aged', 'Prognosis', 'Recurrence']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1983;7(6):761-70. doi: 10.1016/0145-2126(83)90070-x.,"The in vitro growth pattern of bone marrow and peripheral blood in soft-agar cultures was studied in 50 previously untreated patients with adult acute leukemia. Patients were followed from time of first diagnosis, during induction treatment, in remission at various time intervals, at relapse and during subsequent re-induction therapy. The distribution of granulopoietic progenitor cells was analysed to determine their prognostic significance for remission incidence, remission duration and survival. All patients revealed an abnormal growth. ANLL patients showing a decreased clone number in the marrow but an increased number of clones in the peripheral blood, had a significant higher probability to enter remission and a significant longer remission than those having clones within normal range at first presentation. On the contrary, ALL patients responding to induction treatment, had a better colony and cluster growth in the bone marrow than those failing to respond. No significant correlation was found between in vitro growth and survival. It is concluded that colony-forming cells of both bone marrow and peripheral blood seems to be of some value in predicting the response rate and length of remission in ANLL and ALL, and in possibly selecting patients with a high chance to respond to current cytostatic regimens.",,['10.1016/0145-2126(83)90070-x [doi]'],,,,,,,,,
6582342,NLM,MEDLINE,19840322,20190825,0145-2126 (Print) 0145-2126 (Linking),7,6,1983,A case of erythroleukaemia with homogeneously staining regions on chromosomes.,755-9,"['Li, Y S', 'Khalid, G', 'Matthews, J G', 'Hayhoe, F G']","['Li YS', 'Khalid G', 'Matthews JG', 'Hayhoe FG']",['eng'],"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Leuk Res,Leukemia research,7706787,IM,"['Aged', 'Aneuploidy', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Bone Marrow/*ultrastructure', '*Chromosome Aberrations', 'Chromosome Banding', 'Humans', 'Leukemia, Erythroblastic, Acute/drug therapy/*ultrastructure', 'Leukopenia/chemically induced', 'Male', 'Metaphase']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1983;7(6):755-9. doi: 10.1016/0145-2126(83)90069-3.,A case of erythroleukaemia with homogeneously staining regions on chromosomes is described. The number of chromosomes in bone marrow cells varied from 41 to 46 with a mode of 43. A variety of structural and numerical chromosomal abnormalities was observed. Two marker chromosomes with homogeneously staining regions were found in all aneuploid cells examined. Intensive chemotherapy failed to induce a remission and the patient died 3.9 months after diagnosis. The relation of the homogeneously staining regions on chromosomes to the two courses of chemotherapy prior to cytogenetic study is discussed.,,['10.1016/0145-2126(83)90069-3 [doi]'],,,,,,,,,
6582341,NLM,MEDLINE,19840322,20190825,0145-2126 (Print) 0145-2126 (Linking),7,6,1983,"Response of recurrent acute lymphoblastic leukemia to glucocorticoids: serial studies of receptor content, in vivo cytokinetic changes and clinical responses.",747-53,"['Pui, C H', 'Costlow, M E', 'Dahl, G V', 'Rivera, G', 'Murphy, S B']","['Pui CH', 'Costlow ME', 'Dahl GV', 'Rivera G', 'Murphy SB']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,England,Leuk Res,Leukemia research,7706787,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Cell Division', 'Child', 'Child, Preschool', 'Dexamethasone/therapeutic use', 'Drug Resistance', 'Female', 'Glucocorticoids/*therapeutic use', 'Humans', 'Infant', 'Leukemia, Lymphoid/*drug therapy/metabolism/pathology', 'Male', 'Receptors, Glucocorticoid/analysis', 'Recurrence']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1983;7(6):747-53. doi: 10.1016/0145-2126(83)90068-1.,"The sensitivity of relapsed acute lymphoblastic leukemia (ALL) to treatment with steroids was assessed by measuring bone marrow blast, whole-cell glucocorticoid receptor (GR) levels and serial cytokinetic and clinical responses to steroids, both as single agents and in combination reinduction chemotherapy. GR levels ranged widely, from 1800 to 47,800 sites/cell (median 16,000), and did not differ significantly from levels measured in newly diagnosed patients (p = 0.50). Nineteen of the 48 children studied had GR levels measured both at diagnosis and relapse, and in 14 the values at relapse were either decreased or increased by more than 25%. For nine children, the sensitivity to a three-day oral course of dexamethasone alone (6 mg/m2 per day) was estimated from daily leukocyte counts and serial bone marrow cytokinetic studies. A clinical oncolytic effect of dexamethasone was associated with a reduction in the marrow cell proliferating compartment, as judged from labeling indices, mitotic indices and percent S + G2 + M in five patients. We found, however, that GR levels either alone or combined with clinical or cytokinetic responses to dexamethasone as a single agent did not reliably identify patients who were likely to respond favorably to reinduction with steroid-containing combination chemotherapy. The 35 children who successfully attained subsequent remissions had GR levels similar to those who failed (p = 0.35). While not statistically significant, two observations suggest an association between lower receptor content and drug resistance. Receptor levels from patients with ALL who relapsed while on chemotherapy were appreciably lower (median 15,700, n = 31) than GR levels from patients who relapsed off therapy (median 20,300, n = 17) (p = 0.08). Moreover, three of seven patients with serial studies, whose GR levels at relapse were lower than at diagnosis, failed reinduction--compared to only one of twelve whose levels were either increased or remained unchanged (p = 0.11). Although not having any obvious clinical utility, studies of GR at diagnosis and at relapse may aid in clarifying mechanisms of drug resistance in leukemic blasts.","['0 (Glucocorticoids)', '0 (Receptors, Glucocorticoid)', '7S5I7G3JQL (Dexamethasone)']",['10.1016/0145-2126(83)90068-1 [doi]'],"['CA20180/CA/NCI NIH HHS/United States', 'CA21765/CA/NCI NIH HHS/United States']",,,,,,,,
6582340,NLM,MEDLINE,19840322,20190825,0145-2126 (Print) 0145-2126 (Linking),7,6,1983,ALL masquerading as AUL.,735-46,"['Greaves, M F', 'Bell, R', 'Amess, J', 'Lister, T A']","['Greaves MF', 'Bell R', 'Amess J', 'Lister TA']",['eng'],['Journal Article'],,England,Leuk Res,Leukemia research,7706787,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Antibodies, Monoclonal/immunology', 'DNA Nucleotidylexotransferase/analysis', 'Diagnosis, Differential', 'Female', 'HLA Antigens/analysis', 'Humans', 'Leukemia/*diagnosis/drug therapy', 'Leukemia, Lymphoid/diagnosis/immunology', 'Leukemia, Myeloid, Acute/diagnosis/immunology', 'Leukocyte Count', 'Lymphocytes/enzymology/immunology', 'Male', 'Middle Aged', 'Phenotype', 'Retrospective Studies']",1983/01/01 00:00,1983/01/01 00:01,['1983/01/01 00:00'],"['1983/01/01 00:00 [pubmed]', '1983/01/01 00:01 [medline]', '1983/01/01 00:00 [entrez]']",ppublish,Leuk Res. 1983;7(6):735-46. doi: 10.1016/0145-2126(83)90067-x.,"Of 597 cases of acute leukaemia in adults (greater than 16 years) seen at St. Bartholomew's Hospital, London, between May 1973 and January 1982, 412 were diagnosed as AML, 103 as ALL and 58 as Philadelphia chromosome positive blast crisis of CML (13 presenting as acute leukaemia and 45 having a prior chronic phase). The remaining 24 cases were considered to be acute undifferentiated leukaemia. Twenty-one of the latter were investigated using a panel of immunological markers at diagnosis and/or retrospectively using frozen cell suspensions. Eighteen out of 21 were shown to have a predominantly 'lymphoid' phenotype which comprised 12 cases of common ALL (two of whom were Ph1 positive), three cases of null-ALL, one case with a probable early thymic phenotype, and two cases with a monoclonal B lymphoblast phenotype. One 'common ALL' and one 'null-ALL' had a significant proportion of pre-B (cytoplasmic mu chain+) cells. One other case reacted with anti-myeloid sera. Leukaemic blasts from two patients were unreactive with all markers tested. No cases of glycophorin positive erythroleukaemia or anti-platelet (glycoprotein I) positive leukaemia were detected. These observations suggest that the overwhelming majority of acute leukaemias have an identifiable affiliation to the lymphoid or myeloid lineages and that patients diagnosed haematologically as 'AUL' might benefit by therapy appropriate for their leukaemic cell type.","['0 (Antibodies, Monoclonal)', '0 (HLA Antigens)', 'EC 2.7.7.31 (DNA Nucleotidylexotransferase)']",['10.1016/0145-2126(83)90067-x [doi]'],,,,,,,,,
6582332,NLM,MEDLINE,19840321,20071114,0027-8874 (Print) 0027-8874 (Linking),72,2,1984 Feb,Stimulation of normal erythropoiesis in vitro by macrophages from erythroleukemic mice.,491-6,"['Johnson, C S', 'Marcelletti, J', 'Furmanski, P']","['Johnson CS', 'Marcelletti J', 'Furmanski P']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, P.H.S.""]",,United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Animals', 'Colony-Forming Units Assay', '*Erythropoiesis', 'Erythropoietin/pharmacology', 'Leukemia, Erythroblastic, Acute/*physiopathology', 'Macrophages/*physiology', 'Mice', 'Mice, Inbred Strains', 'Stem Cells/physiology']",1984/02/01 00:00,1984/02/01 00:01,['1984/02/01 00:00'],"['1984/02/01 00:00 [pubmed]', '1984/02/01 00:01 [medline]', '1984/02/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1984 Feb;72(2):491-6.,"The erythroleukemia induced in mice by the Friend virus complex is caused to regress by macrophages. To determine whether the effect of macrophages on leukemia is due to their role in the regulation of erythropoiesis, investigators examined the influence of macrophages from normal and leukemic mice on in vitro colony formation by erythroid progenitor cells [colony-forming units of erythroid progenitor cells (CFU-E)]. Plasma clot cultures of CFU-E were grown over monolayers of macrophages separated from the CFU-E cultures by a layer of agar. Macrophages from progressors (those leukemic mice that will not undergo leukemia regression) significantly stimulated CFU-E, whereas macrophages from regressors (those that will undergo leukemia regression) had no effect on colony formation. Monolayers of normal resident macrophages did not affect in vitro erythropoiesis, while less mature macrophages (peripheral blood mononuclear cells) or nonspecifically activated macrophages (exudate induced) in monolayer stimulated CFU-E. Stimulation by macrophages from leukemic mice was dependent on the presence of virus-producing cells. CFU-E from erythroleukemic mice were resistant to stimulation by leukemic macrophages. These results demonstrated that macrophages from progressively leukemic mice influenced normal colony formation of CFU-E in vitro and that these effects could be related to the ability of macrophages to cause leukemia regression.",['11096-26-7 (Erythropoietin)'],,"['CA-33188/CA/NCI NIH HHS/United States', 'CA-33939/CA/NCI NIH HHS/United States']",,,,,,,,
