PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,CI,SB,MH,RN,EIN,TT,GR,MID,CON,SI,CIN,AUID,CN,IR,FIR,OID,ROF,IRAD,RPI
25431599,NLM,PubMed-not-MEDLINE,20141128,20200930,1687-9627 (Print),2014,,2014,An adult patient with systemic mastocytosis and B-acute lymphoblastic leukemia.,526129,10.1155/2014/526129 [doi],"Mastocytosis is a myeloproliferative neoplasm characterized by clonal expansion of abnormal mast cells, ranging from the cutaneous forms of the disease to mast cell leukemia. In a significant proportion of patients, systemic mastocytosis (SM) coexists with another hematologic malignancy, termed systemic mastocytosis with an associated hematologic nonmast cell lineage disorder (SM-AHNMD). Despite the pronounced predominance of concomitant myeloid neoplasms, the much more unusual coexistence of lymphoproliferative diseases has also been reported. Imatinib mesylate (IM) has a role in the treatment of SM in the absence of the KITD816V mutation. In the setting of SM-AHNMD, eradicating the nonmast cell malignant clone greatly affects prognosis. We report a case of an adult patient with SM associated with B-lineage acute lymphoblastic leukemia (B-ALL). Three cases of concurrent adult ALL and mastocytosis have been reported in the literature, one concerning SM and two concerning cutaneous mastocytosis (CM), as well as six cases of concomitant CM and ALL in children.","['Iliakis, Theodoros', 'Rougkala, Niki', 'Diamantopoulos, Panagiotis T', 'Papadopoulou, Vasiliki', 'Kalala, Fani', 'Zervakis, Konstantinos', 'Giannakopoulou, Nefeli', 'Chatzinikolaou, Polixeni', 'Levidou, Georgia', 'Lakiotaki, Eleftheria', 'Korkolopoulou, Penelope', 'Patsouris, Efstratios', 'Variami, Eleni', 'Viniou, Nora-Athina']","['Iliakis T', 'Rougkala N', 'Diamantopoulos PT', 'Papadopoulou V', 'Kalala F', 'Zervakis K', 'Giannakopoulou N', 'Chatzinikolaou P', 'Levidou G', 'Lakiotaki E', 'Korkolopoulou P', 'Patsouris E', 'Variami E', 'Viniou NA']","['Hematology Unit, First Department of Internal Medicine, Laikon General Hospital, National and Kapodistrian University of Athens, 17 Agiou Thoma Street, 11527 Athens, Greece.', 'Hematology Unit, First Department of Internal Medicine, Laikon General Hospital, National and Kapodistrian University of Athens, 17 Agiou Thoma Street, 11527 Athens, Greece.', 'Hematology Unit, First Department of Internal Medicine, Laikon General Hospital, National and Kapodistrian University of Athens, 17 Agiou Thoma Street, 11527 Athens, Greece.', 'Hematology Unit, First Department of Internal Medicine, Laikon General Hospital, National and Kapodistrian University of Athens, 17 Agiou Thoma Street, 11527 Athens, Greece.', 'Hematology Unit, First Department of Internal Medicine, Laikon General Hospital, National and Kapodistrian University of Athens, 17 Agiou Thoma Street, 11527 Athens, Greece.', 'Hematology Unit, First Department of Internal Medicine, Laikon General Hospital, National and Kapodistrian University of Athens, 17 Agiou Thoma Street, 11527 Athens, Greece.', 'Hematology Unit, First Department of Internal Medicine, Laikon General Hospital, National and Kapodistrian University of Athens, 17 Agiou Thoma Street, 11527 Athens, Greece.', 'Hematology Unit, First Department of Internal Medicine, Laikon General Hospital, National and Kapodistrian University of Athens, 17 Agiou Thoma Street, 11527 Athens, Greece.', 'Department of Pathology, National and Kapodistrian University of Athens, Athens, Greece.', 'Department of Pathology, National and Kapodistrian University of Athens, Athens, Greece.', 'Department of Pathology, National and Kapodistrian University of Athens, Athens, Greece.', 'Department of Pathology, National and Kapodistrian University of Athens, Athens, Greece.', 'Hematology Unit, First Department of Internal Medicine, Laikon General Hospital, National and Kapodistrian University of Athens, 17 Agiou Thoma Street, 11527 Athens, Greece.', 'Hematology Unit, First Department of Internal Medicine, Laikon General Hospital, National and Kapodistrian University of Athens, 17 Agiou Thoma Street, 11527 Athens, Greece.']",['eng'],['Journal Article'],20141106,United States,Case Rep Med,Case reports in medicine,101512910,PMC4238232,,,2014/11/29 06:00,2014/11/29 06:01,['2014/11/29 06:00'],"['2014/07/07 00:00 [received]', '2014/10/09 00:00 [revised]', '2014/10/14 00:00 [accepted]', '2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2014/11/29 06:01 [medline]']",['10.1155/2014/526129 [doi]'],ppublish,Case Rep Med. 2014;2014:526129. doi: 10.1155/2014/526129. Epub 2014 Nov 6.,,,,,,,,,,,,"['ORCID: 0000-0003-2692-5944', 'ORCID: 0000-0002-1398-178X']",,,,,,,
25431479,NLM,MEDLINE,20150223,20211203,1528-0020 (Electronic) 0006-4971 (Linking),124,23,2014 Nov 27,Ibrutinib-associated tumor lysis syndrome in a patient with chronic lymphocytic leukemia.,3503-5,10.1182/blood-2014-08-591875 [doi],,"['Kaur, Varinder', 'Mehta, Paulette', 'Johnsurd, Joyce', 'Govindarajan, Rangaswamy']","['Kaur V', 'Mehta P', 'Johnsurd J', 'Govindarajan R']","['Division of Hematology/Oncology, Department of Internal Medicine, University of Arkansas for Medical Sciences, Little Rock, AR.', 'Division of Hematology/Oncology, Department of Internal Medicine, University of Arkansas for Medical Sciences, Little Rock, AR.', 'Department of Internal Medicine, University of Arkansas for Medical Sciences, Little Rock, AR.', 'Division of Hematology/Oncology, Department of Internal Medicine, University of Arkansas for Medical Sciences, Little Rock, AR.']",['eng'],"['Case Reports', 'Letter']",,United States,Blood,Blood,7603509,,,,2014/11/29 06:00,2015/02/24 06:00,['2014/11/29 06:00'],"['2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2015/02/24 06:00 [medline]']","['S0006-4971(20)39645-2 [pii]', '10.1182/blood-2014-08-591875 [doi]']",ppublish,Blood. 2014 Nov 27;124(23):3503-5. doi: 10.1182/blood-2014-08-591875.,,IM,"['Adenine/analogs & derivatives', 'Humans', 'Leukemia, Lymphocytic, Chronic, B-Cell/*drug therapy/immunology', 'Male', 'Middle Aged', 'Piperidines', 'Pyrazoles/*adverse effects', 'Pyrimidines/*adverse effects', 'Tumor Lysis Syndrome/diagnosis/*etiology']","['0 (Piperidines)', '0 (Pyrazoles)', '0 (Pyrimidines)', '1X70OSD4VX (ibrutinib)', 'JAC85A2161 (Adenine)']",,,,,,,,,,,,,,,
25431476,NLM,MEDLINE,20150223,20210202,1528-0020 (Electronic) 0006-4971 (Linking),124,23,2014 Nov 27,Allelic ratio: a marker of clonal dominance.,3341-2,10.1182/blood-2014-10-605048 [doi],,"['Meshinchi, Soheil']",['Meshinchi S'],['FRED HUTCHINSON CANCER RESEARCH INSTITUTE.'],['eng'],"['Journal Article', 'Comment']",,United States,Blood,Blood,7603509,,,,2014/11/29 06:00,2015/02/24 06:00,['2014/11/29 06:00'],"['2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2015/02/24 06:00 [medline]']","['S0006-4971(20)39625-7 [pii]', '10.1182/blood-2014-10-605048 [doi]']",ppublish,Blood. 2014 Nov 27;124(23):3341-2. doi: 10.1182/blood-2014-10-605048.,,IM,"['*Hematopoietic Stem Cell Transplantation', 'Humans', 'Leukemia, Myeloid, Acute/*genetics/*therapy', 'Mutagenesis, Insertional/*genetics', 'fms-Like Tyrosine Kinase 3/*genetics']","['EC 2.7.10.1 (FLT3 protein, human)', 'EC 2.7.10.1 (fms-Like Tyrosine Kinase 3)']",,,,,['Blood. 2014 Nov 27;124(23):3441-9. PMID: 25270908'],,,,,,,,,,
25431474,NLM,MEDLINE,20150223,20210202,1528-0020 (Electronic) 0006-4971 (Linking),124,23,2014 Nov 27,Risk of RAS in relapsed childhood ALL.,3338-9,10.1182/blood-2014-10-605030 [doi],,"['Paulsson, Kajsa']",['Paulsson K'],['LUND UNIVERSITY.'],['eng'],"['Journal Article', 'Comment']",,United States,Blood,Blood,7603509,,,,2014/11/29 06:00,2015/02/24 06:00,['2014/11/29 06:00'],"['2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2015/02/24 06:00 [medline]']","['S0006-4971(20)39623-3 [pii]', '10.1182/blood-2014-10-605030 [doi]']",ppublish,Blood. 2014 Nov 27;124(23):3338-9. doi: 10.1182/blood-2014-10-605030.,,IM,"['Animals', 'Benzimidazoles/*therapeutic use', 'Drug Resistance, Neoplasm/*genetics', '*Genes, ras', 'Humans', '*Mutation', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/*genetics', 'Protein Kinase Inhibitors/*therapeutic use']","['0 (AZD 6244)', '0 (Benzimidazoles)', '0 (Protein Kinase Inhibitors)']",,,,,['Blood. 2014 Nov 27;124(23):3420-30. PMID: 25253770'],,,['ORCID: http://orcid.org/0000-0001-7950-222X'],,,,,,,
25431299,NLM,MEDLINE,20150918,20181202,1559-0720 (Electronic) 0163-4984 (Linking),163,1-2,2015 Feb,Resveratrol synergistically triggers apoptotic cell death with arsenic trioxide via oxidative stress in human lung adenocarcinoma A549 cells.,112-23,10.1007/s12011-014-0186-2 [doi],"Arsenic trioxide (As2O3) is a potent anticancer drug for the treatment of acute promyelocytic leukemia. However, the clinical applications of the agent to treat solid tumors are largely compromised by the drug resistance. Our previous study demonstrated that resveratrol, a plant-derived natural product, could potentiate the toxicity of arsenite in lung adenocarcinoma A549 cells at relatively high concentration, indicating that combination of resveratrol and As2O3 may be a helpful strategy to solve the drug resistance of As2O3 in tumor cells. To test this possibility, in the present study, we determined the combined effects of resveratrol and As2O3 in cultured A549 cells. Our results showed that co-treatment of resveratrol with As2O3 resulted in a synergistic augmentation of cytotoxicity and apoptosis in cells at the tested concentration. To further reveal the detailed mechanism of this synergistic effect on cytotoxicity and apoptosis, apoptosis-related proteins, DNA and chromosomal damage, and the level of oxidative stress were also evaluated. Our data revealed that co-treatment with resveratrol and As2O3 caused more genotoxicity and serious oxidative stress in A549 cells than that of single agent treatment. Moreover, resveratrol and As2O3 could also corporately enhance the release of cytochrome c and the expressions of death receptor Fas and FasL. Together, our results suggest that resveratrol and As2O3 synergistically increase the apoptotic cell death in A549 cells through induction of oxidative stress, indicating that the combination of resveratrol with As2O3 may be a promising strategy to increase the clinical efficacy of As2O3 in the treatment of lung tumor.","['Gu, Shiyan', 'Chen, Chengzhi', 'Jiang, Xuejun', 'Zhang, Zunzhen']","['Gu S', 'Chen C', 'Jiang X', 'Zhang Z']","[""Department of Environmental Health, West China School of Public Health, Sichuan University, No. 16, Section 3, Renmin Nan Road, Chengdu, 610041, People's Republic of China.""]",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20141129,United States,Biol Trace Elem Res,Biological trace element research,7911509,,,,2014/11/29 06:00,2015/09/19 06:00,['2014/11/29 06:00'],"['2014/08/26 00:00 [received]', '2014/11/17 00:00 [accepted]', '2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2015/09/19 06:00 [medline]']",['10.1007/s12011-014-0186-2 [doi]'],ppublish,Biol Trace Elem Res. 2015 Feb;163(1-2):112-23. doi: 10.1007/s12011-014-0186-2. Epub 2014 Nov 29.,,IM,"['Adenocarcinoma/*drug therapy/metabolism/pathology', 'Anticarcinogenic Agents/*pharmacology', 'Apoptosis/*drug effects', 'Arsenic Trioxide', 'Arsenicals/agonists/*pharmacology', 'Cell Line, Tumor', 'Drug Synergism', 'Humans', 'Lung Neoplasms/*drug therapy/metabolism/pathology', 'Oxidative Stress/*drug effects', 'Oxides/agonists/*pharmacology', 'Resveratrol', 'Stilbenes/agonists/*pharmacology']","['0 (Anticarcinogenic Agents)', '0 (Arsenicals)', '0 (Oxides)', '0 (Stilbenes)', 'Q369O8926L (Resveratrol)', 'S7V92P67HO (Arsenic Trioxide)']",,,,,,,,,,,,,,,
25431056,NLM,MEDLINE,20150708,20141128,1940-6029 (Electronic) 1064-3745 (Linking),1254,,2015,Nuclear signs of pre-neurodegeneration.,43-54,10.1007/978-1-4939-2152-2_4 [doi],"Nuclear architecture is highly concerted including the organization of chromosome territories and distinct nuclear bodies, such as nucleoli, Cajal bodies, nuclear speckles of splicing factors, and promyelocytic leukemia nuclear bodies, among others. The organization of such nuclear compartments is very dynamic and may represent a sensitive indicator of the functional status of the cell. Here, we describe methodologies that allow isolating discrete cell populations from the brain and the fine observation of nuclear signs that could be insightful predictors of an early neuronal injury in a wide range of neurodegenerative disorders. The tools here described may be of use for the early detection of pre-degenerative processes in neurodegenerative diseases and for validating novel rescue strategies.","['Baltanas, Fernando C', 'Valero, Jorge', 'Alonso, Jose Ramon', 'Berciano, Maria Teresa', 'Lafarga, Miguel']","['Baltanas FC', 'Valero J', 'Alonso JR', 'Berciano MT', 'Lafarga M']","['Institute for Molecular and Cell Biology of the Cancer, CSIC - Universidad de Salamanca, Salamanca, Spain.']",['eng'],['Journal Article'],,United States,Methods Mol Biol,"Methods in molecular biology (Clifton, N.J.)",9214969,,,,2014/11/29 06:00,2015/07/15 06:00,['2014/11/29 06:00'],"['2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2015/07/15 06:00 [medline]']",['10.1007/978-1-4939-2152-2_4 [doi]'],ppublish,Methods Mol Biol. 2015;1254:43-54. doi: 10.1007/978-1-4939-2152-2_4.,,IM,"['Cell Compartmentation/*genetics', 'Cell Nucleolus/genetics/*pathology/ultrastructure', 'Coiled Bodies/genetics/*pathology/ultrastructure', 'Humans', 'Molecular Biology/methods', 'Neurodegenerative Diseases/genetics/*pathology', 'RNA Splicing/genetics']",,,,,,,,,,,,,,,,
25430995,NLM,MEDLINE,20160301,20161125,1744-5116 (Electronic) 1388-0209 (Linking),53,7,2015 Jul,Nardostachys chinensis induces granulocytic differentiation with the suppression of cell growth through p27(Kip1) protein-related G0/G1 phase arrest in human promyelocytic leukemic cells.,1002-9,10.3109/13880209.2014.952834 [doi],"CONTEXT: Nardostachys chinensis Batalin (Valerianaceae) has been used in Korean traditional medicine to elicit stomachic and sedative effects. However, the anti-leukemic activities of N. chinensis have not been well examined. OBJECTIVE: To investigate the effect of N. chinensis on differentiation and proliferation in the human promyelocytic leukemic HL-60 cells. MATERIALS AND METHODS: The dried roots and stems of N. chiensis are extracted using hot water and then freeze-dried. The yield of extract was 12.82% (w/w). The HL-60 cells were treated with 25-200 mug/ml of N. chinensis for 72 h or 100 mug/ml of N. chinensis for 24-72 h. RESULTS: Nardostachys chinensis significantly inhibited cell viability dose dependently with an IC50 of 100 mug/ml in HL-60 cells. Nardostachys chinensis induced differentiation of the cells as measured by reduction activity of NBT and expression of CD11b but not of CD14 as analyzed by flow cytometry, which indicates a differentiation toward the granulocytic lineage. Nardostachys chinensis also induced growth inhibition through G0/G1 phase arrest in the cell cycle of HL-60 cells. Among the G0/G1 phase in the cell cycle-related protein, the expression of cyclin-dependent kinase (CDK) inhibitor p27(Kip1) was increased in N. chinensis-treated HL-60 cells, whereas the expression levels of CDK2, CDK4, CDK6, cyclin D1, cyclin D3, cyclin E, and cyclin A were decreased. Interestingly, N. chinensis markedly enhanced the binding of p27(Kip1) with CDK2 and CDK6. DISCUSSION AND CONCLUSION: This study demonstrated that N. chinensis is capable of inducing cellular differentiation and growth inhibition through p27(Kip1) protein-related G0/G1 phase arrest in HL-60 cells.","['Ju, Sung-Min', 'Lee, Jun', 'Kang, Jun-Gue', 'Jeong, Sun-Oh', 'Park, Jang-Ho', 'Pae, Hyun-Ock', 'Lee, Guem-San', 'Kim, Won-Sin', 'Lyu, Yeoung-Su', 'Jeon, Byung-Hun']","['Ju SM', 'Lee J', 'Kang JG', 'Jeong SO', 'Park JH', 'Pae HO', 'Lee GS', 'Kim WS', 'Lyu YS', 'Jeon BH']","['Department of Pathology, College of Korean Medicine, Wonkwang University , Iksan, Jeonbuk , Republic of Korea .']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20141128,England,Pharm Biol,Pharmaceutical biology,9812552,,['NOTNLM'],"['Anti-leukemic effect', 'HL-60 cells', 'cell-cycle arrest', 'nardosinone']",2014/11/29 06:00,2016/03/02 06:00,['2014/11/29 06:00'],"['2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2016/03/02 06:00 [medline]']",['10.3109/13880209.2014.952834 [doi]'],ppublish,Pharm Biol. 2015 Jul;53(7):1002-9. doi: 10.3109/13880209.2014.952834. Epub 2014 Nov 28.,,IM,"['Cell Differentiation/drug effects/physiology', 'Cyclin-Dependent Kinase Inhibitor p27/*biosynthesis', 'G1 Phase/*drug effects/physiology', 'Granulocytes/*drug effects/metabolism', 'Growth Inhibitors/isolation & purification/*pharmacology', 'HL-60 Cells', 'Humans', 'Leukemia, Promyelocytic, Acute/metabolism', '*Nardostachys', 'Plant Extracts/isolation & purification/*pharmacology', 'Plant Roots', 'Plant Stems', 'Resting Phase, Cell Cycle/*drug effects/physiology']","['0 (CDKN1B protein, human)', '0 (Growth Inhibitors)', '0 (Plant Extracts)', '147604-94-2 (Cyclin-Dependent Kinase Inhibitor p27)']",,,,,,,,,,,,,,,
25430636,NLM,Publisher,,20191120,1552-4957 (Electronic) 1552-4949 (Linking),,,2014 Nov 28,Detection of Minimal Residual Disease in Mantle Cell Lymphoma. Establishment of Novel 8-Color Flow Cytometry Approach.,,10.1002/cytob.21210 [doi],"Backround: Minimal residual disease (MRD) detection is an essential tool for therapy response assessment in a considerable number of hematooncologic disorders including mantle cell lymphoma (MCL). Flow cytometry (FCM) ranks among the most effective approaches which allow rapid sample processing and compete successfully with highly sensitive molecular methods like polymerase chain reaction (PCR). Since FCM is ordinarily applied to detect MRD in B-lineage diseases like chronic lymphocytic leukemia (CLL), a similar method could be used in MCL. We decided to test our novel 8-color FCM approach in MCL MRD detection. Methods: Employing an 8-color FCM protocol designed by us, the expression of 24 selected surface antigens in a cohort of 30 patients with newly diagnosed leukemic MCL and 20 normal controls were compared to one another to establish markers that can reliably distinguish normal B lymphocytes from the MCL population. The sensitivity of the designed protocol was tested using serial dilution studies. Results: Although MCL presents high immunophenotypic variability the combination of CD20/23/5/19/200/62L/3/45 appears to be very favorable in flow cytometric MRD measurement. Conclusions: Our 8-color FCM protocol could easily detect MRD in MCL patients and reaches a sensitivity of up to 2x10(-4) . This article is protected by copyright. All rights reserved.","['Chovancova, Jana', 'Bernard, Tomas', 'Stehlikova, Olga', 'Salek, David', 'Janikova, Andrea', 'Mayer, Jiri', 'Doubek, Michael']","['Chovancova J', 'Bernard T', 'Stehlikova O', 'Salek D', 'Janikova A', 'Mayer J', 'Doubek M']","['Department of Internal Medicine - Hematology and Oncology, University Hospital, Brno and Faculty of Medicine, Masaryk University, Brno, Czech Republic; Central European Institute of Technology, Masaryk University, Brno, Czech Republic.']",['eng'],['Journal Article'],20141128,United States,Cytometry B Clin Cytom,"Cytometry. Part B, Clinical cytometry",101235690,,['NOTNLM'],"['flow cytometry', 'mantle cell lymphoma', 'minimal residual disease']",2014/11/29 06:00,2014/11/29 06:00,['2014/11/29 06:00'],"['2013/11/26 00:00 [received]', '2014/11/05 00:00 [revised]', '2014/11/25 00:00 [accepted]', '2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2014/11/29 06:00 [medline]']",['10.1002/cytob.21210 [doi]'],aheadofprint,Cytometry B Clin Cytom. 2014 Nov 28. doi: 10.1002/cytob.21210.,['Copyright (c) 2014 Clinical Cytometry Society.'],,,,,,,,,,,,,,,,,,
25430625,NLM,MEDLINE,20150714,20181202,1365-2141 (Electronic) 0007-1048 (Linking),169,5,2015 Jun,Managing children with chronic myeloid leukaemia.,759-60,10.1111/bjh.13250 [doi],,"['Baccarani, Michele']",['Baccarani M'],"['ELN and GIMEMA CML Working Parties, University of Bologna, Bologna, Italy. michele.baccarani@unibo.it.']",['eng'],"['Letter', 'Comment']",20141127,England,Br J Haematol,British journal of haematology,0372544,,['NOTNLM'],"['BCR-ABL', 'children', 'chronic myeloid leukaemia', 'cytogenetics']",2014/11/29 06:00,2015/07/15 06:00,['2014/11/29 06:00'],"['2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2015/07/15 06:00 [medline]']",['10.1111/bjh.13250 [doi]'],ppublish,Br J Haematol. 2015 Jun;169(5):759-60. doi: 10.1111/bjh.13250. Epub 2014 Nov 27.,,IM,"['Female', 'Humans', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*diagnosis/*drug therapy', 'Pregnancy']",,,,,,['Br J Haematol. 2014 Oct;167(1):33-47. PMID: 24976289'],,['Br J Haematol. 2015 Jun;169(5):760-1. PMID: 25573033'],,,,,,,,
25430616,NLM,MEDLINE,20151015,20181202,1399-0012 (Electronic) 0902-0063 (Linking),29,2,2015 Feb,Is allogeneic transplantation really the best treatment for FLT3/ITD-positive acute myeloid leukemia? A systematic review.,149-60,10.1111/ctr.12495 [doi],"Fetal liver tyrosine kinase 3 (FLT3)-internal tandem duplications (ITDs) has been used as a powerful adverse prognostic indicator for acute myeloid leukemia (AML) in any age group. Evidence is mixed regarding the effects of allogeneic transplantation (allo-HSCT) in first complete remission (CR) for patients with FLT3/ITD AML. To fill this gap, this study provides a systematic review and meta-analysis of patients with FLT3/ITD AML receiving HSCT. A search of PubMed, Embase, and OVID yielded 1706 abstracts, two researchers screening the trials based on inclusion and exclusion criteria, and assessed the methodology quality independently. Meta-analysis showed that compared with chemotherapy, both allo-HSCT and autologous hematopoietic cell transplantation (auto-HSCT) can reduce the relapse rate (p < 0.01) and improve both the OS (p < 0.01) and DFS (p < 0.01). But when compared allo-HSCT with auto-HSCT, the OS (p = 0.27) and DFS (p = 0.19) have no statistical significance, and only the relapse indicator has statistical significance, p < 0.01. Based on the results, we can conclude that allo-HSCT is an efficient therapy approach for patients with FLT3/ITD AML. Chemotherapy cannot change the poor prognosis. Auto-HSCT can improve OS and DFS, but it cannot reduce the relapse rate.","['Ma, Yingying', 'Wu, Yazhou', 'Shen, Zhaohua', 'Zhang, Xi', 'Zeng, Dongfeng', 'Kong, Peiyan']","['Ma Y', 'Wu Y', 'Shen Z', 'Zhang X', 'Zeng D', 'Kong P']","['Department of Hematology, Xinqiao Hospital, Third Military Medical University, ChongQing, China.']",['eng'],"['Journal Article', 'Review', 'Systematic Review']",20150102,Denmark,Clin Transplant,Clinical transplantation,8710240,,['NOTNLM'],"['FLT3/ITD', 'acute myeloid leukemia', 'allogeneic transplantation', 'hematopoietic stem cell transplantation', 'meta-analysis']",2014/11/29 06:00,2015/10/16 06:00,['2014/11/29 06:00'],"['2014/11/25 00:00 [accepted]', '2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2015/10/16 06:00 [medline]']",['10.1111/ctr.12495 [doi]'],ppublish,Clin Transplant. 2015 Feb;29(2):149-60. doi: 10.1111/ctr.12495. Epub 2015 Jan 2.,['(c) 2014 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd.'],IM,"['Hematopoietic Stem Cell Transplantation/*methods', 'Humans', 'Leukemia, Myeloid, Acute/enzymology/*surgery', 'Prognosis', 'Remission Induction', 'Transplantation, Homologous', 'fms-Like Tyrosine Kinase 3/*metabolism']",['EC 2.7.10.1 (fms-Like Tyrosine Kinase 3)'],,,,,,,,,,,,,,,
25430486,NLM,MEDLINE,20151015,20150120,1399-0012 (Electronic) 0902-0063 (Linking),29,2,2015 Feb,Total costs and clinical outcome of hematopoietic stem cell transplantation in adults with leukemia: comparison between reduced-intensity and myeloablative conditioning.,124-33,10.1111/ctr.12492 [doi],"The total cost of hematopoietic stem cell transplantation (HSCT) as well as the financial impact of HSCT on the house holds of patients have been elusive. Between 2005 and 2012, we analyzed 191 HSCT in adult patients with leukemia with reduced-intensity conditioning (RIC) regimen (n = 79) and with myeloablative conditioning (MAC) regimen (n = 112). The direct medical costs were calculated from healthcare claims obtained from the Seoul National University Hospital, and the direct non-medical and the indirect costs were calculated from national statistics. The mean direct medical cost was $55,039, direct non-medical cost was $6394, and indirect cost was $7503 from transplantation to one yr after transplantation in the RIC group and $72,916, $6993, and $9057 in the MAC group, respectively, based on the exchange rate of Korean won 1060 = US$1. The total costs for one yr were $68,938 and $88,967, constituting for 273% and 357% of the per capita income, respectively. The total costs, direct medical costs, and indirect costs showed statistically significant differences (p = 0.006, p = 0.007, and p = 0.017). No significant differences were found for leukemia-free survival and overall survival. RIC-HSCT provides lower costs within the first year of transplantation with comparable long-term clinical outcomes.","['Suh, Koung Jin', 'Kim, Inho', 'Lim, Jin', 'Ha, Hyerim', 'Park, Seongyeol', 'Koh, Youngil', 'Yoon, Sung-Soo', 'Park, Seonyang']","['Suh KJ', 'Kim I', 'Lim J', 'Ha H', 'Park S', 'Koh Y', 'Yoon SS', 'Park S']","['Department of Internal Medicine, Seoul National University Hospital, Seoul, Korea.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20141220,Denmark,Clin Transplant,Clinical transplantation,8710240,,['NOTNLM'],"['condition regimen', 'cost', 'hematopoietic stem cell transplantation', 'leukemia', 'reduced intensity']",2014/11/29 06:00,2015/10/16 06:00,['2014/11/29 06:00'],"['2014/11/17 00:00 [accepted]', '2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2015/10/16 06:00 [medline]']",['10.1111/ctr.12492 [doi]'],ppublish,Clin Transplant. 2015 Feb;29(2):124-33. doi: 10.1111/ctr.12492. Epub 2014 Dec 20.,['(c) 2014 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd.'],IM,"['Adolescent', 'Adult', 'Aged', 'Costs and Cost Analysis', 'Disease-Free Survival', 'Female', '*Health Care Costs', 'Hematopoietic Stem Cell Transplantation/*economics/methods', 'Humans', 'Leukemia/economics/*therapy', 'Male', 'Middle Aged', 'Myeloablative Agonists/economics/*therapeutic use', 'Nebraska', 'Retrospective Studies', 'Transplantation Conditioning/*economics', 'Young Adult']",['0 (Myeloablative Agonists)'],,,,,,,,,,,,,,,
25430484,NLM,MEDLINE,20150410,20150209,1365-2141 (Electronic) 0007-1048 (Linking),168,5,2015 Mar,Green-grey crystals in acute myeloid leukaemia.,618,10.1111/bjh.13244 [doi],,"['Sud, Amit', 'Morilla, Ricardo', 'Ethell, Mark', 'Taussig, David', 'Liapis, Konstantinos']","['Sud A', 'Morilla R', 'Ethell M', 'Taussig D', 'Liapis K']","['Haemato-Oncology Unit, The Royal Marsden Hospital, The Royal Marsden NHS Foundation Trust, Surrey, London, UK. amit.sud@icr.ac.uk.']",['eng'],"['Case Reports', 'Journal Article']",20141127,England,Br J Haematol,British journal of haematology,0372544,,,,2014/11/29 06:00,2015/04/11 06:00,['2014/11/29 06:00'],"['2014/11/29 06:00 [entrez]', '2014/11/29 06:00 [pubmed]', '2015/04/11 06:00 [medline]']",['10.1111/bjh.13244 [doi]'],ppublish,Br J Haematol. 2015 Mar;168(5):618. doi: 10.1111/bjh.13244. Epub 2014 Nov 27.,,IM,"['Aged', 'Bone Marrow Cells/*pathology', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Macrophages/*pathology', 'Male']",,,,,,,,,,,,,,,,
